Date,EUROPE ex UK MINIMUM VOLATILITY (GBP)
2002-06-18,898.7814821485828
2002-06-19,889.8801218674669
2002-06-20,874.9055193686081
2002-06-21,872.6344415824476
2002-06-24,856.6374548310132
2002-06-25,871.5044242290973
2002-06-26,857.6557248163743
2002-06-27,865.9227613224317
2002-06-28,888.7607723083705
2002-07-01,887.2037254490511
2002-07-02,873.7224356228394
2002-07-03,861.1838661035182
2002-07-04,872.602693640164
2002-07-05,893.6944416726133
2002-07-08,893.1329082631923
2002-07-09,885.2247758601072
2002-07-10,865.397459401543
2002-07-11,842.0567107077334
2002-07-12,841.0922748897335
2002-07-15,814.5763169828787
2002-07-16,804.7671014882345
2002-07-17,817.898192898183
2002-07-18,824.5172343723538
2002-07-19,798.744175612613
2002-07-22,768.8993928893086
2002-07-23,753.9264380387582
2002-07-24,738.8349950062249
2002-07-25,758.9190902656051
2002-07-26,763.6644301195074
2002-07-29,797.7192757221818
2002-07-30,796.0229442932657
2002-07-31,799.7407379572603
2002-08-01,785.4910235086892
2002-08-02,781.861993259606
2002-08-05,763.0848232317222
2002-08-06,784.228489468045
2002-08-07,782.1709859263115
2002-08-08,800.2270354353973
2002-08-09,807.7072635901901
2002-08-12,798.6130375037715
2002-08-13,804.6610948227842
2002-08-14,795.9326430500706
2002-08-15,810.541395433149
2002-08-16,812.0758975506776
2002-08-19,826.7159114578338
2002-08-20,816.124292867348
2002-08-21,823.5960978303904
2002-08-22,831.514094856004
2002-08-23,826.4582333704021
2002-08-26,820.3714385250101
2002-08-27,831.1981951801739
2002-08-28,814.9101701368086
2002-08-29,801.704756497677
2002-08-30,809.1350296398915
2002-09-02,798.7937471193486
2002-09-03,777.992954738649
2002-09-04,781.3431392904862
2002-09-05,777.6743134145196
2002-09-06,794.4566971014825
2002-09-09,787.3505988381606
2002-09-10,797.5016952171666
2002-09-11,810.2988926509819
2002-09-12,790.7463388676995
2002-09-13,781.0700943225476
2002-09-16,777.8713808476319
2002-09-17,773.4838861572589
2002-09-18,753.773062118846
2002-09-19,743.5762584388801
2002-09-20,741.8405169404064
2002-09-23,724.1267224896405
2002-09-24,710.9371561837177
2002-09-25,719.83928723497
2002-09-26,742.771525613352
2002-09-27,741.8315076531782
2002-09-30,719.8152048756936
2002-10-01,723.4699503721002
2002-10-02,738.5131868298383
2002-10-03,730.7902766230662
2002-10-04,722.4838044925061
2002-10-07,713.7088128094322
2002-10-08,708.3676217552302
2002-10-09,700.7799995969596
2002-10-10,706.5851392087545
2002-10-11,731.2560938116666
2002-10-14,728.9905409825664
2002-10-15,755.6883276088718
2002-10-16,750.1143799561181
2002-10-17,760.2360021832848
2002-10-18,759.4284738718906
2002-10-21,761.7849863414535
2002-10-22,755.8653886139841
2002-10-23,738.7436722299713
2002-10-24,748.1556979408541
2002-10-25,745.8995180589476
2002-10-28,750.6197452704162
2002-10-29,729.8736501991266
2002-10-30,742.0134602049135
2002-10-31,753.7596578516785
2002-11-01,749.0370144867986
2002-11-04,764.4793342332543
2002-11-05,765.7619539355804
2002-11-06,763.4438191656751
2002-11-07,752.922519857051
2002-11-08,748.194943201862
2002-11-11,747.3001369829823
2002-11-12,751.8626412059479
2002-11-13,748.1762112983081
2002-11-14,756.9175382803979
2002-11-15,760.272215235298
2002-11-18,762.7507875820887
2002-11-19,760.3900509266746
2002-11-20,757.6563676824312
2002-11-21,772.0117410190777
2002-11-22,771.6621917166444
2002-11-25,769.5706909135288
2002-11-26,762.0203822285406
2002-11-27,775.6148533286857
2002-11-28,775.3160664879673
2002-11-29,774.8954424202905
2002-12-02,775.2658296394748
2002-12-03,765.0157095522942
2002-12-04,766.5096201117303
2002-12-05,761.0306441688889
2002-12-06,757.3318490972717
2002-12-09,749.1006926809536
2002-12-10,755.7074243411423
2002-12-11,761.1774669803362
2002-12-12,754.4564577625213
2002-12-13,748.1656542295461
2002-12-16,757.3301834724641
2002-12-17,756.591972055891
2002-12-18,750.0808272054435
2002-12-19,749.0264957048418
2002-12-20,752.5664012983594
2002-12-23,753.9150132100892
2002-12-24,754.7171720929961
2002-12-25,754.7171720929961
2002-12-26,754.5686680165861
2002-12-27,742.8377669332309
2002-12-30,746.0829938011357
2002-12-31,749.068418799489
2003-01-01,749.068418799489
2003-01-02,764.6891072067652
2003-01-03,767.8808644953094
2003-01-06,769.6249494870334
2003-01-07,766.1383366120416
2003-01-08,758.603963873011
2003-01-09,761.6578721888969
2003-01-10,759.9085120202377
2003-01-13,761.5861757235278
2003-01-14,763.9711481827608
2003-01-15,758.6488630394161
2003-01-16,759.2440683493323
2003-01-17,748.7591876169774
2003-01-20,746.2592251381903
2003-01-21,741.7253439911517
2003-01-22,733.2619826655617
2003-01-23,729.5800807426648
2003-01-24,724.1396691741922
2003-01-27,706.6628903317168
2003-01-28,702.7672555811467
2003-01-29,700.4672529431156
2003-01-30,707.7909346033777
2003-01-31,711.6631747381555
2003-02-03,715.8314336415405
2003-02-04,701.9028638391471
2003-02-05,705.6362690810554
2003-02-06,698.4908050557128
2003-02-07,691.3998151990879
2003-02-10,688.0282682833431
2003-02-11,696.4570927211361
2003-02-12,687.4703017260573
2003-02-13,683.8475315544598
2003-02-14,692.8901078692976
2003-02-17,698.7492370735832
2003-02-18,704.2546619792263
2003-02-19,695.5936338290755
2003-02-20,691.9926439893072
2003-02-21,695.3458561271258
2003-02-24,690.7921051525457
2003-02-25,678.9665164710539
2003-02-26,675.652820240866
2003-02-27,680.7799515671063
2003-02-28,687.4224383036665
2003-03-03,688.076146955645
2003-03-04,678.5171668786562
2003-03-05,672.600697274302
2003-03-06,667.9949218952339
2003-03-07,660.2379482190629
2003-03-10,650.4031274345137
2003-03-11,648.2027418057296
2003-03-12,635.7728838687464
2003-03-13,654.967342231815
2003-03-14,674.4948331101064
2003-03-17,685.1514371651652
2003-03-18,687.1137429426382
2003-03-19,696.4168737625009
2003-03-20,693.5029865850787
2003-03-21,709.6019912793254
2003-03-24,689.4604121756262
2003-03-25,698.4340026741793
2003-03-26,697.6272755322866
2003-03-27,691.9438219106381
2003-03-28,693.260934081609
2003-03-31,679.2329849667835
2003-04-01,686.7406261558402
2003-04-02,702.4092070882713
2003-04-03,707.6764718981816
2003-04-04,714.9417188581097
2003-04-07,730.1139237543485
2003-04-08,723.883924732179
2003-04-09,725.3115494270943
2003-04-10,716.6723689049549
2003-04-11,722.225815962989
2003-04-14,724.5900558887658
2003-04-15,731.7936243147858
2003-04-16,728.1997463430843
2003-04-17,730.6984902139104
2003-04-18,730.6984902139104
2003-04-21,730.3559844099788
2003-04-22,731.7843011830448
2003-04-23,737.9752624842134
2003-04-24,731.5584880272236
2003-04-25,724.8246519432455
2003-04-28,734.8404260934266
2003-04-29,733.7841510101787
2003-04-30,735.6485157522378
2003-05-01,735.2994555477196
2003-05-02,735.3272135440608
2003-05-05,741.1123613708328
2003-05-06,750.0546440204574
2003-05-07,746.4659144114719
2003-05-08,735.5999269027487
2003-05-09,738.9238642831561
2003-05-12,738.2043034631165
2003-05-13,737.5822308447762
2003-05-14,738.9000883180425
2003-05-15,742.5810483071751
2003-05-16,745.4502989745234
2003-05-19,731.7897319847434
2003-05-20,735.9276210784551
2003-05-21,732.3123443606111
2003-05-22,738.9858201587275
2003-05-23,736.8282344764881
2003-05-26,734.6381717984129
2003-05-27,735.6936823492255
2003-05-28,742.2981712837658
2003-05-29,742.3595476335861
2003-05-30,745.3265772255961
2003-06-02,753.0232205751086
2003-06-03,749.124744862712
2003-06-04,756.3799449111516
2003-06-05,752.453752772471
2003-06-06,759.4440563802875
2003-06-09,757.6142791009619
2003-06-10,756.5002503919615
2003-06-11,763.4112176483678
2003-06-12,766.1406038298984
2003-06-13,761.4088797739263
2003-06-16,768.10204483012
2003-06-17,771.0921119540898
2003-06-18,774.2154783763648
2003-06-19,769.1952373561965
2003-06-20,775.1304915416453
2003-06-23,763.6362010477405
2003-06-24,760.1102641345208
2003-06-25,761.6688168129677
2003-06-26,761.3102308900004
2003-06-27,762.3917061595478
2003-06-30,759.6769992808107
2003-07-01,751.4974553335093
2003-07-02,759.01120369078
2003-07-03,757.5325245779125
2003-07-04,755.5835244414548
2003-07-07,766.8192570979052
2003-07-08,765.8660202021451
2003-07-09,761.2293812018212
2003-07-10,759.7538859512853
2003-07-11,765.519570174451
2003-07-14,773.2477925932291
2003-07-15,769.7287745119534
2003-07-16,767.6751079517072
2003-07-17,766.9710469786695
2003-07-18,767.2004366172453
2003-07-21,762.1638003574327
2003-07-22,763.4460671286693
2003-07-23,765.8360914560602
2003-07-24,772.3134634523336
2003-07-25,769.0595427814816
2003-07-28,772.2090780312989
2003-07-29,768.4461997626856
2003-07-30,770.2892701985145
2003-07-31,773.9050216221834
2003-08-01,770.629632825841
2003-08-04,767.1413232402934
2003-08-05,769.9762697870427
2003-08-06,764.536574343868
2003-08-07,767.3842423421733
2003-08-08,773.4030595547645
2003-08-11,775.859996092268
2003-08-12,779.386672077309
2003-08-13,779.595634029426
2003-08-14,786.542502847278
2003-08-15,788.5727851816795
2003-08-18,792.2668215588237
2003-08-19,793.3051836548585
2003-08-20,793.809357114605
2003-08-21,798.5858076018064
2003-08-22,799.747081749133
2003-08-25,795.6736677795734
2003-08-26,792.4942879349321
2003-08-27,796.675808863335
2003-08-28,799.5774899298617
2003-08-29,796.5583233314219
2003-09-01,804.7971110379744
2003-09-02,804.5150920665828
2003-09-03,811.7814326382068
2003-09-04,811.0424832477509
2003-09-05,808.8035100070169
2003-09-08,810.4239517477469
2003-09-09,805.6784587790775
2003-09-10,801.2634391267912
2003-09-11,805.2852512156494
2003-09-12,802.0999719215052
2003-09-15,803.7765460268923
2003-09-16,808.2669840328418
2003-09-17,810.9943894385115
2003-09-18,811.4298981750487
2003-09-19,808.2999030278537
2003-09-22,796.7926922678205
2003-09-23,796.1157182658998
2003-09-24,796.1435220501345
2003-09-25,793.7003921919286
2003-09-26,790.0345745783264
2003-09-29,787.8849896319952
2003-09-30,780.5137275739485
2003-10-01,787.4472568328011
2003-10-02,786.7700075483286
2003-10-03,796.9171284484663
2003-10-06,795.079920750576
2003-10-07,792.0686776431714
2003-10-08,793.832487395685
2003-10-09,800.6894067598782
2003-10-10,799.1167651596066
2003-10-13,807.049997537235
2003-10-14,807.2435077462985
2003-10-15,812.055628914373
2003-10-16,810.7687730703403
2003-10-17,809.3833539736547
2003-10-20,808.9973623899433
2003-10-21,809.476565562645
2003-10-22,801.0386011664933
2003-10-23,797.5450229550478
2003-10-24,798.1379638606059
2003-10-27,802.3723278859096
2003-10-28,806.1192570916908
2003-10-29,807.2565881735427
2003-10-30,811.9112052645025
2003-10-31,810.6164118134888
2003-11-03,820.7485407336233
2003-11-04,820.7102077968135
2003-11-05,818.0142588332308
2003-11-06,820.4395392071452
2003-11-07,826.6912499354778
2003-11-10,823.4642212807065
2003-11-11,821.0887237511879
2003-11-12,821.8106096730937
2003-11-13,823.9114879292463
2003-11-14,829.567252957648
2003-11-17,819.9732994363682
2003-11-18,819.5961155016957
2003-11-19,815.8365921424626
2003-11-20,814.7507449042871
2003-11-21,817.255644381467
2003-11-24,824.7694141631931
2003-11-25,826.6231912104914
2003-11-26,824.5601054462802
2003-11-27,826.380958839234
2003-11-28,825.2006201607742
2003-12-01,833.6658891452054
2003-12-02,834.2243691526468
2003-12-03,835.5735635746058
2003-12-04,834.2142425977577
2003-12-05,832.117999420699
2003-12-08,829.9774938269325
2003-12-09,834.9327857217366
2003-12-10,832.23333706296
2003-12-11,835.4907193168737
2003-12-12,836.36430919402
2003-12-15,837.5014134404463
2003-12-16,834.9434450509541
2003-12-17,835.5524740139368
2003-12-18,839.8862133599426
2003-12-19,841.9691773709005
2003-12-22,841.0248297498225
2003-12-23,845.531363968156
2003-12-24,845.5805891203772
2003-12-25,845.5805891203772
2003-12-26,845.3798430892589
2003-12-29,849.8205748324895
2003-12-30,850.3111837576131
2003-12-31,851.3372465958131
2004-01-01,851.3372465958131
2004-01-02,862.5577357185789
2004-01-05,867.9414890940571
2004-01-06,867.1746361020408
2004-01-07,863.7994235400964
2004-01-08,865.3612602164071
2004-01-09,861.1094778824132
2004-01-12,861.7116526874488
2004-01-13,863.7107609771675
2004-01-14,870.1684416075684
2004-01-15,869.7719083206498
2004-01-16,873.7961184533156
2004-01-19,876.8610222296519
2004-01-20,873.8253872054667
2004-01-21,879.2053198597328
2004-01-22,883.9232099551759
2004-01-23,884.1032976009365
2004-01-26,881.1489667897349
2004-01-27,883.9907632563684
2004-01-28,884.3681162296473
2004-01-29,882.0523742763494
2004-01-30,878.2714264321273
2004-02-02,882.8199341929047
2004-02-03,881.4929786418038
2004-02-04,882.1873446042347
2004-02-05,884.6185916729326
2004-02-06,886.7801885005211
2004-02-09,893.5357151173151
2004-02-10,896.111255930711
2004-02-11,896.9444541766316
2004-02-12,897.2021067768346
2004-02-13,895.3353920770504
2004-02-16,898.1677778763112
2004-02-17,901.7194163785472
2004-02-18,903.3378295993393
2004-02-19,908.6450577100366
2004-02-20,905.3977673577008
2004-02-23,907.8182433194099
2004-02-24,901.5398387436263
2004-02-25,901.8815700879524
2004-02-26,905.1234250468959
2004-02-27,909.903634927748
2004-03-01,917.8264509386613
2004-03-02,921.5792433759611
2004-03-03,920.239711656805
2004-03-04,923.2825311873423
2004-03-05,923.485528432843
2004-03-08,928.2234429039141
2004-03-09,923.4011482277925
2004-03-10,923.3062256165417
2004-03-11,907.9992188376079
2004-03-12,907.7846208838326
2004-03-15,895.0081430247391
2004-03-16,896.054120112897
2004-03-17,904.0358461570221
2004-03-18,898.0205399083006
2004-03-19,901.5525644499031
2004-03-22,889.5585345183024
2004-03-23,890.9553515090776
2004-03-24,892.2180186014283
2004-03-25,900.0802834777498
2004-03-26,900.2282165037539
2004-03-29,905.8489072262803
2004-03-30,905.2760477687633
2004-03-31,908.1751250359648
2004-04-01,915.2552937398474
2004-04-02,925.951828236954
2004-04-05,931.0121519306122
2004-04-06,927.6269931006434
2004-04-07,931.5553401553024
2004-04-08,934.1117788152695
2004-04-09,934.1117788152695
2004-04-12,933.989667066336
2004-04-13,941.5004809394514
2004-04-14,935.133006962409
2004-04-15,935.4714143786822
2004-04-16,942.4127632740974
2004-04-19,941.3292693441972
2004-04-20,944.9700527201594
2004-04-21,940.9763536030389
2004-04-22,945.7750088305019
2004-04-23,949.1991044367956
2004-04-26,949.6355782346877
2004-04-27,949.4597715936638
2004-04-28,940.8962238903807
2004-04-29,936.3716067622094
2004-04-30,932.1582240013666
2004-05-03,937.7586012167692
2004-05-04,940.469231564381
2004-05-05,946.789614331204
2004-05-06,938.4081876446228
2004-05-07,935.8090915390968
2004-05-10,914.5083334184723
2004-05-11,922.8981840731974
2004-05-12,918.1930958209603
2004-05-13,927.0204009057056
2004-05-14,924.8402196515567
2004-05-17,917.2954868480431
2004-05-18,918.9141944295901
2004-05-19,926.821098901652
2004-05-20,923.5013470774
2004-05-21,922.3141044726517
2004-05-24,927.9116863978832
2004-05-25,924.7855239529097
2004-05-26,929.8206586619903
2004-05-27,936.0100163622102
2004-05-28,932.7608576328131
2004-05-31,934.7558002601266
2004-06-01,930.2412370292373
2004-06-02,935.8836713351176
2004-06-03,938.934573265946
2004-06-04,944.8622084154455
2004-06-07,951.0806345733986
2004-06-08,950.8250687635318
2004-06-09,948.9902208428902
2004-06-10,950.8471091280372
2004-06-11,950.4831297092614
2004-06-14,943.2885633637972
2004-06-15,949.1397358976222
2004-06-16,953.6039905881844
2004-06-17,955.238764880945
2004-06-18,959.2021690495845
2004-06-21,959.6792951142749
2004-06-22,956.7298191240224
2004-06-23,959.0864228896829
2004-06-24,960.8144500923225
2004-06-25,960.3892279059926
2004-06-28,963.3540487266245
2004-06-29,963.0251820038956
2004-06-30,961.0257634572496
2004-07-01,961.3743387938065
2004-07-02,961.1488804847602
2004-07-05,961.177898012017
2004-07-06,959.232727959666
2004-07-07,959.4143585070433
2004-07-08,962.6572645920261
2004-07-09,961.320633698108
2004-07-12,959.0102496425314
2004-07-13,958.6007128708835
2004-07-14,956.1110040280549
2004-07-15,951.2681340377161
2004-07-16,954.2069341901364
2004-07-19,950.6826169533682
2004-07-20,953.1366303118227
2004-07-21,955.3459909302277
2004-07-22,945.3258528781997
2004-07-23,946.0262795228723
2004-07-26,941.6033130578672
2004-07-27,947.1546027337547
2004-07-28,947.4683358439663
2004-07-29,954.5023678146018
2004-07-30,956.813623400846
2004-08-02,956.4607269669235
2004-08-03,963.066936442522
2004-08-04,959.1302104955296
2004-08-05,961.2174281192192
2004-08-06,948.8662205772381
2004-08-09,941.6739704264422
2004-08-10,945.5720468937957
2004-08-11,941.6526396590315
2004-08-12,942.8742812991593
2004-08-13,940.7886291174307
2004-08-16,945.725714876937
2004-08-17,947.5507937289557
2004-08-18,947.7749384324342
2004-08-19,949.8460446253492
2004-08-20,948.3023247756798
2004-08-23,954.7652357845185
2004-08-24,953.8271205291328
2004-08-25,955.9657419918381
2004-08-26,961.8152331969202
2004-08-27,966.5426192303889
2004-08-30,966.2920482988743
2004-08-31,963.8616527389307
2004-09-01,970.1469380095838
2004-09-02,974.4406922264841
2004-09-03,980.394128436921
2004-09-06,981.6564451405158
2004-09-07,981.1238638770928
2004-09-08,981.2160213439593
2004-09-09,979.9046088159783
2004-09-10,982.2239234555057
2004-09-13,986.0635800989079
2004-09-14,985.9768458745916
2004-09-15,985.420757251795
2004-09-16,984.1944669050938
2004-09-17,987.3085191807768
2004-09-20,986.9826225847509
2004-09-21,991.8707085386894
2004-09-22,988.4739583108937
2004-09-23,984.1125184779443
2004-09-24,985.2927745313211
2004-09-27,982.8799255389363
2004-09-28,986.9915279668297
2004-09-29,992.9362695742044
2004-09-30,988.2916145801325
2004-10-01,999.8734708802581
2004-10-04,1005.9570264312987
2004-10-05,1007.4336562671265
2004-10-06,1005.7719847888928
2004-10-07,1005.1562534655499
2004-10-08,1003.6771840281314
2004-10-11,1003.5442238121943
2004-10-12,999.004267731241
2004-10-13,999.1780367740569
2004-10-14,997.9895580403081
2004-10-15,998.579092682759
2004-10-18,996.8286686231617
2004-10-19,1001.2417898743977
2004-10-20,996.9088696912844
2004-10-21,1000.6499389107605
2004-10-22,1002.3612213940072
2004-10-25,990.7937001886256
2004-10-26,991.2496052611518
2004-10-27,999.9889854996035
2004-10-28,1003.1919781758708
2004-10-29,999.4347373497686
2004-11-01,1007.6001599608475
2004-11-02,1012.6260538686229
2004-11-03,1015.1983196953785
2004-11-04,1017.0514019910327
2004-11-05,1020.797477601592
2004-11-08,1019.2156247152733
2004-11-09,1017.88614770239
2004-11-10,1022.3907710225327
2004-11-11,1029.4209194459045
2004-11-12,1029.5474751059335
2004-11-15,1029.2510848614595
2004-11-16,1025.6482805577743
2004-11-17,1034.4152366784704
2004-11-18,1034.449528782996
2004-11-19,1031.184809342906
2004-11-22,1028.4090145171212
2004-11-23,1030.9745956203797
2004-11-24,1034.2790102889828
2004-11-25,1040.322249945499
2004-11-26,1040.546915309978
2004-11-29,1041.3741862857291
2004-11-30,1036.7487780342362
2004-12-01,1045.404660289345
2004-12-02,1047.4371116715186
2004-12-03,1045.6007283941824
2004-12-06,1043.589096496645
2004-12-07,1046.7862760872881
2004-12-08,1046.4529717142616
2004-12-09,1042.8644521393642
2004-12-10,1046.1644299892428
2004-12-13,1054.2241936056507
2004-12-14,1055.0761719954698
2004-12-15,1056.0578411442223
2004-12-16,1058.4229749824447
2004-12-17,1052.0092703326675
2004-12-20,1059.6483473612766
2004-12-21,1061.9790875712702
2004-12-22,1068.3993417343383
2004-12-23,1068.9058227547337
2004-12-24,1068.771791129001
2004-12-27,1069.529508012339
