Date,EAFE MINIMUM VOLATILITY (USD)
1998-12-31,642.6723233594422
1999-01-01,642.6725675645519
1999-01-04,648.3705327990847
1999-01-05,653.6520990620444
1999-01-06,662.2101730430376
1999-01-07,660.7017156393041
1999-01-08,662.802863965371
1999-01-11,662.1388606433545
1999-01-12,651.6926540819494
1999-01-13,630.0363366915751
1999-01-14,631.5925252794411
1999-01-15,640.5349201796117
1999-01-18,646.5865014656937
1999-01-19,644.4886252484298
1999-01-20,648.4982270026014
1999-01-21,642.4951562754596
1999-01-22,630.0932348910248
1999-01-25,631.0085205192008
1999-01-26,633.463010814248
1999-01-27,635.7643098154654
1999-01-28,639.734121734958
1999-01-29,642.1493033538633
1999-02-01,648.7401744464415
1999-02-02,649.7590588538112
1999-02-03,643.8163200644897
1999-02-04,645.7398014797918
1999-02-05,644.1885802109733
1999-02-08,642.9042455948129
1999-02-09,633.0361963404027
1999-02-10,627.9371543680165
1999-02-11,634.7005840634697
1999-02-12,638.7791426173125
1999-02-15,638.5473701078894
1999-02-16,639.6604544332782
1999-02-17,634.5127823650539
1999-02-18,632.3179539193416
1999-02-19,637.2141901511018
1999-02-22,645.8187934500136
1999-02-23,650.1797360412047
1999-02-24,651.8178136516914
1999-02-25,646.2907695156501
1999-02-26,647.1730061184103
1999-03-01,643.714824597064
1999-03-02,642.9852307368016
1999-03-03,641.0001595546782
1999-03-04,641.2257740852202
1999-03-05,654.2682997314687
1999-03-08,651.306894330889
1999-03-09,654.0364610418598
1999-03-10,654.6081059010041
1999-03-11,661.7957483755437
1999-03-12,662.8308561997578
1999-03-15,663.0100979714912
1999-03-16,667.6452728772011
1999-03-17,662.1246114587981
1999-03-18,656.6815142870158
1999-03-19,666.9996042148688
1999-03-22,666.5683010103534
1999-03-23,659.80705259342
1999-03-24,655.6656962046927
1999-03-25,663.8146911869578
1999-03-26,665.3393531989519
1999-03-29,671.7472290761268
1999-03-30,668.9026533721984
1999-03-31,673.1963366282233
1999-04-01,673.9891735676687
1999-04-02,671.5751042345771
1999-04-05,670.9414349835198
1999-04-06,676.2394014248243
1999-04-07,676.6294441635465
1999-04-08,678.728479468225
1999-04-09,680.96966963902
1999-04-12,676.3942871250484
1999-04-13,684.3320127179185
1999-04-14,689.1346246157154
1999-04-15,689.1004188646143
1999-04-16,690.306249415791
1999-04-19,702.8868744562234
1999-04-20,689.8496831105194
1999-04-21,690.9680618744898
1999-04-22,696.0191522745198
1999-04-23,696.6783431840488
1999-04-26,701.2633202892195
1999-04-27,706.262595390755
1999-04-28,704.9840664104814
1999-04-29,702.9729969909547
1999-04-30,704.3883861698283
1999-05-03,706.6692994671823
1999-05-04,706.970387742829
1999-05-05,699.4302600165613
1999-05-06,701.0399256361692
1999-05-07,695.4241454176863
1999-05-10,695.4774011268953
1999-05-11,698.3178646375536
1999-05-12,697.8954660398979
1999-05-13,701.8818880008328
1999-05-14,690.3673333071308
1999-05-17,677.6494596240422
1999-05-18,683.6627655371183
1999-05-19,685.6006321075299
1999-05-20,691.5810897979622
1999-05-21,694.7864489578371
1999-05-24,693.7717489002315
1999-05-25,689.6882064831896
1999-05-26,694.0243061174699
1999-05-27,690.9701492532006
1999-05-28,693.1629642359918
1999-05-31,693.0103481728723
1999-06-01,696.2526915328954
1999-06-02,702.7857903757783
1999-06-03,704.0163003630976
1999-06-04,708.1855300457858
1999-06-07,715.4503672710933
1999-06-08,714.0767886813119
1999-06-09,715.528071343042
1999-06-10,710.1434596055769
1999-06-11,713.398567768679
1999-06-14,708.8666326419418
1999-06-15,710.4434988903944
1999-06-16,715.9269721034366
1999-06-17,718.5316326028786
1999-06-18,715.2153362209957
1999-06-21,721.8041086162289
1999-06-22,722.6177694518726
1999-06-23,715.9625587887984
1999-06-24,713.0458588414314
1999-06-25,707.812313324011
1999-06-28,711.5955531099494
1999-06-29,713.5118174550761
1999-06-30,711.5842364205528
1999-07-01,725.0621687111259
1999-07-02,728.0951568576692
1999-07-05,733.234260021993
1999-07-06,732.4128964467806
1999-07-07,730.2068201143926
1999-07-08,728.3009702366963
1999-07-09,730.7223092775356
1999-07-12,734.2180019903831
1999-07-13,727.7687933929711
1999-07-14,729.6518742447194
1999-07-15,734.8862733997121
1999-07-16,730.1519472117732
