Date,EMU MINIMUM VOLATILITY (EUR)
2001-11-30,1000.0
2001-12-03,997.6348223810793
2001-12-04,1005.144872618233
2001-12-05,1020.3400827070521
2001-12-06,1019.8050596727622
2001-12-07,1012.5442974120389
2001-12-10,1001.7934336556325
2001-12-11,1001.6323167877844
2001-12-12,995.2813755530999
2001-12-13,984.1265662769175
2001-12-14,975.5884191990291
2001-12-17,992.9471624580576
2001-12-18,991.659382175235
2001-12-19,988.2125612326955
2001-12-20,985.7333545545157
2001-12-21,998.7716120097648
2001-12-24,999.673669126849
2001-12-25,999.673669126849
2001-12-26,999.6736691268491
2001-12-27,1015.6470366597263
2001-12-28,1022.9542797432333
2001-12-31,1023.0669689438732
2002-01-01,1023.0669689438732
2002-01-02,1014.8674051079581
2002-01-03,1022.7927706637989
2002-01-04,1019.5807758743214
2002-01-07,1011.7108070011285
2002-01-08,1006.5112869148129
2002-01-09,1005.9651156499508
2002-01-10,1001.4455678340382
2002-01-11,1006.9884776749818
2002-01-14,992.5422549960865
2002-01-15,1002.9504779357983
2002-01-16,995.2532278821703
2002-01-17,1008.6909367206429
2002-01-18,1008.603130127623
2002-01-21,1004.6794012830555
2002-01-22,1009.0921532857053
2002-01-23,1014.362964131998
2002-01-24,1019.7063049396662
2002-01-25,1017.4461597309529
2002-01-28,1022.2576626284
2002-01-29,1015.904354062013
2002-01-30,1006.2710697817702
2002-01-31,1017.4974333597928
2002-02-01,1022.8116431100881
2002-02-04,1014.1354695470783
2002-02-05,1004.0015983595416
2002-02-06,996.2852717222312
2002-02-07,997.4847273360716
2002-02-08,996.4413655977066
2002-02-11,1000.5871708030319
2002-02-12,1001.2764881041169
2002-02-13,1008.4585198799533
2002-02-14,1015.2023192345174
2002-02-15,1010.6480348340746
2002-02-18,1006.1736200339144
2002-02-19,991.5292654004705
2002-02-20,989.4858616075629
2002-02-21,994.4882818250258
2002-02-22,988.973516360411
2002-02-25,998.3520477647733
2002-02-26,1003.5224467754051
2002-02-27,1015.8810049783741
2002-02-28,1017.3336667394036
2002-03-01,1021.3491707535115
2002-03-04,1034.550408975863
2002-03-05,1029.8713421744148
2002-03-06,1031.2942046336
2002-03-07,1032.913220005198
2002-03-08,1034.2304013635862
2002-03-11,1034.8984136995753
2002-03-12,1031.4939258398717
2002-03-13,1029.4901740869198
2002-03-14,1030.4979227918973
2002-03-15,1037.2788390429046
2002-03-18,1042.6893738690198
2002-03-19,1044.7628629062979
2002-03-20,1038.4036832469028
2002-03-21,1035.8198711446357
2002-03-22,1039.7151287066677
2002-03-25,1036.281472736702
2002-03-26,1037.6076991747213
2002-03-27,1037.6311939501888
2002-03-28,1046.8926961448483
2002-03-29,1046.8926961448483
2002-04-01,1046.8926961448483
2002-04-02,1043.7961514814128
2002-04-03,1044.2936930774208
2002-04-04,1037.495991206876
2002-04-05,1038.2996975788703
2002-04-08,1028.468633188692
2002-04-09,1031.045291901222
2002-04-10,1039.1458006103794
2002-04-11,1030.0860010403292
2002-04-12,1033.6546696769853
2002-04-15,1036.9921462564591
2002-04-16,1047.449307740733
2002-04-17,1047.7185706155535
2002-04-18,1045.051835341415
2002-04-19,1048.7343921226088
2002-04-22,1045.3576743929236
2002-04-23,1044.070260005253
2002-04-24,1042.7851466133363
2002-04-25,1033.9030474878812
2002-04-26,1034.8298636649292
2002-04-29,1031.2855341411314
2002-04-30,1037.629720119376
2002-05-01,1037.3124735744918
2002-05-02,1031.1245202918112
2002-05-03,1028.3768025421589
2002-05-06,1027.401699039611
2002-05-07,1021.1813156462676
2002-05-08,1035.8094942280406
2002-05-09,1032.4533500535656
2002-05-10,1027.026943793028
2002-05-13,1035.8334327683615
2002-05-14,1044.9520824242281
2002-05-15,1045.7915178591907
2002-05-16,1042.0479298612142
2002-05-17,1037.7953060387072
2002-05-20,1035.5062028018142
2002-05-21,1034.2890532037754
2002-05-22,1027.6928677218687
2002-05-23,1029.495043611531
2002-05-24,1026.9029313743413
2002-05-27,1029.7662797123419
2002-05-28,1026.6552125711733
2002-05-29,1026.2445871085597
2002-05-30,1015.8058844277334
2002-05-31,1016.5870606315333
2002-06-03,1010.4731736643339
2002-06-04,990.983987960277
2002-06-05,995.3468547022414
2002-06-06,998.6471340692593
2002-06-07,989.2080332961906
2002-06-10,991.4363447217327
2002-06-11,996.0360803298737
2002-06-12,980.0232303400926
2002-06-13,972.6784429622863
2002-06-14,952.729575588517
2002-06-17,975.726459836991
2002-06-18,975.8420824493697
2002-06-19,966.5747099098884
2002-06-20,950.8434508881365
2002-06-21,947.3460624539067
2002-06-24,929.4515474496253
2002-06-25,942.95989395364
2002-06-26,929.5449968464502
2002-06-27,936.8673896201361
2002-06-28,962.9174381758988
2002-07-01,960.9763685449153
2002-07-02,941.8368373512725
2002-07-03,928.0511325941966
2002-07-04,939.6758521519441
2002-07-05,963.9405588061283
2002-07-08,963.9117045392654
2002-07-09,955.5520974319611
2002-07-10,933.1374179906563
2002-07-11,907.5747087976933
2002-07-12,905.6075035705426
2002-07-15,874.2735602932787
2002-07-16,866.2372935180713
2002-07-17,881.473860555959
2002-07-18,888.6698184222435
2002-07-19,858.7604212494991
2002-07-22,830.0967582062689
2002-07-23,812.8391511511439
2002-07-24,796.9928658945302
2002-07-25,816.2983005491963
2002-07-26,819.1105221575353
2002-07-29,858.4265628487562
2002-07-30,854.1687029604414
2002-07-31,856.9998834288203
2002-08-01,836.748071203487
2002-08-02,834.2669966022808
2002-08-05,812.1764615822699
2002-08-06,836.4211114197094
2002-08-07,834.9612628427527
2002-08-08,858.4880634009367
2002-08-09,868.5002986303119
2002-08-12,856.6367324065138
2002-08-13,862.1005798987268
2002-08-14,849.404166929338
2002-08-15,866.1685837901786
2002-08-16,872.516989505133
2002-08-19,889.8880252122968
2002-08-20,877.4400647840223
2002-08-21,885.7892752544972
2002-08-22,897.4152430627339
2002-08-23,890.229467925543
2002-08-26,883.103963857205
2002-08-27,897.7330203074264
2002-08-28,875.0807629581288
2002-08-29,860.8186820638914
2002-08-30,870.4781343138906
2002-09-02,858.5145407262298
2002-09-03,833.3517673962182
2002-09-04,837.8045366014073
2002-09-05,831.7067588460338
2002-09-06,849.3170977408824
2002-09-09,841.5001458610562
2002-09-10,853.2804454033873
2002-09-11,868.2524134623476
2002-09-12,845.0976860438299
2002-09-13,833.6378123449192
2002-09-16,828.6596875167521
2002-09-17,824.6451649621098
