Date,NORTH AMERICA MINIMUM VOLATILITY
2001-05-31,1000.0
2001-06-01,1004.6003727600984
2001-06-04,1008.7399406378471
2001-06-05,1015.8007532748677
2001-06-06,1007.1799277350682
2001-06-07,1006.1503487158911
2001-06-08,1004.880695784952
2001-06-11,1009.0226740881463
2001-06-12,1001.612879707598
2001-06-13,991.7175292463595
2001-06-14,970.9108346953957
2001-06-15,963.8688515919808
2001-06-18,963.5687835961444
2001-06-19,970.54474642764
2001-06-20,979.2566000956787
2001-06-21,976.9098731626063
2001-06-22,969.1100197518386
2001-06-25,956.8317313693639
2001-06-26,957.2237290154391
2001-06-27,953.9237382045864
2001-06-28,973.8006903631405
2001-06-29,974.0426122197913
2001-07-02,983.6641526606315
2001-07-03,982.7748690460469
2001-07-04,984.0098058967355
2001-07-05,987.9067925518692
2001-07-06,965.4169645208285
2001-07-09,964.6297367318529
2001-07-10,951.2748934098597
2001-07-11,946.4474421105757
2001-07-12,968.0260468057437
2001-07-13,973.6639461905966
2001-07-16,963.5296151032406
2001-07-17,975.1197693557498
2001-07-18,952.5331338729467
2001-07-19,959.5470469004148
2001-07-20,952.0520740640538
2001-07-23,945.4387335976775
2001-07-24,926.1061102811756
2001-07-25,934.6007523990512
2001-07-26,941.3531342079127
2001-07-27,944.4154724519896
2001-07-30,943.7185853181886
2001-07-31,948.5511151100413
2001-08-01,946.1559965771203
2001-08-02,946.2957900459293
2001-08-03,938.6001356236958
2001-08-06,937.6917551734788
2001-08-07,944.9065683394838
2001-08-08,934.6926544671259
2001-08-09,924.4199275408567
2001-08-10,923.4406754007817
2001-08-13,921.573476967313
2001-08-14,921.517264138453
2001-08-15,906.9076307422146
2001-08-16,909.4842256170323
2001-08-17,897.4109831060156
2001-08-20,906.7581269483351
2001-08-21,902.4164829936552
2001-08-22,899.709104011732
2001-08-23,906.6368247910941
2001-08-24,916.4049378837072
2001-08-27,917.5025812436454
2001-08-28,908.8523175296772
2001-08-29,900.8225779324429
2001-08-30,891.718982259399
2001-08-31,892.0102220910312
2001-09-03,893.8494234669345
2001-09-04,914.5723657286806
2001-09-05,919.0450266093621
2001-09-06,903.9801649858864
2001-09-07,881.4181652188428
2001-09-10,889.1600912444173
2001-09-11,881.3567814958815
2001-09-12,883.753365873867
2001-09-13,879.9647226953598
2001-09-14,867.8725345306755
2001-09-17,842.5510569840637
2001-09-18,837.2685193372729
2001-09-19,818.2895669423323
2001-09-20,801.9825692324786
2001-09-21,797.1244283208132
2001-09-24,810.8018315137102
2001-09-25,808.3885017558915
2001-09-26,811.6758407675219
2001-09-27,822.4744022004937
2001-09-28,845.2204987255175
2001-10-01,839.030880525235
2001-10-02,844.7270007095108
2001-10-03,846.6208928463466
2001-10-04,853.6460001945744
2001-10-05,853.2396799166096
2001-10-08,849.3047572535154
2001-10-09,844.8346089427979
2001-10-10,863.5980838404498
2001-10-11,876.4801348431811
2001-10-12,869.836493585022
2001-10-15,867.2999153701044
2001-10-16,870.7249908606706
2001-10-17,862.6586678261609
2001-10-18,856.6378974583453
2001-10-19,865.281755876096
2001-10-22,879.9815885740458
2001-10-23,877.9021507768803
2001-10-24,871.3014176327824
2001-10-25,875.2085862395037
2001-10-26,881.078248860509
2001-10-29,857.6625352350685
2001-10-30,843.3067120009476
2001-10-31,851.070561103489
2001-11-01,858.5622920572622
2001-11-02,862.4843883406868
2001-11-05,877.45484943029
2001-11-06,885.1075136381842
2001-11-07,880.7982470245371
2001-11-08,886.9674861061627
2001-11-09,887.4973771091113
2001-11-12,885.6844268342786
2001-11-13,908.8094277803401
2001-11-14,904.9758243968239
2001-11-15,905.4928157237207
2001-11-16,900.7386532154775
2001-11-19,911.464199876224
2001-11-20,910.4149045803749
2001-11-21,913.0248968787557
2001-11-22,910.9523740571144
2001-11-23,921.2684757921535
2001-11-26,919.6347459969868
2001-11-27,913.9656560029575
2001-11-28,901.5669856298084
2001-11-29,908.6407374927085
2001-11-30,903.0837989876857
2001-12-03,907.0473371954374
2001-12-04,913.8481283582096
2001-12-05,928.640388154899
2001-12-06,919.7363711784617
2001-12-07,919.4404406672662
2001-12-10,912.6878130127636
2001-12-11,906.7461842887991
2001-12-12,900.346278878063
2001-12-13,890.4960534059337
2001-12-14,889.7333606793401
2001-12-17,893.196530423441
2001-12-18,903.3400014240527
2001-12-19,910.1495193505107
2001-12-20,909.0483248439623
2001-12-21,921.8832099702696
2001-12-24,932.421109255939
2001-12-25,932.421109255939
2001-12-26,935.3480024298177
2001-12-27,931.5547898842141
2001-12-28,938.1987657214889
2001-12-31,923.6152908316157
2002-01-01,923.6152908316157
2002-01-02,910.7377977921767
2002-01-03,919.6101157781022
2002-01-04,927.7219604070907
2002-01-07,927.2656995799439
2002-01-08,924.9934431798745
2002-01-09,924.8502890770192
2002-01-10,920.3974641735433
2002-01-11,919.5317490830934
2002-01-14,915.7183930103016
2002-01-15,925.5037275753725
2002-01-16,925.3151697652393
2002-01-17,930.7301003192003
2002-01-18,921.1211144466253
2002-01-21,921.0041669044965
2002-01-22,921.4662566335835
2002-01-23,923.1702159087914
2002-01-24,930.1227697327591
2002-01-25,946.73227229863
2002-01-28,948.7904814426431
2002-01-29,932.6148420452938
2002-01-30,939.0367479462582
2002-01-31,955.0991038583074
2002-02-01,953.5156527778953
2002-02-04,936.8770032951913
2002-02-05,935.6130234270813
2002-02-06,926.6898996481148
2002-02-07,924.8870154335611
2002-02-08,929.1530252818284
2002-02-11,931.5992528533135
2002-02-12,933.0825459462362
2002-02-13,942.8804315141065
2002-02-14,945.2955098820237
2002-02-15,937.7847863437476
2002-02-18,940.9259900225713
2002-02-19,924.4932710384139
2002-02-20,935.0790813774241
2002-02-21,928.5541278156273
2002-02-22,928.5004585941897
2002-02-25,942.0893993247042
2002-02-26,947.3265982366776
2002-02-27,954.5715501984037
2002-02-28,950.9904344779211
2002-03-01,965.4562666642342
2002-03-04,971.198165676001
2002-03-05,967.6686400412825
2002-03-06,972.4467486641729
2002-03-07,962.0019372925822
2002-03-08,965.8103175999101
2002-03-11,969.6412298818597
2002-03-12,974.054914844837
2002-03-13,967.0486654077956
2002-03-14,959.5309804699642
2002-03-15,968.3083029438438
2002-03-18,974.4379619932007
2002-03-19,975.5435559424337
2002-03-20,964.1612803588214
2002-03-21,969.1719230187771
2002-03-22,969.8349916269109
2002-03-25,965.5043262273656
2002-03-26,967.8664415073056
2002-03-27,979.8570510019698
2002-03-28,981.9742623890573
2002-03-29,981.9742623890573
2002-04-01,974.3156765675634
2002-04-02,968.9277781187257
2002-04-03,960.7485279890465
2002-04-04,957.4630555304952
2002-04-05,959.5378004453246
2002-04-08,965.7448454448985
2002-04-09,961.7076546727691
2002-04-10,970.9931042994591
2002-04-11,951.6853760599672
2002-04-12,959.2760084575348
2002-04-15,953.0315735621128
2002-04-16,962.090508748325
2002-04-17,956.1226058277744
2002-04-18,953.2203531893384
2002-04-19,960.3281690156273
2002-04-22,951.3724068287024
2002-04-23,947.1595026464456
