Date,WORLD ex AU MINIMUM VOLATILITY (AUD)
2002-11-29,1000.0
2002-12-02,996.2770388592272
2002-12-03,992.1214274682835
2002-12-04,990.3378774000864
2002-12-05,984.1225818956567
2002-12-06,982.9491756176053
2002-12-09,974.9253626544393
2002-12-10,978.3380239638243
2002-12-11,980.7151878893377
2002-12-12,974.0795237811843
2002-12-13,967.4759867646106
2002-12-16,978.8950889568974
2002-12-17,966.6459897736743
2002-12-18,962.2534702278065
2002-12-19,961.8359304717142
2002-12-20,966.6959826802364
2002-12-23,970.6351101823147
2002-12-24,966.5544425287806
2002-12-25,966.4913337333505
2002-12-26,966.8977658332735
2002-12-27,953.3787063392837
2002-12-30,956.6011742618047
2002-12-31,954.8980944613357
2003-01-01,954.8980944613357
2003-01-02,977.8933190285682
2003-01-03,976.0810253823131
2003-01-06,983.86127187447
2003-01-07,975.3890341212592
2003-01-08,969.9372811430372
2003-01-09,970.3267495340326
2003-01-10,965.2580256483687
2003-01-13,961.9875061305277
2003-01-14,962.6220443278406
2003-01-15,956.79918996719
2003-01-16,958.6267703204675
2003-01-17,946.4973028569607
2003-01-20,943.315948112273
2003-01-21,936.6387087214626
2003-01-22,929.2547133367356
2003-01-23,929.6881060926628
2003-01-24,914.9152938517832
2003-01-27,898.3033432010566
2003-01-28,901.9898787616625
2003-01-29,899.2934245709927
2003-01-30,902.025761708573
2003-01-31,908.1240782082726
2003-02-03,911.2700378258928
2003-02-04,898.6961313772406
2003-02-05,899.8138056386864
2003-02-06,895.7993360120233
2003-02-07,891.2391092820019
2003-02-10,896.4168613979385
2003-02-11,898.311704702356
2003-02-12,890.0560133507236
2003-02-13,883.2934858302614
2003-02-14,892.2926394554065
2003-02-17,898.8956567060133
2003-02-18,911.1704192453782
2003-02-19,903.1129938721075
2003-02-20,894.30614133078
2003-02-21,898.865086798386
2003-02-24,894.6298495313029
2003-02-25,892.9557418961713
2003-02-26,887.1104278535785
2003-02-27,892.8264038676527
2003-02-28,894.1154676092048
2003-03-03,889.0528574038353
2003-03-04,875.800741661301
2003-03-05,873.5035262225801
2003-03-06,867.694367576298
2003-03-07,861.045482792076
2003-03-10,846.1806073810383
2003-03-11,844.098576638771
2003-03-12,841.775231221836
2003-03-13,863.8081321529785
2003-03-14,876.8395760847715
2003-03-17,898.6284907675467
2003-03-18,905.1575103491739
2003-03-19,913.8510588199857
2003-03-20,913.6899611747723
2003-03-21,930.0961573210337
2003-03-24,907.5008907746811
2003-03-25,910.4974548929242
2003-03-26,911.7389936305465
2003-03-27,906.9407795453888
2003-03-28,904.0732384772416
2003-03-31,882.3246000652973
2003-04-01,890.2653659218622
2003-04-02,907.5935554566328
2003-04-03,906.7980498561292
2003-04-04,911.4363109562664
2003-04-07,921.0197207544194
2003-04-08,915.1119611919212
2003-04-09,908.2061844268137
2003-04-10,900.7971280947212
2003-04-11,902.9163145242654
2003-04-14,908.7282452923774
2003-04-15,912.8596192201743
2003-04-16,900.1280943741397
2003-04-17,904.3209215979945
2003-04-18,904.3499787407549
2003-04-21,906.2860130765101
2003-04-22,908.2450457066079
2003-04-23,913.0582681959229
2003-04-24,904.1074521098168
2003-04-25,897.1338711444392
2003-04-28,906.4832577599648
2003-04-29,906.0371251603682
2003-04-30,900.5448227336726
2003-05-01,894.8503158362515
2003-05-02,903.057710658863
2003-05-05,900.7701946042961
2003-05-06,903.9800020342071
2003-05-07,902.0911817934117
2003-05-08,892.065602418481
2003-05-09,897.2441917071727
2003-05-12,899.9289495742271
2003-05-13,900.9408981432405
2003-05-14,904.4415288781332
2003-05-15,909.8845383237975
2003-05-16,905.5419287913422
2003-05-19,886.0299725563765
2003-05-20,890.7417588312408
2003-05-21,888.6579701103913
2003-05-22,894.4387040818228
2003-05-23,890.9440063690986
2003-05-26,886.0338505745358
2003-05-27,890.1857658417499
2003-05-28,897.7253780185669
2003-05-29,893.5839485120368
2003-05-30,902.0902217680416
2003-06-02,910.1944527659942
2003-06-03,910.9363866212345
2003-06-04,921.3700842436148
2003-06-05,913.7754352746865
2003-06-06,924.6076055932078
2003-06-09,915.9523443270122
2003-06-10,923.5560809546132
2003-06-11,927.0583458202802
2003-06-12,928.9078753625425
2003-06-13,921.3361659255152
2003-06-16,927.1294456957768
2003-06-17,932.6350660051035
2003-06-18,939.1516394726513
2003-06-19,933.1953846340388
2003-06-20,938.9778690969204
2003-06-23,937.727184089657
2003-06-24,934.3817625778935
2003-06-25,929.3847666271888
2003-06-26,938.7115431397717
2003-06-27,938.3899355786466
2003-06-30,931.7147203386004
2003-07-01,930.0099196515046
2003-07-02,946.4931145283545
2003-07-03,945.680256799177
2003-07-04,945.992924358076
2003-07-07,965.2263260666923
2003-07-08,964.9691284064003
2003-07-09,958.4734214913487
2003-07-10,950.6827432515227
2003-07-11,957.4510644759619
2003-07-14,963.8584357447172
2003-07-15,960.790557002828
2003-07-16,958.1711177429506
2003-07-17,954.0021503061281
2003-07-18,957.9852762766888
2003-07-21,947.0778316242358
2003-07-22,949.734934625501
2003-07-23,947.6029553404983
2003-07-24,945.9300969833039
2003-07-25,948.5772132409264
2003-07-28,951.4706312321504
2003-07-29,947.234393305326
2003-07-30,952.0130411577476
2003-07-31,960.1395866879618
2003-08-01,956.8112545730168
2003-08-04,950.6085629116716
2003-08-05,943.8233655178393
2003-08-06,943.2966064478042
2003-08-07,947.1999858825181
2003-08-08,957.0820177356054
2003-08-11,961.2409154407133
2003-08-12,967.0329834938876
2003-08-13,965.7597215489661
2003-08-14,974.70873075022
2003-08-15,974.5441569961782
2003-08-18,984.2914167474781
2003-08-19,992.5078358252972
2003-08-20,994.6521311115874
2003-08-21,1007.8965551700688
2003-08-22,1008.8188834878664
2003-08-25,1004.8825154802181
2003-08-26,1008.1522087928886
2003-08-27,1009.5943418286473
2003-08-28,1010.0003948855675
2003-08-29,1009.4242389459195
2003-09-01,1014.8654075001305
2003-09-02,1028.5180534468752
2003-09-03,1037.5859832518706
2003-09-04,1032.5608588507046
2003-09-05,1019.7285402286186
2003-09-08,1017.882886331123
2003-09-09,1010.5132453508467
2003-09-10,1000.8930356680153
2003-09-11,1004.4327515203034
2003-09-12,997.1149569431277
2003-09-15,995.5562573297373
2003-09-16,1011.2792960431412
2003-09-17,1007.1999850051099
2003-09-18,1012.4045551943991
2003-09-19,1007.6524384740529
2003-09-22,993.9217045228648
2003-09-23,996.9279209718658
2003-09-24,994.2906885284618
2003-09-25,984.4001939824171
2003-09-26,982.3074901413091
2003-09-29,980.0898780068553
2003-09-30,968.7551538600177
2003-10-01,977.0075960557352
2003-10-02,985.3781902484792
2003-10-03,994.635461097316
2003-10-06,995.5194337998772
2003-10-07,991.6762407210226
2003-10-08,985.6651929828295
2003-10-09,995.6694499539117
2003-10-10,992.8271657014016
2003-10-13,1005.6831740510927
2003-10-14,1006.1714378035417
2003-10-15,1010.2418241775255
2003-10-16,1011.677768920372
2003-10-17,1010.2758369863882
2003-10-20,1010.6888787946441
2003-10-21,1012.2820073560706
2003-10-22,997.5634211243336
2003-10-23,990.3403735622975
2003-10-24,989.1123158598929
2003-10-27,997.1528652962082
2003-10-28,1009.7039865166334
2003-10-29,1013.6289983605684
2003-10-30,1014.2912570861664
2003-10-31,1016.7187599114646
2003-11-03,1030.2749784128985
2003-11-04,1031.2762528420806
2003-11-05,1030.929290155429
2003-11-06,1032.4916928015798
2003-11-07,1033.0066367270736
2003-11-10,1028.388367099811
2003-11-11,1022.7552617596924
2003-11-12,1022.9529160691652
2003-11-13,1022.0835294981317
2003-11-14,1016.375560384723
2003-11-17,1006.8714125409492
2003-11-18,999.23035378184
2003-11-19,997.3259893729485
2003-11-20,995.578655666355
2003-11-21,994.8333991247803
2003-11-24,1011.4311049679942
2003-11-25,1014.6177511280874
2003-11-26,1011.8992062783151
2003-11-27,1013.1960934755192
2003-11-28,1006.7866183353105
2003-12-01,1020.797287884489
2003-12-02,1013.6243995841322
2003-12-03,1012.48238927526
2003-12-04,1016.6983139711422
2003-12-05,1010.0519780137522
2003-12-08,1006.0412569445828
2003-12-09,1005.2299741461605
2003-12-10,996.836660671817
2003-12-11,1009.9011900825052
2003-12-12,1006.5685411537272
2003-12-15,1004.6434114378114
2003-12-16,1001.9075588473886
2003-12-17,999.3196038957542
2003-12-18,1004.9627840546175
2003-12-19,1006.5187430159889
2003-12-22,1005.7079793063372
2003-12-23,1007.9272482292565
2003-12-24,1006.1732618987766
2003-12-25,1005.88580192076
2003-12-26,1008.6809018111278
2003-12-29,1015.4498519913487
2003-12-30,1014.0498497174839
2003-12-31,1009.4308984992306
2004-01-01,1009.4308984992306
2004-01-02,1012.3152223604113
2004-01-05,1017.849008051285
2004-01-06,1012.6043878945451
2004-01-07,1011.585806700852
2004-01-08,1012.8752464437425
