Date,KOKUSAI MINIMUM VOLATILITY (USD)
2001-11-30,1000.0
2001-12-03,1003.1914776191655
2001-12-04,1008.7867313380035
2001-12-05,1020.7650535782618
2001-12-06,1013.8140472114594
2001-12-07,1011.2531370706721
2001-12-10,1006.7489533454408
2001-12-11,1001.4615372971393
2001-12-12,994.7853383991397
2001-12-13,986.6737666312308
2001-12-14,982.9083370901106
2001-12-17,988.1805110478705
2001-12-18,995.738612389953
2001-12-19,1002.0495040046862
2001-12-20,1003.408010401255
2001-12-21,1018.2561831041766
2001-12-24,1027.9325070215657
2001-12-25,1027.9325070215657
2001-12-26,1030.4241521831393
2001-12-27,1030.16635339047
2001-12-28,1037.6192126569879
2001-12-31,1026.2107439318384
2002-01-01,1026.2107439318384
2002-01-02,1011.9385606053776
2002-01-03,1019.7993060048832
2002-01-04,1026.5527972177827
2002-01-07,1025.0174489094336
2002-01-08,1022.1108918390207
2002-01-09,1022.334903318272
2002-01-10,1018.3515194232906
2002-01-11,1020.1833954120746
2002-01-14,1014.0763769044497
2002-01-15,1024.0304324558733
2002-01-16,1024.3780183696015
2002-01-17,1030.5239983475658
2002-01-18,1023.1794251808547
2002-01-21,1023.6775142899415
2002-01-22,1025.9618917497219
2002-01-23,1028.5369655044422
2002-01-24,1033.0169218602432
2002-01-25,1044.9311083040477
2002-01-28,1048.732979351459
2002-01-29,1036.8501601828107
2002-01-30,1037.0146956046506
2002-01-31,1051.676666461916
2002-02-01,1052.2650843391548
2002-02-04,1039.5887219850497
2002-02-05,1035.4553452393548
2002-02-06,1028.7650386000048
2002-02-07,1026.1565927327813
2002-02-08,1028.9284772878527
2002-02-11,1030.7034854968501
2002-02-12,1033.023910974417
2002-02-13,1043.274084270608
2002-02-14,1048.8084342541244
2002-02-15,1043.522484668247
2002-02-18,1044.9299422730974
2002-02-19,1030.89292866229
2002-02-20,1036.832646180059
2002-02-21,1033.3460566533563
2002-02-22,1032.462475010213
2002-02-25,1044.716437897632
2002-02-26,1049.614661801564
2002-02-27,1059.1657191942988
2002-02-28,1058.0498061868882
2002-03-01,1069.6462931949459
2002-03-04,1074.0438713030483
2002-03-05,1069.9989535478985
2002-03-06,1072.0123091718754
2002-03-07,1066.075696237878
2002-03-08,1069.2430202907706
2002-03-11,1071.572007955421
2002-03-12,1074.5682091918388
2002-03-13,1070.5030423722717
2002-03-14,1064.9577039558553
2002-03-15,1070.5968422536853
2002-03-18,1075.7457558286765
2002-03-19,1076.8415150693031
2002-03-20,1069.0591844308226
2002-03-21,1072.0076032265417
2002-03-22,1075.7238171178572
2002-03-25,1072.0180814184346
2002-03-26,1072.0524955473124
2002-03-27,1081.4657152303764
2002-03-28,1086.3247833775831
2002-03-29,1086.3247833775831
2002-04-01,1081.0020202909639
2002-04-02,1076.608795013456
2002-04-03,1071.1891047153001
2002-04-04,1065.0762976026433
2002-04-05,1066.6666820804041
2002-04-08,1067.9992811211944
2002-04-09,1063.8232326843095
2002-04-10,1070.9514055208704
2002-04-11,1054.646395998784
2002-04-12,1061.8864059186055
2002-04-15,1059.3888531875464
2002-04-16,1067.4025802395336
2002-04-17,1062.7503228750775
2002-04-18,1060.505354379682
2002-04-19,1066.2828419061545
2002-04-22,1060.3245740497853
2002-04-23,1057.6900506913241
2002-04-24,1053.1649091432082
2002-04-25,1045.141407190455
2002-04-26,1041.5689326503464
2002-04-29,1032.6713406500592
2002-04-30,1038.5111248429005
2002-05-01,1042.7590391489512
2002-05-02,1046.9685824038183
2002-05-03,1035.7551358281773
2002-05-06,1024.1850094808526
