Date,EUROPE MINIMUM VOLATILITY (EUR)
2000-03-03,1025.6518298775081
2000-03-06,1031.8588730533374
2000-03-07,1027.0524400704683
2000-03-08,1021.5556063163926
2000-03-09,1025.6929137510558
2000-03-10,1026.267326408075
2000-03-13,1006.2732021710377
2000-03-14,1007.7548810543533
2000-03-15,998.5415733286904
2000-03-16,1022.7133457615149
2000-03-17,1021.8939102839266
2000-03-20,1028.3385502883687
2000-03-21,1036.3689170972154
2000-03-22,1043.812000068967
2000-03-23,1039.987417692889
2000-03-24,1058.625198588039
2000-03-27,1054.6441914852057
2000-03-28,1058.088273133599
2000-03-29,1056.5846778908967
2000-03-30,1041.7731416151123
2000-03-31,1048.5589083835541
2000-04-03,1040.1565910315896
2000-04-04,1050.0763609631135
2000-04-05,1025.349467417545
2000-04-06,1037.0553212138195
2000-04-07,1042.817944894915
2000-04-10,1041.132866864495
2000-04-11,1031.9562861549198
2000-04-12,1033.7521114460378
2000-04-13,1038.0977277119998
2000-04-14,1017.6546698867618
2000-04-17,1005.6975462573639
2000-04-18,1014.0007094476705
2000-04-19,1020.731336399866
2000-04-20,1029.4511083669909
2000-04-21,1029.4511083669909
2000-04-24,1029.6074909513115
2000-04-25,1046.1399910537314
2000-04-26,1049.3789683696182
2000-04-27,1040.0795751722242
2000-04-28,1051.4913856000378
2000-05-01,1052.219857770606
2000-05-02,1066.943965554903
2000-05-03,1058.1074802114333
2000-05-04,1057.046750094223
2000-05-05,1054.078375673084
2000-05-08,1057.5547073120777
2000-05-09,1048.3718117572364
2000-05-10,1037.5203599208608
2000-05-11,1050.334853714048
2000-05-12,1061.5441814899414
2000-05-15,1056.4515315135375
2000-05-16,1069.3377098082
2000-05-17,1059.57736865354
2000-05-18,1063.3919080246376
2000-05-19,1046.665568348732
2000-05-22,1038.7572530766208
2000-05-23,1039.1840765524178
2000-05-24,1035.1682226652633
2000-05-25,1047.9120261253868
2000-05-26,1038.1991319759898
2000-05-29,1043.3440146259497
2000-05-30,1048.5655364027423
2000-05-31,1044.5514162196873
2000-06-01,1052.5068726074933
2000-06-02,1065.9718718129834
2000-06-05,1060.8941444606428
2000-06-06,1055.1504450812508
2000-06-07,1051.6068774844487
2000-06-08,1047.823044669049
2000-06-09,1047.7166166902539
2000-06-12,1046.9791058009514
2000-06-13,1046.5636353424757
2000-06-14,1051.127651798431
2000-06-15,1051.7333710659132
2000-06-16,1054.6065531628099
2000-06-19,1051.5092184488246
2000-06-20,1053.5073981886512
2000-06-21,1046.0198122785903
2000-06-22,1047.2121654530147
2000-06-23,1048.4066947315682
2000-06-26,1047.1258280523243
2000-06-27,1040.813909180971
2000-06-28,1045.2166117287536
2000-06-29,1034.6814870468
2000-06-30,1041.5252694378885
2000-07-03,1054.6025394593912
2000-07-04,1056.4474604082786
2000-07-05,1053.3262288027825
2000-07-06,1055.0383582876811
2000-07-07,1065.7475542229658
2000-07-10,1062.1984474918509
2000-07-11,1064.1474551460096
2000-07-12,1072.4039863078647
2000-07-13,1070.4411742556013
2000-07-14,1070.307785026866
2000-07-17,1071.3458269812418
2000-07-18,1068.6746128581497
2000-07-19,1069.6717504208777
2000-07-20,1075.7537013600145
2000-07-21,1067.2261793032033
2000-07-24,1070.7675708831628
2000-07-25,1065.8714419444718
2000-07-26,1066.5503472539394
2000-07-27,1063.670055040873
2000-07-28,1065.3123418896573
2000-07-31,1070.3341729126828
2000-08-01,1074.121187639039
2000-08-02,1081.5251630329287
2000-08-03,1079.1778787322573
2000-08-04,1084.5204266471796
2000-08-07,1093.6240530479947
2000-08-08,1091.8738754307055
2000-08-09,1095.4882772530054
2000-08-10,1090.6713030078113
2000-08-11,1093.9813621719345
2000-08-14,1102.645227182701
2000-08-15,1100.5884001954564
2000-08-16,1102.790897547361
2000-08-17,1095.9128660108904
2000-08-18,1095.5164435624993
2000-08-21,1100.9274461130735
2000-08-22,1099.692688822144
2000-08-23,1105.7241824678451
2000-08-24,1101.8975684063146
2000-08-25,1105.0291548826401
2000-08-28,1107.9493623093117
2000-08-29,1104.6892154082543
2000-08-30,1103.8446261897866
2000-08-31,1104.9283249696339
2000-09-01,1114.2298066015755
2000-09-04,1119.3444349019405
2000-09-05,1117.4748237078895
2000-09-06,1116.6292445668003
2000-09-07,1116.3045191963593
2000-09-08,1107.2494067447087
2000-09-11,1106.8569960105633
2000-09-12,1106.0801787774571
2000-09-13,1101.2146072627836
2000-09-14,1107.2331006818124
2000-09-15,1097.653771615952
2000-09-18,1096.6094701999577
2000-09-19,1101.9367858019702
2000-09-20,1099.605977488878
2000-09-21,1093.6067159551985
2000-09-22,1098.855772647368
2000-09-25,1105.5270628818362
2000-09-26,1100.5933422531875
2000-09-27,1106.2060798668797
2000-09-28,1105.6798103783742
2000-09-29,1110.852760998312
2000-10-02,1115.893336089495
2000-10-03,1118.3298049564803
2000-10-04,1115.4636577139404
2000-10-05,1121.1220631738609
2000-10-06,1120.6370028862138
2000-10-09,1108.2036491044262
2000-10-10,1113.534562252265
2000-10-11,1101.8225540084518
2000-10-12,1102.925305985068
2000-10-13,1109.6649268640494
2000-10-16,1109.706007188277
2000-10-17,1104.1000418123829
2000-10-18,1103.7326322280107
2000-10-19,1110.2718039996205
2000-10-20,1112.811178625652
2000-10-23,1117.982788372388
2000-10-24,1131.9222312643556
2000-10-25,1130.275988887418
2000-10-26,1132.0192060785703
2000-10-27,1137.5691616904821
2000-10-30,1138.6622982755903
2000-10-31,1142.3790558967105
2000-11-01,1142.9693847529968
2000-11-02,1142.2855127715575
2000-11-03,1144.2843451166914
2000-11-06,1146.9470133663192
2000-11-07,1148.7873272363697
2000-11-08,1150.5095278371
2000-11-09,1149.1521877589714
2000-11-10,1146.9200047636596
2000-11-13,1136.625639671967
2000-11-14,1146.4593015849441
2000-11-15,1146.0196358766725
2000-11-16,1146.9130738911933
2000-11-17,1150.206035337757
2000-11-20,1141.2189010128436
2000-11-21,1146.4937742977393
2000-11-22,1131.8344639278305
2000-11-23,1135.0679033231327
2000-11-24,1143.463806137586
2000-11-27,1146.5730181469871
2000-11-28,1139.4196972764348
2000-11-29,1138.849472802259
2000-11-30,1124.6968805852962
2000-12-01,1127.7933868215944
2000-12-04,1117.6621087106091
2000-12-05,1130.971868266616
2000-12-06,1114.1987483310054
2000-12-07,1109.4078914431914
2000-12-08,1107.8829618809837
2000-12-11,1115.9130000955222
2000-12-12,1114.5613509690975
2000-12-13,1116.2009208613943
2000-12-14,1110.4389032891802
2000-12-15,1098.2463812084688
2000-12-18,1103.5774197149922
2000-12-19,1110.7408497722383
2000-12-20,1098.3045995431708
2000-12-21,1091.0540554320205
2000-12-22,1093.4453728279723
2000-12-25,1093.4453728279723
2000-12-26,1092.549611000149
2000-12-27,1107.9898592365762
2000-12-28,1115.4202998058058
2000-12-29,1110.4612242470857
2001-01-01,1110.4612242470857
2001-01-02,1105.764529801724
2001-01-03,1101.0439864626226
2001-01-04,1096.1779009945458
2001-01-05,1089.0488640253138
2001-01-08,1086.4821971184233
2001-01-09,1082.5934738595256
2001-01-10,1079.7750690867695
2001-01-11,1079.745396132996
2001-01-12,1075.040088550506
2001-01-15,1076.8665800188332
2001-01-16,1067.7160321420047
2001-01-17,1080.272585256647
2001-01-18,1074.4878586381174
2001-01-19,1072.9968644324606
2001-01-22,1074.6985572984145
2001-01-23,1074.541486750368
2001-01-24,1081.6196949494529
2001-01-25,1087.8086168428852
2001-01-26,1094.0645205316087
2001-01-29,1095.194052852471
2001-01-30,1095.6914558427468
2001-01-31,1098.4275492309532
2001-02-01,1095.4067014616871
2001-02-02,1093.6056328976267
2001-02-05,1095.1378124505
2001-02-06,1102.7871430824782
2001-02-07,1097.6201125321388
2001-02-08,1098.656239275924
2001-02-09,1094.3569274360514
2001-02-12,1098.9794536202903
2001-02-13,1103.2778562656074
2001-02-14,1101.2015579214299
2001-02-15,1105.4173764380396
2001-02-16,1094.3625799995673
2001-02-19,1092.2495068423816
2001-02-20,1089.3871881858904
2001-02-21,1088.6512036185545
2001-02-22,1089.8858121682715
2001-02-23,1081.0517826715666
2001-02-26,1081.6029102214516
2001-02-27,1082.0111022828594
2001-02-28,1081.593605451053
2001-03-01,1076.478908376418
2001-03-02,1076.1212655127279
2001-03-05,1080.567268721183
2001-03-06,1080.9131820640644
2001-03-07,1083.476774697559
2001-03-08,1077.8522557310614
2001-03-09,1074.3100374818966
2001-03-12,1062.6754214076382
2001-03-13,1051.0555356667078
2001-03-14,1036.7765549636986
2001-03-15,1046.1545858954298
2001-03-16,1027.8877917513762
2001-03-19,1021.3528183599905
2001-03-20,1028.0214791227304
2001-03-21,1017.0496681344885
2001-03-22,986.8774771662466
2001-03-23,998.4114935284229
2001-03-26,1021.6100448270735
2001-03-27,1038.931361985657
2001-03-28,1033.286186889349
2001-03-29,1039.3708409213164
2001-03-30,1049.1160135403059
2001-04-02,1046.1365278843316
2001-04-03,1027.4809447574416
2001-04-04,1027.5112233273048
2001-04-05,1044.4717941825231
2001-04-06,1042.5209653717106
2001-04-09,1055.659196086287
2001-04-10,1067.7391689619462
2001-04-11,1063.1532005452766
2001-04-12,1060.1105148068314
2001-04-13,1060.1105148068314
2001-04-16,1062.4051121520297
2001-04-17,1063.7805915772362
2001-04-18,1077.4029364571256
2001-04-19,1065.371783603154
2001-04-20,1057.5892948151095
2001-04-23,1053.671505814246
2001-04-24,1059.2678502726449
2001-04-25,1058.6087794422554
2001-04-26,1060.674663328696
2001-04-27,1073.700198938695
2001-04-30,1080.801835595536
2001-05-01,1077.9583853868453
2001-05-02,1075.740664117051
2001-05-03,1063.9383473317423
2001-05-04,1068.8732735788853
2001-05-07,1073.978245820782
2001-05-08,1077.4019706956772
2001-05-09,1075.2809156439798
2001-05-10,1088.7961928459092
2001-05-11,1089.264065319901
2001-05-14,1079.7368902161793
2001-05-15,1086.898234189162
2001-05-16,1087.9366742991535
2001-05-17,1093.2772876925676
2001-05-18,1100.7820526308635
2001-05-21,1104.8352541241222
2001-05-22,1107.4103931274915
2001-05-23,1102.7948250615839
2001-05-24,1104.250083367724
2001-05-25,1101.5372222696797
2001-05-28,1102.7888014568312
2001-05-29,1101.166993048054
2001-05-30,1097.77235523309
2001-05-31,1103.9288876452063
2001-06-01,1104.1637221163812
2001-06-04,1106.3459069842388
2001-06-05,1113.7465326554611
2001-06-06,1110.2875021084694
2001-06-07,1109.2518405999774
2001-06-08,1107.4073226044875
2001-06-11,1101.7363895424091
2001-06-12,1097.5224582908568
2001-06-13,1105.0480462407377
2001-06-14,1100.2558820609734
2001-06-15,1094.8652984437038
2001-06-18,1089.5656882460655
2001-06-19,1091.4506860380732
2001-06-20,1092.9302728298096
2001-06-21,1090.6281087830478
2001-06-22,1092.8928164953754
2001-06-25,1091.1423809394828
2001-06-26,1085.04914710416
2001-06-27,1086.6833908340352
2001-06-28,1098.144448810102
2001-06-29,1103.8910452312743
2001-07-02,1109.8240792089023
2001-07-03,1101.8864438844917
2001-07-04,1100.8150282474123
2001-07-05,1103.9035032167008
2001-07-06,1091.2099601525613
2001-07-09,1089.034849997591
2001-07-10,1084.8004725306132
2001-07-11,1079.2681369179136
2001-07-12,1083.935206836919
2001-07-13,1088.542716391872
2001-07-16,1084.638396130684
2001-07-17,1081.9104132336483
2001-07-18,1073.735200721809
2001-07-19,1083.8662590073056
2001-07-20,1079.1530350517012
2001-07-23,1081.6390583476316
2001-07-24,1071.185588643069
2001-07-25,1060.2245509337058
2001-07-26,1064.9642392047442
2001-07-27,1078.5748549285154
2001-07-30,1080.9881883610697
2001-07-31,1088.5476830846048
2001-08-01,1089.8668043422151
2001-08-02,1086.874656852755
2001-08-03,1079.1452350490179
2001-08-06,1080.5695858066679
2001-08-07,1081.1490690333344
2001-08-08,1075.2820103985982
2001-08-09,1062.4064441300095
2001-08-10,1058.87375836
2001-08-13,1061.7731626853138
2001-08-14,1067.4198029331187
2001-08-15,1062.5846547224546
2001-08-16,1058.316874671126
2001-08-17,1048.1468503131148
2001-08-20,1049.0651643315764
2001-08-21,1055.9726562504711
2001-08-22,1053.9885703824432
2001-08-23,1058.181081981753
2001-08-24,1067.3823924069134
2001-08-27,1068.372313832248
2001-08-28,1060.5322093231111
2001-08-29,1058.3787884625845
2001-08-30,1044.0760812581025
2001-08-31,1047.1463082418913
2001-09-03,1041.240336128933
2001-09-04,1049.9240892151777
2001-09-05,1047.2659840038189
2001-09-06,1036.148144454672
2001-09-07,1017.958772672791
2001-09-10,1004.5191271932094
2001-09-11,961.5943808693454
2001-09-12,974.15465999625
2001-09-13,984.4913698558724
2001-09-14,951.182358777771
2001-09-17,958.5284353682114
2001-09-18,949.9319642083123
2001-09-19,942.4050256161088
2001-09-20,912.4316651917809
2001-09-21,886.2308715109115
2001-09-24,913.6904333188825
2001-09-25,917.1617663511327
2001-09-26,929.5939022657142
2001-09-27,942.7004253010446
2001-09-28,965.8771155500646
2001-10-01,955.9537203324619
2001-10-02,964.943214376233
2001-10-03,965.734705238136
2001-10-04,985.50983611929
2001-10-05,984.9713828242711
2001-10-08,980.8373334128568
2001-10-09,979.4540170663965
2001-10-10,992.2649535037262
2001-10-11,1000.3331773512889
2001-10-12,996.8951232675454
2001-10-15,983.3469427651298
2001-10-16,984.9631107319769
2001-10-17,993.2603893316946
2001-10-18,986.9934972555375
2001-10-19,978.6997632051567
2001-10-22,986.6439344278133
2001-10-23,998.2867509984127
2001-10-24,996.8408911520609
2001-10-25,983.7765653417958
2001-10-26,996.4876466683709
2001-10-29,978.7117590081891
2001-10-30,965.2648704718407
2001-10-31,976.6944944861407
2001-11-01,979.4612483554013
2001-11-02,982.4445067213586
2001-11-05,995.6828092547288
2001-11-06,995.4520646648915
2001-11-07,1001.2662567584778
2001-11-08,1012.1674589585857
2001-11-09,1005.4775599701196
2001-11-12,991.1819545577896
2001-11-13,1007.5129134475717
2001-11-14,1006.017399305946
2001-11-15,1002.3483245551752
2001-11-16,1004.718596714517
2001-11-19,1012.3794571168048
2001-11-20,1005.0442741501392
2001-11-21,1008.7630408775346
2001-11-22,1011.9498593728373
2001-11-23,1007.075632493708
2001-11-26,1002.6282218182967
2001-11-27,995.9643664888347
2001-11-28,990.718631239913
2001-11-29,994.9869872783711
2001-11-30,1000.0
2001-12-03,998.204656536225
2001-12-04,1005.7333131276808
2001-12-05,1017.1738910647092
2001-12-06,1017.8330810869091
2001-12-07,1005.9570278111399
2001-12-10,997.844325331586
2001-12-11,996.9235952359033
2001-12-12,992.3366329584858
2001-12-13,985.2941556271952
2001-12-14,976.917970154337
2001-12-17,989.6736014756377
2001-12-18,992.826705430938
2001-12-19,989.1013762541529
2001-12-20,991.5071858556515
2001-12-21,1007.7626766799867
2001-12-24,1010.5034758097745
2001-12-25,1010.5034758097745
2001-12-26,1011.8099517910237
2001-12-27,1023.6760002465265
2001-12-28,1032.2963826787898
2001-12-31,1030.6745838255185
2002-01-01,1030.6745838255185
2002-01-02,1017.0204939234611
2002-01-03,1025.0258275906142
2002-01-04,1025.5779994222687
2002-01-07,1018.8367046002406
2002-01-08,1013.0838573804854
2002-01-09,1013.5882085831262
2002-01-10,1011.2545618983429
2002-01-11,1015.7123445561532
2002-01-14,1003.1612668578413
2002-01-15,1010.8093741488608
2002-01-16,1006.352280987786
2002-01-17,1018.6891431707055
2002-01-18,1019.2019645355186
2002-01-21,1018.4381150114367
2002-01-22,1021.424184868849
2002-01-23,1026.473670145736
2002-01-24,1032.7077519015852
2002-01-25,1032.0365647666413
2002-01-28,1037.7816703524147
2002-01-29,1030.3770997576003
2002-01-30,1023.8854372471408
2002-01-31,1037.913615939572
2002-02-01,1043.5481360811125
2002-02-04,1039.0353570459333
2002-02-05,1031.43580474639
2002-02-06,1028.2793860430793
2002-02-07,1028.6735924180005
2002-02-08,1026.9404171411202
2002-02-11,1030.8854012402512
2002-02-12,1036.0894444625171
2002-02-13,1044.9668487850686
2002-02-14,1051.4284752197907
2002-02-15,1049.421580241929
2002-02-18,1044.7519927013527
2002-02-19,1033.7760407253236
2002-02-20,1029.7523638092891
2002-02-21,1035.0121981398183
2002-02-22,1030.9143351241983
2002-02-25,1041.5049043928132
2002-02-26,1045.20070473725
2002-02-27,1057.502604846829
2002-02-28,1056.6839103803577
2002-03-01,1061.2319122992733
2002-03-04,1069.884874946088
2002-03-05,1065.5297621567383
2002-03-06,1063.4156520918864
2002-03-07,1065.5687016865427
2002-03-08,1069.1888271374348
2002-03-11,1068.5887248021997
2002-03-12,1067.0693673641629
2002-03-13,1067.0185216415923
2002-03-14,1067.1893976304705
2002-03-15,1073.031748045692
2002-03-18,1075.8950050657468
2002-03-19,1076.5291665166042
2002-03-20,1071.6522861021385
2002-03-21,1071.7435607656719
2002-03-22,1077.8275723514091
2002-03-25,1074.5883773582373
2002-03-26,1074.034822820468
2002-03-27,1076.5699543539429
2002-03-28,1086.8139762711512
2002-03-29,1086.8139762711512
2002-04-01,1087.8189865331722
2002-04-02,1086.970249420977
2002-04-03,1085.9227888522062
2002-04-04,1078.7350037688166
2002-04-05,1082.247076997962
2002-04-08,1076.6683032771039
2002-04-09,1078.719665102248
2002-04-10,1083.2730907495077
2002-04-11,1074.0769187694916
2002-04-12,1080.0644099045796
2002-04-15,1083.9850092815752
2002-04-16,1091.3152521446184
2002-04-17,1090.8644257773553
2002-04-18,1088.852447940447
2002-04-19,1093.461537009103
2002-04-22,1092.9139686727874
2002-04-23,1091.227102631206
2002-04-24,1090.3437507453475
2002-04-25,1081.1604684875995
2002-04-26,1083.083432290275
2002-04-29,1080.0995259644767
2002-04-30,1087.790411128139
2002-05-01,1086.4447026634261
2002-05-02,1090.6356973498714
2002-05-03,1090.085930555401
2002-05-06,1086.643659618854
2002-05-07,1077.8133084288497
2002-05-08,1089.81189954979
2002-05-09,1087.1242238862417
2002-05-10,1082.0464248814737
2002-05-13,1089.3952400796713
2002-05-14,1095.630697091153
2002-05-15,1097.0408304113244
2002-05-16,1094.506003535562
2002-05-17,1086.311379048923
2002-05-20,1084.405661694929
2002-05-21,1083.4674749253336
2002-05-22,1074.9773377824786
2002-05-23,1078.4430373916766
2002-05-24,1077.6215529120675
2002-05-27,1078.4949992683337
2002-05-28,1070.7716934045661
2002-05-29,1068.948227670364
2002-05-30,1060.314663212376
2002-05-31,1063.1921099456001
2002-06-03,1059.0458284044298
2002-06-04,1045.1768228283315
2002-06-05,1043.3405042649667
2002-06-06,1040.818546891452
2002-06-07,1033.2967928670876
2002-06-10,1036.5265425927917
2002-06-11,1040.162860015206
2002-06-12,1025.5668544669243
2002-06-13,1018.8977566715174
2002-06-14,997.2145820568436
2002-06-17,1021.5375445581919
