Date,FAR EAST MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,999.3421929888049
2001-06-04,999.8504919165389
2001-06-05,993.4823662226206
2001-06-06,992.9743879896586
2001-06-07,996.2381167870817
2001-06-08,994.1869169907179
2001-06-11,988.1029765907464
2001-06-12,962.4550416673377
2001-06-13,962.0149054489201
2001-06-14,954.0747750010964
2001-06-15,943.3480810282044
2001-06-18,940.4214409982102
2001-06-19,942.6235180339747
2001-06-20,947.4092772776849
2001-06-21,953.0615374300318
2001-06-22,958.8425662313276
2001-06-25,948.5356632944603
2001-06-26,953.5493076721332
2001-06-27,948.8906484994848
2001-06-28,951.5844602494118
2001-06-29,968.0566284608825
2001-07-02,964.4351172924943
2001-07-03,968.0700417275897
2001-07-04,964.1365937567845
2001-07-05,968.71395660941
2001-07-06,946.1559015461298
2001-07-09,938.4315113320276
2001-07-10,936.5165011598996
2001-07-11,926.011687000601
2001-07-12,947.5597805005103
2001-07-13,938.5598797023296
2001-07-16,932.5941158390939
2001-07-17,928.8861488269597
2001-07-18,899.8584802099848
2001-07-19,904.1080437326345
2001-07-20,904.1211875988629
2001-07-23,887.6702427860738
2001-07-24,889.4816088132487
2001-07-25,890.0349707373759
2001-07-26,891.7866952011775
2001-07-27,897.6493028502776
2001-07-30,885.1397786200438
2001-07-31,900.779702344588
2001-08-01,901.1074405665329
2001-08-02,914.2945533036485
2001-08-03,901.0233349565822
2001-08-06,906.71361169675
2001-08-07,916.5493692154449
2001-08-08,915.3256431584219
2001-08-09,886.0050909343134
2001-08-10,886.9615944202925
2001-08-13,875.9520378433201
2001-08-14,897.3616947856233
2001-08-15,894.5754358581066
2001-08-16,884.9407756695259
2001-08-17,880.4374919920614
2001-08-20,875.7707273686433
2001-08-21,883.081124535586
2001-08-22,882.8500117206928
2001-08-23,882.8610609215164
2001-08-24,879.9664187683846
2001-08-27,886.0390101031398
2001-08-28,879.8680428295382
2001-08-29,871.5010970106052
2001-08-30,861.6096869761692
2001-08-31,862.8804984922198
2001-09-03,850.8654725439911
2001-09-04,877.7671641563308
2001-09-05,862.8420494723084
2001-09-06,855.2904928216337
2001-09-07,842.9858203376727
2001-09-10,827.6517986462081
2001-09-11,834.4070614533016
2001-09-12,783.3134802560642
2001-09-13,795.1704379849771
2001-09-14,806.8751276008605
2001-09-17,774.9379671443094
2001-09-18,778.9442693563385
2001-09-19,786.979342045841
2001-09-20,782.9306521305618
2001-09-21,771.0171376806296
2001-09-24,769.2439524533638
2001-09-25,767.6143869415522
2001-09-26,760.901098257658
2001-09-27,758.0463290564326
2001-09-28,784.7949549042245
2001-10-01,789.5383583525052
2001-10-02,798.1807687388856
2001-10-03,785.2341073634758
2001-10-04,805.7774679769943
2001-10-05,797.7953735745579
2001-10-08,797.4243935244613
2001-10-09,787.4472879606262
2001-10-10,789.6934078369181
2001-10-11,808.608766217055
2001-10-12,811.796916549739
2001-10-15,806.5354692012776
2001-10-16,809.5019202798239
2001-10-17,815.3385788204995
2001-10-18,803.9713460707527
2001-10-19,808.7162573725748
2001-10-22,810.2640392646714
2001-10-23,824.7247226017306
2001-10-24,822.2844837485668
2001-10-25,825.5010041524869
2001-10-26,822.2418051369738
2001-10-29,801.0994306352256
2001-10-30,794.953616751337
2001-10-31,795.4170581587548
2001-11-01,791.5421012420983
2001-11-02,788.2995974932963
2001-11-05,797.0683957562986
2001-11-06,804.4885567289651
2001-11-07,786.6529982663799
2001-11-08,803.0412196608437
2001-11-09,797.9365373949619
2001-11-12,792.330012004455
2001-11-13,791.8862560848452
2001-11-14,788.9919766197216
2001-11-15,802.7199466052164
2001-11-16,791.6113058662758
2001-11-19,801.0795735632398
2001-11-20,801.4188336689359
2001-11-21,811.2610614296973
2001-11-22,804.77825242129
2001-11-23,804.3063989699895
2001-11-26,814.3955879148297
2001-11-27,808.1536760199219
2001-11-28,794.1115546369701
2001-11-29,795.1923659393209
2001-11-30,798.3743282419905
2001-12-03,785.6967488838379
2001-12-04,787.2428759912046
2001-12-05,798.8519084958696
2001-12-06,792.0285556793589
2001-12-07,781.8392429477497
2001-12-10,769.4002170275302
2001-12-11,765.9833906459322
2001-12-12,774.7567342566517
2001-12-13,755.8337454810032
2001-12-14,751.0391839718068
2001-12-17,738.429902459473
2001-12-18,745.7294509492662
2001-12-19,752.280284721476
2001-12-20,757.9804554239173
2001-12-21,759.1317897439046
2001-12-24,765.5082236125037
2001-12-25,762.5671793536347
2001-12-26,754.8546930841361
2001-12-27,758.0732306571228
2001-12-28,771.8078002900246
2001-12-31,765.510633396631
2002-01-01,765.510633396631
2002-01-02,748.2339097757629
2002-01-03,754.1407186368207
2002-01-04,770.1318501975966
2002-01-07,770.8439375397496
2002-01-08,754.5239427859066
2002-01-09,749.6381237548601
2002-01-10,735.2576832123435
2002-01-11,735.5309318775414
2002-01-14,735.7812137888895
2002-01-15,732.3882493895477
2002-01-16,739.1876793887981
2002-01-17,740.032641217563
2002-01-18,745.6773981025549
2002-01-21,747.4856228613398
2002-01-22,726.9138961517054
2002-01-23,720.5713204856644
2002-01-24,725.7673579038839
2002-01-25,739.0681934634458
2002-01-28,752.8925252104016
2002-01-29,743.5042458512117
2002-01-30,738.0160087919074
2002-01-31,739.6886767689418
2002-02-01,729.3177576916434
2002-02-04,723.9505586525275
2002-02-05,707.0893780429333
2002-02-06,707.7341522639695
2002-02-07,713.843776627028
2002-02-08,714.784973273826
2002-02-11,717.9256285940445
2002-02-12,732.5488989405551
2002-02-13,737.8235504646136
2002-02-14,743.1208798029028
2002-02-15,737.3917606077788
2002-02-18,740.3982407835273
2002-02-19,718.3931604304895
2002-02-20,720.5310039154587
2002-02-21,736.4549537122637
2002-02-22,732.3177795661695
2002-02-25,732.2228071739491
2002-02-26,731.1566221272822
2002-02-27,751.7514662062525
2002-02-28,753.8780922408359
2002-03-01,766.3127498178767
2002-03-04,797.0699538983264
2002-03-05,794.2064662169711
2002-03-06,793.7531379466421
2002-03-07,814.6755323084712
2002-03-08,820.2257463426434
2002-03-11,829.8927313919053
2002-03-12,816.7294408957289
2002-03-13,799.9667645272685
2002-03-14,802.1352561459563
2002-03-15,804.6841236754417
2002-03-18,791.3010989522642
2002-03-19,804.7976686879882
2002-03-20,793.6402225338328
2002-03-21,791.0579797924853
2002-03-22,778.8552906039534
2002-03-25,781.4468879821708
2002-03-26,780.1377390202982
2002-03-27,787.4227800664966
2002-03-28,791.3781164406103
2002-03-29,777.3264116690245
2002-04-01,765.441101585903
2002-04-02,770.5603301153574
2002-04-03,782.7609480012974
2002-04-04,788.3270874304519
2002-04-05,793.381991659208
2002-04-08,796.9050515752623
2002-04-09,786.6830964333839
2002-04-10,792.0825934233726
2002-04-11,779.4265614546107
2002-04-12,775.714213498771
2002-04-15,783.5297729564608
2002-04-16,789.024080843071
2002-04-17,792.8039531250544
2002-04-18,798.4803796972406
2002-04-19,796.1304128195894
2002-04-22,805.2794882774748
2002-04-23,806.7422901891059
2002-04-24,801.8104755138909
2002-04-25,802.239589017167
2002-04-26,796.1275192216942
2002-04-29,792.4233932345173
2002-04-30,793.880479913786
2002-05-01,795.3013442368394
2002-05-02,800.2102605675069
2002-05-03,796.0364845385701
2002-05-06,790.2061150405543
2002-05-07,789.9404354934215
2002-05-08,796.3467151399133
2002-05-09,799.5224166614047
2002-05-10,797.7397427029658
2002-05-13,794.6799741042798
2002-05-14,796.2463629421856
2002-05-15,803.384829492003
2002-05-16,809.3309322811164
2002-05-17,810.3116244315532
2002-05-20,812.7650248220044
2002-05-21,822.0305822308957
2002-05-22,823.3294030506972
2002-05-23,826.943658424854
2002-05-24,828.9267849854634
2002-05-27,828.7566102364516
2002-05-28,821.4908121069824
2002-05-29,815.3100464009444
2002-05-30,813.5689048411656
2002-05-31,807.2865135006575
2002-06-03,809.9352393432283
2002-06-04,797.2882925111586
2002-06-05,797.7479581345854
2002-06-06,787.545239651906
2002-06-07,784.7062098858765
2002-06-10,782.722434203838
2002-06-11,782.2392116889366
2002-06-12,772.1456045477266
2002-06-13,766.4577220493651
2002-06-14,754.80371708774
2002-06-17,743.1860561636906
2002-06-18,746.4246548666937
2002-06-19,727.8288252386819
2002-06-20,731.9346884433005
2002-06-21,728.2507355224187
2002-06-24,729.3043427971706
2002-06-25,732.1078207359051
2002-06-26,713.5587152922346
2002-06-27,721.1927434612112
2002-06-28,735.3373249778144
2002-07-01,734.0610809405582
2002-07-02,736.2657801950961
2002-07-03,753.7210631532681
2002-07-04,749.2598772161444
2002-07-05,760.0932094555728
2002-07-08,752.1115268668376
2002-07-09,760.6780151669684
2002-07-10,758.5936412160556
2002-07-11,750.5803565080436
2002-07-12,753.0486300995478
2002-07-15,732.8093593625055
2002-07-16,719.8937789231092
2002-07-17,722.9922564033225
2002-07-18,724.5931361168381
2002-07-19,713.578126555163
2002-07-22,716.7083696464535
2002-07-23,722.782716958262
2002-07-24,715.9676021756128
2002-07-25,705.5512000542147
2002-07-26,691.4725043178723
2002-07-29,699.2551251241586
2002-07-30,703.3976312866805
2002-07-31,704.9542445327843
2002-08-01,703.6460183030329
2002-08-02,703.7203104506938
2002-08-05,705.0312155359097
2002-08-06,703.1371723682252
2002-08-07,713.6245320138135
2002-08-08,714.6256798071186
2002-08-09,723.9222164321011
2002-08-12,714.8639113345953
2002-08-13,714.9260037524382
2002-08-14,720.9632571506771
2002-08-15,728.2831164506671
2002-08-16,724.1298790741702
2002-08-19,714.2695139525879
2002-08-20,710.6568319346316
2002-08-21,709.1383066879516
2002-08-22,715.7238149196247
2002-08-23,711.7466669220668
2002-08-26,723.8142532460462
2002-08-27,717.1767538248257
2002-08-28,711.2178064840692
2002-08-29,701.7597300747468
2002-08-30,704.2742964446204
2002-09-02,698.5615061758455
2002-09-03,680.8602681026723
2002-09-04,673.5671107344383
2002-09-05,680.3736312766247
2002-09-06,679.3341908551243
2002-09-09,685.0492955958018
2002-09-10,688.6416131005863
2002-09-11,687.9903045525239
2002-09-12,688.396054336095
2002-09-13,678.4964613825264
2002-09-16,677.7865815567154
2002-09-17,690.9930927231159
2002-09-18,685.2914956602272
2002-09-19,690.7290108803854
2002-09-20,674.4143796662818
2002-09-23,671.5511573262733
2002-09-24,671.0497829381627
2002-09-25,665.1537133107829
2002-09-26,675.0511042949853
2002-09-27,683.4150117623017
2002-09-30,672.451731656422
2002-10-01,662.6643525950674
2002-10-02,655.5735013281572
2002-10-03,651.8067834843696
2002-10-04,660.2930603003591
2002-10-07,639.222188971702
2002-10-08,642.5124406356746
2002-10-09,633.1583505947502
2002-10-10,628.5778600007667
2002-10-11,632.570908870969
2002-10-14,631.5932856694874
2002-10-15,646.8679859853561
2002-10-16,651.5582800038733
2002-10-17,660.0024036274843
2002-10-18,659.8176831760828
2002-10-21,658.2965753543114
2002-10-22,642.0680904918544
2002-10-23,650.3955522274938
2002-10-24,647.0904630051999
2002-10-25,652.4783115241559
2002-10-28,649.6927287154876
2002-10-29,648.5198474381492
2002-10-30,654.8098098896035
2002-10-31,646.2622215530826
2002-11-01,643.8731712305548
2002-11-04,645.1660775203666
2002-11-05,651.8296351753792
2002-11-06,653.9882256805349
2002-11-07,649.1771732324057
2002-11-08,643.9057611829993
2002-11-11,636.2747395729633
2002-11-12,638.5114361875823
2002-11-13,634.6039183118532
2002-11-14,631.9762070628296
2002-11-15,638.96654348486
2002-11-18,628.5505980155926
2002-11-19,623.8617065511694
2002-11-20,629.6870101949163
2002-11-21,635.3306320905868
2002-11-22,640.2282782334823
2002-11-25,652.187603314512
2002-11-26,647.5205719577542
2002-11-27,654.1569014524356
2002-11-28,656.7043779945822
2002-11-29,655.2389232036479
2002-12-02,644.1538877924695
2002-12-03,641.7711825893813
2002-12-04,633.6036191699429
2002-12-05,627.232953208865
2002-12-06,625.5653616892158
2002-12-09,624.0621366016038
2002-12-10,625.8035871054702
2002-12-11,624.0283761193965
2002-12-12,621.592003950721
2002-12-13,621.0457513703296
2002-12-16,617.7489080061852
2002-12-17,614.4498055075347
2002-12-18,605.3606796964792
2002-12-19,612.3389225004297
2002-12-20,612.7855682942604
2002-12-23,614.1393648937463
2002-12-24,614.1897396692643
2002-12-25,613.0895007265594
2002-12-26,620.7863711896752
2002-12-27,621.4405603644134
2002-12-30,622.1985929971186
2002-12-31,619.7401980972268
2003-01-01,619.7401980972268
2003-01-02,621.5879618788882
2003-01-03,619.7128431105771
2003-01-06,629.1960799076898
2003-01-07,620.6516467918932
2003-01-08,615.7390395562893
2003-01-09,613.4975764353576
2003-01-10,608.9341150489582
2003-01-13,611.2705334086065
2003-01-14,616.3363409331067
2003-01-15,622.0035670252016
2003-01-16,621.244221683736
2003-01-17,614.9088640127385
2003-01-20,609.3132645486261
2003-01-21,610.970195063197
2003-01-22,603.8633458373826
2003-01-23,611.6629146308294
2003-01-24,602.3679589788758
2003-01-27,592.6243762479326
2003-01-28,591.4768967778995
2003-01-29,583.2241841883631
2003-01-30,583.7658391971038
2003-01-31,579.8491960852451
2003-02-03,584.832545492373
2003-02-04,582.5174395139137
2003-02-05,585.9379487728296
2003-02-06,583.8289361859825
2003-02-07,583.2316441965041
2003-02-10,582.7719061912966
2003-02-11,584.1903819042478
2003-02-12,590.158261132515
2003-02-13,582.8526366479631
2003-02-14,589.0521391984644
2003-02-17,594.4532149335548
2003-02-18,600.9594535861298
2003-02-19,600.781981708018
2003-02-20,596.225286034108
2003-02-21,589.3064065131033
2003-02-24,596.3728147256492
2003-02-25,588.1859373393415
2003-02-26,588.0443395922227
2003-02-27,588.9488747736198
2003-02-28,584.9460558225834
2003-03-03,585.8050994481858
2003-03-04,583.4570429027547
2003-03-05,580.449584663602
2003-03-06,574.603162138564
2003-03-07,564.9686588976037
2003-03-10,561.0163544473681
2003-03-11,552.3046900107431
2003-03-12,557.5259595374355
2003-03-13,557.2819064809871
2003-03-14,565.9031723787931
2003-03-17,567.8857782218541
2003-03-18,572.5706771642066
2003-03-19,576.4360000682475
2003-03-20,581.165110991524
2003-03-21,580.5141917247249
2003-03-24,590.3017742292337
2003-03-25,583.9284776587406
2003-03-26,590.5325055440597
2003-03-27,589.4310700346364
2003-03-28,583.5513351856648
2003-03-31,564.5480794638322
2003-04-01,568.5582208710822
2003-04-02,577.6192414385516
2003-04-03,575.6220116493719
2003-04-04,578.4471480300172
2003-04-07,587.8777187770378
2003-04-08,581.7949907453624
2003-04-09,576.8501298400805
2003-04-10,571.3334700186324
2003-04-11,565.9472512310518
2003-04-14,563.3056942542033
2003-04-15,567.4000072963838
2003-04-16,562.6352926631116
2003-04-17,561.9705024317856
2003-04-18,561.4085305473582
2003-04-21,563.3637321260519
2003-04-22,554.566043115354
2003-04-23,553.0432943160852
2003-04-24,554.0373289060412
2003-04-25,547.6461393825128
2003-04-28,545.9420737647263
2003-04-29,547.880311258872
2003-04-30,555.5527338137299
2003-05-01,553.43493058006
2003-05-02,556.7433127605002
2003-05-05,556.0178051512534
2003-05-06,562.2326595473506
2003-05-07,567.9399144423772
2003-05-08,558.0438918981627
2003-05-09,561.3823653826013
2003-05-12,561.4009229546198
2003-05-13,562.8094340336869
2003-05-14,566.1648438299061
2003-05-15,563.486396017246
2003-05-16,559.2904427594824
2003-05-19,547.0945709076502
2003-05-20,550.24697583084
2003-05-21,542.6497483348277
2003-05-22,546.754698197936
2003-05-23,550.44959379464
2003-05-26,547.5131803863828
2003-05-27,541.1201847791216
2003-05-28,544.9023263816797
2003-05-29,546.6092340160388
2003-05-30,545.0577367590735
2003-06-02,552.2141283489141
2003-06-03,552.2952188145267
2003-06-04,555.2127808988091
2003-06-05,554.0528281322154
2003-06-06,560.0939346810783
2003-06-09,559.6567206277498
2003-06-10,565.5183845529716
2003-06-11,563.7688247226388
2003-06-12,565.8815783209357
