Date,PACIFIC ex JP MINIMUM VOLATILITY (JPY)
1998-12-31,861.91873401
1999-01-01,861.91873401
1999-01-04,860.5245391490092
1999-01-05,862.8701856927631
1999-01-06,888.7255864751045
1999-01-07,918.478834254033
1999-01-08,923.6507342723971
1999-01-11,926.2773312938276
1999-01-12,922.9960078529513
1999-01-13,884.8607475413925
1999-01-14,878.8882247304967
1999-01-15,893.5182426284244
1999-01-18,905.479869897162
1999-01-19,907.8935764509483
1999-01-20,916.2076495118703
1999-01-21,902.7544670935871
1999-01-22,883.465625414212
1999-01-25,867.6606512456641
1999-01-26,868.4369106577966
1999-01-27,882.4561908400518
1999-01-28,880.3341896017743
1999-01-29,891.3583927985587
1999-02-01,908.9661709492693
1999-02-02,903.1391758804064
1999-02-03,902.4796481605921
1999-02-04,911.6367518100941
1999-02-05,907.1657972939294
1999-02-08,905.22157730986
1999-02-09,897.0257600278449
1999-02-10,872.5740423175159
1999-02-11,883.5834285335451
1999-02-12,894.7202067037607
1999-02-15,892.2246818814729
1999-02-16,887.5746111695562
1999-02-17,885.9500946923959
1999-02-18,885.6400350418666
1999-02-19,902.9195904249432
1999-02-22,916.4353145384905
1999-02-23,922.5429681849408
1999-02-24,922.5080129379461
1999-02-25,903.9263348470333
1999-02-26,908.4850359471127
1999-03-01,920.7499148696235
1999-03-02,917.0639751013484
1999-03-03,921.3543395001597
1999-03-04,926.4410389733376
1999-03-05,939.1058425197931
1999-03-08,944.912616672689
1999-03-09,953.7500190720058
1999-03-10,954.6009877949758
1999-03-11,962.9229791730916
1999-03-12,966.4769002099714
1999-03-15,972.6276847461389
1999-03-16,970.9050469897574
1999-03-17,959.263548312636
1999-03-18,954.9603261483885
1999-03-19,971.529522496405
1999-03-22,977.4307707265463
1999-03-23,980.9759893865684
1999-03-24,966.8916692168383
1999-03-25,978.5933705296474
1999-03-26,988.632039989132
1999-03-29,984.6895220383809
1999-03-30,987.9143762001071
1999-03-31,988.063160521168
1999-04-01,995.6394064764534
1999-04-02,994.8860327160694
1999-04-05,1001.6842375442295
1999-04-06,1003.5680302575468
1999-04-07,1014.405897527122
1999-04-08,1012.8601901413114
1999-04-09,1032.5246957332815
1999-04-12,1023.5033848340973
1999-04-13,1039.1155864721225
1999-04-14,1041.7825100440753
1999-04-15,1050.8935481722692
1999-04-16,1081.3796007834535
1999-04-19,1119.1415808068177
1999-04-20,1095.545035028606
1999-04-21,1104.0736791225684
1999-04-22,1132.0514168994143
1999-04-23,1131.0519026085417
1999-04-26,1140.495759222612
1999-04-27,1155.50544258681
1999-04-28,1141.2405236569539
1999-04-29,1143.9373509344514
1999-04-30,1155.9568116478067
1999-05-03,1153.9031253098537
1999-05-04,1160.5684808433296
1999-05-05,1148.25271193102
1999-05-06,1150.0338620317473
1999-05-07,1114.9045252448507
1999-05-10,1122.9624362664758
1999-05-11,1131.8902316326112
1999-05-12,1142.9385614169285
1999-05-13,1153.0917184782438
1999-05-14,1139.5693439974762
1999-05-17,1122.4946161593075
1999-05-18,1125.3095904539598
1999-05-19,1108.3883491450736
1999-05-20,1105.3971459134302
1999-05-21,1109.3566096079137
1999-05-24,1110.0210926206282
1999-05-25,1092.3143397179579
1999-05-26,1103.4622450464728
1999-05-27,1100.8338888109859
1999-05-28,1093.7171519442845
1999-05-31,1089.714182137242
1999-06-01,1088.8618155948197
1999-06-02,1105.1747425002366
1999-06-03,1115.211258870722
1999-06-04,1122.575797517651
1999-06-07,1138.7554223435177
1999-06-08,1137.2897220924026
1999-06-09,1143.9092105127538
1999-06-10,1137.7511533900959
1999-06-11,1137.835276371182
1999-06-14,1139.643121998259
1999-06-15,1130.6355986866222
1999-06-16,1151.6445859261473
1999-06-17,1166.7557192369259
1999-06-18,1155.9572611260976
1999-06-21,1173.4225395309459
1999-06-22,1185.3853089148397
1999-06-23,1181.5338140935953
1999-06-24,1170.443277875436
1999-06-25,1162.4856046722718
1999-06-28,1173.7772476440102
1999-06-29,1171.6839415826153
1999-06-30,1164.8662791796025
1999-07-01,1186.5949466315897
1999-07-02,1213.18290644237
1999-07-05,1225.56033292218
1999-07-06,1219.799349134061
1999-07-07,1209.24547791865
1999-07-08,1219.4449125105727
1999-07-09,1220.4364117103312
1999-07-12,1220.2140604750218
1999-07-13,1209.1639500816425
1999-07-14,1192.6006401128798
1999-07-15,1200.185278065141
1999-07-16,1189.1868028979632
1999-07-19,1190.7038985215072
1999-07-20,1177.436324154642
1999-07-21,1158.7277684980038
1999-07-22,1149.7895167911724
1999-07-23,1142.9403730621905
1999-07-26,1113.7029277380705
1999-07-27,1116.1273021381835
1999-07-28,1131.880684301959
1999-07-29,1130.4552182399113
1999-07-30,1129.273193240449
1999-08-02,1130.7273898172534
1999-08-03,1146.2522254592993
1999-08-04,1136.683500645468
1999-08-05,1119.3485519687772
1999-08-06,1117.1712973566337
1999-08-09,1114.6404983443604
1999-08-10,1092.7707343332115
1999-08-11,1086.724649927545
1999-08-12,1099.6964091861712
1999-08-13,1107.4001900940893
1999-08-16,1125.0179972361118
1999-08-17,1118.5548734555255
1999-08-18,1140.0056765562729
1999-08-19,1129.2400775633264
1999-08-20,1129.7880667360077
1999-08-23,1143.5343574971992
1999-08-24,1145.7226365415652
1999-08-25,1148.1137983308463
1999-08-26,1153.7665944770229
1999-08-27,1140.567819446891
1999-08-30,1142.4486609218536
1999-08-31,1114.9072415332218
1999-09-01,1124.7579699407122
1999-09-02,1116.6604076969436
1999-09-03,1115.2068883427448
1999-09-06,1131.8810510762257
1999-09-07,1137.4311732680742
1999-09-08,1134.0499467410355
1999-09-09,1160.0857612734626
1999-09-10,1166.991508271633
1999-09-13,1180.2139968464062
1999-09-14,1168.9267686095839
1999-09-15,1148.5599843275875
1999-09-16,1137.180941322457
1999-09-17,1146.0732243538507
1999-09-20,1139.4507924159136
1999-09-21,1134.113899137577
1999-09-22,1120.8670633297986
1999-09-23,1130.5543196860476
1999-09-24,1118.5359523056538
1999-09-27,1115.1772527299668
1999-09-28,1115.1933765214055
1999-09-29,1101.8581778408773
1999-09-30,1090.9793819943875
1999-10-01,1097.6608893858815
1999-10-04,1100.613832287142
1999-10-05,1117.2519420220553
1999-10-06,1114.6207440904589
1999-10-07,1119.9244940401582
1999-10-08,1125.7413384827555
1999-10-11,1127.780867603317
1999-10-12,1118.8862351094212
1999-10-13,1098.9625864348156
1999-10-14,1099.909887342607
1999-10-15,1073.8303929737274
1999-10-18,1061.9185902307702
1999-10-19,1058.1489993269558
1999-10-20,1081.8371161396346
1999-10-21,1082.7210727430256
1999-10-22,1106.2247228741921
1999-10-25,1118.1262617755044
1999-10-26,1117.01065346213
1999-10-27,1105.540390596844
1999-10-28,1118.814218642171
1999-10-29,1135.355146806726
1999-11-01,1143.8837669371624
1999-11-02,1149.8070957442778
1999-11-03,1155.563269412763
1999-11-04,1160.6515554989053
1999-11-05,1156.5583149016104
1999-11-08,1152.7527584291938
1999-11-09,1152.2281730196642
1999-11-10,1166.733773000217
1999-11-11,1182.5592043539355
1999-11-12,1207.865349487902
1999-11-15,1212.5419582727088
1999-11-16,1215.3421990984061
1999-11-17,1205.2892882394137
1999-11-18,1218.8228707747041
1999-11-19,1236.992730978615
1999-11-22,1233.8699447955478
1999-11-23,1244.9731525161037
1999-11-24,1238.2415122543612
1999-11-25,1237.1478358430143
1999-11-26,1262.8365519895526
1999-11-29,1281.3261475389145
1999-11-30,1266.875321466518
1999-12-01,1272.7617769467188
1999-12-02,1293.4280454449472
1999-12-03,1303.0325985755876
1999-12-06,1290.5288188811219
1999-12-07,1293.0841280876425
1999-12-08,1301.4647266611187
1999-12-09,1324.2033694867844
1999-12-10,1315.7812218231168
1999-12-13,1319.8495402281105
1999-12-14,1326.4088916694866
1999-12-15,1312.528450828328
1999-12-16,1303.6139388405586
1999-12-17,1326.8663152168438
1999-12-20,1336.569724161062
1999-12-21,1331.4190445022434
1999-12-22,1336.3704325273843
1999-12-23,1327.4994267870359
1999-12-24,1338.579016357568
1999-12-27,1342.7234036865889
1999-12-28,1347.9118637135794
1999-12-29,1349.6212687797206
1999-12-30,1357.8057248034993
1999-12-31,1357.8057248034993
2000-01-03,1355.055228134541
2000-01-04,1316.854791534766
2000-01-05,1258.9433130634347
2000-01-06,1233.2089499652354
2000-01-07,1261.3192387316751
2000-01-10,1286.413200447294
2000-01-11,1304.4393871832
2000-01-12,1294.1380011278954
2000-01-13,1292.4462572122168
2000-01-14,1324.499089378187
2000-01-17,1319.6185976655358
2000-01-18,1319.428863031084
2000-01-19,1291.7079803901186
2000-01-20,1313.7756629700054
2000-01-21,1294.4706393121592
2000-01-24,1285.6648420875624
2000-01-25,1271.9614747041928
2000-01-26,1284.0973135689576
2000-01-27,1320.2075720238427
2000-01-28,1317.5234149804214
2000-01-31,1304.2480664561363
2000-02-01,1307.634450919191
2000-02-02,1336.106057420751
2000-02-03,1318.4375507589205
2000-02-04,1314.7888550350565
2000-02-07,1320.6725689200239
2000-02-08,1295.7672168966906
2000-02-09,1303.399455232688
2000-02-10,1317.310039621423
2000-02-11,1325.5904555685306
2000-02-14,1315.7672098493379
2000-02-15,1301.8205481502705
2000-02-16,1313.2790021591725
2000-02-17,1315.2756040742436
2000-02-18,1285.3557995199048
2000-02-21,1273.3335891784336
2000-02-22,1240.6450296703345
2000-02-23,1256.4716669293277
2000-02-24,1272.3296970281108
2000-02-25,1296.5847883929393
2000-02-28,1291.3180121850892
2000-02-29,1311.347175985672
2000-03-01,1303.122420301522
2000-03-02,1308.518091700852
2000-03-03,1324.3859579942582
2000-03-06,1327.6436758464222
2000-03-07,1342.7114301373106
2000-03-08,1349.611965643899
2000-03-09,1329.0479466962918
2000-03-10,1338.639445046609
2000-03-13,1319.8974060600235
2000-03-14,1307.4794415541157
2000-03-15,1288.6630917584487
2000-03-16,1274.936067517433
2000-03-17,1311.877084720303
2000-03-20,1308.3888253347138
2000-03-21,1312.418662234437
2000-03-22,1341.2236587266411
2000-03-23,1326.6838133107078
2000-03-24,1332.3177368551987
2000-03-27,1344.3833022143915
2000-03-28,1352.7632186271153
2000-03-29,1368.6482026602341
2000-03-30,1352.2393755876956
2000-03-31,1332.4386824978753
2000-04-03,1330.7749482285997
2000-04-04,1333.4845474581873
2000-04-05,1311.657382634631
2000-04-06,1324.7039662495204
2000-04-07,1334.2669148402183
2000-04-10,1337.083429676202
2000-04-11,1322.1492554088734
2000-04-12,1333.1744721347563
2000-04-13,1320.822718304243
2000-04-14,1321.7348641251854
2000-04-17,1233.7792172138768
2000-04-18,1279.5734277727736
2000-04-19,1320.4203939394567
2000-04-20,1328.2981095592456
2000-04-21,1328.2981095592456
2000-04-24,1326.6765690191967
2000-04-25,1352.9501749328533
2000-04-26,1359.8262156642738
2000-04-27,1379.071803311423
2000-04-28,1385.957396636464
2000-05-01,1384.6924045457793
2000-05-02,1394.4763103945843
2000-05-03,1417.6011336697802
2000-05-04,1399.2421264552813
2000-05-05,1409.1038405078227
2000-05-08,1388.5389668791915
2000-05-09,1361.8493858177435
2000-05-10,1328.8195571283463
2000-05-11,1325.1610138147344
2000-05-12,1344.6898753007924
2000-05-15,1317.7173614059084
2000-05-16,1355.5623709827235
2000-05-17,1353.2092771464477
2000-05-18,1327.233565280438
2000-05-19,1334.1260924947248
2000-05-22,1298.5178118043016
2000-05-23,1301.236127503263
2000-05-24,1286.435054884975
2000-05-25,1279.7197079415416
2000-05-26,1240.8205566267225
2000-05-29,1244.617994426401
2000-05-30,1238.2721666175273
2000-05-31,1256.7853729815233
2000-06-01,1269.1154480913629
2000-06-02,1281.0252992802093
2000-06-05,1301.3924130109053
2000-06-06,1297.990811031035
2000-06-07,1301.4768735598948
2000-06-08,1306.5030596799606
2000-06-09,1317.9879121910428
2000-06-12,1319.2818966883062
2000-06-13,1302.4189893414539
2000-06-14,1315.8306194174295
2000-06-15,1327.0876536512903
2000-06-16,1330.4653927392233
2000-06-19,1319.5128364711018
2000-06-20,1322.9170452221442
2000-06-21,1343.2648606758746
2000-06-22,1349.2678076876036
2000-06-23,1349.5299514385088
2000-06-26,1353.482369633448
2000-06-27,1355.415670716029
2000-06-28,1360.330865081003
2000-06-29,1352.3860088301353
2000-06-30,1357.7318525384
2000-07-03,1368.1808264507306
2000-07-04,1367.996273144525
2000-07-05,1361.175123162756
2000-07-06,1356.9040492046267
2000-07-07,1365.7941541402492
2000-07-10,1375.1736536863546
2000-07-11,1374.8644306644046
2000-07-12,1391.0040100137628
2000-07-13,1387.6361359206023
2000-07-14,1382.1483579148594
2000-07-17,1391.9364251436416
2000-07-18,1388.7997702165376
2000-07-19,1410.2313031577012
2000-07-20,1416.855939446157
