Date,WORLD MINIMUM VOLATILITY (AUD)
2001-05-31,1000.0
2001-06-01,1003.0579416758593
2001-06-04,1005.4101196070729
2001-06-05,1009.2149350390056
2001-06-06,1004.1596049817776
2001-06-07,1002.8597354929298
2001-06-08,1002.9209674617756
2001-06-11,1003.2072089747544
2001-06-12,991.7765814297348
2001-06-13,988.0515094496525
2001-06-14,974.2920434122657
2001-06-15,966.539037724224
2001-06-18,962.9788964473306
2001-06-19,966.6427604793338
2001-06-20,971.6214449931476
2001-06-21,970.5838722711635
2001-06-22,968.4844349991071
2001-06-25,958.5800966749954
2001-06-26,957.9357149214248
2001-06-27,954.9748913806749
2001-06-28,967.1329913886282
2001-06-29,974.277148562572
2001-07-02,980.0558146088896
2001-07-03,977.8892239708657
2001-07-04,977.9032652326204
2001-07-05,980.8385894861874
2001-07-06,959.8202493340275
2001-07-09,956.477279061422
2001-07-10,948.3690161160548
2001-07-11,941.59103159992
2001-07-12,957.4976059284023
2001-07-13,960.2116632392023
2001-07-16,952.7760551116
2001-07-17,955.474521003739
2001-07-18,936.3132062343074
2001-07-19,944.2885769431456
2001-07-20,938.9568907584701
2001-07-23,932.3056403242996
2001-07-24,919.3195150864416
2001-07-25,920.6306230002941
2001-07-26,926.9079595845334
2001-07-27,933.2654263476954
2001-07-30,931.7907482485263
2001-07-31,939.2626415865155
2001-08-01,940.7066021975843
2001-08-02,942.383052850497
2001-08-03,934.1623274522036
2001-08-06,934.7686762280581
2001-08-07,940.4795070901619
2001-08-08,933.1180947170024
2001-08-09,918.403428854384
2001-08-10,916.4137029360276
2001-08-13,913.8163779142448
2001-08-14,918.4635983462903
2001-08-15,909.7376317018228
2001-08-16,907.3708825705811
2001-08-17,898.0416816747921
2001-08-20,901.4580956151912
2001-08-21,903.545830118845
2001-08-22,900.4916840295402
2001-08-23,905.5432937635982
2001-08-24,913.0591287859843
2001-08-27,915.4083595399703
2001-08-28,907.5926341738518
2001-08-29,900.5089088057771
2001-08-30,891.063439139215
2001-08-31,892.489409914955
2001-09-03,889.421188651495
2001-09-04,909.3890138560986
2001-09-05,907.3972121479239
2001-09-06,895.8059602510718
2001-09-07,875.6866227355042
2001-09-10,873.1434075259982
2001-09-11,861.5668542340444
2001-09-12,855.5484198298462
2001-09-13,857.6394111187958
2001-09-14,843.3650151026505
2001-09-17,825.1843989121527
2001-09-18,822.2783860651946
2001-09-19,810.7335125004462
2001-09-20,794.1558733625913
2001-09-21,782.5189578661123
2001-09-24,797.8850305229984
2001-09-25,796.3051907495
2001-09-26,798.5599243717738
2001-09-27,806.849475080159
2001-09-28,829.9525425013439
2001-10-01,823.0339622566433
2001-10-02,830.8531301056044
2001-10-03,828.326817683265
2001-10-04,841.2333024535719
2001-10-05,840.1098405212339
2001-10-08,837.1595983663672
2001-10-09,831.7775292060284
2001-10-10,845.3729457205272
2001-10-11,858.9479071454394
2001-10-12,855.7159089108312
2001-10-15,849.4710591915108
2001-10-16,851.7935903840324
2001-10-17,853.1727253027971
2001-10-18,844.4945407613013
2001-10-19,846.4825312064245
2001-10-22,856.2481168428575
2001-10-23,861.4675932983893
2001-10-24,857.4200859868195
2001-10-25,856.3876745324186
2001-10-26,863.8033150499317
2001-10-29,843.5856367709576
2001-10-30,831.0161312736823
2001-10-31,839.0589404842887
2001-11-01,843.8774556687807
2001-11-02,845.0677414448859
2001-11-05,858.263085661965
2001-11-06,863.8954765551418
2001-11-07,859.2179594656393
2001-11-08,869.5988892876841
2001-11-09,867.8370772770693
2001-11-12,862.0763258249498
2001-11-13,879.4077428662254
2001-11-14,877.0199447868463
2001-11-15,878.9929079793736
2001-11-16,875.6175722469546
2001-11-19,883.8784458736325
2001-11-20,881.5012138297062
2001-11-21,884.5856538993804
2001-11-22,883.4605022345654
2001-11-23,887.6388803135849
2001-11-26,887.3891355665089
2001-11-27,881.3111693670164
2001-11-28,870.5548237082825
2001-11-29,873.8976957200384
2001-11-30,872.2196800105593
2001-12-03,871.1355991721588
2001-12-04,875.6452183608944
2001-12-05,889.0399350173901
2001-12-06,884.9979901722162
2001-12-07,880.0033669237605
2001-12-10,871.5766216880082
2001-12-11,867.2273980632106
2001-12-12,864.5639616725367
2001-12-13,853.3996565488044
2001-12-14,849.0624460665651
2001-12-17,850.6024216330612
2001-12-18,859.1132903413489
2001-12-19,863.2014535765469
2001-12-20,864.2677084859446
2001-12-21,874.7121241326732
2001-12-24,883.3945839588545
2001-12-25,882.7673800555532
2001-12-26,883.4108027143495
2001-12-27,884.0276903771725
2001-12-28,892.2189249496118
2001-12-31,882.7081624381104
2002-01-01,882.7081624381104
2002-01-02,870.5698379919726
2002-01-03,878.6445875636559
2002-01-04,888.2773161866519
2002-01-07,887.8588179030932
2002-01-08,881.4946899094541
2002-01-09,881.4245102690566
2002-01-10,874.9336921278184
2002-01-11,875.7284253742498
2002-01-14,870.2560751355517
2002-01-15,875.6545745663187
2002-01-16,875.1943413704627
2002-01-17,879.9874588071326
2002-01-18,876.4249026069914
2002-01-21,876.8410090590887
2002-01-22,874.1491014309652
2002-01-23,874.5237250139726
2002-01-24,881.145545994601
2002-01-25,894.3094804847938
2002-01-28,900.2650982662349
2002-01-29,888.0857106819493
2002-01-30,886.9864809319982
2002-01-31,898.7435621368913
2002-02-01,896.8559641088182
2002-02-04,885.8215186411243
2002-02-05,878.8088582406156
2002-02-06,874.0974200267715
2002-02-07,874.8804756066419
2002-02-08,878.7615361027139
2002-02-11,881.3248976424755
2002-02-12,885.9870297670494
2002-02-13,895.2747727869599
2002-02-14,901.0702240292561
2002-02-15,895.8565617133105
2002-02-18,897.2707706393936
2002-02-19,881.5058588060904
2002-02-20,887.3535820092945
