Date,EAFE ex UK MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1001.5456409335391
2001-06-04,1003.045474047128
2001-06-05,1005.0221824922467
2001-06-06,1004.8807630675689
2001-06-07,1006.1161025648059
2001-06-08,1006.3601626241375
2001-06-11,1002.241020307437
2001-06-12,990.781512542687
2001-06-13,995.2983854744272
2001-06-14,989.3411803205081
2001-06-15,982.6259168319182
2001-06-18,976.8678786975324
2001-06-19,977.9153616560675
2001-06-20,979.7084811032996
2001-06-21,977.6687328144027
2001-06-22,980.9815870571148
2001-06-25,976.2806486717769
2001-06-26,975.6248086217023
2001-06-27,971.912982694789
2001-06-28,977.2415638366488
2001-06-29,988.427203837605
2001-07-02,988.8967974039459
2001-07-03,988.141030881218
2001-07-04,987.6785031734507
2001-07-05,989.4760630577852
2001-07-06,971.9017651608531
2001-07-09,968.096142180316
2001-07-10,965.4097504415928
2001-07-11,958.3571772268853
2001-07-12,966.7370931327836
2001-07-13,967.3460348164587
2001-07-16,964.4987412212467
2001-07-17,960.6978228075606
2001-07-18,945.8825684847344
2001-07-19,954.4752817590306
2001-07-20,949.8741855979301
2001-07-23,948.4308078677095
2001-07-24,944.9335969631771
2001-07-25,938.7283358500403
2001-07-26,941.4763796927879
2001-07-27,949.178336948929
2001-07-30,948.4023464726341
2001-07-31,957.6922126840374
2001-08-01,960.964864634674
2001-08-02,962.6781548516086
2001-08-03,953.4622225217212
2001-08-06,958.1488256126622
2001-08-07,961.3618033267767
2001-08-08,959.1262417306943
2001-08-09,942.5212527431928
2001-08-10,939.0562040384264
2001-08-13,940.0590719284361
2001-08-14,948.2412640798183
2001-08-15,945.5887214243011
2001-08-16,940.2677655679357
2001-08-17,933.8065265144577
2001-08-20,930.9616212673412
2001-08-21,936.419496140421
2001-08-22,936.7250478914285
2001-08-23,940.2231014509624
2001-08-24,944.7516292279826
2001-08-27,946.86453798131
2001-08-28,939.156160251278
2001-08-29,935.5813046759491
2001-08-30,925.0638135394432
2001-08-31,926.0301687293497
2001-09-03,917.5245590576127
2001-09-04,931.9132373430173
2001-09-05,922.5600069573875
2001-09-06,915.548846799158
2001-09-07,901.2029090676947
2001-09-10,888.8959696768368
2001-09-11,868.7773688031045
2001-09-12,852.122446155213
2001-09-13,860.1933522073876
2001-09-14,844.4543638669861
2001-09-17,833.3353979955549
2001-09-18,830.1288920149228
2001-09-19,825.5605857987458
2001-09-20,805.0387307062882
2001-09-21,785.7182497147808
2001-09-24,800.4478288154352
2001-09-25,802.5451344317555
2001-09-26,807.6675035173057
2001-09-27,814.4488574948036
2001-09-28,837.1976598186548
2001-10-01,834.3590934988088
2001-10-02,844.7612337851768
2001-10-03,839.55025585435
2001-10-04,856.4199589099425
2001-10-05,852.6958894629555
2001-10-08,852.3184468496346
2001-10-09,849.013163899389
2001-10-10,859.7374095691736
2001-10-11,871.4234350902003
2001-10-12,869.9958753658572
2001-10-15,863.7778258792297
2001-10-16,867.3144395502777
2001-10-17,875.1877905500107
2001-10-18,866.1936559752593
2001-10-19,861.8893350402254
2001-10-22,868.2891185386478
2001-10-23,879.2829225363522
2001-10-24,877.4718276358163
2001-10-25,871.0358734715649
2001-10-26,876.8885993248131
2001-10-29,861.5150051250937
2001-10-30,850.9330125401542
2001-10-31,857.3665718489178
2001-11-01,857.4071363155318
2001-11-02,853.7529868217391
2001-11-05,864.2377193938454
2001-11-06,866.7214591417991
2001-11-07,863.2377434447455
2001-11-08,876.3865729435463
2001-11-09,870.9247466240273
2001-11-12,862.6235919948293
2001-11-13,872.3111699009892
2001-11-14,871.2449492725734
2001-11-15,872.3067986779461
2001-11-16,869.6133148900453
2001-11-19,880.0425659784748
2001-11-20,878.2943109374962
2001-11-21,883.4144392045358
2001-11-22,883.4192251328622
2001-11-23,883.363404403556
2001-11-26,883.2871956540779
2001-11-27,878.0081407016648
2001-11-28,870.50809891155
2001-11-29,873.4006409313972
2001-11-30,876.8307549254462
2001-12-03,871.7855629171288
2001-12-04,875.0416414795125
2001-12-05,885.4331393193686
2001-12-06,881.5510829556769
2001-12-07,874.2934823415824
2001-12-10,864.4876952662295
2001-12-11,863.5832623344012
2001-12-12,863.5271539724325
2001-12-13,851.4651279149184
2001-12-14,845.088379184398
2001-12-17,846.12654725052
2001-12-18,850.6162491502761
2001-12-19,851.1654588971571
2001-12-20,854.318672363415
2001-12-21,862.4727135359466
2001-12-24,866.5711159581754
2001-12-25,865.4479714144728
2001-12-26,861.9818413365665
2001-12-27,870.8978673972333
2001-12-28,881.9517764505824
2001-12-31,878.6932467522702
2002-01-01,878.6932467522702
2002-01-02,866.6526346877407
2002-01-03,872.2953132711922
2002-01-04,878.6399022119414
2002-01-07,874.8514108423662
2002-01-08,865.8019423186689
2002-01-09,864.3386873464522
2002-01-10,856.3374099964358
2002-01-11,860.0904712323783
2002-01-14,852.6593931782388
2002-01-15,856.0714352459947
2002-01-16,856.5948100373876
2002-01-17,861.9683858965368
2002-01-18,864.2114202908076
2002-01-21,864.9117391847539
2002-01-22,859.1185437515633
2002-01-23,859.4420316083692
2002-01-24,864.5388683577405
2002-01-25,870.5747436163559
2002-01-28,878.0289919662241
2002-01-29,871.8219613863995
2002-01-30,864.5201344869272
2002-01-31,871.8961680259952
2002-02-01,869.5355053642231
2002-02-04,864.8863820507432
2002-02-05,853.2316299456603
2002-02-06,851.0391556109863
2002-02-07,852.6633558058065
2002-02-08,854.111043472108
2002-02-11,857.3607173208517
2002-02-12,862.9937435061139
2002-02-13,868.6016248453927
2002-02-14,875.9539580826125
2002-02-15,872.5637065716205
2002-02-18,872.5211347383128
2002-02-19,858.1921057245261
2002-02-20,857.59423790207
2002-02-21,865.901338694918
2002-02-22,861.0586981540387
2002-02-25,866.6621660223149
2002-02-26,868.1131837911116
2002-02-27,882.6472766626321
2002-02-28,885.1496127370699
2002-03-01,890.2779669370032
2002-03-04,906.3918455783752
2002-03-05,903.2271291040537
2002-03-06,902.2695691348681
2002-03-07,912.5647552490035
2002-03-08,917.0169386286398
2002-03-11,919.1151312220616
2002-03-12,913.5048064747436
2002-03-13,906.8396457052978
2002-03-14,909.3874243273937
2002-03-15,912.4816747743876
2002-03-18,909.7159999609408
2002-03-19,917.1168921058393
2002-03-20,912.5125356852503
2002-03-21,910.5188876823012
2002-03-22,908.4185959292905
2002-03-25,908.1973712966658
2002-03-26,905.9961098511288
2002-03-27,909.3878555186171
2002-03-28,916.6735709185839
2002-03-29,911.4431845248936
2002-04-01,906.2090065111722
2002-04-02,906.5874761038755
2002-04-03,910.8522064304995
2002-04-04,909.3548010549138
2002-04-05,912.5008925097801
2002-04-08,909.4057034555982
2002-04-09,906.5971071672309
2002-04-10,910.7010659840183
2002-04-11,901.8374162507586
2002-04-12,903.0858348513827
2002-04-15,907.7591845308547
2002-04-16,913.2351294945163
2002-04-17,915.9424969745576
2002-04-18,918.4387866680003
2002-04-19,919.7138695590222
2002-04-22,922.0829590010675
2002-04-23,922.171084580488
2002-04-24,919.040904853534
2002-04-25,914.0832973045136
2002-04-26,912.7438543701611
2002-04-29,907.6815143864809
2002-04-30,912.339272367858
2002-05-01,913.4297794553429
2002-05-02,914.6530375963256
2002-05-03,911.9622406073212
2002-05-06,907.6792703849504
2002-05-07,904.5122185497647
2002-05-08,914.0705566683896
2002-05-09,914.0825126571974
2002-05-10,910.7490979279537
2002-05-13,912.6532561731717
2002-05-14,918.2223532421415
2002-05-15,921.5903738246029
2002-05-16,923.254356849542
2002-05-17,921.5191601920205
2002-05-20,920.8383722408865
2002-05-21,925.3937388463447
2002-05-22,922.9180007262406
2002-05-23,925.8173685884645
2002-05-24,925.7836998157383
2002-05-27,927.4859958863826
2002-05-28,923.0209320302104
2002-05-29,919.9978247168432
2002-05-30,914.1317939477701
2002-05-31,911.1259427898417
2002-06-03,910.9378360746681
2002-06-04,897.279698520998
2002-06-05,899.3852655408798
2002-06-06,896.3132369144478
2002-06-07,891.1395189687421
2002-06-10,891.2721601459398
2002-06-11,893.6467508482638
2002-06-12,882.8475540997556
2002-06-13,876.6684883486014
2002-06-14,860.6974200537679
2002-06-17,868.2461856271898
2002-06-18,869.2093182591473
2002-06-19,858.0974926397031
2002-06-20,851.9478863071433
2002-06-21,848.9120279803113
