Date,WORLD MINIMUM VOLATILITY (GBP)
2001-05-31,1000.0
2001-06-01,1002.7557405232074
2001-06-04,1005.4887012768521
2001-06-05,1008.06679534125
2001-06-06,1002.6596544455778
2001-06-07,1001.382021506474
2001-06-08,1001.2670395519103
2001-06-11,1001.9615296057075
2001-06-12,992.6414100609614
2001-06-13,989.8168680512792
2001-06-14,978.9489891418988
2001-06-15,972.0151527329283
2001-06-18,968.778902861556
2001-06-19,972.4460566652226
2001-06-20,980.0239899242409
2001-06-21,977.4323982180565
2001-06-22,974.2679859822761
2001-06-25,964.5534010038116
2001-06-26,964.0461075559315
2001-06-27,960.8110717190597
2001-06-28,971.4927397746216
2001-06-29,977.515690093404
2001-07-02,982.6422570076425
2001-07-03,978.3890360444558
2001-07-04,978.0937171855733
2001-07-05,982.4560506359601
2001-07-06,963.7119767196225
2001-07-09,960.60261529008
2001-07-10,952.2825002635618
2001-07-11,945.7304467434421
2001-07-12,958.4538714457243
2001-07-13,961.0635384291243
2001-07-16,955.06909955228
2001-07-17,957.8168665006629
2001-07-18,940.0845296240631
2001-07-19,948.1706709463265
2001-07-20,943.6061231213677
2001-07-23,937.1865574319687
2001-07-24,924.8387231089673
2001-07-25,926.2315960153478
2001-07-26,931.1367579397564
2001-07-27,935.6781127443369
2001-07-30,934.8301690658507
2001-07-31,943.2799478959616
2001-08-01,944.2520539244564
2001-08-02,945.427945547244
2001-08-03,937.6082080727723
2001-08-06,938.5690196567637
2001-08-07,944.8974026756058
2001-08-08,938.7273224710067
2001-08-09,924.1987622079804
2001-08-10,922.6445398256872
2001-08-13,920.2309610952656
2001-08-14,925.4959078988517
2001-08-15,917.4344294118102
2001-08-16,914.7610805422192
2001-08-17,905.3850995942732
2001-08-20,909.760338555816
2001-08-21,912.7952593492935
2001-08-22,910.0467452541991
2001-08-23,914.548347278452
2001-08-24,920.7051844354507
2001-08-27,923.0063076137578
2001-08-28,915.8426559946338
2001-08-29,910.2711063663883
2001-08-30,901.158738230523
2001-08-31,902.3076233537031
2001-09-03,898.904252019769
2001-09-04,920.1996712361496
2001-09-05,919.2171356164864
2001-09-06,909.0437356234128
2001-09-07,889.6157134444328
2001-09-10,887.3444115997154
2001-09-11,873.7550227832609
2001-09-12,869.3076880337302
2001-09-13,872.8364429383427
2001-09-14,857.5818469998035
2001-09-17,845.0460098229445
2001-09-18,842.3121762855286
2001-09-19,829.7619325903313
2001-09-20,812.3303941707502
2001-09-21,799.645985887871
2001-09-24,813.5762559339261
2001-09-25,812.8312357500413
2001-09-26,817.8516923576641
2001-09-27,827.9416426542783
2001-09-28,851.3143178192389
2001-10-01,844.4808692083978
2001-10-02,852.80214785424
2001-10-03,849.3301125334227
2001-10-04,862.0297395028861
2001-10-05,860.176700038489
2001-10-08,857.3476978600645
2001-10-09,851.2260009929516
2001-10-10,866.0727178945559
2001-10-11,877.5117716137325
2001-10-12,874.7547559913377
2001-10-15,868.4930332453195
2001-10-16,870.2569976751444
2001-10-17,873.4249449981817
2001-10-18,865.4899098180593
2001-10-19,866.8168600032461
2001-10-22,876.8035151876682
2001-10-23,880.9440843396327
2001-10-24,876.4049572772873
2001-10-25,873.8351617300789
2001-10-26,880.5874003443834
2001-10-29,861.4804124246879
2001-10-30,849.35414131924
2001-10-31,857.0723502692897
2001-11-01,862.3056034119692
2001-11-02,862.5589036415969
2001-11-05,875.76161339282
2001-11-06,880.3811138483279
2001-11-07,876.0149275838565
2001-11-08,886.4017781935511
2001-11-09,883.9584862367248
2001-11-12,877.2324584935443
2001-11-13,892.9664723629629
2001-11-14,887.6183761216644
2001-11-15,887.2344650922832
2001-11-16,884.9406930093197
2001-11-19,892.7580905464674
2001-11-20,892.2762119591123
2001-11-21,896.5935621296917
2001-11-22,895.2651716876524
2001-11-23,898.7062564644142
2001-11-26,897.195912128016
2001-11-27,890.2092344186644
2001-11-28,880.9967219924637
2001-11-29,883.9748082470269
2001-11-30,882.4627974501287
2001-12-03,881.9424376302608
2001-12-04,885.8808122738012
2001-12-05,897.1449658160948
2001-12-06,892.3503466686061
2001-12-07,887.3782041854083
2001-12-10,879.9156559454783
2001-12-11,875.8340255700433
2001-12-12,872.3061630532253
2001-12-13,863.0790647162438
2001-12-14,858.9993161067952
2001-12-17,860.940774442395
2001-12-18,868.9468617285467
2001-12-19,873.644566856097
2001-12-20,875.8575579850668
2001-12-21,886.970996651545
2001-12-24,895.1753644815732
2001-12-25,894.5389022497656
2001-12-26,895.1457476627126
2001-12-27,896.2123928946204
2001-12-28,904.1833602886582
2001-12-31,894.8301582635348
2002-01-01,894.8301582635348
2002-01-02,881.6491255426953
