Date,KOKUSAI MINIMUM VOLATILITY (JPY)
1998-12-31,456.18610024
1999-01-01,456.18618948945067
1999-01-04,459.1463435991322
1999-01-05,463.8440768724528
1999-01-06,472.59626099089496
1999-01-07,471.1940471803101
1999-01-08,475.43798266915087
1999-01-11,470.4488424079298
1999-01-12,464.08978419930844
1999-01-13,452.8131958498871
1999-01-14,449.7635817034737
1999-01-15,458.1272606170282
1999-01-18,460.49740383047504
1999-01-19,460.97071767677875
1999-01-20,462.27595195164395
1999-01-21,457.6886763549566
1999-01-22,452.5234400463851
1999-01-25,453.801503956773
1999-01-26,456.1957663517808
1999-01-27,456.59316110624746
1999-01-28,461.89671196174675
1999-01-29,464.2369904507278
1999-02-01,465.6764380886163
1999-02-02,462.0776564659991
1999-02-03,462.2994427377909
1999-02-04,462.987092033761
1999-02-05,461.9141387701781
1999-02-08,461.7109687132865
1999-02-09,454.8549285338702
1999-02-10,452.81969191398593
1999-02-11,458.0733542869358
1999-02-12,456.92396344034
1999-02-15,458.00506543066933
1999-02-16,461.2386448000456
1999-02-17,456.8409746126072
1999-02-18,458.9800068190668
1999-02-19,463.31114343138387
1999-02-22,472.21571670894696
1999-02-23,472.92607358675866
1999-02-24,472.439368273405
1999-02-25,466.1399501937367
1999-02-26,465.6273373279459
1999-03-01,463.9170290583098
1999-03-02,463.8228219401557
1999-03-03,463.51406321314767
1999-03-04,469.32616022925407
1999-03-05,476.63790142924466
1999-03-08,475.57768827147805
1999-03-09,474.29371011827936
1999-03-10,473.9206003408006
1999-03-11,481.6560359186225
1999-03-12,480.5124569114503
1999-03-15,480.7360286513669
1999-03-16,482.4485238510455
1999-03-17,477.4979195194089
1999-03-18,478.98083245002147
1999-03-19,478.2190613311208
1999-03-22,479.5408160356027
1999-03-23,471.6432083387777
1999-03-24,470.3634787592476
1999-03-25,476.31810339130413
1999-03-26,477.32812759881125
1999-03-29,481.99542540456235
1999-03-30,478.0641296860156
1999-03-31,476.68684949414705
1999-04-01,477.77434114096036
1999-04-02,478.3294194241552
1999-04-05,483.4964429515539
1999-04-06,481.97281862474136
1999-04-07,482.63383616927376
1999-04-08,486.2303806067957
1999-04-09,489.1401539347092
1999-04-12,489.99138049993155
1999-04-13,492.4183038073
1999-04-14,490.69566148739904
1999-04-15,494.7418655425552
1999-04-16,496.11058780434365
1999-04-19,503.5437096902088
1999-04-20,498.8109116272493
1999-04-21,504.7467636292768
1999-04-22,508.381565669243
1999-04-23,506.7535119497438
1999-04-26,508.79647949854353
1999-04-27,511.47428076904504
1999-04-28,512.5983330160859
1999-04-29,513.1137216065354
1999-04-30,512.677086584594
1999-05-03,519.4855523602872
1999-05-04,516.2184911559518
1999-05-05,514.9310955193424
1999-05-06,509.6109379023177
1999-05-07,508.8642501835945
1999-05-10,507.23792805369084
1999-05-11,511.89354192420427
1999-05-12,511.8225720503258
1999-05-13,516.024299340163
1999-05-14,507.26170704396617
1999-05-17,503.93084019406973
1999-05-18,503.24190610243346
1999-05-19,506.9990229712438
1999-05-20,510.33519350318153
1999-05-21,512.2600072167396
1999-05-24,507.873890326593
1999-05-25,501.9668412125802
1999-05-26,508.39954605365466
1999-05-27,502.1099186609448
1999-05-28,505.34214172409287
1999-05-31,506.7274761174813
1999-06-01,504.5833048110278
1999-06-02,510.0580574993191
1999-06-03,512.7529896586169
1999-06-04,518.9723717651519
1999-06-07,521.4181288898502
1999-06-08,515.9028056381304
1999-06-09,515.5799973642627
1999-06-10,509.08257511794335
1999-06-11,507.92192504225324
1999-06-14,511.75734790493794
1999-06-15,513.7332266547502
1999-06-16,520.7205041464885
1999-06-17,521.8061858855742
1999-06-18,519.985649081785
1999-06-21,522.0122996550227
1999-06-22,520.7125289226341
1999-06-23,514.9923855388536
1999-06-24,510.2361704744438
1999-06-25,504.71188260022717
1999-06-28,509.9420337628651
1999-06-29,513.9551256285433
1999-06-30,517.0721920929684
1999-07-01,523.9450657093017
1999-07-02,527.0814065481699
1999-07-05,528.7364760792685
1999-07-06,527.1039293185635
1999-07-07,527.8654518948414
1999-07-08,527.0987224259084
1999-07-09,528.7131759080805
1999-07-12,530.1872909885136
1999-07-13,525.635208910895
1999-07-14,525.5676049290574
1999-07-15,528.4158156497754
1999-07-16,529.1071199569311
1999-07-19,528.631542808465
1999-07-20,515.7103891534797
1999-07-21,512.366344308272
1999-07-22,509.86480828291934
1999-07-23,508.3208259485393
1999-07-26,500.15384625586177
1999-07-27,502.83390051814666
1999-07-28,503.84565521767354
1999-07-29,494.45405575462854
1999-07-30,495.76219229918576
1999-08-02,496.2017375335195
1999-08-03,495.8080589421391
1999-08-04,490.45656568360386
1999-08-05,488.59641406259726
1999-08-06,487.49031321639814
1999-08-09,490.955262166662
1999-08-10,484.82613665706
1999-08-11,489.2486165295974
1999-08-12,492.0286272007764
1999-08-13,500.11274915443704
1999-08-16,501.27706622765714
1999-08-17,504.3636221952604
1999-08-18,501.7560414377228
1999-08-19,496.5081903057769
1999-08-20,499.5975362835311
1999-08-23,507.28818104654806
1999-08-24,508.5549404224819
1999-08-25,515.7176528340593
1999-08-26,514.7202217518353
1999-08-27,512.0415027299672
1999-08-30,507.63554410094525
1999-08-31,499.38686035742626
1999-09-01,501.48274566151304
1999-09-02,494.0476094685391
1999-09-03,504.68330347268216
1999-09-06,506.85368203581504
1999-09-07,504.7255920471131
1999-09-08,504.3975538993555
1999-09-09,508.42413638450887
1999-09-10,510.50531701641177
1999-09-13,511.7710880657563
1999-09-14,507.95237245614317
1999-09-15,505.8414356754379
1999-09-16,503.62135789352135
1999-09-17,506.2578136443939
1999-09-20,504.1581450211054
1999-09-21,496.05202256461865
1999-09-22,493.44311483077024
1999-09-23,491.86363217610466
1999-09-24,487.85353809521706
1999-09-27,492.5789397115373
1999-09-28,488.1386781537104
1999-09-29,482.43880257805097
1999-09-30,482.41605293392723
1999-10-01,480.35538092339124
1999-10-04,485.28012838739517
1999-10-05,484.26356693441085
1999-10-06,487.1643179841604
1999-10-07,487.34795230866024
1999-10-08,494.1202364398367
1999-10-11,494.59960003105607
1999-10-12,486.9094629409319
1999-10-13,482.05098666141504
1999-10-14,482.7621111077825
1999-10-15,471.12399738124844
1999-10-18,471.0518576319597
1999-10-19,476.8012746682767
1999-10-20,481.1915244343658
1999-10-21,478.89862899283315
1999-10-22,487.72565688186614
1999-10-25,485.89351120461356
1999-10-26,488.200931148562
1999-10-27,492.3906435995668
1999-10-28,501.30546003835104
1999-10-29,506.8821552401466
1999-11-01,507.99394880396585
1999-11-02,505.3286879142211
1999-11-03,507.57932431712334
1999-11-04,508.779337426896
1999-11-05,510.4067861297553
1999-11-08,513.6119492542439
1999-11-09,511.7269408671881
1999-11-10,512.561302727671
1999-11-11,515.2598149405856
1999-11-12,521.0300892309539
1999-11-15,521.8881146101728
1999-11-16,526.1710514344851
1999-11-17,523.5144715694377
1999-11-18,526.6579309755292
1999-11-19,524.9636434664557
1999-11-22,520.1960480758562
1999-11-23,519.6422527717041
1999-11-24,524.0402484211531
1999-11-25,527.7249309645061
1999-11-26,529.9094225391717
1999-11-29,529.4901304778597
1999-11-30,524.1777958495009
1999-12-01,527.3647336925916
1999-12-02,531.7316912385
1999-12-03,538.6700719600594
1999-12-06,528.4078633222596
1999-12-07,525.0563326060783
1999-12-08,521.104442358047
1999-12-09,524.9724673247493
1999-12-10,526.2345411336478
1999-12-13,529.0953638032265
