Date,WORLD ex EMU MINIMUM VOLATILITY (EUR)
2001-05-31,1000.0
2001-06-01,1003.3958866422498
2001-06-04,1005.9892758327139
2001-06-05,1008.294446612693
2001-06-06,1002.7411498204933
2001-06-07,1000.6771489676171
2001-06-08,1000.2842649328468
2001-06-11,1001.3793501399006
2001-06-12,991.9451885824363
2001-06-13,987.5623041364342
2001-06-14,974.5544591284397
2001-06-15,967.3942603124314
2001-06-18,965.0249082901539
2001-06-19,969.55528004477
2001-06-20,977.2809592389629
2001-06-21,975.9325321661248
2001-06-22,971.330295347712
2001-06-25,960.3945917446833
2001-06-26,960.3384746049928
2001-06-27,956.1274057808749
2001-06-28,969.4691704526093
2001-06-29,973.8572245375512
2001-07-02,979.6666379377564
2001-07-03,977.2446473639762
2001-07-04,977.3969976989031
2001-07-05,980.7315156535416
2001-07-06,960.4995070905476
2001-07-09,956.9285198469623
2001-07-10,948.7136898521774
2001-07-11,942.8555758650583
2001-07-12,958.2915513954696
2001-07-13,960.2992997207529
2001-07-16,954.2705552034872
2001-07-17,958.0349345721756
2001-07-18,940.5296226185601
2001-07-19,947.8467108936422
2001-07-20,941.8015420726451
2001-07-23,933.3413211509994
2001-07-24,919.3228734090064
2001-07-25,922.8048841470392
2001-07-26,927.0993234391859
2001-07-27,930.2279599076222
2001-07-30,928.3356269923773
2001-07-31,936.388377352908
2001-08-01,937.7701961110514
2001-08-02,941.393872072524
2001-08-03,933.7304587131521
2001-08-06,933.8084253752838
2001-08-07,941.1803646450113
2001-08-08,935.3550408480714
2001-08-09,920.1409249802983
2001-08-10,918.5743742352917
2001-08-13,914.9941546300006
2001-08-14,919.9382630335815
2001-08-15,910.3865835365202
2001-08-16,907.1296921563259
2001-08-17,897.693082154516
2001-08-20,902.4443501631799
2001-08-21,904.3860922382687
2001-08-22,899.812026506416
2001-08-23,903.4730796401137
2001-08-24,909.4685738830315
2001-08-27,912.1197168828797
2001-08-28,904.783881106367
2001-08-29,897.5085996083022
2001-08-30,889.9136302833488
2001-08-31,890.6392183114419
2001-09-03,886.8701728014112
2001-09-04,910.366444195529
2001-09-05,911.4281512503668
2001-09-06,900.5324972919141
2001-09-07,879.5238796409247
2001-09-10,879.605614434364
2001-09-11,869.0571009684595
2001-09-12,866.1988165738939
2001-09-13,868.7914637579906
2001-09-14,857.3245098489302
2001-09-17,841.743384933023
2001-09-18,839.3000333225796
2001-09-19,828.4817376793541
2001-09-20,812.8676750692555
2001-09-21,802.6468107952994
2001-09-24,813.4153346193498
2001-09-25,812.7189809294554
2001-09-26,815.3079339270249
2001-09-27,823.1507681493222
2001-09-28,847.0935819997192
2001-10-01,840.2474948555083
2001-10-02,847.4519757127649
2001-10-03,843.7922605648234
2001-10-04,854.5995753621764
2001-10-05,853.8273558691551
2001-10-08,850.6878492695868
2001-10-09,844.5757670410765
2001-10-10,858.088745930406
2001-10-11,870.9443940477873
2001-10-12,867.0876754193752
2001-10-15,862.6592217480861
2001-10-16,863.916723358459
2001-10-17,865.862811583763
2001-10-18,859.0809840026008
2001-10-19,863.0947485378312
2001-10-22,873.4939516686514
2001-10-23,875.5030507484485
2001-10-24,870.2827182479491
2001-10-25,870.2128355769238
2001-10-26,876.4664415356755
2001-10-29,856.2414397428639
2001-10-30,844.4931410545913
2001-10-31,851.2812274925238
2001-11-01,855.891852910953
2001-11-02,857.5169916330101
2001-11-05,869.9849668701656
2001-11-06,876.6751626725334
2001-11-07,871.0706973677202
2001-11-08,881.4837182919323
2001-11-09,879.6863851685038
2001-11-12,875.0035689617603
2001-11-13,890.1552227414618
2001-11-14,886.9718829610592
2001-11-15,890.8139216613906
2001-11-16,887.2907607357234
2001-11-19,894.9419637364005
2001-11-20,893.9016351259423
2001-11-21,898.3713646617623
2001-11-22,896.4963712297518
2001-11-23,900.4856358862758
2001-11-26,900.427795905403
2001-11-27,894.1660847249644
2001-11-28,883.557740208996
2001-11-29,886.5224229142932
2001-11-30,883.3350765234107
2001-12-03,882.9954082558301
2001-12-04,886.8783840822507
2001-12-05,898.4891640651261
2001-12-06,893.2561458495475
2001-12-07,889.2388295130222
2001-12-10,881.7804787763155
2001-12-11,877.2003543864578
2001-12-12,873.899950827536
2001-12-13,864.3954418672472
2001-12-14,860.5559984339413
2001-12-17,860.4437226550184
2001-12-18,870.2307863176685
2001-12-19,876.2211263517873
2001-12-20,878.6342935496922
2001-12-21,889.0132597661618
2001-12-24,897.5183978524359
2001-12-25,896.8794182952486
2001-12-26,897.3937466396146
2001-12-27,896.0629004978682
2001-12-28,903.9464270903122
2001-12-31,893.2054353289262
2002-01-01,893.2054353289262
2002-01-02,880.5793880346772
2002-01-03,887.22151506337
2002-01-04,896.8657979680204
2002-01-07,896.1177418792574
2002-01-08,889.3854564399948
2002-01-09,889.2520958140998
2002-01-10,883.651929245069
2002-01-11,884.4545289687732
2002-01-14,880.3071340589808
2002-01-15,885.6851999315369
2002-01-16,886.6637919726722
2002-01-17,890.8285462478206
2002-01-18,886.9756321705203
2002-01-21,887.5938844451172
2002-01-22,885.4132497204471
2002-01-23,885.079508314036
2002-01-24,890.6523915576192
2002-01-25,903.3567849470152
2002-01-28,908.1533225315249
2002-01-29,894.6447780713637
2002-01-30,895.2400031573253
2002-01-31,907.4446829180382
2002-02-01,905.1188426249005
2002-02-04,893.9803139302103
