Date,NORTH AMERICA MINIMUM VOL (EUR)
2001-11-30,1000.0
2001-12-03,1004.9406439255147
2001-12-04,1011.1847211872096
2001-12-05,1025.4321639301684
2001-12-06,1015.5037247330097
2001-12-07,1015.4324309398363
2001-12-10,1009.8223021678872
2001-12-11,1003.8833635502154
2001-12-12,997.1451549004831
2001-12-13,986.3127006245073
2001-12-14,985.2521809382965
2001-12-17,989.3081223707558
2001-12-18,999.4232634007094
2001-12-19,1008.1571710913611
2001-12-20,1007.1681665635368
2001-12-21,1020.7417199360241
2001-12-24,1031.86569337972
2001-12-25,1031.86569337972
2001-12-26,1034.98449338539
2001-12-27,1029.7405867849473
2001-12-28,1036.79428077217
2001-12-31,1020.6082706229104
2002-01-01,1020.6082706229104
2002-01-02,1007.1408526044161
2002-01-03,1016.4818354597417
2002-01-04,1024.756267385495
2002-01-07,1023.8687839261904
2002-01-08,1021.4328675663512
2002-01-09,1020.4572075232261
2002-01-10,1016.2063103750448
2002-01-11,1016.0517364660452
2002-01-14,1011.9160377756963
2002-01-15,1023.2053848028121
2002-01-16,1023.6235309267208
2002-01-17,1030.0022136120488
2002-01-18,1019.6986278118442
2002-01-21,1019.5745363004999
2002-01-22,1020.616861505523
2002-01-23,1022.5098009729609
2002-01-24,1028.4798706609258
2002-01-25,1045.9233046236675
2002-01-28,1048.543203652528
2002-01-29,1031.2058592404433
2002-01-30,1037.607731370649
2002-01-31,1054.0554594061618
2002-02-01,1052.154256509031
2002-02-04,1032.7435739467812
2002-02-05,1030.7761634293288
2002-02-06,1019.4811700747516
2002-02-07,1017.77270162046
2002-02-08,1023.0284315672857
2002-02-11,1024.2393299162095
2002-02-12,1025.5856940594977
2002-02-13,1036.6936558484522
2002-02-14,1038.9108588219383
2002-02-15,1030.2858699873887
2002-02-18,1033.5701883079937
2002-02-19,1016.3015040862441
2002-02-20,1027.1078383912488
2002-02-21,1019.8271093146498
2002-02-22,1020.0730165275395
2002-02-25,1036.2403554456719
2002-02-26,1041.1944608367983
2002-02-27,1049.0211682162412
2002-02-28,1046.2175880312768
2002-03-01,1062.1440304212413
2002-03-04,1066.633585600124
2002-03-05,1062.8689050244482
2002-03-06,1068.488889584759
2002-03-07,1057.3740298287705
2002-03-08,1061.4082253670497
2002-03-11,1065.8266787785226
2002-03-12,1070.3359968332966
2002-03-13,1062.857715220956
2002-03-14,1054.0339698197708
2002-03-15,1063.6158751150776
2002-03-18,1069.9688679562578
2002-03-19,1070.7666992989336
2002-03-20,1058.9419023525245
2002-03-21,1065.2995505486801
2002-03-22,1066.6565860242242
2002-03-25,1061.7522341939318
2002-03-26,1063.7558606496257
2002-03-27,1076.1910390201704
2002-03-28,1077.0273920624575
2002-03-29,1077.0273920624575
2002-04-01,1069.4758249414667
2002-04-02,1063.2243733790417
2002-04-03,1055.4150303982387
2002-04-04,1052.443890094283
2002-04-05,1053.5238821524083
2002-04-08,1059.3844585008014
2002-04-09,1053.7381919011418
2002-04-10,1063.82700193601
2002-04-11,1041.7667621412638
2002-04-12,1050.413803939484
2002-04-15,1043.5083969322493
2002-04-16,1054.3482050344242
2002-04-17,1047.8564413414558
2002-04-18,1044.853027999102
2002-04-19,1052.1854510032126
2002-04-22,1041.976072418501
2002-04-23,1037.5191520216638
2002-04-24,1031.0118455420752
2002-04-25,1023.6216202900144
2002-04-26,1016.9874533684645
2002-04-29,1006.0213646080117
2002-04-30,1013.4677361859318
2002-05-01,1019.4890892155481
2002-05-02,1023.3227736382868
2002-05-03,1007.233890212491
2002-05-06,992.1897374961466
2002-05-07,988.8032043289766
2002-05-08,1013.9157828133355
2002-05-09,1005.2550096057865
2002-05-10,992.3615189775124
2002-05-13,1007.0801340528891
2002-05-14,1027.6084004557094
2002-05-15,1016.1611290019326
2002-05-16,1017.8912237468367
2002-05-17,1011.0177493669106
2002-05-20,1004.0740766439487
2002-05-21,1004.3889590510468
2002-05-22,1001.5113395112742
2002-05-23,1016.3128798089135
2002-05-24,1004.9819745548145
2002-05-27,1007.2716068756902
2002-05-28,996.2713111599975
2002-05-29,988.2361631195611
2002-05-30,980.1595014279667
2002-05-31,986.0602295376054
2002-06-03,967.5208905347307
2002-06-04,959.9902722643451
2002-06-05,969.6321465979096
2002-06-06,949.5861120193314
2002-06-07,949.1538830843975
2002-06-10,952.3953084702566
2002-06-11,945.1559148965142
2002-06-12,942.184448995834
2002-06-13,936.3708494252564
2002-06-14,932.4062473039016
2002-06-17,954.8981405715316
2002-06-18,952.9688751397607
2002-06-19,937.3467417093865
2002-06-20,925.5572006368013
2002-06-21,910.2487569282094
2002-06-24,898.9345624220632
2002-06-25,895.941124271652
2002-06-26,876.4146345119324
2002-06-27,892.5760425769347
2002-06-28,888.5046158622578
2002-07-01,874.6404839508504
2002-07-02,861.2736735882905
2002-07-03,864.3065692303823
2002-07-04,865.2616448873107
2002-07-05,888.960480007249
2002-07-08,872.930126632295
2002-07-09,849.6028636732478
2002-07-10,833.9484886267346
2002-07-11,831.0132345887763
2002-07-12,825.443128387129
2002-07-15,806.7880158262557
2002-07-16,791.9469426037131
2002-07-17,797.0472322252588
2002-07-18,775.1314044229777
2002-07-19,743.358210743644
2002-07-22,728.3475528725346
2002-07-23,722.0908314708814
2002-07-24,757.2830581300692
2002-07-25,759.5717089632014
2002-07-26,777.47939281802
2002-07-29,816.1402451190962
2002-07-30,814.4476851282476
2002-07-31,834.9597112267052
2002-08-01,815.7509407714894
2002-08-02,804.6158573333178
2002-08-05,783.8196081255815
2002-08-06,815.2201016780051
2002-08-07,823.1757718040477
2002-08-08,845.0934925489224
2002-08-09,845.2470009333541
2002-08-12,838.0017288750721
2002-08-13,825.5929390903575
2002-08-14,840.8977850098689
2002-08-15,851.2826053282105
2002-08-16,847.7999350427572
2002-08-19,864.0593141665634
2002-08-20,854.4914304158937
2002-08-21,859.4119009232646
2002-08-22,877.7271739683705
2002-08-23,863.7326530579242
2002-08-26,872.6577584621944
2002-08-27,859.8269680772836
2002-08-28,849.2524395164345
2002-08-29,845.323546597466
2002-08-30,849.6203952496079
2002-09-02,846.6394638591294
2002-09-03,811.3541999969199
2002-09-04,822.1166233837929
2002-09-05,819.7361416940266
2002-09-06,831.9409451083003
2002-09-09,840.4392619712038
2002-09-10,846.9610182763845
2002-09-11,849.2440274610893
2002-09-12,829.9653026442669
2002-09-13,832.6872128942566
2002-09-16,842.0182793212698
2002-09-17,826.7345191609597
2002-09-18,819.075328927652
2002-09-19,792.287189344076
2002-09-20,795.8271121557146
2002-09-23,787.3957777663346
2002-09-24,778.440048906066
2002-09-25,792.5280513997184
2002-09-26,807.8506228626737
2002-09-27,789.5845473864274
2002-09-30,773.4952877772387
2002-10-01,798.300689143264
2002-10-02,785.2211658783073
2002-10-03,779.6498452725956
2002-10-04,768.1970191885102
2002-10-07,758.0508535550728
2002-10-08,767.1695670424041
2002-10-09,742.5039167502985
2002-10-10,761.841930142778
2002-10-11,780.6390529173771
2002-10-14,785.4130219021565
2002-10-15,809.0770342546372
2002-10-16,797.2781297095964
2002-10-17,814.9639280390703
2002-10-18,820.746231198464
2002-10-21,830.45475511432
2002-10-22,818.729771852791
2002-10-23,821.3416128319469
2002-10-24,815.1197605292288
2002-10-25,822.4215127340194
2002-10-28,811.6989000301032
2002-10-29,802.5478240351601
2002-10-30,811.5269765074269
2002-10-31,797.441488831445
2002-11-01,802.1719811323874
2002-11-04,808.5258510834434
2002-11-05,808.0439739762842
2002-11-06,817.0165542364908
2002-11-07,796.6938992850268
2002-11-08,782.093782651948
2002-11-11,773.0697060089565
2002-11-12,772.7392768206169
2002-11-13,772.8265744107748
2002-11-14,789.4308325788967
2002-11-15,793.9832839538927
2002-11-18,786.4233104459726
2002-11-19,782.4655749115747
2002-11-20,797.7232227168593
2002-11-21,805.5829557778032
2002-11-22,806.2622440014088
2002-11-25,810.8093310638578
2002-11-26,798.0115893356849
2002-11-27,815.6935692616465
2002-11-28,811.7605786145017
2002-11-29,809.0146731167418
2002-12-02,808.0211361870562
2002-12-03,805.0239319563858
2002-12-04,804.2103144416579
2002-12-05,798.1464768142974
2002-12-06,797.694526437082
2002-12-09,789.6611921092202
2002-12-10,794.1324658526107
2002-12-11,795.3659331511623
2002-12-12,788.5874294156785
2002-12-13,780.5385276661935
2002-12-16,794.3659296743705
2002-12-17,780.8066396650928
2002-12-18,779.1888201494975
2002-12-19,775.4470399142477
2002-12-20,781.5812164422707
2002-12-23,786.6579593767168
2002-12-24,781.4189597730419
2002-12-25,781.4189597730419
2002-12-26,778.2914829872985
2002-12-27,764.2707887817623
2002-12-30,764.8373045417804
2002-12-31,761.6791402345918
2003-01-01,761.6791402345918
2003-01-02,789.323541807948
2003-01-03,787.9639096969588
2003-01-06,796.4080737145754
2003-01-07,789.1042918348579
2003-01-08,785.2307149874772
2003-01-09,785.5720117737071
2003-01-10,779.6824274310553
2003-01-13,775.1387522623718
2003-01-14,773.2525942494192
2003-01-15,765.5535246650768
2003-01-16,766.4648603964572
2003-01-17,753.7155968256956
2003-01-20,752.8633008045623
2003-01-21,745.28867759005
2003-01-22,740.0224847105839
2003-01-23,739.8568096453783
2003-01-24,722.2621972963983
2003-01-27,710.0946956938039
2003-01-28,716.9350906893833
2003-01-29,717.969357963681
2003-01-30,714.9592578677357
2003-01-31,725.3953772462953
2003-02-03,727.0387630709162
2003-02-04,714.9863594113872
2003-02-05,712.8942829789004
2003-02-06,710.9202988949746
2003-02-07,706.5614328451405
2003-02-10,712.6445160916575
2003-02-11,710.647512164558
2003-02-12,700.022562773474
2003-02-13,695.514296420197
2003-02-14,706.8743562586511
2003-02-17,710.8168700899248
2003-02-18,723.6525774662296
2003-02-19,716.8826765693599
2003-02-20,706.1659689091798
2003-02-21,712.9079501773167
2003-02-24,706.6811998272734
2003-02-25,711.5804426966082
2003-02-26,703.4144070574004
2003-02-27,710.9212131687708
2003-02-28,710.6649376172899
2003-03-03,702.1730202845506
2003-03-04,690.3565923889478
2003-03-05,690.6914040849205
2003-03-06,686.1431897082338
2003-03-07,686.3726525265754
2003-03-10,670.6591765643285
2003-03-11,668.0574996835409
2003-03-12,670.8393267105616
2003-03-13,690.7553815753827
2003-03-14,699.6749598932518
2003-03-17,724.2792041763155
2003-03-18,731.3281430092497
2003-03-19,739.0652659251954
2003-03-20,737.2659441134427
2003-03-21,753.701961821946
2003-03-24,726.802345279102
2003-03-25,732.0533496752313
2003-03-26,730.2363929868355
2003-03-27,728.5399431608955
2003-03-28,726.6170905378399
2003-03-31,708.2450187159619
2003-04-01,715.3600141544756
2003-04-02,731.1441688907292
2003-04-03,730.085550754385
2003-04-04,734.1830443969309
2003-04-07,738.3401930748759
2003-04-08,735.5549697655171
2003-04-09,727.3888245754208
2003-04-10,722.0752670770214
2003-04-11,724.3817775460789
2003-04-14,732.7158641246157
2003-04-15,733.8924603816533
2003-04-16,720.9149612547164
2003-04-17,725.1336371437285
2003-04-18,725.1336371437285
2003-04-21,727.2007033825469
2003-04-22,731.9017911199973
2003-04-23,735.7925454262539
2003-04-24,725.0501606476151
2003-04-25,719.9288197112669
2003-04-28,729.8608909838517
2003-04-29,729.6070724373882
2003-04-30,719.9319653802847
2003-05-01,714.518522482451
2003-05-02,725.3754647696944
2003-05-05,721.756814177236
2003-05-06,721.9938879757767
2003-05-07,720.3285154955948
2003-05-08,712.1365358588948
2003-05-09,717.6834389924318
2003-05-12,720.7415911786101
2003-05-13,720.8101417376074
2003-05-14,723.2259854157458
2003-05-15,729.9890335162772
2003-05-16,725.1392766998235
2003-05-19,705.8305832038343
2003-05-20,708.2341223449374
2003-05-21,708.9983731182703
2003-05-22,713.7431705788271
2003-05-23,710.1658880445997
2003-05-26,705.5675157806581
2003-05-27,714.1345783854302
2003-05-28,719.6868324624082
2003-05-29,711.6846964968046
2003-05-30,724.4179113560305
2003-06-02,729.0268096357652
2003-06-03,731.7292197848252
2003-06-04,741.9442115587364
2003-06-05,732.6501694120669
2003-06-06,741.2247916097866
2003-06-09,730.748548184321
2003-06-10,739.5185948184006
2003-06-11,743.4727030332348
2003-06-12,744.6982995708969
2003-06-13,735.9812202523497
2003-06-16,745.267907292175
2003-06-17,748.2577952109064
2003-06-18,754.5698491258256
2003-06-19,747.3395578460536
2003-06-20,751.1252086283387
2003-06-23,748.2716672169889
2003-06-24,748.7960189230503
2003-06-25,742.6262167151486
2003-06-26,755.2588000592995
2003-06-27,751.9553183646007
2003-06-30,747.9360581062643
2003-07-01,745.5696231181887
2003-07-02,757.5212484818065
2003-07-03,753.0197121514324
2003-07-04,755.3690907564561
2003-07-07,772.2983922648342
2003-07-08,773.8293488707919
2003-07-09,765.8980667506951
2003-07-10,757.6426426698865
2003-07-11,765.7404152022287
2003-07-14,769.5455421828829
2003-07-15,768.1941016081827
2003-07-16,765.4883570561506
2003-07-17,762.9438235152238
2003-07-18,767.9139379453015
2003-07-21,753.2853788831486
2003-07-22,756.7731418547681
2003-07-23,752.8201902349896
2003-07-24,747.6076116643876
2003-07-25,753.4416915998521
2003-07-28,753.8828727072764
2003-07-29,748.5716401986776
2003-07-30,755.9476202533307
2003-07-31,762.9234571420949
2003-08-01,757.8329142265236
2003-08-04,753.6403971863216
2003-08-05,744.835074694761
2003-08-06,746.4845250877045
2003-08-07,749.433473666015
