Date,MSCI World Min Vol EU PAB Index 
2013-11-26,1000.0
2013-11-27,997.7931015454197
2013-11-28,997.0337808159621
2013-11-29,995.6683743139297
2013-12-02,995.3134868203271
2013-12-03,991.5342873437639
2013-12-04,988.0141239027936
2013-12-05,977.4725753887848
2013-12-06,983.7528773391116
2013-12-09,983.1495592260719
2013-12-10,976.4671099709575
2013-12-11,968.9630797447519
2013-12-12,965.4460118679905
2013-12-13,965.8696274341356
2013-12-16,966.1648325589109
2013-12-17,966.2478816429715
2013-12-18,974.322949984545
2013-12-19,979.8456293331781
2013-12-20,982.6981746639844
2013-12-23,983.7750756699055
2013-12-24,987.8622603179556
2013-12-25,987.5568512345959
2013-12-26,989.6284467560764
2013-12-27,985.8598639621575
2013-12-30,986.7225734438973
2013-12-31,990.9825464684387
2014-01-01,990.9967314639042
2014-01-02,992.1418692548002
2014-01-03,996.7171930773192
2014-01-06,991.0204465474161
2014-01-07,994.9806446163103
2014-01-08,995.0783103134733
2014-01-09,995.0189806250886
2014-01-10,992.5416532961541
2014-01-13,989.6999024417132
2014-01-14,988.5287083532829
2014-01-15,996.87038519096
2014-01-16,997.7557093896983
2014-01-17,1000.1987312503261
2014-01-20,1000.3758015774673
2014-01-21,1003.195428048822
2014-01-22,1002.3470548341664
2014-01-23,988.8198126636815
2014-01-24,976.6908823517808
2014-01-27,971.0930992466544
2014-01-28,973.9637333337819
2014-01-29,972.9683289990611
2014-01-30,981.2104823559754
2014-01-31,984.6442019941383
2014-02-03,968.7048500718283
2014-02-04,964.5677234152103
2014-02-05,966.3396728958872
2014-02-06,968.0966375817502
2014-02-07,975.8042489991952
2014-02-10,977.568660066618
2014-02-11,983.1448807558234
2014-02-12,992.0892065092056
2014-02-13,989.0096855079822
2014-02-14,990.6314281357386
2014-02-17,990.7842721711023
2014-02-18,992.4676417979322
2014-02-19,991.013368864586
2014-02-20,995.5593269289722
2014-02-21,995.0397116775708
2014-02-24,999.8270083782037
2014-02-25,1001.5027036001228
2014-02-26,1005.7227884072299
2014-02-27,1007.0404134041562
2014-02-28,1002.5177116267487
2014-03-03,998.7115469192407
2014-03-04,1010.16828524966
2014-03-05,1010.0506076032628
2014-03-06,1004.3554532204183
2014-03-07,1003.4112857502508
2014-03-10,1000.5849554438587
2014-03-11,1002.4995458611685
2014-03-12,997.1674996757828
2014-03-13,991.2740530673606
2014-03-14,986.0047009404998
2014-03-17,990.4901406845586
2014-03-18,995.9262247737997
2014-03-19,991.096460335558
2014-03-20,997.0414596585974
2014-03-21,997.4163461797352
2014-03-24,996.0140719231299
2014-03-25,1000.3739315099082
2014-03-26,999.9996669097224
2014-03-27,1005.6163696574914
2014-03-28,1008.1235729579564
2014-03-31,1013.978243153469
2014-04-01,1012.7439893829511
2014-04-02,1015.0676696823232
2014-04-03,1019.5176949160252
2014-04-04,1016.9124564715229
2014-04-07,1008.4131569839627
2014-04-08,1007.4392751740535
2014-04-09,1010.1340627341574
2014-04-10,998.1779301618088
2014-04-11,989.3694568994949
2014-04-14,997.6203934157129
2014-04-15,998.9941732372135
2014-04-16,1008.3023310372301
2014-04-17,1008.1559919953435
2014-04-18,1008.5848844619939
2014-04-21,1011.2007330544766
2014-04-22,1013.8716094544229
2014-04-23,1012.5783805848362
2014-04-24,1011.8175937700981
2014-04-25,1009.414767463653
2014-04-28,1013.6070774052513
2014-04-29,1018.7422248771212
2014-04-30,1020.5191593524685
2014-05-01,1022.4550296955139
2014-05-02,1021.6324986123292
2014-05-05,1021.4025222051364
2014-05-06,1014.5684947216616
2014-05-07,1017.2883894083342
2014-05-08,1023.0875162777354
2014-05-09,1033.1933110047507
2014-05-12,1036.4007783645943
2014-05-13,1042.1286846889313
2014-05-14,1041.1344623479426
2014-05-15,1036.9029796978714
2014-05-16,1038.305182681764
2014-05-19,1037.1668933527023
2014-05-20,1034.301479149519
2014-05-21,1040.93169867286
2014-05-22,1045.2180828712583
2014-05-23,1048.8402226507817
2014-05-26,1049.3188933865556
2014-05-27,1053.1958236827393
2014-05-28,1054.4516771234319
