Date,FM CENTRAL & EAST EUROPE + CIS SMALL CAP
2010-11-30,1000.0
2010-12-01,1005.0225178148884
2010-12-02,1014.0403837936875
2010-12-03,1042.6421634621677
2010-12-06,1025.9216728151634
2010-12-07,1031.5836878405123
2010-12-08,1030.49617301966
2010-12-09,1034.8091620974094
2010-12-10,1045.943552110792
2010-12-13,1061.7695827731966
2010-12-14,1068.1378502478426
2010-12-15,1062.6522400431677
2010-12-16,1041.762433282211
2010-12-17,1038.8277679571765
2010-12-20,1038.7122733355297
2010-12-21,1037.1626466245666
2010-12-22,1032.7877903324697
2010-12-23,1029.6308639515617
2010-12-24,1033.0937982427345
2010-12-27,1034.0072662726777
2010-12-28,1039.912011501536
2010-12-29,1045.823058373016
2010-12-30,1064.7752629698612
2010-12-31,1079.7183303527897
2011-01-03,1091.7293180389431
2011-01-04,1092.3184391983596
2011-01-05,1080.4526032389545
2011-01-06,1085.4588754767835
2011-01-07,1088.051032460235
2011-01-10,1094.2352892262484
2011-01-11,1108.6464027175234
2011-01-12,1126.4127815243735
2011-01-13,1143.5687047577796
2011-01-14,1140.2432546165373
2011-01-17,1140.3709844076195
2011-01-18,1163.0619953715327
2011-01-19,1172.3820718967806
2011-01-20,1151.364726753417
2011-01-21,1169.1149235703153
2011-01-24,1181.9413017960144
2011-01-25,1192.4464207722292
2011-01-26,1186.7518023432256
2011-01-27,1185.7013902573467
2011-01-28,1178.1118769865668
2011-01-31,1170.9972565255746
2011-02-01,1181.5653316769024
2011-02-02,1187.1470456358804
2011-02-03,1167.9289834321537
2011-02-04,1162.7923409565049
2011-02-07,1165.6674513824628
2011-02-08,1181.914934028515
2011-02-09,1183.718066525527
2011-02-10,1168.7865126175707
2011-02-11,1160.8010025577298
2011-02-14,1154.7542776060543
2011-02-15,1156.9717809401097
2011-02-16,1152.0367993033296
2011-02-17,1160.221813670055
2011-02-18,1168.905648228425
2011-02-21,1181.5558381446442
2011-02-22,1168.551215458763
2011-02-23,1171.096593180433
2011-02-24,1151.986607422767
2011-02-25,1158.3221333343554
2011-02-28,1168.7595679868534
2011-03-01,1161.782942084471
2011-03-02,1156.6008422675927
2011-03-03,1167.0952564163128
2011-03-04,1172.6870824484256
2011-03-07,1176.4144530445787
2011-03-08,1166.308562101319
2011-03-09,1176.3491493350225
2011-03-10,1165.548789823382
2011-03-11,1155.1703919806969
2011-03-14,1164.7056007584242
2011-03-15,1135.177182740298
2011-03-16,1148.6755095576018
2011-03-17,1163.687394133074
2011-03-18,1173.377663425248
2011-03-21,1189.0115524283228
2011-03-22,1196.725873364404
2011-03-23,1186.2678485634374
2011-03-24,1192.763018293917
2011-03-25,1199.7432578956564
2011-03-28,1191.0140689220568
2011-03-29,1178.0479231351087
2011-03-30,1186.8892739114792
2011-03-31,1194.5754842866077
2011-04-01,1188.4977723485715
2011-04-04,1189.3991625780745
2011-04-05,1183.9936782641364
2011-04-06,1198.9330691923503
2011-04-07,1193.8421865827652
2011-04-08,1208.4286698838869
2011-04-11,1202.7134625688614
2011-04-12,1201.9503894469456
2011-04-13,1211.4772133372642
2011-04-14,1201.2995608211108
2011-04-15,1206.1690912396068
2011-04-18,1184.9901028275665
2011-04-19,1179.8778689758826
2011-04-20,1194.4490962709856
2011-04-21,1192.0809220179647
2011-04-22,1195.862106687285
2011-04-25,1196.124865677457
2011-04-26,1189.8609104379332
2011-04-27,1198.9939316187613
2011-04-28,1212.537194681862
2011-04-29,1213.4195198788962
2011-05-02,1219.03352320768
2011-05-03,1204.7967208798723
2011-05-04,1206.0802562739925
2011-05-05,1180.9195431152998
2011-05-06,1162.0973544470257
2011-05-09,1142.695588341467
2011-05-10,1143.1435715422097
2011-05-11,1131.9845786262742
2011-05-12,1121.337026288646
