Date,FM ex GCC SMALL CAP
2010-11-30,1000.0
2010-12-01,1005.140936589864
2010-12-02,1017.442632109063
2010-12-03,1023.825283515303
2010-12-06,1012.2819210685423
2010-12-07,1001.738020878887
2010-12-08,991.6451009169248
2010-12-09,997.2401019832339
2010-12-10,1001.0448749208834
2010-12-13,995.3520833750298
2010-12-14,994.6003528999728
2010-12-15,985.2113769067233
2010-12-16,980.1775699546897
2010-12-17,982.9454110942947
2010-12-20,968.4160073780174
2010-12-21,978.3467359332542
2010-12-22,982.7646771444086
2010-12-23,981.2914713806215
2010-12-24,980.0123915502287
2010-12-27,982.9049508329557
2010-12-28,985.1847121947638
2010-12-29,988.2259912398534
2010-12-30,998.2049509511752
2010-12-31,1004.288775366881
2011-01-03,999.7819672265854
2011-01-04,993.563641994068
2011-01-05,1000.5791490301741
2011-01-06,999.1861642319413
2011-01-07,995.3657157841353
2011-01-10,940.6130457248837
2011-01-11,978.289358261354
2011-01-12,990.2462495676277
2011-01-13,990.0939902953148
2011-01-14,995.54433315137
2011-01-17,982.6283278864896
2011-01-18,974.383288229015
2011-01-19,970.9180638211573
2011-01-20,938.12509773
2011-01-21,942.55117523
2011-01-24,941.87912402
2011-01-25,962.1991097708003
2011-01-26,984.0265235538756
2011-01-27,987.5144930537997
2011-01-28,983.552760323932
2011-01-31,981.6599649527839
2011-02-01,975.7266564544944
2011-02-02,979.7202303832792
2011-02-03,970.556120055793
2011-02-04,971.3767460335819
2011-02-07,943.518790952939
2011-02-08,962.9186953241064
2011-02-09,957.5537643180012
2011-02-10,948.5520937413755
2011-02-11,941.3373297582043
2011-02-14,902.6462249850154
2011-02-15,914.3076311304266
2011-02-16,910.2811233441336
2011-02-17,908.8163485222022
2011-02-18,906.0123333126423
2011-02-21,900.4396060274507
2011-02-22,904.7451251041774
2011-02-23,898.5294616473809
2011-02-24,886.4141680862919
2011-02-25,883.5889305905407
2011-02-28,856.9716773297209
2011-03-01,871.8880213573314
2011-03-02,852.0138173542143
2011-03-03,853.4480991245707
2011-03-04,853.14116299032
2011-03-07,869.351219619028
2011-03-08,879.1758584379811
2011-03-09,887.6002478808116
2011-03-10,900.6542377342655
2011-03-11,902.8283595969536
2011-03-14,888.4031525904702
2011-03-15,868.5391744782786
2011-03-16,867.8556549326393
2011-03-17,867.8988688043012
2011-03-18,870.171274229222
2011-03-21,875.941344399522
2011-03-22,877.4486670072475
2011-03-23,870.6413661432139
2011-03-24,863.9730052168196
2011-03-25,867.0671476452211
2011-03-28,862.9858619777336
2011-03-29,860.9321406776788
2011-03-30,861.3629505709982
2011-03-31,865.962605890956
2011-04-01,868.6033297729196
2011-04-04,875.6603972836034
2011-04-05,874.6755611315829
2011-04-06,878.0233560357473
2011-04-07,878.7107198808084
2011-04-08,880.6543683749926
2011-04-11,865.8573140217723
2011-04-12,869.4298301466282
2011-04-13,866.5795851426076
2011-04-14,866.0570076830236
2011-04-15,868.0631402760124
2011-04-18,865.8365811636731
2011-04-19,865.2108181884935
2011-04-20,863.4835222495964
2011-04-21,866.1317242736907
2011-04-22,865.7017968280163
2011-04-25,853.7452416977675
2011-04-26,849.8096576441209
2011-04-27,861.9414839155108
2011-04-28,866.0533821386722
2011-04-29,864.9275110146841
2011-05-02,866.1225776859422
2011-05-03,858.5981968544417
2011-05-04,859.8029189260446
2011-05-05,856.0355750496451
2011-05-06,857.0824392709341
2011-05-09,843.0531134001775
2011-05-10,841.963182893143
2011-05-11,840.348875399233
2011-05-12,842.2269055278562
2011-05-13,844.0832658190853
2011-05-16,847.08237530424
2011-05-17,843.4497727814044
2011-05-18,837.8578202501329
2011-05-19,838.5771014742928
2011-05-20,836.8662118527275
2011-05-23,816.8153333411433
2011-05-24,818.2334846920269
2011-05-25,811.0592861526629
2011-05-26,819.9457578910447
2011-05-27,823.1680468095068
2011-05-30,826.9670402620965
2011-05-31,836.1978356686006
2011-06-01,833.8646419938132
2011-06-02,839.6127297236109
2011-06-03,842.7133407589533
2011-06-06,843.8975003238852
2011-06-07,848.6642098077697
2011-06-08,846.1424469072629
2011-06-09,848.7972996465918
2011-06-10,847.3915997347808
2011-06-13,841.6201774654654
2011-06-14,839.9954992062064
2011-06-15,839.3430711095423
2011-06-16,833.588680339936
2011-06-17,834.8468188659383
2011-06-20,824.9747170571281
2011-06-21,829.2474294512475
2011-06-22,832.1439302038403
2011-06-23,830.3364323221778
2011-06-24,832.6763106440542
2011-06-27,838.028600912899
2011-06-28,836.4158030299228
2011-06-29,838.7243396701226
2011-06-30,840.9789226959629
2011-07-01,840.0034675001725
2011-07-04,840.6101341675287
2011-07-05,840.7274235867382
2011-07-06,839.1919256087984
2011-07-07,844.9625748604408
2011-07-08,843.5307812468033
2011-07-11,840.6765201065165
2011-07-12,839.8843419652575
2011-07-13,841.1793276111686
2011-07-14,838.7655899118347
