Date,FM AFRICA SMALL CAP
2010-11-30,1000.0
2010-12-01,996.7072727042781
2010-12-02,1000.1524686930434
2010-12-03,997.8965178827458
2010-12-06,990.819078499348
2010-12-07,989.5637454517125
2010-12-08,986.0202865652367
2010-12-09,979.757559204652
2010-12-10,974.3227294554148
2010-12-13,970.3709029375257
2010-12-14,968.0961623403438
2010-12-15,961.7775581548871
2010-12-16,963.7260693343262
2010-12-17,960.1613941555918
2010-12-20,959.3068845890136
2010-12-21,962.3041674887934
2010-12-22,974.7892461716673
2010-12-23,979.2778546919728
2010-12-24,976.5565922091278
2010-12-27,974.5334126209618
2010-12-28,970.799316149903
2010-12-29,972.900602794976
2010-12-30,980.7920408574636
2010-12-31,990.5004747852934
2011-01-03,994.5521374257812
2011-01-04,1007.8819363328507
2011-01-05,1035.0122937396104
2011-01-06,1053.924696966931
2011-01-07,1039.0461500546676
2011-01-10,1030.2653431540962
2011-01-11,1025.5529563499042
2011-01-12,1020.8666368554841
2011-01-13,1021.978473067064
2011-01-14,1035.2163475244754
2011-01-17,1025.9632866544325
2011-01-18,1017.9388603589597
2011-01-19,1028.6315842128379
2011-01-20,1035.2955848287927
2011-01-21,1040.363409704803
2011-01-24,1039.9886959251644
2011-01-25,1044.01877411542
2011-01-26,1050.7738689904022
2011-01-27,1045.3237921422333
2011-01-28,1040.733721404511
2011-01-31,1019.6871144780405
2011-02-01,1018.7048719646432
2011-02-02,1021.1279417219847
2011-02-03,1018.7189163510857
2011-02-04,1022.1734422372872
2011-02-07,1020.1237269096165
2011-02-08,1015.3478827519102
2011-02-09,1017.6480322454292
2011-02-10,1008.4660163249886
2011-02-11,1008.5675710030966
2011-02-14,1002.5163316737638
2011-02-15,999.8517425229
2011-02-16,996.0594117094273
2011-02-17,997.6548802362038
2011-02-18,990.805200846321
2011-02-21,987.4807486591245
2011-02-22,982.1957751632368
2011-02-23,983.2821427657773
2011-02-24,974.6684373772977
2011-02-25,960.229323812044
2011-02-28,951.1041480385876
2011-03-01,951.5626852517305
2011-03-02,939.4334345178725
2011-03-03,933.4634189670818
2011-03-04,926.145995793787
2011-03-07,932.6602740482134
2011-03-08,934.7709287158066
2011-03-09,933.6336550349556
2011-03-10,936.910653190734
2011-03-11,942.7042380646957
2011-03-14,935.4522288636725
2011-03-15,912.526672879472
2011-03-16,897.0152418074039
2011-03-17,885.3087026165873
2011-03-18,882.6431071303969
2011-03-21,881.2767866337896
2011-03-22,899.0793095915387
2011-03-23,900.3085943881954
2011-03-24,897.3692169808444
2011-03-25,901.3236722258744
2011-03-28,891.7884725353625
2011-03-29,887.2598454579595
2011-03-30,886.9174894193815
2011-03-31,889.1027923838209
2011-04-01,898.7857817659673
2011-04-04,894.6423534063765
2011-04-05,902.1260545658344
2011-04-06,902.4790445003325
2011-04-07,897.5114667287496
2011-04-08,897.1787554469671
2011-04-11,894.3724816362067
2011-04-12,890.5210573569444
2011-04-13,889.9521722867632
2011-04-14,898.1229102903183
2011-04-15,904.8675583696337
2011-04-18,915.2833555167713
2011-04-19,927.092146209243
2011-04-20,922.8689341487889
2011-04-21,928.2991323902284
2011-04-22,928.3038331090847
2011-04-25,930.1138989868415
2011-04-26,932.168685992559
2011-04-27,933.9688303892262
2011-04-28,941.6529394643761
2011-04-29,937.9517143541846
2011-05-02,939.0172379669035
2011-05-03,937.9316948732398
2011-05-04,942.4450154758414
2011-05-05,946.3883706889569
2011-05-06,953.2760929879478
2011-05-09,944.5678965876886
2011-05-10,954.0867599402817
2011-05-11,957.1622416485451
2011-05-12,951.1061762205679
2011-05-13,959.2669187633865
2011-05-16,957.8955854072891
2011-05-17,951.5539213360638
2011-05-18,939.5363464658786
2011-05-19,945.111039433977
2011-05-20,942.7806742078326
2011-05-23,939.5042517186948
2011-05-24,933.5647624843226
2011-05-25,930.8139901546056
2011-05-26,940.2414314255873
2011-05-27,941.0440890519443
2011-05-30,940.7727281086629
2011-05-31,943.69513365843
2011-06-01,945.0774292208223
2011-06-02,946.8415193410816
2011-06-03,954.7330740232513
2011-06-06,951.0890729151562
2011-06-07,942.6526909503336
2011-06-08,942.9262386446467
2011-06-09,940.8900454956442
2011-06-10,934.2020284300402
2011-06-13,926.4174136413112
2011-06-14,926.1900337649898
2011-06-15,931.1907422991648
2011-06-16,921.3887351525094
2011-06-17,929.4976218861792
2011-06-20,919.123419182897
2011-06-21,916.6678415481318
2011-06-22,916.916334261266
2011-06-23,918.1253563227125
2011-06-24,925.4052202879391
2011-06-27,927.2589694505025
2011-06-28,926.1970682508171
2011-06-29,925.6309449675251
2011-06-30,925.5716597089211
2011-07-01,924.570325855411
2011-07-04,926.5083199708857
2011-07-05,911.7139318015464
2011-07-06,900.0277735102696
2011-07-07,903.4571085299613
2011-07-08,896.8254882578387
2011-07-11,887.4692947909873
2011-07-12,878.5126533449924
2011-07-13,872.5953223801788
2011-07-14,861.0842907563818
2011-07-15,860.1906348512618
2011-07-18,856.2859161280244
2011-07-19,852.7657365859721
2011-07-20,857.0168240071777
2011-07-21,861.5492958142487
2011-07-22,871.7446047489627
2011-07-25,877.9165728889617
2011-07-26,882.5591013797409
2011-07-27,877.5490334921657
2011-07-28,866.7847214257331
2011-07-29,861.3050925164861
2011-08-01,863.6711996475241
2011-08-02,861.3385843430755
2011-08-03,861.326950011938
2011-08-04,861.7062351192526
2011-08-05,848.0079136900637
2011-08-08,822.6018721586287
2011-08-09,792.5449799837711
2011-08-10,796.3542670894932
2011-08-11,799.3624574287053
2011-08-12,808.1032974108178
2011-08-15,809.9398841199963
2011-08-16,811.4794359237109
2011-08-17,819.2151965224358
2011-08-18,822.0096609654607
2011-08-19,819.2061628601097
2011-08-22,805.3906213842944
2011-08-23,799.3015480740759
2011-08-24,802.197448910142
2011-08-25,793.2591050095671
2011-08-26,789.8756251337012
2011-08-29,778.2946694853031
2011-08-30,777.6886085798108
2011-08-31,777.9295236803712
2011-09-01,767.9520817183011
2011-09-02,774.9012884846165
2011-09-05,772.5565486736099
2011-09-06,765.6722942867508
2011-09-07,762.7915302472517
2011-09-08,762.9864525319639
2011-09-09,761.5842493224943
2011-09-12,755.9658487848176
2011-09-13,753.3874440928174
2011-09-14,744.2162243565215
2011-09-15,743.0596779669057
2011-09-16,748.7710752331228
2011-09-19,739.3986396003237
2011-09-20,740.6098001489929
2011-09-21,734.6586095866411
2011-09-22,724.1612563383837
2011-09-23,714.9437200188969
2011-09-26,694.4084948480021
2011-09-27,681.8082538432965
2011-09-28,682.9937814837081
2011-09-29,681.5832585536797
2011-09-30,681.9234144792614
2011-10-03,678.3520928391581
2011-10-04,685.068298615248
2011-10-05,682.6703988290413
2011-10-06,673.2834199543914
2011-10-07,671.3844855192273
2011-10-10,661.808065252927
2011-10-11,661.8233546888927
2011-10-12,664.633420771984
2011-10-13,647.6224052234725
2011-10-14,651.580641451092
2011-10-17,648.3897276888729
2011-10-18,648.0632036185176
2011-10-19,664.2703823697502
2011-10-20,658.034527081806
2011-10-21,656.2560877048488
2011-10-24,654.777516599981
2011-10-25,669.0981886761782
2011-10-26,665.6633718500332
2011-10-27,676.9811569553366
2011-10-28,688.5251352246291
2011-10-31,680.4480616412415
2011-11-01,679.3951376429136
2011-11-02,679.6210756936781
2011-11-03,678.586276336205
2011-11-04,674.1851366845569
2011-11-07,674.6689543113208
2011-11-08,675.4727453822946
2011-11-09,673.0686083375543
2011-11-10,671.6592007212192
2011-11-11,670.2606999524517
2011-11-14,669.1913097760367
2011-11-15,660.2147268557909
2011-11-16,663.1768623140831
2011-11-17,664.8242587894064
2011-11-18,661.4046641354953
2011-11-21,663.1191975537686
2011-11-22,662.3263716006805
2011-11-23,658.9879354511404
2011-11-24,653.1742292723912
2011-11-25,650.7969696721628
2011-11-28,651.4729057570477
2011-11-29,642.050167806357
2011-11-30,640.9072299031828
2011-12-01,637.5543745918644
2011-12-02,632.8871509663271
2011-12-05,630.5533635928452
2011-12-06,625.7115449227417
2011-12-07,617.7574113474019
2011-12-08,616.2325886728705
2011-12-09,618.7648759320954
2011-12-12,620.7053304951188
2011-12-13,620.9084676468542
2011-12-14,617.0752881727469
2011-12-15,618.8100054924321
2011-12-16,621.9629063271179
2011-12-19,618.1592923872713
2011-12-20,619.6780980254117
2011-12-21,624.9663066574501
2011-12-22,625.4841530224456
2011-12-23,623.4443853729916
2011-12-26,623.3196665259735
2011-12-27,625.9440545643006
2011-12-28,620.7972826198618
2011-12-29,618.8732901789665
2011-12-30,631.7133692057491
2012-01-02,631.7164537603697
2012-01-03,637.8539188174962
2012-01-04,634.6541884682223
2012-01-05,631.9677163761726
2012-01-06,624.6031694594333
2012-01-09,623.2946742795427
2012-01-10,623.7319127168486
2012-01-11,621.3218813655831
2012-01-12,621.5242192114362
2012-01-13,619.6446206044625
2012-01-16,618.8844013271789
2012-01-17,619.548019766983
2012-01-18,620.5979502331045
2012-01-19,620.4475460366637
2012-01-20,618.6572229924997
2012-01-23,614.9837936957005
2012-01-24,611.8969405146839
2012-01-25,615.7358891607695
2012-01-26,618.5298415690472
2012-01-27,620.81669393345
2012-01-30,618.1605249168737
2012-01-31,620.8834397475107
2012-02-01,623.9765956097415
2012-02-02,629.0403533649902
2012-02-03,630.5663079574311
2012-02-06,629.1302391207606
2012-02-07,630.450368275928
2012-02-08,630.8798380102911
2012-02-09,627.7964441736499
2012-02-10,624.1935668562697
2012-02-13,619.7490903885938
2012-02-14,618.2101309489852
2012-02-15,622.4770489415296
2012-02-16,625.1788885600337
2012-02-17,631.8288156518572
2012-02-20,633.0588082293455
2012-02-21,632.1976841934127
2012-02-22,635.8736136113636
2012-02-23,643.6102350831401
2012-02-24,652.4768357702651
2012-02-27,653.8390143093075
2012-02-28,655.0054801377555
2012-02-29,657.6627156923304
2012-03-01,656.2105982752834
2012-03-02,657.5108621152388
2012-03-05,661.8391282977504
2012-03-06,657.7870087480767
2012-03-07,658.9816247159832
2012-03-08,659.9196578837061
2012-03-09,656.2911248605195
2012-03-12,654.7201158411601
2012-03-13,649.1610814896657
2012-03-14,646.1093095109962
2012-03-15,640.615582321078
2012-03-16,644.0862661164693
2012-03-19,650.6686868635618
2012-03-20,652.0419801891921
2012-03-21,654.5175726286255
2012-03-22,658.8303423945273
2012-03-23,659.0111841790552
2012-03-26,655.9405294310769
2012-03-27,653.4636502597202
2012-03-28,648.6837013005025
2012-03-29,647.8050288873867
2012-03-30,643.7591751625604
2012-04-02,641.1622429200646
2012-04-03,644.3673164151966
2012-04-04,645.0684126762715
2012-04-05,646.116262492425
2012-04-06,647.6943316145463
2012-04-09,648.1742306066468
2012-04-10,642.1772484489017
2012-04-11,643.5678123533282
2012-04-12,643.1670157380155
2012-04-13,641.9070937064461
2012-04-16,645.3405789896293
2012-04-17,646.0099503068965
2012-04-18,644.9576290579556
2012-04-19,656.6681681949873
2012-04-20,666.9008834976601
2012-04-23,670.574696271311
2012-04-24,675.0512304197948
2012-04-25,679.2277676143323
2012-04-26,682.0782365007994
2012-04-27,678.8222446892983
2012-04-30,683.01130450183
2012-05-01,683.3773578008025
2012-05-02,686.2198275511533
2012-05-03,690.2871553236075
2012-05-04,701.9923522494393
2012-05-07,707.8600372342087
2012-05-08,702.6384307870919
2012-05-09,698.4687206714804
2012-05-10,703.3855837045404
2012-05-11,702.9208849427652
2012-05-14,707.163903624417
2012-05-15,703.2591051437862
2012-05-16,699.2652988473156
2012-05-17,701.2699030428088
2012-05-18,697.8842626870182
2012-05-21,692.9284690008519
2012-05-22,692.0698980767153
2012-05-23,685.6609290635511
2012-05-24,681.5769353682377
2012-05-25,680.7138104348033
2012-05-28,675.2473732375034
2012-05-29,675.3165978191624
2012-05-30,672.7332114950142
