Date,SRI LANKA IMI
2010-11-30,1000.0
2010-12-01,1014.0682637147831
2010-12-02,1010.7919578045512
2010-12-03,1010.6946734408534
2010-12-06,1003.7398754153869
2010-12-07,996.508795405244
2010-12-08,993.4341864920848
2010-12-09,992.2356213811003
2010-12-10,989.3838243467462
2010-12-13,994.9346064069696
2010-12-14,989.8556451734363
2010-12-15,988.5258214145035
2010-12-16,984.8692015543326
2010-12-17,987.7039371947003
2010-12-20,987.7039371947003
2010-12-21,984.7122450758869
2010-12-22,992.7430810258087
2010-12-23,1002.8017746481029
2010-12-24,1007.3023435683409
2010-12-27,1011.933983982596
2010-12-28,1014.9349490409869
2010-12-29,1014.9298779823713
2010-12-30,1008.5536901061181
2010-12-31,1007.4018549972114
2011-01-03,1007.6988021964974
2011-01-04,1011.5531906815324
2011-01-05,1020.660675041051
2011-01-06,1027.3238737786446
2011-01-07,1039.3392067837744
2011-01-10,1035.3448766693114
2011-01-11,1034.9571628257718
2011-01-12,1035.3716805441575
2011-01-13,1033.7066385080795
2011-01-14,1034.2582488324422
2011-01-17,1025.4983389761985
2011-01-18,1025.803514450048
2011-01-19,1025.803514450048
2011-01-20,1032.0177881069842
2011-01-21,1030.3128601866433
2011-01-24,1031.024609746934
2011-01-25,1025.176785938101
2011-01-26,1019.397333279061
2011-01-27,1022.134577881745
2011-01-28,1017.0216856669787
2011-01-31,1015.7689564527651
2011-02-01,1015.4438109557702
2011-02-02,1017.0347013807116
2011-02-03,1015.1134878630733
2011-02-04,1016.3971649319996
2011-02-07,1016.9046163078507
2011-02-08,1015.286916435444
2011-02-09,1012.765429491467
2011-02-10,1020.8745231833086
2011-02-11,1036.6381566611742
2011-02-14,1057.1026740222098
2011-02-15,1042.7760938638198
2011-02-16,1042.7760938638198
2011-02-17,1042.7760938638198
2011-02-18,1047.5437985310173
2011-02-21,1041.997529793812
2011-02-22,1032.5691560727405
2011-02-23,1030.5242924413717
2011-02-24,1029.6660945971378
2011-02-25,1034.5400292169447
2011-02-28,1030.8581324153126
2011-03-01,1030.3517654326185
2011-03-02,1030.3517654326185
2011-03-03,1021.176951548952
2011-03-04,1029.007323485945
2011-03-07,1023.4950996923704
2011-03-08,1013.260010238216
2011-03-09,999.283822413701
2011-03-10,1003.4584477057167
2011-03-11,996.1597911967476
2011-03-14,979.7048082008861
2011-03-15,961.3666345345141
2011-03-16,968.0314708388287
2011-03-17,981.875004558339
2011-03-18,969.1736961221079
2011-03-21,960.1733055255786
2011-03-22,964.3921510642288
2011-03-23,971.7660664856999
2011-03-24,976.1340403738752
2011-03-25,985.5039839044742
2011-03-28,986.8712639549564
2011-03-29,983.2371175126287
2011-03-30,987.026032533753
2011-03-31,1000.05609537762
2011-04-01,1023.1321396747062
2011-04-04,1024.879230584822
2011-04-05,1025.1132986325351
2011-04-06,1024.0034299749693
2011-04-07,1025.455960104598
2011-04-08,1024.7725076886188
2011-04-11,1025.333799922415
2011-04-12,1033.5527456580667
2011-04-13,1033.5527456580667
2011-04-14,1033.5527456580667
2011-04-15,1033.5527456580667
2011-04-18,1029.9593762865625
2011-04-19,1020.3384930848748
2011-04-20,1021.9877168899667
2011-04-21,1022.118003663062
2011-04-22,1022.118003663062
2011-04-25,1007.1991131307639
2011-04-26,1003.0210275184122
2011-04-27,999.8321464147397
2011-04-28,1002.6618494919846
2011-04-29,997.6423941936112
2011-05-02,997.6423941936112
2011-05-03,985.2718412403744
2011-05-04,979.7309590196562
2011-05-05,987.1871591232206
2011-05-06,983.899592047699
2011-05-09,993.6285176653442
2011-05-10,988.262082619146
2011-05-11,983.8198088115357
2011-05-12,989.396983247405
2011-05-13,991.2562530142446
2011-05-16,996.3236845556993
2011-05-17,996.3236845556993
2011-05-18,996.3236845556993
2011-05-19,1006.4068251105313
2011-05-20,1003.1469380256457
2011-05-23,998.8336928831528
2011-05-24,997.454536229079
2011-05-25,998.5566726438332
2011-05-26,998.1601012825303
2011-05-27,996.6660535971739
2011-05-30,997.1078678704374
2011-05-31,993.4479914837926
2011-06-01,993.22259122082
2011-06-02,989.5286129833595
2011-06-03,992.2084623132739
2011-06-06,992.3808650270983
2011-06-07,987.2497974083265
2011-06-08,985.7877222933046
2011-06-09,990.0030737659406
2011-06-10,987.3408835947454
2011-06-13,981.0999011619809
2011-06-14,975.9336882366299
2011-06-15,975.9336882366299
2011-06-16,964.7263432921247
2011-06-17,966.8346066091317
2011-06-20,966.169935613974
2011-06-21,960.9966906103598
2011-06-22,952.484198741772
2011-06-23,938.4709129708161
2011-06-24,938.5248650310102
2011-06-27,933.011689759774
2011-06-28,928.0463123359793
2011-06-29,926.7312562225868
2011-06-30,909.1605022771384
2011-07-01,919.5602744979966
2011-07-04,922.7405706512595
2011-07-05,943.5730239396639
2011-07-06,947.0232635362181
2011-07-07,940.1090307190813
2011-07-08,938.3305161094877
2011-07-11,922.2516541710811
2011-07-12,910.256337765825
2011-07-13,909.1107218339312
2011-07-14,909.1107218339312
2011-07-15,933.7553915644429
2011-07-18,920.3359656916325
2011-07-19,911.9528120611892
2011-07-20,911.6645451057511
2011-07-21,901.7686000020531
2011-07-22,890.8540820405359
2011-07-25,870.8409370653931
2011-07-26,869.6864269974301
2011-07-27,874.4520108875819
2011-07-28,887.8584853948356
2011-07-29,901.1039184909038
2011-08-01,908.6443615317922
2011-08-02,906.6554855153553
2011-08-03,903.9479768640635
2011-08-04,904.5396266325498
2011-08-05,898.3576621998014
2011-08-08,895.5485705572806
2011-08-09,885.053765050557
2011-08-10,885.5742187675806
2011-08-11,884.0145999234641
2011-08-12,894.4986980943122
2011-08-15,895.4443134633809
2011-08-16,922.2819456804853
2011-08-17,917.5768986491951
2011-08-18,920.1354229084498
2011-08-19,913.7626269960488
2011-08-22,906.5798396305007
2011-08-23,897.1019056106363
2011-08-24,897.1070471608422
2011-08-25,907.1088638182663
2011-08-26,907.7258219400713
2011-08-29,908.946667084849
2011-08-30,910.918904491262
2011-08-31,910.918904491262
2011-09-01,921.5759675457368
2011-09-02,921.4945447222177
2011-09-05,928.0222356919012
2011-09-06,921.546590935878
2011-09-07,925.9217738789965
2011-09-08,921.4396993119115
2011-09-09,918.942862278227
2011-09-12,917.0581089987969
2011-09-13,921.662410759737
2011-09-14,920.4406456784482
2011-09-15,913.6993882813603
2011-09-16,914.1065329796438
2011-09-19,914.1065329796438
2011-09-20,907.7384237976904
2011-09-21,902.6501450684675
2011-09-22,896.6022752839584
2011-09-23,884.2642529070663
2011-09-26,883.9921546883313
2011-09-27,881.5440098560035
2011-09-28,880.0333411872111
2011-09-29,875.8671439643736
2011-09-30,880.5668306008051
2011-10-03,878.7346374714082
2011-10-04,872.6188562525141
2011-10-05,869.5401368667835
2011-10-06,866.4180557461578
2011-10-07,865.5991579390811
2011-10-10,866.4357773197065
2011-10-11,866.4357773197065
2011-10-12,863.5001140828092
2011-10-13,864.0506318219863
2011-10-14,861.9288645534854
2011-10-17,856.0188538786969
2011-10-18,845.4614454952809
2011-10-19,842.6123458953172
2011-10-20,834.1584679329512
2011-10-21,833.0258805292266
2011-10-24,832.551237485275
2011-10-25,824.1570452211566
2011-10-26,824.1570452211566
2011-10-27,826.5340025844595
2011-10-28,828.7174035305776
2011-10-31,824.6395150787871
2011-11-01,821.4285611585725
2011-11-02,843.8315501312294
2011-11-03,840.2722320959876
2011-11-04,838.879164777883
2011-11-07,838.879164777883
2011-11-08,833.1145909521188
2011-11-09,830.67031539792
2011-11-10,830.67031539792
2011-11-11,832.4308983950403
2011-11-14,815.2777495255522
2011-11-15,793.878547325575
2011-11-16,778.2706820355854
2011-11-17,780.6372234578239
2011-11-18,781.2220922345174
2011-11-21,782.8141853658569
2011-11-22,751.9216170260544
