Date,ESTONIA IMI
2010-11-30,1000.0
2010-12-01,1010.3784593877497
2010-12-02,1022.8958012512909
2010-12-03,1036.4159182602637
2010-12-06,1020.6885673006676
2010-12-07,1022.5521921426681
2010-12-08,1009.6234064030374
2010-12-09,998.9868869296845
2010-12-10,1006.9742485348938
2010-12-13,1024.5907932491677
2010-12-14,1024.9831562684235
2010-12-15,1012.8184139163818
2010-12-16,1005.7078855990638
2010-12-17,1006.0761816918618
2010-12-20,1016.140676238868
2010-12-21,1030.1665206019222
2010-12-22,1031.8887382823614
2010-12-23,1030.8131211885648
2010-12-24,1034.8754777650272
2010-12-27,1028.8418409870942
2010-12-28,1026.2954526313563
2010-12-29,1033.9883627364518
2010-12-30,1047.183073538958
2010-12-31,1057.7085170201694
2011-01-03,1092.4698258595113
2011-01-04,1115.3477072647788
2011-01-05,1089.7089185289356
2011-01-06,1123.3709822379028
2011-01-07,1129.712401546568
2011-01-10,1131.9242050114376
2011-01-11,1123.8664340078126
2011-01-12,1127.0359209343894
2011-01-13,1158.370351619035
2011-01-14,1163.335640252447
2011-01-17,1176.4863871683233
2011-01-18,1174.6038965481139
2011-01-19,1182.4066271970291
2011-01-20,1152.9102617579535
2011-01-21,1173.8189119613728
2011-01-24,1155.1576285661652
2011-01-25,1156.5880902984861
2011-01-26,1148.8140072472013
2011-01-27,1167.0121302083205
2011-01-28,1164.0511129750196
2011-01-31,1157.174571467536
2011-02-01,1176.396997346605
2011-02-02,1189.1320130771587
2011-02-03,1164.4557189619934
2011-02-04,1175.677425621272
2011-02-07,1181.909429712413
2011-02-08,1196.0260019452694
2011-02-09,1199.676041976873
2011-02-10,1189.565473970334
2011-02-11,1189.3523633766017
2011-02-14,1186.5104536396389
2011-02-15,1195.6989751344297
2011-02-16,1201.3117710021945
2011-02-17,1205.7229899971765
2011-02-18,1217.7661870740144
2011-02-21,1216.4915369863659
2011-02-22,1198.5243729200733
2011-02-23,1200.6006310929195
2011-02-24,1203.0869788611328
2011-02-25,1193.8771586980383
2011-02-28,1189.580615330527
2011-03-01,1186.5268596876078
2011-03-02,1169.738397558646
2011-03-03,1180.708554625549
2011-03-04,1196.1432271747253
2011-03-07,1201.5061244340272
2011-03-08,1188.6142915484168
2011-03-09,1182.5162193654558
2011-03-10,1166.1398363074527
2011-03-11,1148.698150988821
2011-03-14,1138.5812049797814
2011-03-15,1072.172461236498
2011-03-16,1125.2745031399857
2011-03-17,1147.8516701576038
2011-03-18,1190.22575757374
2011-03-21,1209.0209985856532
2011-03-22,1212.8295619442142
2011-03-23,1187.6956760711485
2011-03-24,1187.113322432139
2011-03-25,1182.9073675371233
2011-03-28,1180.2696542473586
2011-03-29,1171.8329988894957
2011-03-30,1175.6655112414612
2011-03-31,1190.5618932093487
2011-04-01,1183.0559043462085
2011-04-04,1179.8803866059905
2011-04-05,1178.11642368219
2011-04-06,1188.522925119562
2011-04-07,1182.4628286250143
2011-04-08,1194.9952297722787
2011-04-11,1192.274013172724
2011-04-12,1194.435785237472
2011-04-13,1198.1824060438053
2011-04-14,1179.0620283666026
2011-04-15,1175.4003979154493
2011-04-18,1145.555455308059
2011-04-19,1140.0328322140228
2011-04-20,1158.1730562479731
2011-04-21,1160.9573994511723
2011-04-22,1160.9573994511723
2011-04-25,1160.1207738930761
2011-04-26,1155.4187127698563
2011-04-27,1159.5428137541878
2011-04-28,1177.722473197907
2011-04-29,1177.718220515495
2011-05-02,1175.6188183966362
2011-05-03,1161.838400794093
2011-05-04,1165.2110156433673
2011-05-05,1147.0305696532923
2011-05-06,1150.9299179857371
2011-05-09,1126.493191190144
2011-05-10,1137.695876295646
2011-05-11,1130.0306640602994
2011-05-12,1128.8891048642145
2011-05-13,1129.4623263943183
2011-05-16,1128.2619437119079
2011-05-17,1116.9452301502324
2011-05-18,1115.2072956772017
2011-05-19,1099.8438539866786
2011-05-20,1085.3176923384663
2011-05-23,1064.5855747811372
2011-05-24,1079.0239839656924
2011-05-25,1075.3631464311109
2011-05-26,1081.2453859083278
2011-05-27,1105.053698093714
2011-05-30,1102.384949083476
2011-05-31,1107.1759331562835
2011-06-01,1109.091388432472
2011-06-02,1110.2062076853415
2011-06-03,1116.3594170225745
2011-06-06,1103.8037843041645
2011-06-07,1113.1860593184035
2011-06-08,1110.4672620294268
2011-06-09,1107.1280942650897
2011-06-10,1114.3411476788472
2011-06-13,1121.3013057939893
2011-06-14,1131.5688191073127
2011-06-15,1120.3492133564766
2011-06-16,1098.0305146166183
2011-06-17,1106.4790281427017
2011-06-20,1104.8073843130908
2011-06-21,1107.474173098291
2011-06-22,1108.280798613537
2011-06-23,1086.359351474548
2011-06-24,1087.626265232143
2011-06-27,1090.086389006982
2011-06-28,1070.6825034448607
2011-06-29,1072.1928672293384
2011-06-30,1083.4361016175335
2011-07-01,1096.9576912453604
2011-07-04,1115.46350094695
2011-07-05,1132.23048261861
2011-07-06,1135.2409500226936
2011-07-07,1153.5024079701252
2011-07-08,1143.9021112126234
2011-07-11,1089.391823293292
2011-07-12,1082.041966930389
2011-07-13,1100.9113509496437
2011-07-14,1104.5390297570036
2011-07-15,1104.3649826657086
2011-07-18,1092.877692202842
2011-07-19,1099.6733844353591
2011-07-20,1107.0560751170033
2011-07-21,1114.5154635319798
2011-07-22,1138.902085113613
2011-07-25,1126.5641880888559
2011-07-26,1140.2267034933566
2011-07-27,1136.283427510918
2011-07-28,1127.2316686854997
2011-07-29,1131.9084425117644
2011-08-01,1118.1633910103799
2011-08-02,1110.7846425081802
2011-08-03,1098.5304609728917
2011-08-04,1061.8880524519925
2011-08-05,1031.78404616662
2011-08-08,968.5910474167638
2011-08-09,939.3147870269072
2011-08-10,980.0555079762379
2011-08-11,964.2143594357624
2011-08-12,997.7096713797052
2011-08-15,1035.346632453881
2011-08-16,1013.8874177484563
2011-08-17,1020.3163598646739
2011-08-18,980.454538401354
2011-08-19,950.6584622349218
2011-08-22,969.9157573057249
2011-08-23,980.2354820855112
2011-08-24,984.4715462568172
2011-08-25,985.7888488311183
2011-08-26,975.1527339823139
2011-08-29,1005.844865863396
2011-08-30,1011.585033161882
2011-08-31,1026.719297563503
2011-09-01,1006.6938201690501
2011-09-02,974.2422517756308
2011-09-05,947.0498727738399
2011-09-06,937.6031497215953
2011-09-07,949.5789256200558
2011-09-08,946.4843207443232
2011-09-09,926.9671280844344
2011-09-12,886.0828988611094
2011-09-13,890.8085886003349
2011-09-14,888.0078419367264
2011-09-15,907.9490104520692
2011-09-16,905.0440757435608
2011-09-19,883.5361082446508
2011-09-20,878.1299021653086
2011-09-21,883.4658070222576
2011-09-22,833.5918474597629
2011-09-23,827.5288437056134
2011-09-26,827.674629225827
2011-09-27,854.8805231316685
2011-09-28,852.9785632683089
2011-09-29,859.0431670819039
2011-09-30,844.8157746684723
2011-10-03,821.4457937016459
2011-10-04,797.2326838397953
2011-10-05,812.534363297149
2011-10-06,832.9335590888669
2011-10-07,853.9556505740284
2011-10-10,886.3282789352497
2011-10-11,903.1633034527957
2011-10-12,920.2149424407019
2011-10-13,905.3614509112721
2011-10-14,938.1605798077343
2011-10-17,968.4609445118746
2011-10-18,933.5018217867365
2011-10-19,959.8802411566004
2011-10-20,944.3735846090173
2011-10-21,967.4153592975248
2011-10-24,970.4999626811601
2011-10-25,972.8671617984675
2011-10-26,956.3637454607936
2011-10-27,1012.4812732447857
2011-10-28,987.4482824839347
2011-10-31,933.9787095169252
2011-11-01,885.5411393031698
2011-11-02,923.6904496941194
2011-11-03,926.3489798656345
2011-11-04,938.6632197446543
2011-11-07,936.4460580268593
2011-11-08,955.4461016502856
2011-11-09,934.3362795154547
2011-11-10,932.2517405305291
2011-11-11,952.2478564723878
2011-11-14,956.7537120572566
2011-11-15,934.6615629528742
2011-11-16,929.0866571254078
2011-11-17,915.479740060032
2011-11-18,921.7609962473169
2011-11-21,908.1679461184305
2011-11-22,896.1453310751141
2011-11-23,877.8324992039926
2011-11-24,873.237735983585
2011-11-25,856.2182424153201
2011-11-28,882.814351170364
2011-11-29,878.4686908707889
2011-11-30,906.1379416822859
2011-12-01,902.4640173683999
2011-12-02,908.0484581112411
2011-12-05,903.323312178178
2011-12-06,887.89025587591
2011-12-07,894.7504926212995
2011-12-08,884.2250220214772
2011-12-09,886.0212366177117
2011-12-12,877.3788028076954
2011-12-13,862.0367577287213
2011-12-14,841.2834871524054
2011-12-15,839.5526198703301
2011-12-16,839.0637370860136
2011-12-19,830.3979122512781
2011-12-20,840.0675666872203
2011-12-21,838.3426554006138
2011-12-22,835.3055555629905
2011-12-23,841.8879051588809
2011-12-26,841.8879051588809
2011-12-27,840.9941785944281
2011-12-28,831.6956338938405
2011-12-29,821.8875002775557
2011-12-30,824.713939467873
2012-01-02,848.8944467961338
2012-01-03,865.3387306127514
2012-01-04,848.9878466188007
2012-01-05,844.3016447853471
2012-01-06,840.2375127551626
2012-01-09,838.2773538643612
2012-01-10,841.5418510309898
2012-01-11,832.3177394546575
2012-01-12,839.2452939638318
2012-01-13,834.578369812728
2012-01-16,824.9650461642425
2012-01-17,839.4038619530187
2012-01-18,843.022382118336
2012-01-19,848.884349916643
2012-01-20,849.9297420562688
2012-01-23,853.8238018950394
2012-01-24,851.0107406174501
2012-01-25,847.7782732626068
2012-01-26,858.1567679365098
2012-01-27,847.4461337205275
2012-01-30,848.4600576061613
2012-01-31,848.2558567898766
2012-02-01,855.0957737130482
2012-02-02,855.5645647075597
2012-02-03,861.7608128951621
2012-02-06,862.0116048256103
2012-02-07,893.0804264193929
2012-02-08,938.3916334806851
2012-02-09,929.8079862716886
2012-02-10,922.3401649237367
2012-02-13,940.1161563275555
2012-02-14,934.3502559393222
2012-02-15,935.159112727991
2012-02-16,919.7069685756043
2012-02-17,942.1647256374822
2012-02-20,952.601758149027
2012-02-21,946.5110783242237
2012-02-22,940.0265270465501
2012-02-23,946.2404337544473
2012-02-24,956.8300255096983
2012-02-27,940.6660144705756
2012-02-28,943.8777591060987
2012-02-29,946.1428307047055
2012-03-01,940.8223577365707
2012-03-02,932.6099605076347
2012-03-05,935.0163760263132
2012-03-06,910.0417025322671
2012-03-07,906.2191881778349
2012-03-08,924.96545653113
2012-03-09,915.777754756345
2012-03-12,914.3543554582811
2012-03-13,915.7548925461404
2012-03-14,920.8640193609905
2012-03-15,925.5620850165046
2012-03-16,933.5106351224593
2012-03-19,939.6211139168927
2012-03-20,938.3566922513763
2012-03-21,934.5485724109585
2012-03-22,926.3483566678709
2012-03-23,934.793175623466
2012-03-26,940.1159521442108
2012-03-27,943.8784187545936
2012-03-28,946.3262495220621
2012-03-29,942.8690064213
2012-03-30,947.6473088148008
2012-04-02,952.2149116419553
2012-04-03,966.2723100737069
2012-04-04,947.398159909897
2012-04-05,948.4887790431507
2012-04-06,948.4887790431507
2012-04-09,949.0333450572992
2012-04-10,940.5963732821333
2012-04-11,948.8801897892797
2012-04-12,958.1486136703804
2012-04-13,950.5999009286322
2012-04-16,949.8358561185069
2012-04-17,967.5242121556065
2012-04-18,972.2334691548435
2012-04-19,970.496065752128
2012-04-20,979.5397601300588
2012-04-23,967.4375185832552
2012-04-24,975.2595986902854
2012-04-25,969.0342152627516
2012-04-26,972.1699203160821
2012-04-27,978.1205594204499
2012-04-30,992.9461625688446
2012-05-01,992.1584375333739
2012-05-02,987.3524499841619
2012-05-03,993.606697450934
2012-05-04,983.8830828618899
2012-05-07,967.8501952655885
2012-05-08,964.6800027317177
2012-05-09,945.4841587979117
2012-05-10,961.5540282966119
2012-05-11,960.5709104123627
2012-05-14,947.7595479497968
2012-05-15,947.9242348680883
2012-05-16,938.4572713719602
2012-05-17,936.0266073773543
2012-05-18,925.4648234498136
2012-05-21,930.2963347485421
2012-05-22,931.2486296649364
2012-05-23,901.9972735425018
2012-05-24,900.1874527160312
2012-05-25,893.4032667105944
2012-05-28,906.4074885737048
2012-05-29,904.8810906453928
2012-05-30,890.7663111242596
2012-05-31,885.7071642800611
2012-06-01,881.722374038338
2012-06-04,895.1096196552047
2012-06-05,898.6864629035923
2012-06-06,911.7220876368042
2012-06-07,918.0481608240137
2012-06-08,909.556015040363
2012-06-11,913.006608797347
2012-06-12,904.395824234233
2012-06-13,909.4187600693577
2012-06-14,904.341195845583
2012-06-15,913.7986965551548
2012-06-18,919.5293082400756
2012-06-19,927.5247377045262
2012-06-20,935.089914221108
