Date,JORDAN IMI
1996-05-31,248.29327221273329
1996-06-28,237.84832372913132
1996-07-31,233.8941078949072
1996-08-30,246.09960732457787
1996-09-30,257.08186464482213
1996-10-31,259.3037639839835
1996-11-29,264.06978342400595
1996-12-31,266.6289130760095
1997-01-01,266.6289130760095
1997-01-02,266.6289130760095
1997-01-03,266.6289130760095
1997-01-06,265.8896957340993
1997-01-07,268.3343513363738
1997-01-08,267.3582012461524
1997-01-09,267.3582012461524
1997-01-10,267.3582012461524
1997-01-13,266.8836510074863
1997-01-14,268.1773564985873
1997-01-15,268.6580771707685
1997-01-16,268.6580771707685
1997-01-17,268.6580771707685
1997-01-20,268.2684030066772
1997-01-21,268.9465977566066
1997-01-22,269.7002509015289
1997-01-23,269.7002509015289
1997-01-24,269.7002509015289
1997-01-27,268.99717833882636
1997-01-28,268.7847372254695
1997-01-29,268.3968430294667
1997-01-30,268.3968430294667
1997-01-31,268.3968430294667
1997-02-03,269.83724536708735
1997-02-04,272.0934131188892
1997-02-05,274.6073283673792
1997-02-06,274.6073283673792
1997-02-07,274.6073283673792
1997-02-10,274.6073283673792
1997-02-11,274.6073283673792
1997-02-12,276.1036417957703
1997-02-13,276.1036417957703
1997-02-14,276.1036417957703
1997-02-17,276.0956691219656
1997-02-18,275.7226173952921
1997-02-19,274.85282374005556
1997-02-20,274.85282374005556
1997-02-21,274.85282374005556
1997-02-24,276.03921531233965
1997-02-25,275.7452292201705
1997-02-26,276.4975375962745
1997-02-27,276.4975375962745
1997-02-28,276.4975375962745
1997-03-03,276.25828089974556
1997-03-04,275.65165215715695
1997-03-05,276.2957078722328
1997-03-06,276.2957078722328
1997-03-07,276.2957078722328
1997-03-10,275.8465512279698
1997-03-11,275.29913251675663
1997-03-12,274.5785796819135
1997-03-13,274.5785796819135
1997-03-14,274.5785796819135
1997-03-17,269.32125346984907
1997-03-18,269.7803514063624
1997-03-19,271.7628491642445
1997-03-20,271.7628491642445
1997-03-21,271.7628491642445
1997-03-24,271.3601344237399
1997-03-25,270.7100638585937
1997-03-26,272.3727030077319
1997-03-27,272.3727030077319
1997-03-28,272.3727030077319
1997-03-31,269.1790991716641
1997-04-01,269.02367368359637
1997-04-02,268.8741853723805
1997-04-03,268.8741853723805
1997-04-04,268.8741853723805
1997-04-07,268.8378564369802
1997-04-08,268.9331693134818
1997-04-09,270.8536560170202
1997-04-10,270.8536560170202
1997-04-11,270.8536560170202
1997-04-14,270.4760826179785
1997-04-15,270.9954099130386
1997-04-16,270.9954099130386
1997-04-17,270.9954099130386
