Date,TRINIDAD AND TOBAGO IMI
2011-08-05,1276.1510345720155
2011-08-08,1275.0341755547772
2011-08-09,1276.5104406180828
2011-08-10,1273.3426737299214
2011-08-11,1294.8351149158314
2011-08-12,1279.2802272239335
2011-08-15,1276.8159479014585
2011-08-16,1280.264482278765
2011-08-17,1263.3568831488053
2011-08-18,1264.159502780697
2011-08-19,1266.4261712025268
2011-08-22,1259.75473609895
2011-08-23,1257.67689313629
2011-08-24,1258.805241664626
2011-08-25,1259.5431665692734
2011-08-26,1260.6952417955083
2011-08-29,1262.353690626907
2011-08-30,1218.36473871792
2011-08-31,1220.1368778938588
2011-09-01,1220.1368778938588
2011-09-02,1220.1368778938588
2011-09-05,1222.7472770009795
2011-09-06,1204.5348460382859
2011-09-07,1206.709997494535
2011-09-08,1205.5910566213704
2011-09-09,1207.1841577423866
2011-09-12,1208.6510669741247
2011-09-13,1210.7549477361704
2011-09-14,1206.888478944354
2011-09-15,1204.6764226907803
2011-09-16,1205.5226344218413
2011-09-19,1213.6980446099367
2011-09-20,1210.925514114016
2011-09-21,1211.6049990745885
2011-09-22,1211.1117330888565
2011-09-23,1210.8462652035773
2011-09-26,1214.2281050812805
2011-09-27,1216.9908373531368
2011-09-28,1211.4867567003844
2011-09-29,1222.1922114246302
2011-09-30,1226.2310169824805
2011-10-03,1223.4682824885597
2011-10-04,1233.774533814726
2011-10-05,1238.1807756415635
2011-10-06,1236.2280178538479
2011-10-07,1239.2811130689038
2011-10-10,1239.6778068709555
2011-10-11,1246.8311257077587
2011-10-12,1239.4271750654514
2011-10-13,1238.2262972038045
2011-10-14,1237.8105337271895
2011-10-17,1239.7327047641209
2011-10-18,1244.2183337600331
2011-10-19,1243.638784099049
2011-10-20,1241.8418867646324
2011-10-21,1240.976540577373
2011-10-24,1274.5966920295264
2011-10-25,1272.822162141632
2011-10-26,1269.656854003393
2011-10-27,1270.459109756864
2011-10-28,1269.5133162422592
2011-10-31,1267.8167155686306
2011-11-01,1270.7647733929225
2011-11-02,1272.7387763779407
2011-11-03,1270.4008655155387
2011-11-04,1268.6628505182694
2011-11-07,1272.0346286888218
2011-11-08,1280.1332203360914
2011-11-09,1278.883883344246
2011-11-10,1279.8402168764583
2011-11-11,1286.3581407410215
2011-11-14,1303.119662396059
2011-11-15,1302.4244703364734
2011-11-16,1302.3552450395946
2011-11-17,1302.889555008601
2011-11-18,1301.7417062937266
2011-11-21,1303.2344884651473
2011-11-22,1333.1451605168313
2011-11-23,1334.127150307047
2011-11-24,1332.112498996796
2011-11-25,1305.3930809853373
2011-11-28,1304.6899652914042
2011-11-29,1306.7278806462432
2011-11-30,1303.8879871373715
2011-12-01,1304.7843891191071
2011-12-02,1326.0816404905481
2011-12-05,1301.513358892079
2011-12-06,1304.1072847440219
2011-12-07,1308.740080463757
2011-12-08,1309.7865226330273
2011-12-09,1308.8704714251237
2011-12-12,1305.3854645479785
2011-12-13,1305.039003033938
2011-12-14,1303.3879219322823
2011-12-15,1303.8185899429168
2011-12-16,1302.0818578776373
2011-12-19,1289.6836424225896
2011-12-20,1282.7774539667428
2011-12-21,1286.0600434188896
2011-12-22,1284.7960826264684
2011-12-23,1302.7495031989245
2011-12-26,1302.7495031989245
2011-12-27,1302.9628105909728
2011-12-28,1313.3368985028274
2011-12-29,1310.246861669211
2011-12-30,1312.7637062876931
2012-01-02,1312.7637062876931
2012-01-03,1314.0438418975566
2012-01-04,1314.6899769555832
2012-01-05,1318.3015364671462
2012-01-06,1313.4293633444254
2012-01-09,1314.7236759165262
2012-01-10,1318.8143043070934
2012-01-11,1315.7852974919906
2012-01-12,1303.860102416463
2012-01-13,1302.9365018581836
2012-01-16,1308.0785602465864
2012-01-17,1313.2510623011167
2012-01-18,1307.4757119802644
2012-01-19,1307.036697935496
2012-01-20,1307.9081909923316
2012-01-23,1258.6209151514033
2012-01-24,1262.8808082502092
2012-01-25,1259.236211580886
2012-01-26,1259.9662841438624
2012-01-27,1229.5707048062532
2012-01-30,1233.1475643257359
2012-01-31,1232.280766498872
2012-02-01,1233.7869861338568
2012-02-02,1231.080999555809
2012-02-03,1230.5089199353888
2012-02-06,1237.204599484552
2012-02-07,1242.7508030386207
2012-02-08,1240.826898526128
2012-02-09,1238.2051369090532
2012-02-10,1238.9952550931541
2012-02-13,1240.8996207754956
2012-02-14,1263.5669619910977
2012-02-15,1265.6769353128216
2012-02-16,1260.299383644068
2012-02-17,1256.6572891390022
2012-02-20,1261.7521381267925
2012-02-21,1261.7521381267925
2012-02-22,1261.8203999353627
2012-02-23,1263.61563666803
2012-02-24,1259.8348902908394
2012-02-27,1258.773295127396
2012-02-28,1263.5768754345959
2012-02-29,1264.1126698472603
2012-03-01,1268.5789119150822
2012-03-02,1261.0690793024173
2012-03-05,1264.4986022082358
2012-03-06,1266.1899941266859
2012-03-07,1272.2385238587513
2012-03-08,1271.3731631368482
2012-03-09,1265.866543660467
2012-03-12,1261.2616730286832
2012-03-13,1262.7498862155935
2012-03-14,1264.7436437083018
2012-03-15,1269.9561324478036
2012-03-16,1268.189449571862
2012-03-19,1267.427030867794
2012-03-20,1265.1452651257264
2012-03-21,1267.8724888784088
2012-03-22,1276.9410277316056
2012-03-23,1274.1092902796277
2012-03-26,1277.4464893831591
2012-03-27,1273.73322233011
2012-03-28,1280.8001776633027
2012-03-29,1291.3382697131992
2012-03-30,1288.8227475533522
2012-04-02,1289.774183153009
2012-04-03,1289.9283688517594
2012-04-04,1289.0236286131578
2012-04-05,1289.7798823298806
2012-04-06,1289.7798823298806
2012-04-09,1289.7798823298806
2012-04-10,1307.9315878016134
2012-04-11,1310.5555956193919
2012-04-12,1306.9846445582298
2012-04-13,1303.446777312834
2012-04-16,1304.2904716605785
2012-04-17,1306.8659786327266
2012-04-18,1311.668021540998
2012-04-19,1308.6092747316914
2012-04-20,1309.9615019543676
2012-04-23,1307.551156449446
2012-04-24,1308.0944969973305
2012-04-25,1310.2908860095058
2012-04-26,1307.3415102901004
2012-04-27,1306.943136101507
2012-04-30,1306.4939796695107
2012-05-01,1303.6530891604446
2012-05-02,1307.7807356295393
2012-05-03,1307.0240902089577
2012-05-04,1307.9857498949807
2012-05-07,1309.57606723069
2012-05-08,1311.0755572311168
2012-05-09,1310.0010728921436
2012-05-10,1313.0294566728817
2012-05-11,1313.3022860769647
2012-05-14,1309.5879054271234
2012-05-15,1310.5410752901942
2012-05-16,1311.2263314627637
2012-05-17,1312.772155626748
2012-05-18,1310.6051397742149
2012-05-21,1315.610346362074
2012-05-22,1315.2197509739938
2012-05-23,1319.0210774036898
2012-05-24,1317.1953676566598
2012-05-25,1313.6328210204945
2012-05-28,1312.8427679085537
2012-05-29,1320.7809628654961
2012-05-30,1320.7809628654961
2012-05-31,1317.115482204251
2012-06-01,1321.1542293990915
2012-06-04,1321.217102890354
2012-06-05,1324.513793225391
2012-06-06,1321.6796330137424
2012-06-07,1321.6796330137424
2012-06-08,1319.7194034378986
2012-06-11,1321.358865541812
2012-06-12,1321.2034168516761
2012-06-13,1328.8635781724727
2012-06-14,1328.816689612647
2012-06-15,1328.2985163647909
2012-06-18,1328.4857609839491
2012-06-19,1331.156888442096
2012-06-20,1331.156888442096
2012-06-21,1326.175070119935
2012-06-22,1323.2074452071574
2012-06-25,1324.3337111100745
2012-06-26,1327.3719764597593
2012-06-27,1323.139733964109
2012-06-28,1321.119182273017
2012-06-29,1322.6895991128306
2012-07-02,1325.8156010441446
2012-07-03,1326.7576084441246
2012-07-04,1328.6208285162138
2012-07-05,1284.7972195131422
2012-07-06,1282.0685561914333
2012-07-09,1282.3508991228882
2012-07-10,1287.6742342493985
2012-07-11,1287.342001370083
2012-07-12,1281.813416834606
2012-07-13,1297.9947583015535
2012-07-16,1299.9790882390544
2012-07-17,1297.6568606760354
2012-07-18,1299.8250283647915
2012-07-19,1300.7503200890721
2012-07-20,1298.8722265967372
2012-07-23,1300.466669886427
2012-07-24,1298.2937999252263
2012-07-25,1310.9600759158534
2012-07-26,1306.6074523559614
2012-07-27,1304.4750632316436
2012-07-30,1324.2994310237757
2012-07-31,1329.2801303218798
2012-08-01,1332.5504227322556
2012-08-02,1334.0497798772485
2012-08-03,1333.2716447218618
2012-08-06,1331.5119434108974
2012-08-07,1337.6402303257878
2012-08-08,1340.9114403383674
2012-08-09,1344.9386224751236
2012-08-10,1341.2856322314808
2012-08-13,1351.4520640609187
2012-08-14,1356.8142338064863
2012-08-15,1353.5122892989464
2012-08-16,1364.2041558860485
2012-08-17,1370.1116974169558
2012-08-20,1367.443358431419
2012-08-21,1367.569157540511
2012-08-22,1371.2707435061131
2012-08-23,1369.4857297124547
2012-08-24,1366.3011742971544
2012-08-27,1376.3043687233858
2012-08-28,1370.89695333863
2012-08-29,1374.4367521614774
2012-08-30,1379.7937751724712
2012-08-31,1379.8261682462469
2012-09-03,1380.57830104891
2012-09-04,1386.5044371034076
2012-09-05,1386.4486520118799
2012-09-06,1389.556473731199
2012-09-07,1394.1142069226844
2012-09-10,1398.071298180297
2012-09-11,1392.1373447975018
2012-09-12,1392.2676144357363
2012-09-13,1396.795670533587
2012-09-14,1396.9397250035445
2012-09-17,1407.1513107412823
2012-09-18,1405.3185497135992
2012-09-19,1405.7624718112324
2012-09-20,1400.8256171922453
2012-09-21,1401.3255734774818
2012-09-24,1405.2725062040934
2012-09-25,1406.7505117916935
2012-09-26,1403.8457410118772
2012-09-27,1403.5361011126668
2012-09-28,1405.0351017906833
2012-10-01,1408.5756648263402
2012-10-02,1418.5260345509787
2012-10-03,1419.549338855081
2012-10-04,1418.9429969209075
2012-10-05,1421.3330286665596
2012-10-08,1424.7544008710593
2012-10-09,1430.620370031111
2012-10-10,1432.2236689942843
2012-10-11,1434.409122409673
2012-10-12,1434.8794448509675
2012-10-15,1435.5975109658286
2012-10-16,1436.201343284839
2012-10-17,1440.0981116311123
2012-10-18,1439.544758353512
2012-10-19,1437.9269136239177
2012-10-22,1442.4976937978186
2012-10-23,1441.278986815763
2012-10-24,1437.5230204783843
2012-10-25,1440.1164558628006
2012-10-26,1442.9905521239668
2012-10-29,1441.719309449399
2012-10-30,1440.5315346852262
2012-10-31,1438.7125624403423
2012-11-01,1436.6695584973293
2012-11-02,1435.786249418011
2012-11-05,1441.0689242841213
2012-11-06,1441.0012366878652
2012-11-07,1439.8541080226125
2012-11-08,1432.7625192636976
2012-11-09,1434.7895802168978
2012-11-12,1435.2271015713563
2012-11-13,1435.0700119262024
2012-11-14,1399.432159726586
2012-11-15,1395.3195837306323
2012-11-16,1389.9498437773002
2012-11-19,1390.0586429009306
2012-11-20,1393.0735059597214
2012-11-21,1390.2884538423223
2012-11-22,1381.3376144284125
2012-11-23,1380.2636555197696
2012-11-26,1379.2298792205413
2012-11-27,1384.9631376877462
2012-11-28,1380.8997664365386
2012-11-29,1380.3175404955853
2012-11-30,1381.050794089168
2012-12-03,1379.871377975977
2012-12-04,1374.3794806669616
2012-12-05,1375.8375496349174
2012-12-06,1379.0738562990118
2012-12-07,1380.1165651722843
2012-12-10,1381.9777372276135
2012-12-11,1379.6367928471195
2012-12-12,1377.9448851871455
2012-12-13,1378.008202600696
2012-12-14,1387.346444485823
2012-12-17,1387.4895457994412
2012-12-18,1383.5693707910398
2012-12-19,1386.560790408489
2012-12-20,1384.037804897387
2012-12-21,1382.2246751398625
2012-12-24,1382.245204341063
2012-12-25,1382.245204341063
2012-12-26,1381.320100349738
2012-12-27,1398.3755556094627
2012-12-28,1424.0114859560988
2012-12-31,1431.9755790867268
2013-01-01,1426.544911712905
2013-01-02,1474.1217208946405
2013-01-03,1476.571345062209
2013-01-04,1476.4561571081836
2013-01-07,1481.506695582687
2013-01-08,1480.892318451565
2013-01-09,1481.0893272976423
2013-01-10,1477.551168817842
2013-01-11,1475.4892873533106
2013-01-14,1475.9955849532384
2013-01-15,1471.3052957130742
2013-01-16,1473.3040458264363
2013-01-17,1478.1648440306915
2013-01-18,1476.3985698703036
2013-01-21,1474.8913832750213
2013-01-22,1492.6029212642434
2013-01-23,1495.1810207069855
2013-01-24,1493.5001633066452
2013-01-25,1494.032890294068
2013-01-28,1513.0675952123638
2013-01-29,1511.487064121457
2013-01-30,1526.6170331653495
2013-01-31,1528.0105847986817
2013-02-01,1527.4133510564602
2013-02-04,1524.6601811911094
2013-02-05,1534.184804607577
2013-02-06,1539.009542869276
2013-02-07,1556.1008854717716
2013-02-08,1555.1282924876298
2013-02-11,1555.4200499941353
2013-02-12,1555.4200499941353
2013-02-13,1563.2520154243214
2013-02-14,1560.7387289036715
2013-02-15,1561.8514612026574
2013-02-18,1577.8450379107094
2013-02-19,1586.4939558850242
2013-02-20,1580.698496365344
2013-02-21,1583.1321076862093
2013-02-22,1620.038617421618
2013-02-25,1638.47478850174
2013-02-26,1639.4971185769216
2013-02-27,1650.9663693442003
2013-02-28,1655.377785747238
2013-03-01,1660.0720121815375
2013-03-04,1655.200869718359
2013-03-05,1670.8081401278982
2013-03-06,1676.4988465829972
2013-03-07,1683.564332350103
2013-03-08,1678.0258600613884
2013-03-11,1677.9948666666137
2013-03-12,1660.3025158680502
2013-03-13,1639.7661567242546
2013-03-14,1638.628389019539
2013-03-15,1635.4408425493568
2013-03-18,1642.0592489103283
2013-03-19,1643.7643454501117
2013-03-20,1640.8562751016027
2013-03-21,1640.4300453521246
2013-03-22,1641.0956044878578
2013-03-25,1636.692325748788
2013-03-26,1636.6795969661766
2013-03-27,1637.0106096728657
2013-03-28,1640.5458542476324
2013-03-29,1640.5458542476324
2013-04-01,1641.7616516729458
2013-04-02,1639.063741170586
2013-04-03,1639.063741170586
2013-04-04,1639.063741170586
2013-04-05,1638.840265640375
2013-04-08,1638.9995010677953
2013-04-09,1638.9995010677953
2013-04-10,1638.9995010677953
2013-04-11,1639.0637411705861
2013-04-12,1639.0637411705861
2013-04-15,1638.9995010677953
2013-04-16,1639.0637411705861
2013-04-17,1639.127981273377
2013-04-18,1639.127981273377
2013-04-19,1639.0637411705864
2013-04-22,1639.0637411705864
2013-04-23,1639.0637411705864
2013-04-24,1641.620782888481
2013-04-25,1639.0637411705864
2013-04-26,1639.0637411705864
2013-04-29,1639.0637411705864
2013-04-30,1639.1279812733771
2013-05-01,1639.0637411705866
2013-05-02,1639.0637411705866
2013-05-03,1639.0637411705866
2013-05-06,1646.0016722719893
2013-05-07,1646.06591237478
2013-05-08,1646.1301524775708
2013-05-09,1646.1301524775708
2013-05-10,1646.1301524775708
2013-05-13,1646.1301524775708
2013-05-14,1646.1301524775708
2013-05-15,1646.1301524775708
2013-05-16,1646.2893879049911
2013-05-17,1646.2893879049911
2013-05-20,1646.2893879049911
2013-05-21,1652.9221785181378
2013-05-22,1652.9558022435606
2013-05-23,1652.9558022435606
2013-05-24,1652.9558022435606
2013-05-27,1653.115697937884
2013-05-28,1659.7513692523014
2013-05-29,1659.7513692523014
2013-05-30,1659.7513692523014
2013-05-31,1659.7513692523014
2013-06-03,1659.7513692523014
2013-06-04,1659.7513692523014
2013-06-05,1659.7513692523014
2013-06-06,1659.7513692523014
2013-06-07,1659.7513692523014
2013-06-10,1659.7513692523014
2013-06-11,1662.3406849609632
2013-06-12,1659.7513692523014
2013-06-13,1659.7513692523014
2013-06-14,1659.7513692523014
2013-06-17,1659.8161370126675
2013-06-18,1659.8161370126675
2013-06-19,1659.8161370126675
2013-06-20,1659.8161370126675
2013-06-21,1659.8161370126675
2013-06-24,1659.8161370126675
2013-06-25,1659.8161370126675
2013-06-26,1659.8161370126675
2013-06-27,1659.8161370126675
2013-06-28,1662.470422565191
2013-07-01,1659.8161370126675
2013-07-02,1659.8161370126675
2013-07-03,1659.8161370126675
2013-07-04,1662.4055537630773
2013-07-05,1659.8809047730335
2013-07-08,1659.7513692523016
2013-07-09,1659.7513692523016
2013-07-10,1659.7513692523016
2013-07-11,1659.7513692523016
2013-07-12,1659.7513692523016
2013-07-15,1659.7513692523016
2013-07-16,1659.7513692523016
2013-07-17,1662.3406849609635
2013-07-18,1659.8161370126677
2013-07-19,1659.8161370126677
2013-07-22,1659.590808912433
2013-07-23,1659.590808912433
2013-07-24,1659.590808912433
2013-07-25,1659.6555766727988
2013-07-26,1659.334455993061
2013-07-29,1659.689319614028
2013-07-30,1661.7623104670038
2013-07-31,1661.7623104670038
2013-08-01,1661.7623104670038
2013-08-02,1661.7623104670038
2013-08-05,1659.1738956531924
2013-08-06,1661.7623104670038
2013-08-07,1661.7623104670038
2013-08-08,1661.6663684450991
2013-08-09,1659.0781030736894
2013-08-12,1659.0133353133235
2013-08-13,1661.6014996429853
2013-08-14,1659.0781030736894
2013-08-15,1658.9175427338205
2013-08-16,1658.8527749734546
2013-08-19,1658.6922146335858
2013-08-20,1658.6922146335858
2013-08-21,1658.8527749734546
2013-08-22,1658.8527749734546
2013-08-23,1658.8527749734546
2013-08-26,1611.8085953918717
2013-08-27,1612.6113970912163
2013-08-28,1611.648035052003
2013-08-29,1611.648035052003
2013-08-30,1611.648035052003
2013-09-02,1611.4900213284122
2013-09-03,1611.4900213284122
2013-09-04,1611.4900213284122
2013-09-05,1611.556085430125
2013-09-06,1611.556085430125
2013-09-09,1611.556085430125
2013-09-10,1611.7140991537158
2013-09-11,1611.7140991537158
2013-09-12,1611.7140991537158
2013-09-13,1612.0301266008978
2013-09-16,1613.2942363896245
2013-09-17,1614.5190682899065
2013-09-18,1612.0042410807323
2013-09-19,1612.0042410807323
2013-09-20,1612.5443463532179
2013-09-23,1612.4782822515049
2013-09-24,1612.4782822515049
2013-09-25,1613.452250113215
2013-09-26,1613.452250113215
2013-09-27,1613.5843783166406
2013-09-30,1613.5843783166406
2013-10-01,1619.1148586423212
2013-10-02,1619.0487945406082
2013-10-03,1619.7469135366846
2013-10-04,1619.6808494349716
2013-10-07,1619.6808494349716
2013-10-08,1619.8129776383973
2013-10-09,1619.9709913619881
2013-10-10,1622.4982471987462
2013-10-11,1620.129005085579
2013-10-14,1622.9730279033265
2013-10-15,1636.538879461131
2013-10-16,1636.538879461131
2013-10-17,1636.671213792799
2013-10-18,1641.3814843916693
2013-10-21,1679.0176747744465
2013-10-22,1662.697141048772
2013-10-23,1645.7847310102813
2013-10-24,1649.3018193008934
2013-10-25,1652.2596167725603
2013-10-28,1650.9269285334842
2013-10-29,1654.109592600206
2013-10-30,1651.5330979076825
2013-10-31,1653.31142744873
2013-11-01,1653.4435556521555
2013-11-04,1653.575683855581
2013-11-05,1656.1553651096458
2013-11-06,1657.1997244035413
2013-11-07,1660.3757483635775
2013-11-08,1660.3757483635775
2013-11-11,1660.3757483635775
2013-11-12,1678.8979364466136
2013-11-13,1678.8979364466136
2013-11-14,1695.7705637343065
2013-11-15,1695.7705637343065
2013-11-18,1695.7705637343065
2013-11-19,1712.0229644935378
2013-11-20,1712.1159830816175
2013-11-21,1713.8481545721754
2013-11-22,1714.0080052944018
2013-11-25,1714.0080052944018
2013-11-26,1714.1678560166283
2013-11-27,1715.102811243495
2013-11-28,1715.7706364055425
2013-11-29,1716.4384615675901
2013-12-02,1717.3981452048959
2013-12-03,1716.8251386295635
2013-12-04,1717.159051210587
2013-12-05,1717.159051210587
2013-12-06,1717.159051210587
2013-12-09,1717.492963791611
2013-12-10,1717.492963791611
2013-12-11,1718.3207362265425
2013-12-12,1718.654648807566
2013-12-13,1718.8145960804504
2013-12-16,1718.9481611128601
2013-12-17,1718.8286141157055
2013-12-18,1719.2293092129341
2013-12-19,1732.824827408097
2013-12-20,1732.824827408097
2013-12-23,1733.158739989121
2013-12-24,1733.158739989121
2013-12-25,1733.158739989121
2013-12-26,1733.158739989121
2013-12-27,1733.158739989121
2013-12-30,1733.4522522944146
2013-12-31,1733.4522522944146
2014-01-01,1733.4522522944146
2014-01-02,1733.852947391643
2014-01-03,1733.9601301835776
2014-01-06,1734.360825280806
2014-01-07,1734.360825280806
2014-01-08,1735.081414923803
2014-01-09,1735.2149799562123
2014-01-10,1743.7589679352834
2014-01-13,1743.7589679352834
2014-01-14,1744.6922693321146
2014-01-15,1767.2852350845267
2014-01-16,1777.629043341055
2014-01-17,1783.707039710657
2014-01-20,1784.0269342564254
2014-01-21,1784.0937167726302
2014-01-22,1794.8101840558763
2014-01-23,1800.8354159445291
2014-01-24,1800.8354159445291
2014-01-27,1802.7721089144673
2014-01-28,1803.1060214954912
2014-01-29,1803.3063690441054
2014-01-30,1820.900569061375
2014-01-31,1822.20818331496
2014-02-03,1822.2749658311648
2014-02-04,1824.3542803786602
2014-02-05,1840.366333362414
2014-02-06,1842.6756853590703
2014-02-07,1842.6756853590703
2014-02-10,1842.6756853590703
2014-02-11,1841.0061224539513
2014-02-12,1842.2593183965507
2014-02-13,1841.0061224539515
2014-02-14,1841.0061224539515
2014-02-17,1841.0061224539515
2014-02-18,1841.32601699972
2014-02-19,1841.0061224539515
2014-02-20,1841.0061224539515
2014-02-21,1844.3452482641894
2014-02-24,1844.3452482641894
2014-02-25,1844.3452482641894
2014-02-26,1852.291898374219
2014-02-27,1852.291898374219
2014-02-28,1852.291898374219
2014-03-03,1851.5666470436106
2014-03-04,1851.5666470436106
2014-03-05,1851.6336071016842
2014-03-06,1851.7005671597578
2014-03-07,1852.5040083585482
2014-03-10,1852.4839197961633
2014-03-11,1853.374989697074
2014-03-12,1870.398408289015
2014-03-13,1869.9796596949839
2014-03-14,1870.0675759930416
2014-03-17,1869.7459296722975
2014-03-18,1869.7459296722975
2014-03-19,1869.8338391146629
2014-03-20,1870.4285082682136
2014-03-21,1870.5038909440873
2014-03-24,1870.629530117975
2014-03-25,1870.8221865522532
2014-03-26,1871.2720422191342
2014-03-27,1871.4060672883509
2014-03-28,1871.4730798229593
2014-03-31,1871.5610842626586
2014-04-01,1854.0234659884006
2014-04-02,1854.1474133046559
2014-04-03,1854.762598047825
2014-04-04,1855.14109681459
2014-04-07,1855.14109681459
2014-04-08,1855.8487780540966
2014-04-09,1853.4694670375636
2014-04-10,1852.2200629199447
2014-04-11,1852.2200629199447
2014-04-14,1852.8948190971414
2014-04-15,1852.8948190971414
2014-04-16,1856.077292471265
2014-04-17,1852.2469999899479
2014-04-18,1852.2469999899479
2014-04-21,1858.6056337615537
2014-04-22,1858.4462258120172
