Date,LEBANON IMI
2010-11-30,1000.0
2010-12-01,994.9494851715284
2010-12-02,1000.0284137364
2010-12-03,1004.2315509151554
2010-12-06,1006.4413615167133
2010-12-07,1006.4413615167133
2010-12-08,1007.6468858674698
2010-12-09,1009.316231403783
2010-12-10,1010.7551588188617
2010-12-13,1005.9198487837833
2010-12-14,998.7988119276308
2010-12-15,1006.047905475051
2010-12-16,1006.047905475051
2010-12-17,1003.002080400088
2010-12-20,1002.3827617686227
2010-12-21,1006.0384700646141
2010-12-22,1014.3658409325634
2010-12-23,1015.0989263986639
2010-12-24,1014.0032933713559
2010-12-27,1014.3001117133482
2010-12-28,1004.9909028479273
2010-12-29,1004.1190373561572
2010-12-30,1022.3510570105819
2010-12-31,1022.3510570105819
2011-01-03,1030.085643235475
2011-01-04,1025.3538895996908
2011-01-05,1031.352892611418
2011-01-06,1031.352892611418
2011-01-07,1042.4378589446474
2011-01-10,1079.6236639351225
2011-01-11,1088.526872212707
2011-01-12,1033.0464095984557
2011-01-13,1027.0568386164582
2011-01-14,1040.374086081362
2011-01-17,1033.3026117589488
2011-01-18,1027.6210127488976
2011-01-19,1022.8130251715827
2011-01-20,1009.5558570486307
2011-01-21,1009.3637168213828
2011-01-24,1038.3373105375194
2011-01-25,1040.2843376233575
2011-01-26,1079.5590304028744
2011-01-27,1055.0372800911061
2011-01-28,1062.2366220098784
2011-01-31,1043.427821479495
2011-02-01,1038.627721697753
2011-02-02,1049.011853100674
2011-02-03,1033.2125838343902
2011-02-04,1034.5891910108405
2011-02-07,1033.4146839588966
2011-02-08,1032.995423424785
2011-02-09,1032.995423424785
2011-02-10,1034.516262799865
2011-02-11,1035.845695367785
2011-02-14,1035.845695367785
2011-02-15,1035.845695367785
2011-02-16,1028.7294363528533
2011-02-17,1022.7440823996367
2011-02-18,1023.4500343565769
2011-02-21,993.3611722996237
2011-02-22,1011.0150197891387
2011-02-23,1004.7035530702913
2011-02-24,996.3499484158386
2011-02-25,993.3541647715313
2011-02-28,994.1267715211695
2011-03-01,996.8318119211826
2011-03-02,991.7414636907015
2011-03-03,993.0953721392157
2011-03-04,987.1710970136395
2011-03-07,982.1651152697006
2011-03-08,981.8396694746972
2011-03-09,987.1655447268329
2011-03-10,981.6335288290268
2011-03-11,982.182236769036
2011-03-14,984.4547476820153
2011-03-15,983.9528201614305
2011-03-16,988.3936053544724
2011-03-17,991.8019887353796
2011-03-18,996.8413316329107
2011-03-21,988.3677284273759
2011-03-22,988.5758884837487
2011-03-23,988.1020835323757
2011-03-24,990.4650109595146
2011-03-25,990.4650109595146
2011-03-28,994.6412124325836
2011-03-29,995.6098273264331
2011-03-30,997.6478853893243
2011-03-31,993.0056420238501
2011-04-01,992.6311270806693
2011-04-04,991.8144482665136
2011-04-05,990.9384203858908
2011-04-06,989.9973847215089
2011-04-07,999.8095348415977
2011-04-08,998.6685715747647
2011-04-11,998.6049939028741
2011-04-12,998.5820650192874
2011-04-13,999.2916296375213
2011-04-14,1002.9531087415069
2011-04-15,1000.1358713584829
2011-04-18,992.4454520615622
2011-04-19,986.957251210042
2011-04-20,992.4111125388916
2011-04-21,1000.9651806782244
2011-04-22,1000.9651806782244
2011-04-25,1000.9651806782244
2011-04-26,1000.9326124715363
2011-04-27,996.2232304846007
2011-04-28,988.8329134165484
2011-04-29,990.5011425800424
2011-05-02,990.5011425800424
2011-05-03,990.2288764022652
2011-05-04,991.3581931420508
2011-05-05,988.8411706480339
2011-05-06,992.9871374725263
2011-05-09,990.7147450582889
2011-05-10,993.2371260683973
2011-05-11,1002.3000573947596
2011-05-12,1011.41076792517
2011-05-13,1010.1171890209554
2011-05-16,997.6065401352876
2011-05-17,995.6603155910115
2011-05-18,993.9983381986772
2011-05-19,992.6640270482346
2011-05-20,992.9343463170367
2011-05-23,988.5804988237569
2011-05-24,988.8905611195945
2011-05-25,988.8905611195945
2011-05-26,989.7280420264972
2011-05-27,984.6052770127075
2011-05-30,972.4232162368562
2011-05-31,968.3853079100406
2011-06-01,974.2279272603616
2011-06-02,976.1636741561406
2011-06-03,979.5075004378004
2011-06-06,986.8532639810093
2011-06-07,972.5706507213432
2011-06-08,971.2728426126699
2011-06-09,981.337941778955
2011-06-10,984.7992542823081
2011-06-13,984.8174865556393
2011-06-14,982.0579808790992
2011-06-15,973.1973833561577
2011-06-16,969.4718488072413
2011-06-17,970.666109702968
2011-06-20,969.4446432477463
2011-06-21,971.5228327028112
2011-06-22,965.3546745459012
2011-06-23,963.9007901679497
2011-06-24,962.280650633593
2011-06-27,961.3730331981159
2011-06-28,952.115416814488
2011-06-29,948.7259711222275
2011-06-30,954.0614044578838
2011-07-01,947.9237500302615
2011-07-04,946.6665956096057
2011-07-05,943.8666087127187
2011-07-06,945.4536115603229
2011-07-07,942.3119884150847
2011-07-08,940.5145112930118
2011-07-11,934.5629789158237
2011-07-12,921.788475571629
2011-07-13,921.1452617594896
2011-07-14,922.9244415057656
2011-07-15,932.4501833753078
2011-07-18,946.1188560264575
2011-07-19,962.6595476075862
2011-07-20,960.6340109298335
2011-07-21,956.4849088246796
2011-07-22,956.1866663664728
2011-07-25,953.6182557086214
2011-07-26,953.5261386487974
2011-07-27,950.1331762731812
2011-07-28,942.1427498786052
2011-07-29,937.5113562358891
2011-08-01,931.2832879341244
2011-08-02,941.5706879965026
2011-08-03,938.0352830616006
2011-08-04,932.7047246596403
2011-08-05,933.0033672091846
2011-08-08,932.3949739923634
2011-08-09,923.7955727118543
2011-08-10,923.3051659275978
2011-08-11,917.9010967632006
2011-08-12,923.3213541582473
2011-08-15,923.3213541582473
2011-08-16,928.8349180186235
2011-08-17,937.9105887401574
2011-08-18,937.7013554379332
2011-08-19,939.1329235263436
2011-08-22,932.0419519945809
2011-08-23,930.9870674292002
2011-08-24,932.0644917776029
2011-08-25,927.349831613176
2011-08-26,918.9369092529092
2011-08-29,914.431879892134
2011-08-30,914.431879892134
2011-08-31,914.431879892134
2011-09-01,914.431879892134
2011-09-02,924.3799435482815
2011-09-05,907.1399367131816
2011-09-06,906.5973578178638
2011-09-07,902.7438079768469
2011-09-08,919.4271809534497
2011-09-09,911.6823047864124
2011-09-12,909.9860528897983
2011-09-13,906.8355947879526
2011-09-14,908.0547192154605
2011-09-15,892.7957637851047
2011-09-16,889.2066465807114
2011-09-19,886.3384201536122
2011-09-20,888.5869494487841
