Date,KAZAKHSTAN IMI
2010-11-30,1000.0
2010-12-01,1013.2143394291104
2010-12-02,1020.4742662693864
2010-12-03,1020.2750451359689
2010-12-06,1023.3946303261426
2010-12-07,1026.4519696034502
2010-12-08,1026.6824226763279
2010-12-09,1033.6829715571068
2010-12-10,1023.2839671116658
2010-12-13,1030.835320751726
2010-12-14,1032.9796572592682
2010-12-15,1035.425863889995
2010-12-16,1019.9970145520336
2010-12-17,1010.6488187035249
2010-12-20,1035.419311280337
2010-12-21,1042.635580985642
2010-12-22,1048.8622097718662
2010-12-23,1034.9097003731388
2010-12-24,1050.3056850953687
2010-12-27,1050.3056850953687
2010-12-28,1050.3056850953687
2010-12-29,1028.467981770824
2010-12-30,1034.5092180348868
2010-12-31,1032.6686604921608
2011-01-03,1032.6686604921608
2011-01-04,1040.4081119184325
2011-01-05,1035.5915403838756
2011-01-06,1031.201146031228
2011-01-07,1041.6792851079174
2011-01-10,1033.8936310493716
2011-01-11,1035.1018783021843
2011-01-12,1052.5606266180819
2011-01-13,1122.7723939104594
2011-01-14,1115.7122518287938
2011-01-17,1173.8298014213406
2011-01-18,1164.5539206129981
2011-01-19,1172.4290602426884
2011-01-20,1146.414750533282
2011-01-21,1138.3874470241733
2011-01-24,1120.1912087624646
2011-01-25,1108.8370698738822
2011-01-26,1120.509005767629
2011-01-27,1135.2827344960726
2011-01-28,1146.704443089354
2011-01-31,1107.315236988525
2011-02-01,1115.2520007065825
2011-02-02,1132.330448306961
2011-02-03,1148.721615706157
2011-02-04,1184.497873250471
2011-02-07,1183.5742673905586
2011-02-08,1194.108969223354
2011-02-09,1191.1815185940916
2011-02-10,1167.184897096464
2011-02-11,1167.0186569773914
2011-02-14,1163.5003670608114
2011-02-15,1151.4673512230302
2011-02-16,1142.993868169282
2011-02-17,1141.1859174448
2011-02-18,1128.9300155322715
2011-02-21,1136.16944475302
2011-02-22,1150.2883356696952
2011-02-23,1153.0679021605547
2011-02-24,1182.6222430550667
2011-02-25,1168.9341684262445
2011-02-28,1172.228644615873
2011-03-01,1170.1863204424264
2011-03-02,1178.4155069808685
2011-03-03,1193.493461900708
2011-03-04,1202.550289148739
2011-03-07,1222.162399048661
2011-03-08,1230.3791752227646
2011-03-09,1214.2815180629038
2011-03-10,1194.7149159402777
2011-03-11,1176.9722644545923
2011-03-14,1180.2325843492736
2011-03-15,1131.3895703486305
2011-03-16,1113.567327821181
2011-03-17,1156.825743256974
2011-03-18,1143.26815960744
2011-03-21,1142.9522862750798
2011-03-22,1161.049333865356
2011-03-23,1173.4791991251348
2011-03-24,1173.745518721563
2011-03-25,1163.0286008723447
2011-03-28,1158.8478127772084
2011-03-29,1124.5118290503967
2011-03-30,1118.4652348103034
2011-03-31,1139.2441494974037
2011-04-01,1144.3558491163953
2011-04-04,1144.114199665833
2011-04-05,1149.9754253988733
2011-04-06,1172.738124293287
2011-04-07,1160.1096448934172
2011-04-08,1184.4935567737123
2011-04-11,1176.475263509914
2011-04-12,1146.9713217891228
2011-04-13,1155.7388353392653
2011-04-14,1138.1760346178553
2011-04-15,1126.9312570954453
2011-04-18,1106.3810862377725
2011-04-19,1121.1081319083173
2011-04-20,1131.2041879955586
2011-04-21,1139.0496303313193
2011-04-22,1139.0496303313193
2011-04-25,1139.0496303313193
2011-04-26,1143.4340597146102
2011-04-27,1139.1223777668931
