Date,BAHRAIN DOMESTIC IMI
2002-05-31,341.3302474360982
2002-06-03,341.3302474360982
2002-06-04,341.3302474360982
2002-06-05,339.72780752589307
2002-06-06,339.64159254914995
2002-06-07,339.72780752589307
2002-06-10,337.3844782480535
2002-06-11,331.79604875815824
2002-06-12,331.79604875815824
2002-06-13,333.3984886683634
2002-06-14,333.3984886683634
2002-06-17,327.8100591784682
2002-06-18,329.41249908867337
2002-06-19,325.5069502922741
2002-06-20,328.01116113669525
2002-06-21,328.01116113669525
2002-06-24,308.7416618225883
2002-06-25,308.7416618225883
2002-06-26,320.7800713449495
2002-06-27,317.65563230783
2002-06-28,317.65563230783
2002-07-01,316.753861373614
2002-07-02,315.9325312226887
2002-07-03,315.9325312226887
2002-07-04,315.9325312226887
2002-07-05,315.9325312226887
2002-07-08,315.15142146340884
2002-07-09,314.35943562340697
2002-07-10,314.37031170412894
2002-07-11,307.21966269567395
2002-07-12,307.21966269567395
2002-07-15,307.21966269567395
2002-07-16,313.62942233649443
2002-07-17,319.9587411940242
2002-07-18,319.9989615856696
2002-07-19,319.9989615856696
2002-07-22,324.806281316285
2002-07-23,324.806281316285
2002-07-24,324.806281316285
2002-07-25,324.806281316285
2002-07-26,324.806281316285
2002-07-29,326.4087212264901
2002-07-30,321.6014014958747
2002-07-31,323.0073990625785
2002-08-01,326.1318380996979
2002-08-02,326.1318380996979
2002-08-05,326.1318380996979
2002-08-06,326.1318380996979
2002-08-07,321.2780173369891
2002-08-08,321.2780173369891
2002-08-09,321.2780173369891
2002-08-12,326.2489617388583
2002-08-13,324.631021484622
2002-08-14,324.631021484622
2002-08-15,326.2489617388583
2002-08-16,326.2489617388583
2002-08-19,326.2489617388583
2002-08-20,325.46029633276896
2002-08-21,323.8423560785327
2002-08-22,320.6064755700601
2002-08-23,320.6064755700601
2002-08-26,320.59528511807076
2002-08-27,322.22441582429644
2002-08-28,320.5952851180708
2002-08-29,323.00178619473303
2002-08-30,323.00178619473303
2002-09-02,327.7658224756251
2002-09-03,331.1367050756353
2002-09-04,331.1367050756353
2002-09-05,329.54869298200464
2002-09-06,329.54869298200464
