Date,MAURITIUS IMI
2010-11-30,1000.0
2010-12-01,1009.688845909146
2010-12-02,1025.8995608507696
2010-12-03,1026.188810636605
2010-12-06,1033.8147176456753
2010-12-07,1032.918847493674
2010-12-08,1028.583686416974
2010-12-09,1024.9826719992284
2010-12-10,1021.7764333207315
2010-12-13,1015.9667183557136
2010-12-14,1012.9174028547083
2010-12-15,1018.0067399792329
2010-12-16,1017.8472606471548
2010-12-17,1016.4302771100384
2010-12-20,1009.1862526337643
2010-12-21,1004.5783219375447
2010-12-22,1011.042950093073
2010-12-23,1016.1332860361364
2010-12-24,1016.1133470363673
2010-12-27,1013.0901293953791
2010-12-28,1018.505372086173
2010-12-29,1023.1647997803801
2010-12-30,1037.7273921947583
2010-12-31,1059.0332571363333
2011-01-03,1059.0332571363333
2011-01-04,1062.8149151079099
2011-01-05,1071.96798641115
2011-01-06,1070.348108864561
2011-01-07,1061.676758142133
2011-01-10,1064.162310325732
2011-01-11,1066.708405348745
2011-01-12,1076.189794395275
2011-01-13,1076.8259578899235
2011-01-14,1096.2506562661556
2011-01-17,1104.582336331641
2011-01-18,1109.8746657192987
2011-01-19,1117.49252349343
2011-01-20,1117.49252349343
2011-01-21,1112.2685898998918
2011-01-24,1106.3861143010495
2011-01-25,1113.9404743824232
2011-01-26,1119.8114940329397
2011-01-27,1131.3152372980016
2011-01-28,1132.3084712270638
2011-01-31,1123.8164593590145
2011-02-01,1123.8164593590145
2011-02-02,1143.4888464949195
2011-02-03,1143.4888464949195
2011-02-04,1128.7733683251172
2011-02-07,1120.5059444297358
2011-02-08,1117.2404108623325
2011-02-09,1130.8003697536005
2011-02-10,1136.9591627878704
2011-02-11,1144.1291951777482
2011-02-14,1145.1671444484132
2011-02-15,1139.0226662640184
2011-02-16,1138.9815590415599
2011-02-17,1137.6992569405686
2011-02-18,1135.7176697497819
2011-02-21,1130.9885642281477
2011-02-22,1112.2823033666275
2011-02-23,1117.0857458256305
2011-02-24,1123.0467411358281
2011-02-25,1130.7222062606268
2011-02-28,1117.8863119623168
2011-03-01,1126.7048256035023
2011-03-02,1126.7048256035023
2011-03-03,1122.466500133742
2011-03-04,1130.183236163798
2011-03-07,1125.2455682081957
2011-03-08,1134.9095100061024
2011-03-09,1124.8390573995791
2011-03-10,1121.3210795619411
2011-03-11,1119.3087965927343
2011-03-14,1118.9529832238106
2011-03-15,1126.7900431353874
2011-03-16,1107.5056204483635
2011-03-17,1094.7386408565098
2011-03-18,1072.6679537761063
2011-03-21,1100.4968992408196
2011-03-22,1123.2062998561482
2011-03-23,1126.7360328481077
2011-03-24,1136.0587804327763
2011-03-25,1134.8062079154145
2011-03-28,1137.592298892479
2011-03-29,1128.731241461813
2011-03-30,1133.3755370736756
2011-03-31,1136.9097619227812
2011-04-01,1133.3503315242956
2011-04-04,1133.3503315242956
2011-04-05,1135.9570374608752
2011-04-06,1141.1663026835577
2011-04-07,1148.9384848142608
2011-04-08,1158.1764710215318
2011-04-11,1177.0819147203908
2011-04-12,1175.01162301985
2011-04-13,1191.393132432898
2011-04-14,1202.481988647752
2011-04-15,1193.435569521095
2011-04-18,1193.100748045332
2011-04-19,1179.059835302385
2011-04-20,1186.0459567842222
2011-04-21,1191.548860542046
2011-04-22,1199.324058763506
2011-04-25,1197.196924837341
2011-04-26,1196.6647871403595
2011-04-27,1204.4343380098
2011-04-28,1216.6653553735675
2011-04-29,1216.6653553735673
2011-05-02,1216.425648076609
2011-05-03,1213.8480482314294
2011-05-04,1207.5987176326803
2011-05-05,1201.1173285849247
2011-05-06,1210.0392103151748
2011-05-09,1212.4282605137678
2011-05-10,1229.072752258979
2011-05-11,1246.8171512034796
2011-05-12,1246.7296451017035
2011-05-13,1241.327616254973
2011-05-16,1222.771873060495
2011-05-17,1223.2454268299384
2011-05-18,1217.481706280963
2011-05-19,1226.5995396533192
2011-05-20,1230.6389128811004
2011-05-23,1207.7122141560596
2011-05-24,1214.087452344745
2011-05-25,1211.333893350863
2011-05-26,1200.2473332010836
2011-05-27,1219.5163668361672
2011-05-30,1206.4530962269992
2011-05-31,1213.068396448539
2011-06-01,1219.694296027731
2011-06-02,1213.2156255018338
2011-06-03,1228.1445803769072
2011-06-06,1230.9020911152581
2011-06-07,1232.7379878589072
2011-06-08,1237.3336543341754
2011-06-09,1238.3330248480195
2011-06-10,1237.155665771088
2011-06-13,1222.6435044437142
2011-06-14,1228.818399114634
2011-06-15,1215.919293492016
2011-06-16,1217.7925650344148
2011-06-17,1220.3859616632465
2011-06-20,1209.6945973112556
2011-06-21,1215.2809920130026
2011-06-22,1218.08164042124
2011-06-23,1215.105532008753
2011-06-24,1213.5275957450772
2011-06-27,1210.1272873768503
2011-06-28,1209.2490349405687
2011-06-29,1204.4654781410795
2011-06-30,1216.2911641367405
2011-07-01,1212.9577867986438
2011-07-04,1227.245516240838
2011-07-05,1232.2292912635023
2011-07-06,1233.0969237654663
2011-07-07,1228.844883613901
2011-07-08,1229.0298751928399
2011-07-11,1217.1204051446095
2011-07-12,1201.1000574828252
2011-07-13,1185.7692547317845
2011-07-14,1181.840177430645
2011-07-15,1197.2238891113964
2011-07-18,1186.1377507637224
2011-07-19,1181.4476394910928
2011-07-20,1185.120433958583
2011-07-21,1182.8227667219612
2011-07-22,1194.4303771941215
2011-07-25,1186.4183792593542
2011-07-26,1195.080412800161
2011-07-27,1185.602540281601
2011-07-28,1182.758493168067
2011-07-29,1183.6859774264412
2011-08-01,1193.8305181925066
2011-08-02,1194.4118050900329
2011-08-03,1188.2160738134742
2011-08-04,1196.6113549708787
2011-08-05,1162.2475335238519
2011-08-08,1129.151212940366
2011-08-09,1092.205927057101
2011-08-10,1134.04322971431
2011-08-11,1112.8834308636026
2011-08-12,1117.714438063185
2011-08-15,1122.8118765143315
2011-08-16,1124.9827483889128
2011-08-17,1125.9690941777665
2011-08-18,1113.543779085966
2011-08-19,1103.7810314389333
2011-08-22,1092.5144753448894
2011-08-23,1122.5718728120498
2011-08-24,1124.0190266911886
2011-08-25,1125.6058202401425
2011-08-26,1126.9929954091126
2011-08-29,1130.6136257280448
2011-08-30,1133.5602173829816
2011-08-31,1131.5287474593563
2011-09-01,1132.7904483236132
2011-09-02,1124.7278828551175
2011-09-05,1121.4434722257397
2011-09-06,1099.3914452032895
2011-09-07,1108.5662823047107
2011-09-08,1119.0601557815207
2011-09-09,1098.7188876747882
2011-09-12,1084.6506039913306
2011-09-13,1087.2111011791362
2011-09-14,1071.9760661117703
2011-09-15,1071.0052132463275
2011-09-16,1069.6382781825369
2011-09-19,1065.7499940521386
2011-09-20,1067.2734877646333
2011-09-21,1057.849508385979
2011-09-22,1056.7206636981514
2011-09-23,1037.5268612816697
2011-09-26,1026.424683434507
2011-09-27,1031.8217414161768
2011-09-28,1063.6855299003855
2011-09-29,1060.0618965694712
2011-09-30,1068.9421827500053
2011-10-03,1053.269818252087
2011-10-04,1058.1777931388121
2011-10-05,1046.211550595289
2011-10-06,1046.9066159725132
2011-10-07,1050.943720056461
2011-10-10,1045.8841435330637
2011-10-11,1038.7813649691718
2011-10-12,1053.513896962885
2011-10-13,1048.1842836339351
2011-10-14,1047.8509848597485
2011-10-17,1050.5570604123768
2011-10-18,1053.7424463383566
2011-10-19,1050.8659398141485
2011-10-20,1045.7002354210065
2011-10-21,1038.9274641235663
2011-10-24,1056.688694544488
2011-10-25,1057.6043693231227
2011-10-26,1057.6043693231227
2011-10-27,1054.2451315307464
2011-10-28,1054.698353410027
2011-10-31,1044.646815014824
2011-11-01,1044.646815014824
2011-11-02,1042.8394675840025
2011-11-03,1039.621655984099
2011-11-04,1046.0963906126954
2011-11-07,1055.3897620762727
2011-11-08,1054.7863017475572
2011-11-09,1055.8277929098429
2011-11-10,1058.9385702199713
2011-11-11,1063.7783609475641
2011-11-14,1067.8366807933758
2011-11-15,1059.9590084372421
2011-11-16,1054.0861865279282
2011-11-17,1054.8580927241587
2011-11-18,1049.301133087919
2011-11-21,1045.3628400213322
2011-11-22,1044.0342734115711
2011-11-23,1045.1042676471031
2011-11-24,1040.8357156048562
2011-11-25,1033.6127528110146
2011-11-28,1031.7334281235142
2011-11-29,1031.7334281235142
2011-11-30,1030.1850505196926
2011-12-01,1025.2166419722455
2011-12-02,1036.0288522599403
2011-12-05,1032.1500109286433
2011-12-06,1040.0179873968448
2011-12-07,1039.6709971317712
2011-12-08,1031.6607743842312
2011-12-09,1031.2101414169924
2011-12-12,1029.2038024166322
2011-12-13,1027.017933171126
2011-12-14,1022.6624711983902
2011-12-15,1027.6445514366967
2011-12-16,1031.2268260925134
2011-12-19,1031.9412417682138
2011-12-20,1019.3828543718317
2011-12-21,1034.6028748238195
2011-12-22,1027.600486500139
2011-12-23,1037.879231448623
2011-12-26,1039.2922192447616
2011-12-27,1033.0706065921759
2011-12-28,1045.4204347516963
2011-12-29,1048.4037106661008
2011-12-30,1051.2440844845864
2012-01-02,1051.2440844845864
2012-01-03,1048.5441083686062
2012-01-04,1052.2264770531954
2012-01-05,1056.9409934314183
2012-01-06,1045.0305210086012
2012-01-09,1042.2443758241936
2012-01-10,1044.2816528743965
2012-01-11,1034.5150435101746
2012-01-12,1029.2375803595044
2012-01-13,1034.4254235105598
2012-01-16,1030.2906343811312
2012-01-17,1037.2323379916688
2012-01-18,1030.6087739387283
2012-01-19,1028.8946098859712
2012-01-20,1026.8982585662634
2012-01-23,1032.1644034819878
2012-01-24,1026.6988947954942
2012-01-25,1021.9295507163168
2012-01-26,1025.8841906245666
2012-01-27,1027.6378388136684
2012-01-30,1035.882427075095
2012-01-31,1024.4376498023362
2012-02-01,1029.7091986006328
2012-02-02,1034.3407924404228
2012-02-03,1035.355417428258
2012-02-06,1025.942924087123
2012-02-07,1032.9819836005854
2012-02-08,1042.9795072398963
2012-02-09,1041.5414225082045
2012-02-10,1040.4084558239842
2012-02-13,1037.7581317313723
2012-02-14,1032.342890244913
2012-02-15,1046.92871849033
2012-02-16,1030.8968774850805
2012-02-17,1030.8902890019192
2012-02-20,1032.6524946241448
2012-02-21,1030.9134229090591
2012-02-22,1028.7695397935356
2012-02-23,1031.2735012516325
2012-02-24,1024.5320476581808
2012-02-27,1024.5320476581808
2012-02-28,1013.7377982927695
2012-02-29,1015.2356708218027
2012-03-01,1017.3086872531301
2012-03-02,1011.2012195046223
2012-03-05,1009.1655430905474
2012-03-06,1013.5840194328708
2012-03-07,1012.3392587689478
