Date,GHANA IMI
2010-11-30,1000.0
2010-12-01,1002.5439068473158
2010-12-02,1008.8324504149108
2010-12-03,1008.8324504149108
2010-12-06,1004.0502744381621
2010-12-07,1055.2778082182058
2010-12-08,1073.7014438157248
2010-12-09,1079.790212432751
2010-12-10,1068.4073887157094
2010-12-13,1056.6185295218559
2010-12-14,1074.5290593678242
2010-12-15,1046.5214340619607
2010-12-16,1093.5459740932297
2010-12-17,1088.805898608212
2010-12-20,1107.8386408180388
2010-12-21,1089.660182797382
2010-12-22,1079.6884938990142
2010-12-23,1065.1621733079069
2010-12-24,1066.188271584973
2010-12-27,1068.9058287767787
2010-12-28,1068.9058287767787
2010-12-29,1072.760107425983
2010-12-30,1088.0300005344063
2010-12-31,1105.7353009980075
2011-01-03,1105.3633752324515
2011-01-04,1104.6202738037239
2011-01-05,1086.007981844364
2011-01-06,1088.2048961704145
2011-01-07,1087.8115750508207
2011-01-10,1091.124706751483
2011-01-11,1090.0816575404265
2011-01-12,1100.7107567153812
2011-01-13,1099.0430131446005
2011-01-14,1101.3939226148955
2011-01-17,1099.5292230598009
2011-01-18,1098.147229832265
2011-01-19,1095.6634749124282
2011-01-20,1087.7177913201815
2011-01-21,1086.6458332952768
2011-01-24,1080.4859592983146
2011-01-25,1082.4916298689122
2011-01-26,1078.7573239179203
2011-01-27,1081.9994867937282
2011-01-28,1089.2541116751045
2011-01-31,1081.7405841864345
2011-02-01,1078.6806942406831
2011-02-02,1079.9353505424692
2011-02-03,1080.637580072091
2011-02-04,1089.3651195249902
2011-02-07,1105.5418480978763
2011-02-08,1124.573282413342
2011-02-09,1117.277811823863
2011-02-10,1120.3536940102654
2011-02-11,1113.1408378274061
2011-02-14,1111.1824568208397
2011-02-15,1105.7583142230444
2011-02-16,1094.3481941099233
2011-02-17,1102.532400780537
2011-02-18,1103.0152573553403
2011-02-21,1097.1374075243045
2011-02-22,1091.1411282185243
2011-02-23,1085.5014676660103
2011-02-24,1085.681275760704
2011-02-25,1084.236485778468
2011-02-28,1079.8772033059327
2011-03-01,1071.0681623425694
2011-03-02,1070.901721565324
2011-03-03,1050.955426848436
2011-03-04,1053.1085696291645
2011-03-07,1052.2432380189516
2011-03-08,1067.006416004808
2011-03-09,1073.4178004500857
2011-03-10,1082.3909357927903
2011-03-11,1078.4442325991688
2011-03-14,1083.1472272255367
2011-03-15,1079.2543050824204
2011-03-16,1089.0664651972463
2011-03-17,1097.044325825929
2011-03-18,1096.8653918305245
2011-03-21,1093.8174159084078
2011-03-22,1092.9025715012574
2011-03-23,1090.570335761172
2011-03-24,1087.9581068158818
2011-03-25,1086.3323259809424
2011-03-28,1085.5938019227142
2011-03-29,1085.6395243958827
2011-03-30,1091.6274454201357
2011-03-31,1109.0858029002454
2011-04-01,1113.50740743008
