Date,SERBIA IMI
2010-11-30,1000.0
2010-12-01,1000.3581993670637
2010-12-02,1010.5229297362184
2010-12-03,1038.0368069640408
2010-12-06,1038.0064126644227
2010-12-07,1047.1082176104517
2010-12-08,1053.7412016244432
2010-12-09,1056.361120627681
2010-12-10,1064.645066831505
2010-12-13,1082.7871507464688
2010-12-14,1086.2173317487868
2010-12-15,1095.6108546467026
2010-12-16,1097.5367430332747
2010-12-17,1090.1590388273066
2010-12-20,1058.5411403094242
2010-12-21,1041.2186325621658
2010-12-22,1037.8691534087495
2010-12-23,1043.2801545660886
2010-12-24,1053.091613351581
2010-12-27,1038.9039753483853
2010-12-28,1039.2890763310072
2010-12-29,1038.4168419698694
2010-12-30,1021.0810789747329
2010-12-31,1044.5245562944035
2011-01-03,1039.0035354833833
2011-01-04,1033.259319988657
2011-01-05,1028.1823260446852
2011-01-06,1022.9781987520823
2011-01-07,1019.5950028473413
2011-01-10,1028.1759453649393
2011-01-11,1033.7563895580984
2011-01-12,1076.4436477032273
2011-01-13,1122.9828062075896
2011-01-14,1149.3656140450807
2011-01-17,1150.9154634768267
2011-01-18,1166.9724852615818
2011-01-19,1189.5576725933954
2011-01-20,1187.7073093450329
2011-01-21,1192.6723963085976
2011-01-24,1209.6077525808284
2011-01-25,1216.8461386127333
2011-01-26,1230.830600445824
2011-01-27,1231.2065168740821
2011-01-28,1210.8931966758814
2011-01-31,1199.3737505539088
2011-02-01,1213.9115826839427
2011-02-02,1228.2987298041658
2011-02-03,1219.3864318260619
2011-02-04,1216.0177999827126
2011-02-07,1223.90804010456
2011-02-08,1246.2865155814309
2011-02-09,1260.7101166071623
2011-02-10,1275.2422701908347
2011-02-11,1271.044467164352
2011-02-14,1266.7447842639158
2011-02-15,1270.8839320363113
2011-02-16,1248.9805419632703
2011-02-17,1258.8257142263628
2011-02-18,1277.6633968449648
2011-02-21,1280.3649869865876
2011-02-22,1286.2564018207
2011-02-23,1285.952542736763
2011-02-24,1260.250315221878
2011-02-25,1258.6779688809695
2011-02-28,1262.1312545381493
2011-03-01,1252.8169165556649
2011-03-02,1262.2264031076395
2011-03-03,1263.6044807001006
2011-03-04,1277.1419927948016
2011-03-07,1295.824660659559
2011-03-08,1274.467307432687
2011-03-09,1282.7195748311074
2011-03-10,1283.6986000433396
2011-03-11,1302.1320328420493
2011-03-14,1308.0488316120839
2011-03-15,1287.8706092585314
2011-03-16,1273.6286195634932
2011-03-17,1283.2966339842096
2011-03-18,1280.469183707025
2011-03-21,1288.5946202340622
2011-03-22,1295.4643689695174
2011-03-23,1284.6653801527798
2011-03-24,1284.26642777482
2011-03-25,1279.2831990629065
2011-03-28,1263.6756676858256
2011-03-29,1260.164324873261
2011-03-30,1268.9804718059881
2011-03-31,1285.041431186157
2011-04-01,1306.2294975675384
2011-04-04,1338.7186775452224
2011-04-05,1325.5734403119516
2011-04-06,1345.3560867598155
2011-04-07,1328.8592628823667
2011-04-08,1349.7809636834143
2011-04-11,1350.7043454552477
2011-04-12,1346.4645569370948
2011-04-13,1345.1294476182604
2011-04-14,1326.687299899366
2011-04-15,1303.476143131791
