Date,OMAN DOMESTIC IMI
2002-05-31,259.5656303471966
2002-06-03,261.91717567126
2002-06-04,266.1484371536359
2002-06-05,265.28787163078715
2002-06-06,266.9181834433918
2002-06-07,266.9181834433918
2002-06-10,264.6281976753491
2002-06-11,265.5080162994228
2002-06-12,266.0683845468592
2002-06-13,267.6394169548505
2002-06-14,267.6394169548505
2002-06-17,266.0598980719504
2002-06-18,267.18063456682313
2002-06-19,267.7410028142595
2002-06-20,267.89110145196565
2002-06-21,267.89110145196565
2002-06-24,264.5288919673473
2002-06-25,261.9872217021894
2002-06-26,264.7382700096668
2002-06-27,264.7382700096668
2002-06-28,264.7382700096668
2002-07-01,262.2473926742134
2002-07-02,263.46743487708784
2002-07-03,263.00865248906047
2002-07-04,263.5690207364969
2002-07-05,263.5690207364969
2002-07-08,270.5513305263503
2002-07-09,267.1705190314283
2002-07-10,265.70890786683344
2002-07-11,267.4192722862147
2002-07-12,267.4192722862147
2002-07-15,267.4192722862147
2002-07-16,266.0491314456341
2002-07-17,265.02998081017034
2002-07-18,265.3301780855827
2002-07-19,265.3301780855827
2002-07-22,265.63037536099506
2002-07-23,264.65973750382847
2002-07-24,272.0985495303018
2002-07-25,270.6291029817195
2002-07-26,270.6291029817195
2002-07-29,265.7381675439055
2002-07-30,265.7381675439055
2002-07-31,265.7381675439055
2002-08-01,263.49669455415994
2002-08-02,263.49669455415994
2002-08-05,263.5474874838645
2002-08-06,263.779170688968
2002-08-07,264.91762832444505
2002-08-08,264.91762832444505
2002-08-09,264.95203767998794
2002-08-12,254.13129961176372
2002-08-13,249.88927150307165
2002-08-14,254.07202020715042
2002-08-15,257.13403241635643
2002-08-16,257.13403241635643
2002-08-19,256.94390747526194
2002-08-20,256.33274629812104
2002-08-21,256.89311454555747
2002-08-22,257.1933118209698
2002-08-23,257.1933118209698
2002-08-26,259.3202941931848
2002-08-27,259.0730279792823
2002-08-28,261.1789957595202
2002-08-29,257.2569273869944
2002-08-30,257.2569273869944
2002-09-02,255.37517546064157
2002-09-03,250.6310173738791
2002-09-04,251.60318623502363
2002-09-05,259.09409849686057
2002-09-06,259.12774708108094
2002-09-09,258.76827040105525
2002-09-10,257.63140958664377
2002-09-11,254.4046636439707
2002-09-12,254.9649591257601
2002-09-13,254.93185539177853
2002-09-16,255.32438912656488
2002-09-17,251.96261623582848
2002-09-18,251.25224160713123
2002-09-19,250.13165064355243
2002-09-20,250.16413527350616
2002-09-23,245.58188358601336
2002-09-24,244.42940301282724
2002-09-25,241.9388491259306
2002-09-26,240.84953326081444
2002-09-27,240.84953326081444
2002-09-30,241.4606944379553
2002-10-01,240.30874901463906
2002-10-02,239.21922144820974
2002-10-03,238.14927788304146
2002-10-04,238.14927788304146
2002-10-07,235.27600827256532
2002-10-08,235.93844624995177
2002-10-09,234.83786132812764
2002-10-10,235.33710305528993
2002-10-11,235.33710305528993
2002-10-14,239.2192214482097
2002-10-15,240.0486118266654
2002-10-16,242.51987137680737
2002-10-17,244.15018318941202
2002-10-18,244.15018318941202
2002-10-21,240.37770409506348
2002-10-22,243.68912064997727
2002-10-23,246.4081678966889
2002-10-24,246.4081678966889
2002-10-25,246.44016895745472
2002-10-28,242.619177084809
2002-10-29,241.49844058993622
2002-10-30,241.49844058993622
2002-10-31,240.32691116535892
2002-11-01,240.32691116535892
2002-11-04,242.0080159076681
2002-11-05,242.0080159076681
2002-11-06,241.50692706484503
2002-11-07,241.2067297894327
2002-11-08,241.2067297894327
2002-11-11,246.55644761527395
2002-11-12,245.45462682584258
2002-11-13,247.26691450041656
2002-11-14,248.12231207409314
2002-11-15,248.12231207409314
2002-11-18,254.91738472061678
2002-11-19,256.59848946292595
2002-11-20,255.78871686978172
2002-11-21,254.95274908675654
2002-11-22,254.95274908675654
2002-11-25,258.21252601665935
2002-11-26,258.512645339001
2002-11-27,261.26297927402777
2002-11-28,260.82126447039303
2002-11-29,260.7535362791517
2002-12-02,266.0006006678854
2002-12-03,270.02260835014795
2002-12-04,270.80803953018756
2002-12-05,270.80803953018756
2002-12-06,270.80803953018756
2002-12-09,270.80803953018756
2002-12-10,270.5114301237114
2002-12-11,267.1918625967273
2002-12-12,268.1295738797209
2002-12-13,268.1295738797209
2002-12-16,265.3055468175126
2002-12-17,267.22954568535255
2002-12-18,264.72299985152824
2002-12-19,265.5550846943288
2002-12-20,265.5550846943288
2002-12-23,263.6307842307125
2002-12-24,264.4286357552128
2002-12-25,263.8566299321873
2002-12-26,264.2396695458204
2002-12-27,264.20536161677006
2002-12-30,261.72767590590496
2002-12-31,261.72767590590496
2003-01-01,261.72767590590496
2003-01-02,261.80861518848917
2003-01-03,261.80861518848917
2003-01-06,264.79374939020573
2003-01-07,265.56188707337714
2003-01-08,267.5325872175727
2003-01-09,270.0706146661752
2003-01-10,270.1056842174888
2003-01-13,269.5285711996148
2003-01-14,270.3606560424154
2003-01-15,270.6466589539281
2003-01-16,272.89234653322904
2003-01-17,272.8214838101615
2003-01-20,271.86057137905203
2003-01-21,275.11643518655956
2003-01-22,274.1311344983057
2003-01-23,272.86493809338754
2003-01-24,272.86493809338754
2003-01-27,270.75026906525164
2003-01-28,269.9115448385049
2003-01-29,269.00285207297765
2003-01-30,280.40429152116246
2003-01-31,280.40429152116246
2003-02-03,282.5886192463139
2003-02-04,281.8331423262399
2003-02-05,280.1916374188843
2003-02-06,277.7604392015778
2003-02-07,277.7604392015778
2003-02-10,277.47443629006506
2003-02-11,277.47443629006506
2003-02-12,277.51047193114175
2003-02-13,277.51047193114175
2003-02-14,277.4744362900651
2003-02-17,277.770584727413
2003-02-18,277.6579073871137
2003-02-19,276.82582254431304
2003-02-20,274.6806272385193
2003-02-21,274.71630004725165
2003-02-24,274.1744791186043
2003-02-25,275.2310405296648
2003-02-26,277.7034081643549
2003-02-27,278.85770650255387
2003-02-28,278.82149591866835
2003-03-03,285.0233402750786
2003-03-04,285.0233402750786
2003-03-05,285.9771072207784
2003-03-06,285.1035559568008
2003-03-07,285.1405823926393
2003-03-10,287.7040288251286
2003-03-11,287.7413929847163
2003-03-12,288.22418686467887
2003-03-13,287.3661781301406
2003-03-14,287.3661781301406
2003-03-17,284.8439997100011
2003-03-18,281.9301189565133
2003-03-19,284.05641945697556
2003-03-20,284.67910931099004
2003-03-21,284.67910931099004
2003-03-24,287.9914190198104
2003-03-25,288.5736392325328
2003-03-26,290.5953125575249
2003-03-27,293.1606420447922
2003-03-28,293.1606420447922
2003-03-31,293.6694423231203
2003-04-01,292.8333665070811
2003-04-02,295.91396658367614
2003-04-03,297.31699259196523
2003-04-04,297.31699259196523
2003-04-07,298.17781367446054
2003-04-08,298.77781341622693
2003-04-09,301.17234239070643
2003-04-10,306.0868643017678
2003-04-11,306.0868643017678
2003-04-14,309.64337094893597
2003-04-15,317.0896711743607
2003-04-16,322.4721914765009
2003-04-17,320.4017075086409
2003-04-18,320.4017075086409
2003-04-21,315.62010157217327
2003-04-22,316.62032005638497
2003-04-23,319.4589144781303
2003-04-24,320.5945120215135
2003-04-25,320.5945120215135
2003-04-28,311.8977442793347
2003-04-29,318.3200035753629
2003-04-30,314.1494624987867
2003-05-01,315.6121598484244
2003-05-02,315.6121598484244
2003-05-05,309.0548607531131
2003-05-06,308.4017944934928
2003-05-07,306.8426246815075
2003-05-08,302.1540662891313
2003-05-09,302.11483059684605
2003-05-12,298.86400376941737
2003-05-13,299.90598222845114
