Date,RUSSIA IMI VALUE
1997-11-28,141.82885679819333
1997-12-01,133.91084624773336
1997-12-02,135.23430206267966
1997-12-03,141.6785726427515
1997-12-04,153.10980208551643
1997-12-05,154.7291861896358
1997-12-08,164.32093996423546
1997-12-09,159.10034343895734
1997-12-10,148.9664848729124
1997-12-11,143.31580154564386
1997-12-12,143.2332685270203
1997-12-15,154.68428984385218
1997-12-16,159.46394692959163
1997-12-17,160.754819047133
1997-12-18,160.77329647984595
1997-12-19,149.60547301229167
1997-12-22,155.3305199673011
1997-12-23,155.2972581412429
1997-12-24,158.6182077835644
1997-12-25,158.6182077835644
1997-12-26,164.4486760783635
1997-12-29,168.56858156416263
1997-12-30,173.11869377184982
1997-12-31,172.91735468723238
1998-01-01,172.91735468723238
1998-01-02,172.91735468723238
1998-01-05,180.3790139898067
1998-01-06,176.94512595643207
1998-01-07,176.84390864714885
1998-01-08,162.78687463957235
1998-01-09,158.17808681201322
1998-01-12,134.99941380804884
1998-01-13,147.4478293781862
1998-01-14,145.55874540494887
1998-01-15,142.46890671335782
1998-01-16,145.40598794232585
1998-01-19,147.20987660750745
1998-01-20,147.1825613593047
1998-01-21,138.19601480532353
1998-01-22,132.65498906997973
1998-01-23,126.70045631184175
1998-01-26,122.00493297251971
1998-01-27,123.36284577225427
1998-01-28,118.47610164231466
1998-01-29,113.31321622065207
1998-01-30,120.64037055446009
1998-02-02,129.8363403500131
1998-02-03,124.25772188494857
1998-02-04,121.8886751859297
1998-02-05,128.87987763717788
1998-02-06,132.79517736250932
1998-02-09,135.0617076644963
1998-02-10,132.92926970306843
1998-02-11,138.70832831949588
1998-02-12,134.18183852224942
1998-02-13,133.66317006553783
1998-02-16,135.00428196075927
1998-02-17,138.26084461807838
1998-02-18,134.7621524472679
1998-02-19,135.64611574144786
1998-02-20,134.904883325352
1998-02-23,138.68400121922053
1998-02-24,137.86895708280272
1998-02-25,137.77717121597385
1998-02-26,140.01272551200546
1998-02-27,140.48619854973947
1998-03-02,147.98153222626524
1998-03-03,145.46922552461294
1998-03-04,152.62161976681665
1998-03-05,148.45151377089311
1998-03-06,153.79939994519899
1998-03-09,153.79939994519899
1998-03-10,161.41989463593885
1998-03-11,163.57600217826473
1998-03-12,161.7296377412093
1998-03-13,161.45362601055928
1998-03-16,160.922984696263
1998-03-17,154.84463882231927
1998-03-18,151.52117845402987
1998-03-19,155.89829965934806
1998-03-20,157.2428766519359
1998-03-23,159.65547568252893
1998-03-24,159.88711856578905
1998-03-25,159.12552411496844
1998-03-26,155.56105505848697
1998-03-27,158.06551492996655
1998-03-30,155.10022791545276
1998-03-31,153.24968024641214
1998-04-01,151.3768505398884
1998-04-02,151.18598597829336
1998-04-03,145.1788339154113
1998-04-06,146.64858236218555
1998-04-07,146.42463981065603
1998-04-08,144.7455336576363
1998-04-09,141.89736413351147
1998-04-10,142.77094093217283
1998-04-13,143.3321525564771
1998-04-14,143.25002738047516
1998-04-15,145.6661595195918
1998-04-16,148.63685567987793
1998-04-17,145.9619705661723
1998-04-20,146.8842035322291
1998-04-21,148.45066493602062
1998-04-22,151.63332700533738
1998-04-23,153.4671879361114
1998-04-24,154.90785827412446
1998-04-27,147.66194481533742
1998-04-28,146.0080819027846
1998-04-29,146.94499824050504
1998-04-30,150.39069581958614
1998-05-01,150.34753931190548
1998-05-04,150.34753931190548
1998-05-05,150.4707587884439
1998-05-06,148.9078031527863
1998-05-07,145.37701515547428
1998-05-08,145.35118997461714
1998-05-11,145.35118997461714
1998-05-12,138.03181879254402
1998-05-13,131.41924844269457
1998-05-14,123.35908474477134
1998-05-15,120.38600854458385
1998-05-18,105.73157410673025
1998-05-19,112.72670658116215
1998-05-20,112.67313754528084
1998-05-21,111.49083169001753
1998-05-22,109.64626957206254
1998-05-25,103.13422115468327
1998-05-26,100.72656687592237
1998-05-27,89.04070327147937
1998-05-28,92.51382578987307
1998-05-29,89.69456055406084
1998-06-01,79.19435511120521
1998-06-02,91.763902227389
1998-06-03,99.59209309351517
1998-06-04,98.50841647013849
1998-06-05,98.28750322679409
1998-06-08,97.59611598641196
1998-06-09,93.14277303992432
1998-06-10,87.51687879590386
1998-06-11,84.61247987901395
1998-06-12,84.61247987901395
1998-06-15,76.27940744325919
1998-06-16,79.44984496306094
1998-06-17,85.17552309894364
1998-06-18,82.62898829004442
1998-06-19,79.54228211088599
1998-06-22,80.06940973434826
1998-06-23,81.59214112595343
1998-06-24,82.76634004202118
1998-06-25,80.12850503539356
1998-06-26,75.5914916470551
1998-06-29,70.3050969048505
1998-06-30,68.50491465940723
1998-07-01,65.84780648380776
1998-07-02,64.24117591455888
1998-07-03,68.37954190260567
1998-07-06,64.5970160747389
1998-07-07,62.23911400584767
1998-07-08,61.05624814917777
1998-07-09,62.313377109026916
1998-07-10,66.9186063502235
1998-07-13,76.15348485232667
1998-07-14,88.87296326120436
1998-07-15,91.52758370203556
1998-07-16,85.65644499384449
1998-07-17,91.60553293573098
1998-07-20,91.26268607482277
1998-07-21,85.87635127519825
1998-07-22,80.14251154162739
1998-07-23,74.90905718400606
1998-07-24,72.10312117933408
1998-07-27,64.48991122364878
1998-07-28,67.81290809754111
1998-07-29,67.74968280182595
1998-07-30,70.93365135520524
1998-07-31,69.3582468007504
1998-08-03,66.43406708389666
1998-08-04,68.23512295929766
1998-08-05,65.03735367010088
1998-08-06,62.671011909594355
1998-08-07,62.32617104385749
1998-08-10,57.146949917894254
1998-08-11,52.43156454655553
1998-08-12,50.672217929560574
1998-08-13,46.270388935330665
1998-08-14,51.89448446656517
1998-08-17,48.42775270519911
1998-08-18,46.05459258031568
1998-08-19,40.95660740835918
1998-08-20,39.81466042346341
1998-08-21,36.61248318849233
1998-08-24,38.56339634293173
1998-08-25,39.37294615428032
1998-08-26,31.52919153192054
1998-08-27,26.393674215119127
1998-08-28,29.11571154410619
1998-08-31,28.411880660967434
1998-09-01,27.951266661447853
1998-09-02,28.706286369373686
1998-09-03,25.808207151392033
1998-09-04,27.056864107941028
1998-09-07,26.64872005296088
1998-09-08,26.655611557335135
1998-09-09,25.47514574821595
1998-09-10,26.907438747339263
1998-09-11,25.826425585563303
1998-09-14,26.22785502004345
1998-09-15,21.635616183143675
1998-09-16,20.03661850969088
1998-09-17,17.50357468926446
1998-09-18,16.519120261717564
1998-09-21,14.783486273570364
1998-09-22,15.779337731250658
