Date,TUNISIA IMI
2010-11-30,1000.0
2010-12-01,998.0934193299212
2010-12-02,1007.0646482202507
2010-12-03,1013.4214755329352
2010-12-06,1008.0791690794078
2010-12-07,1013.0329613925225
2010-12-08,1001.6339826952142
2010-12-09,1000.4075765176461
2010-12-10,997.7418061245135
2010-12-13,999.7849394229374
2010-12-14,988.9979229256045
2010-12-15,991.8167978485773
2010-12-16,986.7482676019889
2010-12-17,982.4532000519147
2010-12-20,975.3193418753921
2010-12-21,980.799520692287
2010-12-22,978.4421848239062
2010-12-23,977.3310921992082
2010-12-24,986.5325998821567
2010-12-27,977.2382841495549
2010-12-28,963.0612122902255
2010-12-29,953.8918206581949
2010-12-30,967.8720090307503
2010-12-31,979.6637579305781
2011-01-03,982.4880548649986
2011-01-04,993.9184436769633
2011-01-05,991.927071922393
2011-01-06,984.2147603115376
2011-01-07,983.6981335047865
2011-01-10,953.9417326934805
2011-01-11,923.0990771877025
2011-01-12,894.0936143823438
2011-01-13,865.0994483031877
2011-01-14,874.7856893358122
2011-01-17,877.8966348874561
2011-01-18,880.7832405849311
2011-01-19,884.931161940044
2011-01-20,876.1859308873968
2011-01-21,887.2385934405218
2011-01-24,893.789268842894
2011-01-25,891.41612496343
2011-01-26,888.8358671976422
2011-01-27,890.3444461596833
2011-01-28,888.302803987935
2011-01-31,871.5781311170953
2011-02-01,853.2297379301841
2011-02-02,832.9247479562117
2011-02-03,836.3731263623582
2011-02-04,860.421024314454
2011-02-07,876.702237027878
2011-02-08,889.0859459788009
2011-02-09,896.4186477782741
2011-02-10,877.0666388329578
2011-02-11,863.1868560025704
2011-02-14,844.7919073997782
2011-02-15,847.4542532106186
2011-02-16,834.2270444378145
2011-02-17,838.3389487251774
2011-02-18,845.0329514636207
2011-02-21,829.6949299472836
2011-02-22,814.1544193473773
2011-02-23,794.5069819777492
2011-02-24,776.885788932215
2011-02-25,750.1532726421207
2011-02-28,751.6173759066812
2011-03-01,753.1675433130744
2011-03-02,756.5302587080856
2011-03-03,757.4230315065896
2011-03-04,760.9332729674968
2011-03-07,784.0168175533047
2011-03-08,808.4730243452207
2011-03-09,808.9944995736948
2011-03-10,808.6349793228853
2011-03-11,815.6698780622453
2011-03-14,818.9073036129818
2011-03-15,811.0068727355876
2011-03-16,806.7798674482069
2011-03-17,812.7085256850261
2011-03-18,835.5553488286761
2011-03-21,834.8907711831868
2011-03-22,841.5873698063943
2011-03-23,844.4552139773281
2011-03-24,845.525308606223
2011-03-25,840.7062738798527
2011-03-28,842.0888718399274
2011-03-29,828.8245397354297
2011-03-30,824.237265575726
2011-03-31,826.7810484205423
2011-04-01,827.513132148941
2011-04-04,824.8679410894206
2011-04-05,822.7250377468681
2011-04-06,828.928646967231
2011-04-07,823.9938721205393
2011-04-08,827.0131367762801
2011-04-11,820.7970476140581
2011-04-12,818.3575411722338
2011-04-13,809.7844587542747
2011-04-14,792.394517858816
2011-04-15,781.8449917772338
2011-04-18,772.8920801066535
2011-04-19,787.7959948613621
2011-04-20,802.7792372180746
2011-04-21,808.7267681457469
2011-04-22,818.3061074004514
2011-04-25,827.166587150166
2011-04-26,832.3609825715372
2011-04-27,821.8477756331051
2011-04-28,825.4838081874088
2011-04-29,817.7028285363584
2011-05-02,822.1189894082241
2011-05-03,819.2424470372
2011-05-04,819.7165638038264
2011-05-05,798.5620834078696
2011-05-06,799.3387848079334
2011-05-09,783.2468061083766
2011-05-10,787.8451674451359
2011-05-11,785.8977143854988
2011-05-12,782.402505948172
2011-05-13,776.5650594029247
2011-05-16,787.8867188750387
2011-05-17,784.1360190548808
2011-05-18,783.191031684108
2011-05-19,797.6646926433067
2011-05-20,797.1998514921684
2011-05-23,789.6049238513867
2011-05-24,802.711297629722
2011-05-25,791.5063598621286
2011-05-26,787.5252442378656
2011-05-27,795.1893314783472
2011-05-30,796.5183344402058
2011-05-31,803.5150482177102
2011-06-01,806.6599747759625
2011-06-02,808.845650604358
2011-06-03,816.9499406084824
2011-06-06,816.1862721652502
2011-06-07,819.4958158818117
2011-06-08,823.3253175706166
2011-06-09,817.0868510857437
2011-06-10,808.949825412681
2011-06-13,816.2826664780215
2011-06-14,828.3973349649642
2011-06-15,826.6471403285564
2011-06-16,821.7792266059788
2011-06-17,823.0482686985192
2011-06-20,821.1478247753481
2011-06-21,824.2364242093705
2011-06-22,828.1087064813031
2011-06-23,832.3340420970372
2011-06-24,840.575136836204
2011-06-27,843.707369878145
2011-06-28,847.3659606516985
2011-06-29,849.6995159823978
2011-06-30,850.3140384688267
2011-07-01,847.0839296881422
2011-07-04,847.446055649022
2011-07-05,846.1665213619151
2011-07-06,849.8159462471169
2011-07-07,860.2924321017585
2011-07-08,865.329974540291
2011-07-11,849.0954936862896
2011-07-12,853.6283633860033
2011-07-13,861.5026324643202
2011-07-14,855.8741933097081
2011-07-15,857.7284253665252
2011-07-18,855.9935480704733
2011-07-19,859.9955065741888
2011-07-20,864.2544394733794
2011-07-21,880.9852859464122
2011-07-22,879.5869062962586
2011-07-25,876.046230082337
2011-07-26,887.9734675074837
2011-07-27,883.3494431588159
2011-07-28,878.4809945577988
2011-07-29,883.4987933688619
2011-08-01,871.3153567658792
2011-08-02,875.8047800874883
2011-08-03,878.8060485139708
2011-08-04,879.2329006281815
2011-08-05,883.4060144957082
2011-08-08,875.5599017925748
2011-08-09,856.4297386836832
2011-08-10,869.2920867008246
2011-08-11,869.2297612213739
2011-08-12,864.506292182702
2011-08-15,880.4680844877184
2011-08-16,881.9439699308488
2011-08-17,891.1416012684031
2011-08-18,893.6572622076853
2011-08-19,893.2942146166658
2011-08-22,887.141938192109
2011-08-23,892.0371386518651
