Date,NIGERIA IMI
2010-11-30,1000.0
2010-12-01,1006.9148300110904
2010-12-02,1013.9379205019683
2010-12-03,1007.0144161805047
2010-12-06,1002.7743449603466
2010-12-07,991.458525114816
2010-12-08,996.1024809545444
2010-12-09,991.8725009851571
2010-12-10,980.0861991227184
2010-12-13,974.2406408545505
2010-12-14,977.186568673072
2010-12-15,982.2859169577873
2010-12-16,982.2789742459186
2010-12-17,973.8501002602242
2010-12-20,977.8349114536575
2010-12-21,982.4235784950439
2010-12-22,1000.4789394512854
2010-12-23,1008.0926237012926
2010-12-24,997.588291768547
2010-12-27,997.7180340356518
2010-12-28,997.7180340356518
2010-12-29,1001.9838038033462
2010-12-30,1007.3831570103761
2010-12-31,1015.9540791213732
2011-01-03,1015.9540791213732
2011-01-04,1037.4738598209835
2011-01-05,1079.81640901193
2011-01-06,1112.574618658062
2011-01-07,1085.4112743013156
2011-01-10,1067.8849835425467
2011-01-11,1075.9123909808404
2011-01-12,1098.382068442707
2011-01-13,1110.9780097973332
2011-01-14,1130.3764206637268
2011-01-17,1119.860434745897
2011-01-18,1114.2249249172917
2011-01-19,1131.1271540078221
2011-01-20,1141.1325102051426
2011-01-21,1146.7899853816011
2011-01-24,1146.00403574335
2011-01-25,1145.0697031379739
2011-01-26,1148.0436643254077
2011-01-27,1132.3364427105114
2011-01-28,1122.735762749508
2011-01-31,1087.8000483169383
2011-02-01,1083.911075870437
2011-02-02,1098.3778250626283
2011-02-03,1092.7845277037543
2011-02-04,1092.4894783839343
2011-02-07,1086.2930252363853
2011-02-08,1086.7810308799326
2011-02-09,1092.552556716297
2011-02-10,1086.1566500460333
2011-02-11,1089.073318867277
2011-02-14,1085.7940155423632
2011-02-15,1085.7940155423632
2011-02-16,1079.7934570151922
2011-02-17,1089.5639383676594
2011-02-18,1086.0013697245854
2011-02-21,1081.9899018113674
2011-02-22,1088.0589225188703
2011-02-23,1096.6708750505866
2011-02-24,1066.1444760248
2011-02-25,1062.038558937678
2011-02-28,1050.2557264708705
2011-03-01,1047.9736702054422
2011-03-02,1032.65089162167
2011-03-03,1022.7979646772164
2011-03-04,1016.4177243082348
2011-03-07,1012.5724836403018
2011-03-08,1004.7312338850287
2011-03-09,1012.9912996760289
2011-03-10,1023.1561360769166
2011-03-11,1032.049395028781
2011-03-14,1013.2431932009175
2011-03-15,985.341618209808
2011-03-16,970.5022051451084
2011-03-17,952.2267494895102
2011-03-18,947.5964843669518
2011-03-21,962.3726431216677
2011-03-22,1003.8814469365493
2011-03-23,1013.2890956348059
2011-03-24,996.8358171318592
2011-03-25,985.5094700936222
2011-03-28,971.1091738278276
2011-03-29,982.6986569313663
2011-03-30,978.8604707295008
2011-03-31,980.5621513331846
2011-04-01,999.3525423681076
2011-04-04,995.7963286789036
2011-04-05,1003.7349334497853
2011-04-06,997.0704696647142
2011-04-07,1005.4386941968087
2011-04-08,1003.6241819098109
2011-04-11,997.8391752378035
2011-04-12,992.6501941851157
2011-04-13,1010.4010342533011
2011-04-14,1016.3974763380565
2011-04-15,1022.8030519312744
2011-04-18,1033.783349937685
2011-04-19,1036.4996498049225
2011-04-20,1033.422338503652
2011-04-21,1027.5995149533048
2011-04-22,1027.5995149533048
2011-04-25,1027.5995149533048
2011-04-26,1027.5995149533048
2011-04-27,1034.8207163170391
2011-04-28,1037.3615942972333
2011-04-29,1031.3344482078153
2011-05-02,1031.3344482078153
2011-05-03,1035.994759831552
2011-05-04,1044.5028521237382
2011-05-05,1053.4417567579615
2011-05-06,1055.8206714531086
2011-05-09,1051.6904502032658
2011-05-10,1065.5282602815305
2011-05-11,1063.2714635163804
2011-05-12,1058.5555793154645
2011-05-13,1072.0725306990184
2011-05-16,1071.1227741589273
2011-05-17,1069.6023265627323
2011-05-18,1053.1469605637888
2011-05-19,1048.2296505927866
2011-05-20,1043.60220732836
2011-05-23,1039.3665894895958
2011-05-24,1031.3076149616697
2011-05-25,1020.4441779518583
2011-05-26,1034.0049341649994
2011-05-27,1041.3380041409325
2011-05-30,1041.3380041409325
2011-05-31,1045.721854224415
2011-06-01,1054.017600139304
2011-06-02,1062.8598489703697
2011-06-03,1068.4497519807742
2011-06-06,1061.0656248827277
2011-06-07,1051.0957066211365
2011-06-08,1055.3995487279055
2011-06-09,1057.839917043498
2011-06-10,1050.232957899704
2011-06-13,1038.4766536491197
2011-06-14,1032.3016642278544
2011-06-15,1030.816209606936
2011-06-16,1027.9922681806283
2011-06-17,1029.332250110646
2011-06-20,1013.4148911954608
2011-06-21,999.4392293493789
2011-06-22,1010.7372859510997
2011-06-23,1016.846909459078
2011-06-24,1025.552432478248
2011-06-27,1027.9050954380803
2011-06-28,1018.3180151573223
2011-06-29,1006.1486280008289
2011-06-30,1023.8707217875784
2011-07-01,1023.0044786736748
2011-07-04,1022.5959307061866
2011-07-05,1009.1588733657888
2011-07-06,988.9371651593373
2011-07-07,999.0270629469416
2011-07-08,999.2894957503665
2011-07-11,992.324815992234
2011-07-12,973.3590468886645
2011-07-13,963.399463030187
2011-07-14,954.0593769736141
2011-07-15,971.4418574688341
2011-07-18,963.9814520347362
2011-07-19,953.9752094792943
2011-07-20,963.325270176024
2011-07-21,970.2502226184486
2011-07-22,986.6090869267889
2011-07-25,999.2354517316166
2011-07-26,999.9611777702621
2011-07-27,993.4248913727173
2011-07-28,982.2653474397174
2011-07-29,975.3227803930604
2011-08-01,980.9427700633325
2011-08-02,980.8954552705063
2011-08-03,976.728431608815
2011-08-04,969.4923086883358
2011-08-05,945.9535783725879
2011-08-08,913.6459294989111
2011-08-09,875.8236361735584
2011-08-10,859.33027289549
2011-08-11,870.2173034155018
2011-08-12,900.2427893684206
2011-08-15,898.0335124966427
2011-08-16,903.3090886236307
2011-08-17,903.7707172345042
2011-08-18,906.7538786467475
2011-08-19,900.4386359057393
2011-08-22,875.2207043122595
2011-08-23,859.4670245505798
2011-08-24,868.5553032778158
2011-08-25,865.4883531909651
2011-08-26,861.1674179572727
2011-08-29,843.0254544625943
2011-08-30,843.0254544625943
2011-08-31,843.2705437506443
2011-09-01,837.7376330739247
2011-09-02,860.4458807113116
2011-09-05,854.6696656934707
2011-09-06,842.5076003613699
2011-09-07,843.1090778069334
2011-09-08,845.2905507730251
2011-09-09,838.3355862951793
2011-09-12,834.3625797399856
2011-09-13,836.1622414444373
2011-09-14,827.3819889407712
2011-09-15,821.146527815105
2011-09-16,838.5513957388977
2011-09-19,818.952952777232
2011-09-20,815.7424883088225
2011-09-21,809.5097301984847
2011-09-22,799.995871412185
2011-09-23,782.4693389957916
2011-09-26,757.0305679659433
2011-09-27,745.6352909684658
2011-09-28,746.984670196171
2011-09-29,749.4746470886854
2011-09-30,764.9611002171631
2011-10-03,764.4822513281383
2011-10-04,784.494099681924
2011-10-05,778.1720050692682
2011-10-06,751.3076958727563
2011-10-07,752.6851699333901
2011-10-10,737.4231075332419
2011-10-11,760.887771943092
2011-10-12,763.450531456249
2011-10-13,737.3469070427755
2011-10-14,742.4719283513471
2011-10-17,734.8058237844178
2011-10-18,743.6670453735866
2011-10-19,783.2062201016322
2011-10-20,768.1884448707139
2011-10-21,769.1311291024114
2011-10-24,770.4931560988673
2011-10-25,793.3583877640698
2011-10-26,778.2624586448436
2011-10-27,791.1007935371331
2011-10-28,814.0509010703979
2011-10-31,801.210262260296
2011-11-01,802.082632298638
2011-11-02,796.6187908989867
2011-11-03,803.8964407845903
2011-11-04,799.4502340421321
2011-11-07,799.9583053697725
2011-11-08,799.4502340421321
2011-11-09,789.7108991370645
2011-11-10,785.4974512181277
2011-11-11,783.3624489454089
2011-11-14,784.0157221665921
2011-11-15,779.9558033719761
2011-11-16,780.0811712929905
2011-11-17,780.5347942033607
2011-11-18,777.3339778187195
2011-11-21,776.2816121419978
2011-11-22,772.7995359664537
2011-11-23,766.4873993806141
2011-11-24,761.2960073480042
2011-11-25,757.1006874596993
2011-11-28,753.2436852288918
2011-11-29,741.9320493177141
2011-11-30,741.3651653353203
