Date,RUSSIA IMI GROWTH
1997-11-28,224.39088011804702
1997-12-01,218.60660274472812
1997-12-02,220.80038985008363
1997-12-03,224.68809788771134
1997-12-04,243.28642242934635
1997-12-05,250.6450528057308
1997-12-08,264.45187999646396
1997-12-09,263.71582256256266
1997-12-10,252.6620750918191
1997-12-11,240.86087132074354
1997-12-12,240.78893778269753
1997-12-15,256.20853353690865
1997-12-16,257.40745004415544
1997-12-17,260.0016737923787
1997-12-18,258.2175229821007
1997-12-19,242.99971760889878
1997-12-22,253.31531610240916
1997-12-23,253.89396421563404
1997-12-24,255.07376182030893
1997-12-25,255.07376182030893
1997-12-26,257.2769426970037
1997-12-29,266.17130327263743
1997-12-30,267.29951170481854
1997-12-31,268.9238683444032
1998-01-01,268.9238683444032
1998-01-02,268.8171553469418
1998-01-05,274.8887153505055
1998-01-06,270.85238875532946
1998-01-07,270.8037348337133
1998-01-08,254.47489657287286
1998-01-09,248.75896625829193
1998-01-12,215.439551510991
1998-01-13,228.42605413513417
1998-01-14,224.70251581964797
1998-01-15,217.20158766842462
1998-01-16,221.27282898214713
1998-01-19,226.44251367362415
1998-01-20,225.0554652549749
1998-01-21,219.4157503534704
1998-01-22,205.4571035469773
1998-01-23,195.83779223144714
1998-01-26,187.33124124473082
1998-01-27,189.35341605991906
1998-01-28,182.90632181614916
1998-01-29,178.4118567988297
1998-01-30,187.41395265566672
1998-02-02,203.69283916892965
1998-02-03,197.7623875965144
1998-02-04,190.42367998238257
1998-02-05,204.37362208831146
1998-02-06,205.3975570507803
1998-02-09,205.28098073537072
1998-02-10,202.81901574844233
1998-02-11,205.682297897158
1998-02-12,200.26123421966003
1998-02-13,201.6866261405006
1998-02-16,202.7620888392256
1998-02-17,207.934030157297
1998-02-18,202.2173069993201
1998-02-19,206.71938173167646
1998-02-20,205.84284252724194
1998-02-23,208.50488973046703
1998-02-24,204.8451472270749
1998-02-25,203.8992246579673
1998-02-26,204.1906267943844
1998-02-27,204.03125387043679
1998-03-02,210.25168882731344
1998-03-03,208.0523225314852
1998-03-04,214.86962592068735
1998-03-05,210.8055833702833
1998-03-06,218.09679181437693
1998-03-09,217.97515701033655
1998-03-10,223.17313612077749
1998-03-11,220.5990254086479
1998-03-12,215.18963874257798
1998-03-13,214.15674687025572
1998-03-16,213.21366628432557
1998-03-17,202.24959942234605
1998-03-18,194.36553075669127
1998-03-19,199.69455899836078
1998-03-20,202.01910150648274
1998-03-23,208.8299166850513
1998-03-24,211.16347007189162
1998-03-25,209.9344767816651
1998-03-26,206.5262359619979
1998-03-27,209.1438861888548
1998-03-30,201.84400786568668
1998-03-31,199.04537556663723
1998-04-01,196.7168480342371
1998-04-02,198.48212531737892
1998-04-03,195.06597977142002
1998-04-06,195.28081620365847
1998-04-07,194.1791745776737
1998-04-08,194.11207806455408
1998-04-09,189.37157222803108
1998-04-10,192.253267853925
1998-04-13,191.39918263856498
1998-04-14,191.71091190612393
1998-04-15,193.80307768896165
1998-04-16,196.46007655478002
1998-04-17,192.7846768675893
1998-04-20,193.55800795796725
1998-04-21,191.67540556479958
1998-04-22,194.93340128379864
