Date,BOSNIA AND HERZEGOVINA IMI
2012-03-05,1021.186066739357
2012-03-06,1008.674422954623
2012-03-07,1002.1326721933596
2012-03-08,1020.0875889440307
2012-03-09,1004.810661373391
2012-03-12,1008.4844862798659
2012-03-13,998.7690879124713
2012-03-14,1004.7438638994166
2012-03-15,1011.6625417569411
2012-03-16,1007.2521044482556
2012-03-19,1013.5122014433155
2012-03-20,1012.9035874319005
2012-03-21,1006.0555630015862
2012-03-22,1016.1765637288149
2012-03-23,1014.0738627592104
2012-03-26,1020.6252871673036
2012-03-27,1001.7877087977485
2012-03-28,1012.0096934767388
2012-03-29,1010.4478995323691
2012-03-30,1013.4750465044821
2012-04-02,1016.4948145511665
2012-04-03,1012.649089722792
2012-04-04,992.366462168356
2012-04-05,995.3378345383478
2012-04-06,992.5709845330582
2012-04-09,993.167979812291
2012-04-10,995.843708142566
2012-04-11,993.4303184009383
2012-04-12,994.7217931049399
2012-04-13,989.5336996624978
2012-04-16,986.1550425346447
2012-04-17,996.7804741994179
2012-04-18,990.8443467335399
2012-04-19,994.466834822449
2012-04-20,1004.8894222758842
2012-04-23,992.2343228210618
2012-04-24,997.9949951474521
2012-04-25,994.1051925598656
2012-04-26,992.995586265259
2012-04-27,1000.106147600013
2012-04-30,985.2377560590766
2012-05-01,984.4383204601377
2012-05-02,979.0100411058419
2012-05-03,985.5392909269684
2012-05-04,988.9610041252276
2012-05-07,984.3908828926624
2012-05-08,988.9373154421643
2012-05-09,975.5392077911117
2012-05-10,977.6723816874843
2012-05-11,976.475363880653
2012-05-14,962.3021277539251
2012-05-15,954.5436997191252
2012-05-16,948.6207904445912
2012-05-17,945.8188565028212
2012-05-18,933.7281773960838
2012-05-21,946.8839497259146
2012-05-22,926.2137669226669
2012-05-23,912.4358735744414
2012-05-24,896.386439316929
2012-05-25,874.4737129755986
2012-05-28,861.3295857105637
2012-05-29,876.2546171390575
2012-05-30,858.3852177265886
2012-05-31,856.7589985379977
2012-06-01,868.5220365652575
2012-06-04,871.916981096248
2012-06-05,869.6943332140283
2012-06-06,856.0569895193647
2012-06-07,853.8585736084273
2012-06-08,824.9099442722829
2012-06-11,827.8650030843249
2012-06-12,826.2583775672023
2012-06-13,836.6772521584147
2012-06-14,827.6741013668163
2012-06-15,829.5707821658689
2012-06-18,825.890089175232
2012-06-19,828.7431953661013
2012-06-20,820.3759680400614
2012-06-21,814.110327086644
2012-06-22,799.3078109094379
2012-06-25,789.4848702588505
2012-06-26,795.4843497001353
2012-06-27,788.0266325442866
2012-06-28,786.0989989364999
2012-06-29,819.2415291461069
2012-07-02,796.0374549951149
2012-07-03,814.1103270866441
2012-07-04,807.9138303055951
2012-07-05,799.6030119587787
2012-07-06,794.8231047012853
2012-07-09,794.3232788273691
2012-07-10,797.6513002982832
2012-07-11,797.2516503701572
2012-07-12,793.3278576030729
2012-07-13,800.1042202427737
2012-07-16,816.4212652202784
2012-07-17,814.6114706643873
2012-07-18,818.0595345177668
2012-07-19,840.4733694089866
2012-07-20,834.068119455484
2012-07-23,842.0320821288412
2012-07-24,829.0378216977743
2012-07-25,825.560018893529
2012-07-26,836.8563332159177
2012-07-27,826.9265449399809
2012-07-30,821.4982082114471
2012-07-31,826.4124031475397
2012-08-01,825.1653803449279
2012-08-02,808.3855448750248
2012-08-03,828.9187180562188
2012-08-06,841.6715720474742
2012-08-07,851.6888251242264
2012-08-08,847.3839692714423
2012-08-09,845.8917400827745
2012-08-10,855.3015458960738
2012-08-13,859.3020281674429
2012-08-14,861.7213458384513
2012-08-15,858.9345299691505
2012-08-16,875.4101075868243
2012-08-17,870.7317134249331
2012-08-20,873.8358773400361
2012-08-21,866.9093965997658
2012-08-22,866.0252180916799
2012-08-23,883.0446876997859
2012-08-24,878.4106174689848
2012-08-27,873.0802367754525
2012-08-28,885.5414265680351
2012-08-29,885.8039813939357
2012-08-30,869.4360926471101
2012-08-31,871.2150598240275
2012-09-03,872.1780661129964
2012-09-04,870.7215884021554
2012-09-05,894.3333517270174
2012-09-06,898.1867824802167
2012-09-07,921.1596817065632
2012-09-10,933.8993674520655
2012-09-11,944.3763201907965
2012-09-12,947.5190552266866
2012-09-13,949.5468590418728
2012-09-14,977.0066983366307
2012-09-17,976.2192130881059
2012-09-18,997.0631754965917
2012-09-19,1004.143945413422
2012-09-20,996.031262963143
2012-09-21,998.8756491034331
2012-09-24,993.2030301036712
2012-09-25,1003.0009659813365
2012-09-26,988.0798786673884
2012-09-27,989.0557037137465
2012-09-28,989.348468105571
2012-10-01,992.416620129652
2012-10-02,994.7138048592931
2012-10-03,980.1991122015279
2012-10-04,996.6611316739603
2012-10-05,1005.6995983605506
2012-10-08,998.697280279064
2012-10-09,1003.4868619167196
2012-10-10,996.9087148242801
2012-10-11,981.6317105323236
2012-10-12,993.0385872730908
2012-10-15,990.6412918310808
2012-10-16,1002.8201441720829
2012-10-17,1027.4583922410254
2012-10-18,1024.842122098648
2012-10-19,1020.0623933660937
2012-10-22,1014.3333004145051
2012-10-23,1023.2255974814369
2012-10-24,1040.4582924532954
2012-10-25,1039.6654704043149
2012-10-26,1037.431404631024
2012-10-29,990.5325545546436
2012-10-30,999.8989940875338
2012-10-31,970.6255965293433
2012-11-01,969.0526155057311
2012-11-02,962.4874904888627
2012-11-05,978.611925172747
2012-11-06,970.9017396160453
2012-11-07,968.4006766878414
2012-11-08,975.0192566475788
2012-11-09,963.8673626728577
2012-11-12,977.1807593450046
2012-11-13,984.8935316077649
2012-11-14,986.2074921308653
2012-11-15,988.4324315627506
2012-11-16,982.0908821964921
2012-11-19,972.5981813183063
2012-11-20,983.8458742520711
2012-11-21,973.9032240812102
2012-11-22,990.8801690740457
2012-11-23,996.5262099234704
2012-11-26,997.0216490255503
2012-11-27,994.4178569504094
2012-11-28,982.7709966371724
2012-11-29,1030.9206170478355
2012-11-30,1006.6564864985495
2012-12-03,1008.4406974033494
2012-12-04,1026.9437911424359
2012-12-05,1025.5028517368305
2012-12-06,1011.5365093878692
2012-12-07,1000.8286089699282
2012-12-10,1000.6632483511701
2012-12-11,1005.6280038133394
2012-12-12,1019.1705121689672
2012-12-13,1025.0698661532222
2012-12-14,1040.3238439984455
2012-12-17,1006.5130837446874
2012-12-18,1011.506345490762
2012-12-19,1035.7127798954136
2012-12-20,1050.7828046477277
2012-12-21,1045.8281182898859
2012-12-24,1027.825130753633
2012-12-25,1027.825130753633
2012-12-26,1036.5958844066524
2012-12-27,1013.9635231673011
2012-12-28,1031.2401616553097
2012-12-31,1028.3553307346024
2013-01-01,1028.3553307346024
2013-01-02,1032.7061317615721
2013-01-03,1033.3047904017671
2013-01-04,1026.5444129224431
2013-01-07,1030.8070713914801
2013-01-08,1028.5362225705935
2013-01-09,1027.7545739587401
2013-01-10,1049.6215720643777
2013-01-11,1060.0780388871678
2013-01-14,1062.7696779231846
2013-01-15,1044.9726832661793
2013-01-16,1040.9233652780647
2013-01-17,1062.0268105287605
2013-01-18,1056.7220894568025
2013-01-21,1073.43203321347
2013-01-22,1072.9859946715221
2013-01-23,1072.9004629256895
2013-01-24,1088.5353690984768
2013-01-25,1107.0642326222214
2013-01-28,1113.0493450329147
2013-01-29,1097.9555568287562
2013-01-30,1119.9110990623246
2013-01-31,1159.3739140882305
2013-02-01,1142.347591447104
2013-02-04,1142.6735885889254
2013-02-05,1130.2072145636605
2013-02-06,1138.073845207424
2013-02-07,1130.4714748548142
2013-02-08,1132.9565172150656
2013-02-11,1129.374666890631
2013-02-12,1145.3635964262617
2013-02-13,1154.8756653117096
2013-02-14,1137.890914864192
2013-02-15,1138.8584515540347
2013-02-18,1152.6538249835128
2013-02-19,1154.894244727087
2013-02-20,1144.2254919009822
2013-02-21,1124.4629001883757
2013-02-22,1121.4369303403969
2013-02-25,1127.627759060818
2013-02-26,1118.645788543337
2013-02-27,1119.8108563293717
2013-02-28,1118.6831751877855
2013-03-01,1111.0339325121563
2013-03-04,1104.9474296450885
2013-03-05,1102.755230777236
2013-03-06,1092.1214419612497
2013-03-07,1104.2569956523328
2013-03-08,1092.2814693440498
2013-03-11,1103.6663394541854
2013-03-12,1107.6649296926034
2013-03-13,1095.0635783030605
2013-03-14,1098.710984107473
2013-03-15,1114.5892224507295
2013-03-18,1088.776235622598
2013-03-19,1084.456318625255
2013-03-20,1093.2343973425848
2013-03-21,1092.3804920764287
2013-03-22,1097.0290783136113
2013-03-25,1087.0414801929494
2013-03-26,1082.011818789055
2013-03-27,1083.529466492803
2013-03-28,1089.9401235504197
2013-03-29,1081.8088887321821
2013-04-01,1082.3418345194584
2013-04-02,1080.2716789990898
2013-04-03,1081.0877817620058
2013-04-04,1084.988471295875
2013-04-05,1099.1472475783073
2013-04-08,1098.363698531787
2013-04-09,1092.1300822061394
2013-04-10,1104.4786301600582
2013-04-11,1104.4871649578615
2013-04-12,1102.0463910715955
2013-04-15,1104.0213902591806
2013-04-16,1103.0455890377962
2013-04-17,1107.3651401707898
2013-04-18,1111.4650339451723
2013-04-19,1100.7946117858648
2013-04-22,1101.67928521975
2013-04-23,1093.8124711334797
2013-04-24,1092.1772033194927
2013-04-25,1082.3738925292319
2013-04-26,1085.7900407287698
2013-04-29,1088.3942029036257
2013-04-30,1098.5055910865085
2013-05-01,1099.2465729354708
2013-05-02,1089.2540902191265
2013-05-03,1092.8699623624952
2013-05-06,1088.2545329604711
2013-05-07,1039.4041412263934
2013-05-08,1034.9766692715987
2013-05-09,1016.868254817572
2013-05-10,1007.2913825122099
2013-05-13,1001.9399821436041
2013-05-14,992.3298505468957
2013-05-15,974.7889974957877
2013-05-16,1008.9526838991942
2013-05-17,990.9597514417976
2013-05-20,993.4676033073408
2013-05-21,996.4139997814729
2013-05-22,993.3327398478799
2013-05-23,995.2985675538918
2013-05-24,997.5029576245046
2013-05-27,998.162878207763
2013-05-28,988.296809413645
2013-05-29,996.8804387999201
2013-05-30,1010.1679335179995
2013-05-31,978.3825523392236
2013-06-03,985.1761977441373
2013-06-04,988.3695842497743
2013-06-05,986.1460954826478
2013-06-06,994.3290523567196
2013-06-07,1006.7790674918483
2013-06-10,1022.2766079825712
2013-06-11,1028.4865212017278
2013-06-12,1015.600526710607
2013-06-13,1012.8035852355777
2013-06-14,976.7902957571251
2013-06-17,1000.293619107361
2013-06-18,1003.6840966577454
2013-06-19,1004.5439158132962
2013-06-20,961.605591701211
2013-06-21,967.1146127506775
2013-06-24,988.8821759676241
2013-06-25,956.7611658362639
2013-06-26,981.781784555095
2013-06-27,982.1586900236523
2013-06-28,981.832315554499
2013-07-01,1001.524809312783
2013-07-02,987.3086702895682
2013-07-03,996.6425626880448
2013-07-04,992.1678544075137
2013-07-05,972.4880195818622
2013-07-08,974.758768073667
2013-07-09,968.8324080938773
2013-07-10,970.8419027234493
2013-07-11,950.8574760727649
2013-07-12,1002.9285349348595
2013-07-15,985.1875652620245
2013-07-16,995.4488618242149
2013-07-17,993.850148550502
2013-07-18,993.71709856241
2013-07-19,997.3554984194238
2013-07-22,1004.9188789573595
2013-07-23,1015.6040983325902
2013-07-24,1016.9787654933003
2013-07-25,1007.2261558806252
2013-07-26,1016.7972222029787
2013-07-29,1009.2940147412781
2013-07-30,1020.1801621075258
2013-07-31,1038.4866563532362
2013-08-01,1015.0322391967903
2013-08-02,1039.4104631507994
2013-08-05,1043.0536393394777
2013-08-06,1048.5191126453055
2013-08-07,1050.693306536068
2013-08-08,1055.9426383211094
2013-08-09,1053.27547938894
2013-08-12,1024.0221177034834
2013-08-13,1019.9723092688832
2013-08-14,1024.0487038819479
2013-08-15,1022.869204036696
2013-08-16,1047.6108321529312
2013-08-19,1048.9695083174981
2013-08-20,1067.0493642043675
2013-08-21,1056.3225136378041
2013-08-22,1053.7999093817095
2013-08-23,1043.5113785136414
2013-08-26,1041.2635850016109
2013-08-27,1066.1538943661494
2013-08-28,1053.4471403712846
2013-08-29,1042.5814021634637
2013-08-30,1039.5238756351746
2013-09-02,1037.636212881283
2013-09-03,1035.19307346313
2013-09-04,1040.0451561217387
2013-09-05,1032.0972610204585
2013-09-06,1043.5308656153707
2013-09-09,1049.2692513405796
2013-09-10,1052.4828368018582
2013-09-11,1055.274473530207
2013-09-12,1067.8098130828164
2013-09-13,1055.45657723343
2013-09-16,1062.8784599748562
2013-09-17,1062.5882839628507
2013-09-18,1070.943357200919
2013-09-19,1095.3411022707432
2013-09-20,1092.8799094579906
2013-09-23,1082.5796290617823
2013-09-24,1082.5796290617823
2013-09-25,1082.7015233904142
2013-09-26,1090.2249416965494
2013-09-27,1064.966011069269
2013-09-30,1064.5974724628152
2013-10-01,1076.6233700412643
2013-10-02,1074.5789904868363
2013-10-03,1065.7957109616736
2013-10-04,1065.449466451904
2013-10-07,1068.9244579198323
2013-10-08,1070.930850937583
2013-10-09,1068.1865359887258
2013-10-10,1069.6955555866052
2013-10-11,1082.8616041124485
2013-10-14,1084.7044847251711
2013-10-15,1078.1513972522914
2013-10-16,1077.184545380165
2013-10-17,1073.9363596311423
2013-10-18,1076.4556599390899
2013-10-21,1074.8750167297258
2013-10-22,1089.534724293535
2013-10-23,1094.2948608361378
2013-10-24,1095.9166676802438
2013-10-25,1095.1823981024907
2013-10-28,1094.8917468010382
2013-10-29,1084.0404257089494
2013-10-30,1114.1016180354368
2013-10-31,1107.6495845734266
2013-11-01,1099.7206400063205
2013-11-04,1111.8157090987554
2013-11-05,1120.267642146083
2013-11-06,1143.4352564259589
2013-11-07,1124.6587685914087
2013-11-08,1122.0262090636006
2013-11-11,1104.4976795921416
2013-11-12,1096.2759773077821
2013-11-13,1115.4907178109322
2013-11-14,1119.9427020967078
2013-11-15,1121.6508799341066
2013-11-18,1118.667714636136
2013-11-19,1084.534344404355
2013-11-20,1079.6070182715891
2013-11-21,1072.320356083762
2013-11-22,1077.3254816956041
2013-11-25,1075.911912816614
2013-11-26,1080.2012378521097
2013-11-27,1065.6552311121131
2013-11-28,1076.1070648159498
2013-11-29,1084.6004005388966
2013-12-02,1079.864318387869
2013-12-03,1082.33995300573
2013-12-04,1088.2885329206495
2013-12-05,1092.7227216609624
2013-12-06,1107.206575197372
2013-12-09,1114.517717036129
2013-12-10,1131.2423513750011
2013-12-11,1136.4539555559998
2013-12-12,1129.7706743242338
2013-12-13,1127.8671679755532
2013-12-16,1129.8103990314887
2013-12-17,1127.8671679755532
2013-12-18,1126.8373868896717
2013-12-19,1196.0745842979147
2013-12-20,1196.2417856097618
2013-12-23,1216.0294128750943
2013-12-24,1196.784053754639
2013-12-25,1196.784053754639
2013-12-26,1232.6386356236358
2013-12-27,1226.0410664502717
2013-12-30,1229.3318706547648
2013-12-31,1226.2138273713201
2014-01-01,1226.2138273713201
2014-01-02,1215.4241390268398
2014-01-03,1211.4478793578694
2014-01-06,1213.9829078781313
2014-01-07,1210.7736588260343
2014-01-08,1224.3670436527248
2014-01-09,1190.8835256629873
2014-01-10,1209.2405829341556
2014-01-13,1195.6561550687727
2014-01-14,1198.5847365745922
2014-01-15,1190.4619860486991
2014-01-16,1191.0829022763403
2014-01-17,1194.885269433855
2014-01-20,1187.4308018070753
2014-01-21,1185.7450447823492
2014-01-22,1179.6339291047695
2014-01-23,1209.7481717823728
2014-01-24,1210.5767366986122
2014-01-27,1197.8165685268748
2014-01-28,1196.937913086779
2014-01-29,1195.2261528427327
2014-01-30,1189.7874452297397
2014-01-31,1181.2989476970492
2014-02-03,1183.8380226910406
2014-02-04,1183.1020338674841
2014-02-05,1185.066707717186
2014-02-06,1198.5702319974623
2014-02-07,1193.382444909353
2014-02-10,1185.0086684282082
2014-02-11,1187.536046099413
2014-02-12,1179.8630789762499
2014-02-13,1187.0201167220894
2014-02-14,1198.4589317250463
2014-02-17,1199.928300226478
2014-02-18,1204.188750142912
2014-02-19,1194.657846807534
2014-02-20,1191.0563263242918
2014-02-21,1183.3931996969147
2014-02-24,1172.4230523727026
2014-02-25,1182.7275599121267
2014-02-26,1173.9917967301617
2014-02-27,1176.2338547991296
2014-02-28,1183.7658853506082
2014-03-03,1184.186138334516
2014-03-04,1193.2854985866372
2014-03-05,1183.314185040563
2014-03-06,1191.980546358968
2014-03-07,1185.7123246377878
2014-03-10,1189.596338796271
2014-03-11,1188.4998977735938
2014-03-12,1193.400226554367
2014-03-13,1195.7205443972848
2014-03-14,1197.5698980353484
2014-03-17,1188.143491998191
2014-03-18,1192.5203688151962
2014-03-19,1190.163771403935
2014-03-20,1179.427595869934
2014-03-21,1179.3444819841748
2014-03-24,1177.386405327096
2014-03-25,1251.4763820316648
2014-03-26,1223.9758281744698
2014-03-27,1210.116425799529
2014-03-28,1194.5738431618702
2014-03-31,1175.7044225688398
2014-04-01,1176.6994822063773
2014-04-02,1174.421625261377
2014-04-03,1170.0563579818447
2014-04-04,1191.9389509550865
2014-04-07,1205.666035911962
2014-04-08,1198.1966999701335
2014-04-09,1200.8221884097215
2014-04-10,1207.3671177496533
2014-04-11,1207.9243575171383
2014-04-14,1211.4821722776617
2014-04-15,1212.619456212202
2014-04-16,1211.0786436884255
2014-04-17,1216.0645304240336
2014-04-18,1216.0645304240336
2014-04-21,1213.2751947448198
2014-04-22,1246.95676536712
2014-04-23,1247.9066014509021
2014-04-24,1247.024844445814
2014-04-25,1252.7111717736445
2014-04-28,1253.33187453085
2014-04-29,1229.3188186594223
2014-04-30,1207.7170930700129
2014-05-01,1207.7170930700129
2014-05-02,1207.7170930700129
2014-05-05,1243.7362080672592
2014-05-06,1248.653737421661
2014-05-07,1197.8242719746581
2014-05-08,1183.6544640239995
