Date,MOROCCO IMI
1997-05-30,339.554952613972
1997-06-02,338.03855193341144
1997-06-03,341.67119808347553
1997-06-04,344.9769838488676
1997-06-05,345.1768234660043
1997-06-06,345.74354881972806
1997-06-09,349.16798626078827
1997-06-10,346.1925027291354
1997-06-11,347.53006763244326
1997-06-12,347.0999699921004
1997-06-13,344.973695990585
1997-06-16,345.5728950206653
1997-06-17,344.1201669569563
1997-06-18,345.05872620248
1997-06-19,345.0169296687695
1997-06-20,345.10606148354987
1997-06-23,346.22887182063073
1997-06-24,345.1692098700771
1997-06-25,344.3715347898704
1997-06-26,344.6870929092607
1997-06-27,344.2552698018545
1997-06-30,341.89114971538874
1997-07-01,342.2536060969678
1997-07-02,340.67485730571394
1997-07-03,341.6725672558391
1997-07-04,342.42097137654355
1997-07-07,343.35926333313944
1997-07-08,342.4544374662445
1997-07-09,341.897548741591
1997-07-10,344.4617552274934
1997-07-11,340.22756472011946
1997-07-14,337.3423626883191
1997-07-15,336.22676176822677
1997-07-16,337.99978618903504
1997-07-17,339.7532785146229
1997-07-18,340.7610064375874
1997-07-21,342.35120507030365
1997-07-22,341.64446438496446
1997-07-23,340.08947800214594
1997-07-24,338.89678322940745
1997-07-25,337.65432085279303
1997-07-28,336.85977077848537
1997-07-29,338.34528075288705
1997-07-30,337.79926649508303
1997-07-31,338.8456803401797
1997-08-01,338.6731521533536
1997-08-04,338.7374077883165
1997-08-05,336.3105344193676
1997-08-06,336.3395053935109
1997-08-07,337.87831851209967
1997-08-08,341.72547357638183
1997-08-11,343.51924560043176
1997-08-12,342.5696328274611
1997-08-13,344.4191786532493
1997-08-14,344.94799083923976
1997-08-15,347.5818945002133
1997-08-18,349.0797064342986
1997-08-19,347.4733417830528
1997-08-20,344.3823745248128
1997-08-21,343.76499248220654
1997-08-22,349.1357072242359
1997-08-25,348.36652257479943
1997-08-26,351.420742641679
1997-08-27,349.43214441819623
1997-08-28,351.4858208248874
1997-08-29,353.2243039182438
1997-09-01,353.8739382543785
1997-09-02,351.5215397201042
1997-09-03,353.50932937620206
1997-09-04,354.19038157163
1997-09-05,356.3590853744487
1997-09-08,356.7331415747957
1997-09-09,357.6985890809419
1997-09-10,357.745060669955
1997-09-11,358.6031474928937
1997-09-12,358.8813532471871
1997-09-15,363.4797543378858
1997-09-16,362.369631185911
1997-09-17,361.11278440331716
1997-09-18,360.3495966410858
1997-09-19,359.88942047791676
1997-09-22,356.2350733698835
1997-09-23,355.4078278678177
1997-09-24,358.7180096154817
1997-09-25,359.29734017986664
1997-09-26,357.1211824858601
1997-09-29,357.0457901364197
1997-09-30,355.6200713419455
1997-10-01,354.73679315715776
1997-10-02,356.67111630782256
1997-10-03,358.24469798813135
1997-10-06,359.51668622934704
1997-10-07,360.4541151972159
1997-10-08,360.30152404780193
1997-10-09,361.3968174529236
1997-10-10,359.8205556452967
1997-10-13,358.3291536881735
1997-10-14,357.65589815639584
1997-10-15,358.05754837752744
1997-10-16,358.6559660000418
1997-10-17,355.56213725545405
1997-10-20,355.9882123810997
1997-10-21,354.9074279570677
1997-10-22,355.6682015905745
1997-10-23,357.5338329076988
1997-10-24,357.4309902246456
1997-10-27,359.5354429045284
1997-10-28,362.41057403408877
1997-10-29,360.8306898832506
1997-10-30,362.06211909366345
1997-10-31,362.16089505765297
1997-11-03,359.80366736615144
1997-11-04,362.4533100230822
1997-11-05,362.19212204865244
1997-11-06,362.9177120224292
1997-11-07,364.71924862293304
1997-11-10,364.6572512285714
1997-11-11,365.0877036491215
1997-11-12,364.7982828057072
1997-11-13,364.3478617908186
1997-11-14,362.4984574574431
1997-11-17,362.6855917585277
1997-11-18,364.35792833278
1997-11-19,362.75735581709
1997-11-20,363.13274229977407
1997-11-21,361.08178926373034
1997-11-24,362.3097392341022
1997-11-25,360.86709785028734
1997-11-26,358.810018788055
1997-11-27,358.4334114668326
1997-11-28,359.3360150779577
1997-12-01,357.8724337424341
1997-12-02,357.94297103550167
1997-12-03,357.97112086907026
1997-12-04,358.0107439393264
1997-12-05,355.63644336039863
1997-12-08,354.3152515964808
1997-12-09,353.54639301075196
1997-12-10,355.07253655339355
1997-12-11,357.3095755158021
1997-12-12,356.65668384875613
1997-12-15,357.3324093113557
1997-12-16,354.35686762000887
1997-12-17,357.9008880768224
1997-12-18,357.7398627325842
1997-12-19,358.72857489333876
1997-12-22,357.03547136823295
1997-12-23,357.8158220292029
1997-12-24,357.18441885370606
1997-12-25,357.0689035366703
1997-12-26,358.5179359963291
1997-12-29,356.6664641025584
1997-12-30,356.0374466457335
1997-12-31,354.7539472910009
1998-01-01,354.7539472910009
1998-01-02,355.5406288572689
1998-01-05,352.493389511415
1998-01-06,351.67810240211236
1998-01-07,352.64786050516074
1998-01-08,352.8309911454474
1998-01-09,353.293704865469
1998-01-12,352.7912090376327
1998-01-13,352.2127864153438
1998-01-14,351.83830908187366
1998-01-15,351.0769526229764
1998-01-16,352.0135475905787
1998-01-19,349.8532227534889
1998-01-20,349.2472009317634
1998-01-21,351.86371040604945
1998-01-22,355.03392131966274
1998-01-23,358.63943202689416
1998-01-26,357.3960226366159
1998-01-27,357.05490285671624
1998-01-28,354.8671715494609
1998-01-29,352.83353105234596
1998-01-30,352.52942589984696
1998-02-02,353.7191178728528
1998-02-03,355.151966848713
1998-02-04,357.1782400129019
1998-02-05,362.41922573880214
1998-02-06,363.17790865735043
1998-02-09,361.9102895308555
1998-02-10,362.90169386515134
1998-02-11,362.19563829925704
1998-02-12,364.89911066306973
