Date,SLOVENIA IMI
2010-11-30,1000.0
2010-12-01,1004.0832455931715
2010-12-02,1008.9534533897514
2010-12-03,1025.271998936053
2010-12-06,1006.9842966660156
2010-12-07,1006.1773986791096
2010-12-08,995.5935013385504
2010-12-09,995.8169901772044
2010-12-10,1002.7816053229918
2010-12-13,1014.8206849753044
2010-12-14,1016.944592917679
2010-12-15,1015.3165282827657
2010-12-16,1008.0263419828115
2010-12-17,1013.0670474379713
2010-12-20,1009.9917447237033
2010-12-21,1007.0347735487893
2010-12-22,1005.382597236579
2010-12-23,999.0866192436484
2010-12-24,1003.0239440746132
2010-12-27,1002.2031214385097
2010-12-28,998.1513062933419
2010-12-29,1002.202690176334
2010-12-30,1021.2607275451951
2010-12-31,1031.5256204172988
2011-01-03,1029.4858194007948
2011-01-04,1019.4078083093407
2011-01-05,1004.3007662150826
2011-01-06,997.45647550824
2011-01-07,992.8935476091561
2011-01-10,982.0992763443636
2011-01-11,976.7625297121491
2011-01-12,986.7666976889149
2011-01-13,1004.6136598004495
2011-01-14,1020.5904691629933
2011-01-17,1025.2851458977789
2011-01-18,1032.3052173107915
2011-01-19,1031.4735686864683
2011-01-20,1027.3376840691305
2011-01-21,1042.3600665853605
2011-01-24,1047.46112739615
2011-01-25,1049.004214868623
2011-01-26,1047.3085597740478
2011-01-27,1052.685607387796
2011-01-28,1045.8398184087273
2011-01-31,1043.0826421863749
2011-02-01,1050.311165266539
2011-02-02,1054.509955439345
2011-02-03,1032.6386239105434
2011-02-04,1022.3920392674677
2011-02-07,1033.4884091331846
2011-02-08,1043.3326094416966
2011-02-09,1040.9806444694982
2011-02-10,1025.69791664085
2011-02-11,1021.3790915986694
2011-02-14,1010.9501626781224
2011-02-15,1014.9264672114231
2011-02-16,1020.2614070276977
2011-02-17,1026.4261881385578
2011-02-18,1031.3321807358334
2011-02-21,1019.1710376399615
2011-02-22,1019.1516835678628
2011-02-23,1021.9215577203183
2011-02-24,1018.966646713685
2011-02-25,1014.7148105519296
2011-02-28,1015.1751121182466
2011-03-01,1016.1563437258687
2011-03-02,1013.8001216155905
2011-03-03,1008.1775879426198
2011-03-04,1020.1316903884122
2011-03-07,1023.2659805105293
2011-03-08,1012.6989588034785
2011-03-09,1015.3686401887704
2011-03-10,1015.6203713521148
2011-03-11,1015.5733314546676
2011-03-14,1014.4427323897706
2011-03-15,997.1210554737245
2011-03-16,992.2557455770193
2011-03-17,1000.8082069926193
2011-03-18,1033.603476641671
2011-03-21,1029.1958763819869
2011-03-22,1025.7191526761294
2011-03-23,1018.7654101930567
2011-03-24,1038.7647193162472
2011-03-25,1053.868594465326
2011-03-28,1042.9342118345678
2011-03-29,1030.630923341756
2011-03-30,1036.2029615342858
2011-03-31,1036.6481741613686
2011-04-01,1034.1059331253332
2011-04-04,1033.848514899852
2011-04-05,1030.5548812480486
2011-04-06,1043.620333159675
2011-04-07,1039.2941803663107
2011-04-08,1049.211676682107
2011-04-11,1047.7752741988506
2011-04-12,1041.6130455498107
2011-04-13,1042.4931960244808
2011-04-14,1040.6001631752813
2011-04-15,1033.233082964908
2011-04-18,1009.4787545356807
2011-04-19,997.233609506449
2011-04-20,1026.9745384941775
2011-04-21,998.6274058814715
2011-04-22,998.6274058814715
2011-04-25,997.9077608616194
2011-04-26,1027.9988684756022
2011-04-27,1029.1234399165708
2011-04-28,1048.1666677800697
2011-04-29,1055.759240355632
2011-05-02,1059.7087306387095
2011-05-03,1045.5164485365378
2011-05-04,1040.6449162866804
2011-05-05,1019.1774345785345
2011-05-06,1015.7027589851076
2011-05-09,989.40808498079
2011-05-10,998.3431138166959
2011-05-11,992.4044768606811
2011-05-12,984.6048559020512
2011-05-13,993.880246008637
2011-05-16,997.6516251416577
2011-05-17,994.450049765315
2011-05-18,1005.8243366359474
2011-05-19,1006.5647740202846
2011-05-20,1001.4920156257061
2011-05-23,990.8149506827026
2011-05-24,1000.807233436916
2011-05-25,997.442888524398
2011-05-26,1000.2396083134847
2011-05-27,1010.8060055269523
2011-05-30,1017.1901565602283
2011-05-31,1023.52667629476
2011-06-01,1023.0205062688681
2011-06-02,1019.5622396901368
2011-06-03,1025.1349980144398
2011-06-06,1027.6563191273103
2011-06-07,1033.462383501931
2011-06-08,1026.0250224228416
2011-06-09,1030.4678380176208
2011-06-10,1020.3367982217325
2011-06-13,1015.6138767298243
2011-06-14,1021.0287522190627
2011-06-15,1009.0068254332224
2011-06-16,998.8612842600539
2011-06-17,1009.4817341242812
2011-06-20,1007.3579288982029
2011-06-21,1011.8912930333963
2011-06-22,1015.8539624478103
2011-06-23,993.5592637350948
2011-06-24,1001.3825248654184
2011-06-27,1004.9630885798802
2011-06-28,1003.0346728824574
2011-06-29,1012.1900258627793
2011-06-30,1019.5421925507992
2011-07-01,1017.205378071608
2011-07-04,1012.063572252732
2011-07-05,1012.4620395051081
2011-07-06,1000.407365903651
2011-07-07,1002.5413287521802
2011-07-08,1002.8959785967598
2011-07-11,984.3137642488967
2011-07-12,986.0921768861982
2011-07-13,1007.7393884715668
2011-07-14,1009.8813133222966
2011-07-15,1015.4486301866831
2011-07-18,1000.2053682936836
2011-07-19,1008.9923436316609
2011-07-20,1012.01524112804
2011-07-21,1026.422213329059
2011-07-22,1025.4511541754339
2011-07-25,1017.1929910259547
2011-07-26,1031.3801355951243
2011-07-27,1019.3687894439477
2011-07-28,1017.4879406636719
2011-07-29,1019.460367145302
2011-08-01,1005.5578996256905
2011-08-02,1003.6677691802319
2011-08-03,1012.0899051763333
2011-08-04,997.8279146989048
2011-08-05,990.0755747518737
2011-08-08,966.8790615690108
2011-08-09,908.1515346176186
2011-08-10,934.7334355060144
2011-08-11,927.7998051855909
2011-08-12,950.5982436695198
2011-08-15,965.9784692010868
2011-08-16,971.770161214
2011-08-17,971.8573160074521
2011-08-18,955.3950415072073
2011-08-19,930.3298300318578
2011-08-22,921.8134147234136
2011-08-23,928.7700962612553
2011-08-24,932.4776158098582
