Date,ZIMBABWE IMI
2010-11-30,1000.0
2010-12-01,993.5572391552793
2010-12-02,989.6556102111282
2010-12-03,989.5046385779174
2010-12-06,995.7127480256607
2010-12-07,977.6294988850804
2010-12-08,960.4752410325253
2010-12-09,957.7708191851879
2010-12-10,955.7544221468213
2010-12-13,957.7711318148139
2010-12-14,957.7711318148139
2010-12-15,948.2973409760287
2010-12-16,951.7076713994531
2010-12-17,952.6062207707486
2010-12-20,960.8672815614342
2010-12-21,961.3043950686567
2010-12-22,961.3043950686567
2010-12-23,961.7597020508016
2010-12-24,952.2420402394845
2010-12-27,952.2420402394845
2010-12-28,962.9545539844001
2010-12-29,964.2775438463068
2010-12-30,982.4756077668167
2010-12-31,988.1356876562671
2011-01-03,994.382634104983
2011-01-04,994.682234888516
2011-01-05,1008.4990086787086
2011-01-06,1027.5847766363556
2011-01-07,1055.0865295587682
2011-01-10,1085.0903801616246
2011-01-11,1110.9384661218169
2011-01-12,1112.0044743209153
2011-01-13,1086.8645978611298
2011-01-14,1106.1579340286164
2011-01-17,1099.9003723459116
2011-01-18,1090.9827347752077
2011-01-19,1075.258312627229
2011-01-20,1078.3567240355417
2011-01-21,1068.820003082559
2011-01-24,1092.3102159246766
2011-01-25,1106.831447612499
2011-01-26,1115.1134962134904
2011-01-27,1114.3746604274222
2011-01-28,1118.6550267218981
2011-01-31,1116.7457120825957
2011-02-01,1116.5608004312285
2011-02-02,1112.5079468166423
2011-02-03,1113.5111460257049
2011-02-04,1111.1127753247974
2011-02-07,1103.4503258161362
2011-02-08,1105.6754676541602
2011-02-09,1097.4122521457891
2011-02-10,1094.0651741859795
2011-02-11,1085.4151038454997
2011-02-14,1082.7515438239147
2011-02-15,1077.808541121328
2011-02-16,1077.5089403377951
2011-02-17,1079.2723764180466
2011-02-18,1078.2488186868038
2011-02-21,1087.108828065252
2011-02-22,1092.2497159250056
2011-02-23,1099.2732887754898
2011-02-24,1101.76041442317
2011-02-25,1113.2491727484678
2011-02-28,1113.159292513408
2011-03-01,1111.3711894672897
2011-03-02,1114.4004604377492
2011-03-03,1113.203529623955
2011-03-04,1114.7299668223402
2011-03-07,1116.3422454422014
2011-03-08,1120.7277991614785
2011-03-09,1124.684782189115
2011-03-10,1127.7416440235697
2011-03-11,1137.160381829093
2011-03-14,1147.8071999179542
2011-03-15,1160.4213438637305
2011-03-16,1174.5063649032058
2011-03-17,1177.5480457731712
2011-03-18,1180.433966259133
2011-03-21,1173.8903800071446
2011-03-22,1170.9252240277233
2011-03-23,1152.5478982297002
2011-03-24,1152.5478982297002
2011-03-25,1152.6035050033647
2011-03-28,1308.6721524774205
2011-03-29,1294.2635522249225
2011-03-30,1288.27036848078
2011-03-31,1263.7318947321107
2011-04-01,1258.4454242496492
2011-04-04,1263.0515135952185
2011-04-05,1259.5815140258765
2011-04-06,1260.442626271533
2011-04-07,1256.7977403817522
2011-04-08,1262.8056993051791
2011-04-11,1268.5680172225295
2011-04-12,1269.4656627520658
2011-04-13,1271.2805833097393
2011-04-14,1278.2150257736737
2011-04-15,1288.3214498985703
2011-04-18,1288.3214498985703
2011-04-19,1287.539204772853
2011-04-20,1297.6368494809356
2011-04-21,1338.822051635526
2011-04-22,1338.822051635526
2011-04-25,1338.822051635526
2011-04-26,1344.0175563882042
2011-04-27,1351.658586021186
2011-04-28,1357.4319375750515
2011-04-29,1356.1788376140646
2011-05-02,1356.1788376140646
2011-05-03,1348.3956346249615
2011-05-04,1337.2335307096569
2011-05-05,1335.3019159555895
2011-05-06,1341.1751756091555
2011-05-09,1333.8627730238861
2011-05-10,1339.9312904824883
2011-05-11,1351.7213281389638
2011-05-12,1352.6999524802648
2011-05-13,1361.199265139148
2011-05-16,1367.7727053264812
2011-05-17,1348.5897706458877
2011-05-18,1335.8368767827437
2011-05-19,1337.118879408112
2011-05-20,1334.096624225891
2011-05-23,1330.2115332540593
2011-05-24,1337.115281632797
2011-05-25,1337.115281632797
2011-05-26,1331.419361881122
2011-05-27,1337.266393511665
2011-05-30,1341.6916753298142
2011-05-31,1352.3156717006298
2011-06-01,1354.971940341836
2011-06-02,1355.4030071353789
2011-06-03,1354.0478824349764
2011-06-06,1358.3126029509076
2011-06-07,1363.9457936002386
2011-06-08,1358.5893341637816
2011-06-09,1352.5308991947393
2011-06-10,1357.4325668514682
2011-06-13,1358.0752428775004
2011-06-14,1354.5294362435666
2011-06-15,1363.7400676481438
2011-06-16,1360.381469415429
2011-06-17,1361.7594938853458
2011-06-20,1367.6698148563764
2011-06-21,1364.8715030138685
2011-06-22,1362.064453063716
2011-06-23,1344.1481856290409
2011-06-24,1324.920237300365
2011-06-27,1325.5275524332258
2011-06-28,1337.3273736314352
2011-06-29,1351.0659977031228
2011-06-30,1363.532373335362
2011-07-01,1353.9475649783571
2011-07-04,1354.102407154484
2011-07-05,1347.099573662698
2011-07-06,1358.1878709454459
2011-07-07,1352.8465687495197
2011-07-08,1353.2453281368041
2011-07-11,1350.66070796404
2011-07-12,1341.8100317250542
2011-07-13,1343.5592875851082
2011-07-14,1341.2962847902309
2011-07-15,1340.8338390678841
2011-07-18,1340.3473505540921
2011-07-19,1335.9625596026658
2011-07-20,1330.1740119912288
2011-07-21,1336.0236431943456
2011-07-22,1338.7933170230858
2011-07-25,1337.1155332276899
2011-07-26,1323.8113390488184
2011-07-27,1307.4545456284093
2011-07-28,1316.8426966703678
2011-07-29,1333.3991854913186
2011-08-01,1339.7722431987886
2011-08-02,1342.4831862998224
2011-08-03,1350.5265304711747
2011-08-04,1353.9708222065503
2011-08-05,1347.5411086054887
2011-08-08,1347.5411086054887
2011-08-09,1347.5411086054887
2011-08-10,1341.066965040321
2011-08-11,1339.5580644040422
2011-08-12,1338.8187144067485
2011-08-15,1337.4191141219812
2011-08-16,1338.0444791564425
2011-08-17,1332.8300350642721
2011-08-18,1330.6766778900674
2011-08-19,1327.3839047238557
2011-08-22,1349.724704454763
2011-08-23,1330.1763400339541
2011-08-24,1326.1326281974716
2011-08-25,1310.682493617885
2011-08-26,1307.4685794244574
2011-08-29,1316.7765439838283
2011-08-30,1314.176042833406
2011-08-31,1309.1011282817071
2011-09-01,1313.65541174383
2011-09-02,1312.6760290761704
2011-09-05,1299.3749831962407
2011-09-06,1296.1024924517742
2011-09-07,1298.8806989527461
2011-09-08,1291.446443179716
2011-09-09,1304.6398279441642
2011-09-12,1302.9211357895579
2011-09-13,1295.4521023594402
2011-09-14,1290.3468088108555
2011-09-15,1291.1034281429934
2011-09-16,1285.051713790187
2011-09-19,1277.8593699663702
2011-09-20,1286.1769873245632
2011-09-21,1279.692557294131
2011-09-22,1271.39276849711
2011-09-23,1262.6179270615633
2011-09-26,1253.3426188433502
2011-09-27,1253.3426188433502
2011-09-28,1240.1863559062795
2011-09-29,1241.1262244687714
2011-09-30,1245.745365540101
2011-10-03,1238.7933221993444
2011-10-04,1236.3105355787566
2011-10-05,1232.2488096321124
2011-10-06,1230.7536362847725
2011-10-07,1221.9420604030945
2011-10-10,1196.5808583262412
2011-10-11,1169.1446872496572
2011-10-12,1172.1915721957682
2011-10-13,1175.0764868239532
2011-10-14,1169.1014791382665
2011-10-17,1157.4735210686538
2011-10-18,1139.4364033346105
2011-10-19,1139.7314166504616
2011-10-20,1132.9518684425664
2011-10-21,1146.5374612086384
2011-10-24,1145.3928359188262
2011-10-25,1159.7195195494623
2011-10-26,1166.3327894198576
2011-10-27,1146.4348966372102
2011-10-28,1153.968757980234
2011-10-31,1150.2016443438415
2011-11-01,1154.6731651879888
2011-11-02,1164.4789167538881
2011-11-03,1167.2789813897286
2011-11-04,1178.6096387754237
2011-11-07,1183.145822310126
2011-11-08,1172.6750107960881
2011-11-09,1166.1263063574497
2011-11-10,1189.1404983739722
2011-11-11,1191.8823737003509
2011-11-14,1193.4443463483256
2011-11-15,1193.0685131205148
2011-11-16,1167.4620990734534
2011-11-17,1176.035249614137
2011-11-18,1176.8039912481008
2011-11-21,1176.3148129262092
2011-11-22,1168.4186672987992
2011-11-23,1176.8212078364352
2011-11-24,1180.4367774903624
2011-11-25,1184.030530767007
2011-11-28,1185.102367982117
2011-11-29,1193.5278882521243
2011-11-30,1193.8197299267702
2011-12-01,1206.0333508182891
2011-12-02,1204.937269032388
2011-12-05,1207.1780421454287
2011-12-06,1193.0560190900328
2011-12-07,1189.7978111038078
2011-12-08,1175.6661476639824
2011-12-09,1166.98090941448
2011-12-12,1163.3671747848
2011-12-13,1154.0179433961111
2011-12-14,1147.515376310792
2011-12-15,1139.9327688943563
2011-12-16,1140.537794059877
2011-12-19,1136.0930233693748
2011-12-20,1140.9021859496092
2011-12-21,1141.3319538193416
2011-12-22,1141.3319538193416
2011-12-23,1138.7450129088477
2011-12-26,1138.7450129088477
2011-12-27,1138.7450129088477
2011-12-28,1143.2004521285687
2011-12-29,1195.5465406333865
2011-12-30,1192.0573548077125
2012-01-02,1192.0573548077125
2012-01-03,1192.0573548077125
2012-01-04,1182.7685574996933
2012-01-05,1158.4314542915981
2012-01-06,1164.2190245998806
2012-01-09,1156.9076840415833
2012-01-10,1157.647480616048
2012-01-11,1160.618560231434
2012-01-12,1169.148908383197
2012-01-13,1187.9509801093832
2012-01-16,1194.3228559116337
2012-01-17,1203.88167675702
2012-01-18,1200.4870050609886
2012-01-19,1189.0497320222564
2012-01-20,1174.2768516467747
2012-01-23,1172.7939240529836
2012-01-24,1165.52451250652
2012-01-25,1155.5930998752372
2012-01-26,1148.634846807752
2012-01-27,1140.0901526218013
2012-01-30,1143.1795344607974
2012-01-31,1143.7761989257033
2012-02-01,1144.2679251251357
2012-02-02,1157.1102003306696
2012-02-03,1159.2351370567376
2012-02-06,1162.4465348959036
2012-02-07,1163.722993389736
2012-02-08,1172.2091270091107
2012-02-09,1171.7215401566586
2012-02-10,1183.880814473451
2012-02-13,1183.880814473451
2012-02-14,1189.488483683032
2012-02-15,1194.4741820932272
2012-02-16,1194.4741820932272
2012-02-17,1208.1596437856526
2012-02-20,1211.5392414792057
2012-02-21,1203.5658673519283
2012-02-22,1201.3923070304572
2012-02-23,1207.2588542438348
2012-02-24,1201.2710113169028
2012-02-27,1211.4655485067672
2012-02-28,1215.7771639532648
2012-02-29,1205.0980725469024
2012-03-01,1197.7432848137964
2012-03-02,1195.5184641199553
2012-03-05,1196.321455920735
2012-03-06,1194.204624876301
2012-03-07,1194.1989409727555
2012-03-08,1194.1989409727555
2012-03-09,1195.990935626621
2012-03-12,1192.3165111982316
2012-03-13,1184.7469152003473
2012-03-14,1180.782376949487
2012-03-15,1162.1744112229048
2012-03-16,1161.3731690467826
