Date,PAKISTAN IMI GROWTH
2017-05-31,1000.0
2017-06-01,960.0474054638938
2017-06-02,951.3686237431607
2017-06-05,992.5458735756796
2017-06-06,998.8839890767362
2017-06-07,998.582634693971
2017-06-08,989.7049677877418
2017-06-09,981.7491491798805
2017-06-12,943.6315898534148
2017-06-13,956.431482807857
2017-06-14,950.7132518731446
2017-06-15,947.9722351527167
2017-06-16,938.1975657487194
2017-06-19,922.0245258852896
2017-06-20,882.1278779144222
2017-06-21,898.1673502983747
2017-06-22,919.430167484434
2017-06-23,919.430167484434
2017-06-26,919.430167484434
2017-06-27,919.430167484434
2017-06-28,919.430167484434
2017-06-29,927.6227957178679
2017-06-30,926.0400999660789
2017-07-03,883.4933620732353
2017-07-04,895.1614450369991
2017-07-05,849.0998151387859
2017-07-06,854.1558446246949
2017-07-07,863.6383253604049
2017-07-10,893.6350791121552
2017-07-11,849.4782044485634
2017-07-12,836.1721704122527
2017-07-13,837.0028378498978
2017-07-14,848.9016167698223
2017-07-17,851.8493320000407
2017-07-18,874.4952795273362
2017-07-19,867.1030366747165
2017-07-20,857.4400100325645
2017-07-21,860.6370456570507
2017-07-24,863.6368366560156
2017-07-25,872.4579308532543
2017-07-26,868.7995907582572
2017-07-27,865.8104401937969
2017-07-28,856.8507980988069
2017-07-31,853.9720553075277
2017-08-01,859.2259100011273
2017-08-02,873.4425591795504
2017-08-03,874.443932566658
2017-08-04,871.3446553168569
2017-08-07,861.7291483566787
2017-08-08,846.2172018998886
2017-08-09,841.9667258210415
2017-08-10,833.3350489084917
2017-08-11,824.1907497939476
2017-08-14,824.1907497939478
2017-08-15,795.6420313605182
2017-08-16,799.1085227701245
2017-08-17,777.0607240707925
2017-08-18,769.5577251408513
2017-08-21,745.201641146204
2017-08-22,736.4197138432653
2017-08-23,759.6293346207758
2017-08-24,743.4239207745218
2017-08-25,757.3067087722966
2017-08-28,739.5000141735435
2017-08-29,723.6241843630787
2017-08-30,722.4493746987603
2017-08-31,714.3021160294202
2017-09-01,714.1324077576147
2017-09-04,714.1324077576148
2017-09-05,721.0138545592517
2017-09-06,706.0583335674532
2017-09-07,692.4533118048837
2017-09-08,705.4664449771195
2017-09-11,702.0048291520278
2017-09-12,706.6338959206544
2017-09-13,727.4959575791731
2017-09-14,730.383631687548
2017-09-15,739.266795052919
2017-09-18,733.7461207294158
2017-09-19,737.4532176393021
2017-09-20,736.7822000858071
2017-09-21,726.2252442897931
2017-09-22,724.5956497913802
2017-09-25,724.9333411757206
2017-09-26,717.3663342988717
2017-09-27,709.8435326833122
2017-09-28,708.5085603026972
2017-09-29,709.9813048558934
2017-10-02,701.1969207509037
2017-10-03,678.3238080476218
2017-10-04,662.9568993068157
2017-10-05,663.9182210528035
2017-10-06,679.6630482297413
2017-10-09,675.025732455581
2017-10-10,665.4777437364423
2017-10-11,658.8755370943137
2017-10-12,652.0506875571552
2017-10-13,639.5711108886297
2017-10-16,661.4678002190009
2017-10-17,661.9494213692989
2017-10-18,665.869865642506
2017-10-19,687.4523405376472
2017-10-20,698.0533788411756
2017-10-23,681.2597509247648
2017-10-24,674.2509835479523
2017-10-25,681.4721692428376
2017-10-26,679.9215720467403
2017-10-27,675.9611850230862
2017-10-30,659.0034271213292
2017-10-31,641.9045579388941
2017-11-01,656.1371761844387
2017-11-02,652.3323966005046
2017-11-03,663.4939154897492
2017-11-06,659.0003058934527
2017-11-07,659.8411070761649
2017-11-08,667.8978808602861
2017-11-09,680.772137299092
2017-11-10,671.9707208606615
2017-11-13,669.3654912170407
2017-11-14,667.5697376662981
2017-11-15,661.0873805363453
2017-11-16,662.5798241524082
2017-11-17,661.1143312727058
2017-11-20,652.343034712784
2017-11-21,655.9396456620145
2017-11-22,653.6294258603134
2017-11-23,649.5809934208113
2017-11-24,648.3670321633459
2017-11-27,642.154190333769
2017-11-28,637.1598271169206
2017-11-29,637.5079408401551
2017-11-30,643.3928045777569
2017-12-01,643.3928045777569
2017-12-04,644.1890404524967
2017-12-05,642.0153374984271
2017-12-06,640.8524878058818
2017-12-07,619.9051879386025
2017-12-08,623.4074354126168
2017-12-11,601.9233855466825
2017-12-12,590.0664464259364
2017-12-13,594.773704673067
2017-12-14,586.1619485282927
2017-12-15,591.4371600968972
2017-12-18,587.1175537424971
2017-12-19,576.9028520852709
2017-12-20,582.882549656963
2017-12-21,593.6365862917575
2017-12-22,605.8993248146058
2017-12-25,605.8993248146057
2017-12-26,602.873779135092
2017-12-27,615.647032209126
2017-12-28,619.940543999625
2017-12-29,621.2522271674077
2018-01-01,624.4395646125176
2018-01-02,637.3175407350544
2018-01-03,638.9891013401972
2018-01-04,650.4069033655452
2018-01-05,662.8501181201967
2018-01-08,671.7006568343165
2018-01-09,665.5339193154822
2018-01-10,681.2965825020839
2018-01-11,677.5417100895004
2018-01-12,670.1418481895564
2018-01-15,663.3654771328522
2018-01-16,672.5265089026682
2018-01-17,679.0350906244304
2018-01-18,683.1399226517018
2018-01-19,697.4685945538961
2018-01-22,711.0631193306898
2018-01-23,710.025212376726
2018-01-24,713.9742838173677
2018-01-25,707.4506812951225
2018-01-26,699.6934811138185
2018-01-29,696.5217674535874
2018-01-30,692.6014779645158
2018-01-31,682.5301809305159
2018-02-01,685.1377450185554
2018-02-02,684.4233772886137
2018-02-05,684.4233772886136
2018-02-06,676.5730755091565
2018-02-07,682.4933897682339
2018-02-08,676.0840932910158
2018-02-09,677.8822776309246
2018-02-12,668.425789684229
2018-02-13,670.3576204922667
2018-02-14,664.7148724533106
2018-02-15,656.9851685992899
2018-02-16,668.8371991944716
2018-02-19,668.4275495366443
2018-02-20,665.4356519894951
2018-02-21,654.266942805724
2018-02-22,666.8268431911301
2018-02-23,664.1755488961641
2018-02-26,656.4952886727398
2018-02-27,655.4835054708286
2018-02-28,660.3809155496617
2018-03-01,669.5550926336147
2018-03-02,673.6333857156834
2018-03-05,675.0015680789936
2018-03-06,674.501920171409
2018-03-07,670.238096576349
2018-03-08,664.6018266790189
2018-03-09,663.9889482164493
2018-03-12,672.7790938034495
2018-03-13,676.9445211514762
2018-03-14,672.1270578656045
2018-03-15,671.3753601283375
