Date,BAHRAIN IMI
2002-05-31,352.6705162375865
2002-06-03,352.6705162375865
2002-06-04,352.6705162375865
2002-06-05,351.1526229976142
2002-06-06,351.0437347707303
2002-06-07,351.15262299761423
2002-06-10,348.1930331478192
2002-06-11,342.6528234779704
2002-06-12,342.6528234779704
2002-06-13,344.17071671794275
2002-06-14,344.17071671794275
2002-06-17,338.63050704809393
2002-06-18,340.1484002880664
2002-06-19,335.2157505384081
2002-06-20,336.35467374863936
2002-06-21,336.35467374863936
2002-06-24,318.5951215288616
2002-06-25,318.5951215288616
2002-06-26,329.7517374987091
2002-06-27,325.8056176989824
2002-06-28,325.8056176989824
2002-07-01,326.18458772872356
2002-07-02,325.6532244386828
2002-07-03,325.6532244386828
2002-07-04,325.6532244386828
2002-07-05,325.6532244386828
2002-07-08,324.6666944887511
2002-07-09,323.66642821144336
2002-07-10,323.68016453881944
2002-07-11,316.1668949691073
2002-07-12,316.1668949691073
2002-07-15,316.1668949691073
2002-07-16,322.23846792899684
2002-07-17,329.22037420866826
2002-07-18,328.7652075487773
2002-07-19,328.7652075487773
2002-07-22,333.3188872686945
2002-07-23,333.3188872686945
2002-07-24,333.3188872686945
2002-07-25,333.3188872686945
2002-07-26,333.3188872686945
2002-07-29,334.8367805086669
2002-07-30,330.2831007887498
2002-07-31,332.05885469862676
2002-08-01,336.00497449835336
2002-08-02,336.00497449835336
2002-08-05,336.00497449835336
2002-08-06,336.00497449835336
2002-08-07,331.3971797760801
2002-08-08,331.3971797760801
2002-08-09,331.3971797760801
2002-08-12,336.66520100031454
2002-08-13,335.12926942622346
2002-08-14,335.12926942622346
2002-08-15,336.66520100031454
2002-08-16,336.66520100031454
2002-08-19,336.66520100031454
2002-08-20,335.66694732938174
2002-08-21,334.13101575529066
2002-08-22,331.0591526071085
2002-08-23,331.0591526071085
2002-08-26,331.0449882863566
2002-08-27,332.5950841811996
2002-08-28,331.0449882863566
2002-08-29,333.5790411545511
2002-08-30,333.5790411545511
2002-09-02,338.08280643661203
2002-09-03,340.8305153522967
2002-09-04,340.8305153522967
2002-09-05,339.32926025827635
2002-09-06,339.32926025827635
2002-09-09,339.3440001105266
2002-09-10,341.1002893756253
2002-09-11,341.08531662465265
2002-09-12,341.08531662465265
2002-09-13,341.10028937562527
2002-09-16,340.1097297544436
2002-09-17,340.1097297544436
2002-09-18,339.1341428842345
2002-09-19,339.1341428842345
2002-09-20,339.1341428842345
2002-09-23,339.148856858849
2002-09-24,339.1341428842345
2002-09-25,339.1341428842345
2002-09-26,319.1679080155726
2002-09-27,319.1679080155726
2002-09-30,324.9778110176121
2002-10-01,330.98283139369335
2002-10-02,329.25517163724203
2002-10-03,329.2409714492152
2002-10-04,329.2409714492152
2002-10-07,325.7882838384186
2002-10-08,325.7882838384186
2002-10-09,325.7743461928785
2002-10-10,324.28702874439824
2002-10-11,324.27309109885823
2002-10-14,325.32442754648065
2002-10-15,323.82317245246037
2002-10-16,325.3381064156626
2002-10-17,325.32442754648065
2002-10-18,325.32442754648065
2002-10-21,326.3000144166897
2002-10-22,327.080483912857
2002-10-23,327.080483912857
2002-10-24,329.30252460473037
2002-10-25,329.3163328620913
2002-10-28,333.3699207213963
2002-10-29,333.35637124039346
2002-10-30,333.35637124039346
2002-10-31,333.35637124039346
2002-11-01,333.35637124039346
2002-11-04,333.35637124039346
2002-11-05,332.3807843701844
2002-11-06,329.3086654031591
2002-11-07,329.3086654031591
2002-11-08,329.3086654031591
2002-11-11,331.44286020983196
2002-11-12,329.25822227851955
2002-11-13,328.62483977026557
2002-11-14,327.92708751132903
2002-11-15,327.9391381424945
2002-11-18,326.54741000938816
2002-11-19,325.7894351192443
2002-11-20,326.76657285708535
2002-11-21,326.75467771793484
2002-11-22,326.76657285708535
2002-11-25,340.8813322088623
2002-11-26,340.5021908455255
2002-11-27,340.30676329795733
2002-11-28,335.6584235229911
2002-11-29,335.6584235229911
2002-12-02,335.47807538815135
2002-12-03,335.31871896362463
2002-12-04,337.05323608812853
2002-12-05,337.0378563699728
2002-12-06,337.05323608812853
2002-12-09,335.31871896362463
2002-12-10,335.5332566376206
2002-12-11,334.8959154675203
2002-12-12,333.28776719878994
2002-12-13,333.28776719878994
2002-12-16,332.9046571997118
2002-12-17,332.88971261221855
2002-12-18,333.52705378231883
2002-12-19,333.97450158821147
2002-12-20,333.97450158821147
2002-12-23,333.43210710021503
2002-12-24,333.4964957106363
2002-12-25,333.4964957106363
2002-12-26,332.9541012226399
2002-12-27,332.96905434973655
2002-12-30,326.69936371135935
2002-12-31,329.2419928193075
2003-01-01,329.2419928193075
2003-01-02,329.11961747173166
2003-01-03,329.11961747173166
2003-01-06,330.71911838695377
2003-01-07,330.8743109075129
2003-01-08,329.4825460400373
2003-01-09,329.62304287912093
2003-01-10,329.61054158876107
2003-01-13,325.9831540833177
2003-01-14,326.1111496320415
2003-01-15,328.9872146727652
2003-01-16,329.8828908454828
2003-01-17,329.8954744551746
2003-01-20,330.5281261966272
2003-01-21,331.9620789102197
2003-01-22,332.41180006523916
2003-01-23,335.616946390859
2003-01-24,335.616946390859
2003-01-27,333.8194428966216
2003-01-28,334.3261130949478
2003-01-29,334.6610045646398
2003-01-30,334.68555215287944
2003-01-31,334.68555215287944
2003-02-03,330.8839813652486
2003-02-04,329.4393527761319
2003-02-05,327.3551954078776
2003-02-06,327.3551954078776
2003-02-07,327.3551954078776
2003-02-10,322.95449523900726
2003-02-11,322.95449523900726
2003-02-12,322.9669104549646
2003-02-13,322.9669104549646
2003-02-14,322.9669104549646
2003-02-17,323.08901940195915
2003-02-18,323.6372297679565
2003-02-19,324.58734893403187
2003-02-20,324.58734893403187
2003-02-21,324.58734893403187
2003-02-24,323.6190690888709
2003-02-25,323.38486040467905
2003-02-26,323.4949490206765
2003-02-27,322.8195326874142
2003-02-28,322.80723004538817
2003-03-03,323.0667466415121
2003-03-04,323.0667466415121
2003-03-05,320.95770797274207
2003-03-06,321.10126608562035
2003-03-07,321.10126608562035
2003-03-10,322.24494442537303
2003-03-11,324.01551024315614
2003-03-12,324.01551024315614
2003-03-13,324.01551024315614
2003-03-14,324.01551024315614
2003-03-17,321.7371675946716
2003-03-18,320.004462352828
2003-03-19,320.7526366076574
2003-03-20,320.8958723709025
2003-03-21,320.8958723709025
2003-03-24,321.3693337748519
2003-03-25,322.3220792146986
2003-03-26,322.9953715145605
2003-03-27,322.9953715145605
2003-03-28,322.9953715145605
2003-03-31,323.22156457653267
2003-04-01,323.24458863344256
2003-04-02,320.4292962837571
2003-04-03,320.21550382057234
2003-04-04,320.21550382057234
2003-04-07,321.7705387508599
2003-04-08,323.748248863182
2003-04-09,324.59325251864715
2003-04-10,330.27190016519336
