Date,ARGENTINA IMI
2010-11-30,1000.0
2010-12-01,1028.723272698751
2010-12-02,1040.5856536464582
2010-12-03,1034.3036472536205
2010-12-06,1049.6878082510905
2010-12-07,1040.6768602659479
2010-12-08,1038.3164462942802
2010-12-09,1044.4232466905335
2010-12-10,1063.6408119200512
2010-12-13,1062.2150868900364
2010-12-14,1054.7037835588521
2010-12-15,1028.1851656941722
2010-12-16,1027.6475452315437
2010-12-17,1027.2576249178044
2010-12-20,1032.9987155903584
2010-12-21,1039.7318104724363
2010-12-22,1044.9034136446642
2010-12-23,1035.1421775918318
2010-12-24,1035.1421775918318
2010-12-27,1028.5182739176566
2010-12-28,1024.510292464931
2010-12-29,1032.7896714874773
2010-12-30,1041.1698985408486
2010-12-31,1050.2802496090276
2011-01-03,1073.6115733421068
2011-01-04,1068.3331357828847
2011-01-05,1055.1864331033096
2011-01-06,1058.6823783687373
2011-01-07,1057.2148570034124
2011-01-10,1050.6129459192045
2011-01-11,1052.2426380462473
2011-01-12,1060.9925405250387
2011-01-13,1048.9563347501912
2011-01-14,1041.0579216056533
2011-01-17,1041.0579216056533
2011-01-18,1063.5422947587656
2011-01-19,1087.8467463456495
2011-01-20,1077.954239955879
2011-01-21,1068.4009069027966
2011-01-24,1063.7260580584698
2011-01-25,1054.892578305617
2011-01-26,1069.0620806299157
2011-01-27,1058.9654873590487
2011-01-28,1027.0436380233134
2011-01-31,1037.462226959732
2011-02-01,1041.4602609589936
2011-02-02,1037.96642193675
2011-02-03,1036.2648147839752
2011-02-04,1017.999505306941
2011-02-07,1008.4731041079739
2011-02-08,1017.2293964266214
2011-02-09,1000.5987895935012
2011-02-10,973.707065919385
2011-02-11,982.1426645011533
2011-02-14,996.9407221563072
2011-02-15,983.8553415626789
2011-02-16,990.3570761211392
2011-02-17,983.6863921821086
2011-02-18,987.5829632122129
2011-02-21,987.5829632122129
2011-02-22,972.5792446657317
2011-02-23,937.2944492702827
2011-02-24,930.8546935596954
2011-02-25,952.5398497493229
2011-02-28,956.6425874226503
2011-03-01,944.3390741138068
2011-03-02,931.6610721466823
2011-03-03,955.6778656859378
2011-03-04,958.2762718038316
2011-03-07,953.3668898713186
2011-03-08,960.3977611954984
2011-03-09,955.5521451842393
2011-03-10,935.0296757363695
2011-03-11,932.3909429856323
2011-03-14,922.8887323622093
2011-03-15,908.8840191564869
2011-03-16,890.7876905275056
2011-03-17,906.4239720342185
2011-03-18,913.4689710581811
2011-03-21,927.1600744530124
2011-03-22,921.8408165978085
2011-03-23,918.3349425555272
2011-03-24,929.0707233275768
2011-03-25,924.0469878267153
2011-03-28,928.4145965107423
2011-03-29,927.5266826563462
2011-03-30,941.0070077885878
2011-03-31,932.8431133485778
2011-04-01,957.4531655165298
2011-04-04,981.0867586051143
2011-04-05,987.0024821576471
2011-04-06,986.2283220111383
2011-04-07,972.3222011179728
2011-04-08,972.7641651037088
2011-04-11,960.5940988138318
2011-04-12,950.0906912848711
2011-04-13,948.6328791576403
2011-04-14,934.6131942692649
2011-04-15,932.5867494242674
2011-04-18,910.6803997649847
2011-04-19,912.8607457557915
2011-04-20,923.8449405738389
2011-04-21,928.5168482398881
2011-04-22,928.5168482398881
2011-04-25,925.9159866037621
2011-04-26,917.2559391983071
2011-04-27,912.7303214869931
2011-04-28,905.7142068244304
2011-04-29,915.3803470111656
2011-05-02,911.3730459324553
2011-05-03,907.6798909345072
2011-05-04,902.0332377479111
2011-05-05,894.997432664332
2011-05-06,898.3383818757204
2011-05-09,923.9911682405545
2011-05-10,958.8681709065278
2011-05-11,936.361440049893
2011-05-12,930.265368287223
2011-05-13,918.441565736128
2011-05-16,911.0047942209427
2011-05-17,917.0205950395554
2011-05-18,933.6320188414918
2011-05-19,930.2113949326373
2011-05-20,924.3543179325807
2011-05-23,910.0831986680993
2011-05-24,909.0436825312056
2011-05-25,911.6962641462097
2011-05-26,918.230856716892
2011-05-27,924.1152411403101
2011-05-30,924.1152411403101
2011-05-31,925.5650659725902
2011-06-01,894.0342812884458
2011-06-02,893.7854254137386
2011-06-03,895.5510840306091
2011-06-06,887.4878534052524
2011-06-07,886.5868030709902
2011-06-08,873.5714500785964
2011-06-09,889.0290243889732
2011-06-10,882.595890985872
2011-06-13,888.4745197137157
2011-06-14,905.0553186284511
2011-06-15,900.5818904335888
2011-06-16,889.6063647778805
2011-06-17,912.7029874086165
2011-06-20,918.0912373961714
2011-06-21,927.736536183718
2011-06-22,919.9562665361536
2011-06-23,920.2882681675453
2011-06-24,913.1025358079579
2011-06-27,921.0523588323773
2011-06-28,933.4033618558756
2011-06-29,948.7114996156937
2011-06-30,963.275303228924
2011-07-01,978.9772344937121
2011-07-04,978.9772344937121
2011-07-05,984.0743542357178
2011-07-06,988.9132987957886
2011-07-07,987.9279382034828
2011-07-08,984.0423980082925
2011-07-11,962.1472659022928
2011-07-12,941.9510730376484
2011-07-13,947.8801794289096
2011-07-14,939.6151841715593
2011-07-15,945.7957713347091
2011-07-18,924.1541301907713
2011-07-19,923.4296684449924
2011-07-20,927.8619551112132
2011-07-21,945.9033650670638
2011-07-22,945.3715856733953
2011-07-25,941.6830159250219
2011-07-26,940.0786346007338
2011-07-27,924.3495011818922
2011-07-28,923.3003964719757
2011-07-29,927.3677121886855
2011-08-01,929.9769019878958
2011-08-02,920.0335332619903
2011-08-03,911.0128716979598
2011-08-04,860.0292871040144
2011-08-05,855.686047728496
2011-08-08,771.160007814814
2011-08-09,808.5714785428661
2011-08-10,797.9966675765105
2011-08-11,824.8926808272346
2011-08-12,824.63695465195
2011-08-15,842.2498285077927
2011-08-16,835.5841458637287
2011-08-17,842.3041825160512
2011-08-18,805.0564792911003
2011-08-19,786.3627552320584
2011-08-22,788.4824610125572
2011-08-23,806.187392554346
2011-08-24,809.4788515726331
2011-08-25,790.7129699055516
2011-08-26,798.58285139636
2011-08-29,811.4789740196065
2011-08-30,818.7747395294175
2011-08-31,819.8851854806701
2011-09-01,808.3178366088111
2011-09-02,790.6470802156343
2011-09-05,790.6470802156343
2011-09-06,771.7209906663958
2011-09-07,789.929915922892
2011-09-08,769.2273163612423
2011-09-09,743.5667566417275
2011-09-12,731.788522452916
2011-09-13,736.8191382902634
2011-09-14,755.2767212418053
2011-09-15,757.6564650590036
2011-09-16,762.3049095462177
2011-09-19,743.6603345303487
2011-09-20,743.6867665570207
2011-09-21,724.2950257718795
2011-09-22,675.914125344467
2011-09-23,680.9944265347924
2011-09-26,683.5224061350538
2011-09-27,703.679718639294
2011-09-28,679.6455426382555
2011-09-29,678.3569252293157
2011-09-30,656.7048360748591
2011-10-03,628.5419064779246
2011-10-04,638.8435859109686
2011-10-05,652.9570721360061
2011-10-06,670.0863122464848
2011-10-07,664.2669762592362
2011-10-10,698.7590214260006
2011-10-11,698.1690143644705
2011-10-12,712.925886337779
2011-10-13,713.5331570326813
2011-10-14,734.3700852426655
2011-10-17,718.8003069639656
2011-10-18,717.6838521911952
2011-10-19,707.4394384095974
2011-10-20,696.8410010417724
2011-10-21,721.5216122060668
2011-10-24,731.7396523345813
2011-10-25,720.7912513170518
2011-10-26,712.1694650135549
2011-10-27,728.9317207352229
2011-10-28,716.7387412190322
2011-10-31,670.5592299952053
2011-11-01,648.6449588815242
2011-11-02,657.5823170788786
2011-11-03,657.5275734119771
2011-11-04,652.9931887759892
2011-11-07,657.122625463706
2011-11-08,695.1482058413401
2011-11-09,676.7130014699801
2011-11-10,687.1276194367776
2011-11-11,699.0218997763947
2011-11-14,694.0532340450175
2011-11-15,699.3342873288572
2011-11-16,689.6309535797158
2011-11-17,669.7823438635771
2011-11-18,669.8718546625632
2011-11-21,649.1649406485582
2011-11-22,648.84978098068
2011-11-23,630.8964048057223
2011-11-24,630.8964048057223
2011-11-25,625.256522868156
2011-11-28,637.1567495043906
2011-11-29,638.2859526565894
2011-11-30,666.5739839619242
2011-12-01,666.5538022674951
2011-12-02,665.0841315049034
2011-12-05,675.848644024247
2011-12-06,675.6420973047932
2011-12-07,672.3922483154136
2011-12-08,647.2852965666575
2011-12-09,664.7869308406918
2011-12-12,664.0321568513835
2011-12-13,648.235822171156
2011-12-14,636.5021488255593
2011-12-15,635.9926427740556
2011-12-16,639.742763404305
2011-12-19,623.2806036632039
2011-12-20,638.4700323719337
2011-12-21,642.8690680174408
2011-12-22,647.7791101674532
2011-12-23,652.129796002931
2011-12-26,652.129796002931
2011-12-27,653.7947078079488
2011-12-28,641.6427392748142
2011-12-29,653.3438246142773
2011-12-30,643.3051737863135
2012-01-02,643.3051737863135
2012-01-03,668.594371174376
2012-01-04,696.4704549404034
2012-01-05,695.5165206963734
2012-01-06,708.4702387868429
2012-01-09,711.9794005517987
2012-01-10,725.0723195785064
2012-01-11,720.1945594972017
2012-01-12,728.5556633476349
2012-01-13,715.113938557436
2012-01-16,715.113938557436
2012-01-17,720.5288123545154
2012-01-18,744.4454624433487
2012-01-19,760.1467216028998
2012-01-20,771.6504264711647
2012-01-23,784.8421644660529
2012-01-24,787.6845121018802
2012-01-25,791.9475495253809
2012-01-26,791.0184575904096
2012-01-27,776.9696893725248
2012-01-30,731.7551947559565
2012-01-31,727.539754787947
2012-02-01,733.4052855291318
2012-02-02,738.2735460097273
2012-02-03,709.7881872644901
2012-02-06,707.9046378544947
2012-02-07,690.470519770175
2012-02-08,713.7726452563403
2012-02-09,699.8103718470101
2012-02-10,691.3504387266645
2012-02-13,691.1231947687892
2012-02-14,671.0600888913424
2012-02-15,665.6698798625525
2012-02-16,677.2341309632144
2012-02-17,694.8408516178216
2012-02-20,694.8408516178216
2012-02-21,703.7159319183528
2012-02-22,700.6076056155241
2012-02-23,699.5124591143802
2012-02-24,677.6195839316
2012-02-27,651.3811118036891
2012-02-28,647.4811096701796
2012-02-29,608.6305727021661
2012-03-01,641.0416567923734
2012-03-02,632.8553639989547
2012-03-05,612.839329033437
2012-03-06,600.7412250189409
