Date,KENYA IMI
2010-11-30,1000.0
2010-12-01,998.3517400504248
2010-12-02,1004.0438226095107
2010-12-03,1002.0591931121861
2010-12-06,1000.0388481376376
2010-12-07,995.6277766000903
2010-12-08,997.8465546852703
2010-12-09,1000.7768739873429
2010-12-10,998.4239613526131
2010-12-13,999.6642395654735
2010-12-14,1001.2683257162413
2010-12-15,998.5060440844314
2010-12-16,996.0140713231784
2010-12-17,999.8957245568915
2010-12-20,994.0395209895946
2010-12-21,991.7119076043359
2010-12-22,994.2507702877076
2010-12-23,996.0678990545064
2010-12-24,997.9086788784778
2010-12-27,992.4856129481341
2010-12-28,994.3501038192248
2010-12-29,995.8605626592703
2010-12-30,1000.1480393583646
2010-12-31,1005.5973605809852
2011-01-03,1024.9447671684372
2011-01-04,1025.051542935872
2011-01-05,1033.1288717703655
2011-01-06,1067.5771183454526
2011-01-07,1071.2633223286186
2011-01-10,1056.8489028600402
2011-01-11,1049.6448844778283
2011-01-12,1038.1867457592086
2011-01-13,1046.1300084306654
2011-01-14,1043.9237383957989
2011-01-17,1039.4040676239788
2011-01-18,1036.8070450434088
2011-01-19,1034.775929094365
2011-01-20,1033.7374833846325
2011-01-21,1033.097662973713
2011-01-24,1030.4515223805752
2011-01-25,1030.5260427906492
2011-01-26,1032.0055355803743
2011-01-27,1030.2165821890167
2011-01-28,1012.8794780803514
2011-01-31,996.2395158077613
2011-02-01,990.686272689515
2011-02-02,983.6885294813561
2011-02-03,980.6291170706985
2011-02-04,983.5333812223595
2011-02-07,983.9869834235295
2011-02-08,985.4051055038547
2011-02-09,985.5092295931141
2011-02-10,980.2720276098008
2011-02-11,980.9655461036094
2011-02-14,983.9857602233866
2011-02-15,978.8443431481409
2011-02-16,980.6686520902986
2011-02-17,979.6592332554019
2011-02-18,972.3414113677819
2011-02-21,958.9943398094343
2011-02-22,960.8953298581985
2011-02-23,962.9531764794859
2011-02-24,967.1361699406767
2011-02-25,967.9482867003838
2011-02-28,953.1567168811654
2011-03-01,937.4038663415677
2011-03-02,932.8686830265551
2011-03-03,933.3475624921251
2011-03-04,930.6735778902062
2011-03-07,919.9615490140669
2011-03-08,907.6796679805312
2011-03-09,883.3175799051354
2011-03-10,850.7556108377432
2011-03-11,851.1038959489924
2011-03-14,858.780464277886
2011-03-15,871.6216613822827
2011-03-16,875.8174372086155
2011-03-17,880.7151723362738
2011-03-18,886.9382136659434
2011-03-21,868.5031071221346
2011-03-22,864.8849658221808
2011-03-23,864.8164180895778
2011-03-24,861.9229249292565
2011-03-25,871.9956761008316
2011-03-28,876.3890549314027
2011-03-29,882.6990010752236
2011-03-30,888.0102698054675
2011-03-31,895.1052922851625
2011-04-01,903.0695465635009
2011-04-04,909.9089944047446
2011-04-05,926.305083233931
2011-04-06,925.9063416431803
2011-04-07,932.2961853005887
2011-04-08,945.5954005310717
2011-04-11,952.1997564776291
2011-04-12,950.5481331561292
2011-04-13,949.5292975014247
2011-04-14,950.816244978128
2011-04-15,958.3303570428121
2011-04-18,958.1220590050783
2011-04-19,955.5291538164445
2011-04-20,950.260615837804
2011-04-21,954.0251424369526
2011-04-22,954.0251424369526
2011-04-25,956.3034114338169
2011-04-26,956.0654941317244
2011-04-27,959.2025288535142
2011-04-28,959.442977574987
2011-04-29,963.7197367677162
2011-05-02,964.8773580731428
2011-05-03,970.5984792165782
2011-05-04,972.5575268630811
2011-05-05,976.3141968891946
2011-05-06,976.6294293813012
2011-05-09,966.7833778891771
2011-05-10,951.7120979335651
2011-05-11,938.1906504607364
2011-05-12,928.529940187711
2011-05-13,936.1631781080115
2011-05-16,930.0610095738754
2011-05-17,923.5271382991128
2011-05-18,921.25606796198
2011-05-19,930.3469318122399
2011-05-20,934.0080763002651
2011-05-23,925.2870583061078
2011-05-24,932.4230402747808
2011-05-25,937.2874909680862
2011-05-26,943.1839530392601
2011-05-27,943.6808510185352
2011-05-30,940.1725576228765
2011-05-31,942.3582295417021
2011-06-01,941.2624641585141
2011-06-02,939.5906848946217
2011-06-03,941.2423748068794
