Date,UKRAINE IMI
2010-11-30,1000.0
2010-12-01,1021.1223849971296
2010-12-02,1030.6601556512646
2010-12-03,1052.6339796364055
2010-12-06,1048.360090260453
2010-12-07,1058.5700004154107
2010-12-08,1060.847456453651
2010-12-09,1068.8407031258205
2010-12-10,1075.454764395836
2010-12-13,1090.0324592205552
2010-12-14,1121.8236330935133
2010-12-15,1123.7889076885094
2010-12-16,1118.951035967608
2010-12-17,1135.3730735937277
2010-12-20,1121.0603387783854
2010-12-21,1122.1393131422637
2010-12-22,1123.5805675642553
2010-12-23,1149.1653237567875
2010-12-24,1189.1841700172843
2010-12-27,1183.0430295772487
2010-12-28,1195.3003614540326
2010-12-29,1201.6487871234385
2010-12-30,1197.6807559460117
2010-12-31,1204.1596450688764
2011-01-03,1204.1596450688764
2011-01-04,1204.1596450688764
2011-01-05,1222.7196712032767
2011-01-06,1242.2609892953642
2011-01-07,1242.2609892953642
2011-01-10,1247.8687469412885
2011-01-11,1272.3354033995518
2011-01-12,1283.2359015734135
2011-01-13,1289.7564710464517
2011-01-14,1273.604027249441
2011-01-17,1282.5944802849856
2011-01-18,1296.9855078701778
2011-01-19,1304.6426899883393
2011-01-20,1295.1973973549282
2011-01-21,1300.2064316015312
2011-01-24,1318.4887563297755
2011-01-25,1340.9388138573117
2011-01-26,1342.3901510709559
2011-01-27,1333.7178166569204
2011-01-28,1339.3956702064913
2011-01-31,1337.5800946134339
2011-02-01,1367.146201496411
2011-02-02,1394.6823134995336
2011-02-03,1407.412328894904
2011-02-04,1406.1599467272845
2011-02-07,1411.5555918506739
2011-02-08,1421.9786360118867
2011-02-09,1429.1958927635817
2011-02-10,1410.6351160959414
2011-02-11,1405.8793098289943
2011-02-14,1449.3615066433713
2011-02-15,1441.6767141992784
2011-02-16,1449.4576999344024
2011-02-17,1471.1141109941311
2011-02-18,1482.12135411339
2011-02-21,1493.541224670673
2011-02-22,1467.6146517571788
2011-02-23,1462.9942732140526
2011-02-24,1421.4716868813598
2011-02-25,1440.5150777933147
2011-02-28,1480.1621800158337
2011-03-01,1486.9732903916038
2011-03-02,1452.8354073692406
2011-03-03,1458.947654877987
2011-03-04,1461.5476051203175
2011-03-07,1461.5476051203175
2011-03-08,1461.5476051203175
2011-03-09,1442.143472673772
2011-03-10,1417.719918641963
2011-03-11,1396.153670475596
2011-03-14,1351.9515176100883
2011-03-15,1331.0002261296422
2011-03-16,1346.326416797083
2011-03-17,1361.600251955134
2011-03-18,1377.7349324077563
2011-03-21,1404.2042223679455
2011-03-22,1426.7568596044225
2011-03-23,1458.3956588370725
2011-03-24,1463.4204957125103
2011-03-25,1477.209361027587
2011-03-28,1458.1887118037373
2011-03-29,1420.2741174682021
2011-03-30,1430.818881851405
2011-03-31,1419.807463970411
2011-04-01,1422.2492379767311
2011-04-04,1428.3622464168704
2011-04-05,1404.1987688789623
2011-04-06,1401.9567194084514
2011-04-07,1398.4079322980565
2011-04-08,1399.6246898521465
2011-04-11,1382.6518097900139
2011-04-12,1367.8223218979185
2011-04-13,1380.1059801552547
2011-04-14,1376.0480904272627
2011-04-15,1386.4742336073775
2011-04-18,1351.5117052912562
2011-04-19,1342.3944537333807
2011-04-20,1363.944747575828
2011-04-21,1349.7513199950126
2011-04-22,1345.3890250632862
2011-04-25,1349.7898698329466
2011-04-26,1336.6292656224973
2011-04-27,1357.9340003402988
2011-04-28,1388.7771355699258
2011-04-29,1404.9210592935376
2011-05-02,1404.9210592935376
2011-05-03,1404.9210592935376
2011-05-04,1386.1501639660512
2011-05-05,1357.7581644215645
2011-05-06,1339.0212344340025
2011-05-09,1339.0212344340025
2011-05-10,1319.9681708027488
2011-05-11,1297.4959535592084
2011-05-12,1247.6389247803907
2011-05-13,1250.8436598371825
2011-05-16,1250.6842385786044
2011-05-17,1267.2859095069257
2011-05-18,1280.7321083496001
2011-05-19,1293.2288639434905
2011-05-20,1291.9633016058
2011-05-23,1259.3021975996633
2011-05-24,1283.7400905563863
2011-05-25,1276.3883430695269
2011-05-26,1261.0811650158882
2011-05-27,1247.5935861823336
