Date,PAKISTAN IMI VALUE
2017-05-31,1000.0
2017-06-01,958.925548949814
2017-06-02,950.1823867368233
2017-06-05,975.0746437613827
2017-06-06,968.921217463065
2017-06-07,968.8586226554071
2017-06-08,967.6709726482092
2017-06-09,960.8538552853176
2017-06-12,921.4311590971499
2017-06-13,930.2746224195781
2017-06-14,916.6197443158435
2017-06-15,908.810805145178
2017-06-16,893.8847022918612
2017-06-19,896.9411460646403
2017-06-20,864.9571443431532
2017-06-21,882.7711701181794
2017-06-22,897.5550870642749
2017-06-23,897.5550870642745
2017-06-26,897.5550870642742
2017-06-27,897.5550870642738
2017-06-28,897.5550870642735
2017-06-29,909.786642285281
2017-06-30,898.3692281362656
2017-07-03,857.4949179242556
2017-07-04,875.7893525008767
2017-07-05,862.5206054596889
2017-07-06,866.462909210423
2017-07-07,870.6320247111989
2017-07-10,895.0704826202451
2017-07-11,850.3510239514641
2017-07-12,849.5290144677008
2017-07-13,850.5319635318679
2017-07-14,864.4604234727809
2017-07-17,869.7574641875271
2017-07-18,893.7708907352612
2017-07-19,884.6412227146661
2017-07-20,880.0202594474645
2017-07-21,884.8007195525804
2017-07-24,889.7749404032133
2017-07-25,894.4396527359879
2017-07-26,897.7657661917248
2017-07-27,898.3449889014707
2017-07-28,897.930332888401
2017-07-31,900.8726211552516
2017-08-01,920.7180883892061
2017-08-02,925.2336953266827
2017-08-03,930.3817595803291
2017-08-04,924.9120273379953
2017-08-07,917.1959092850732
2017-08-08,912.9106683436595
2017-08-09,914.6361754355465
2017-08-10,908.4698088673622
2017-08-11,899.7559374399207
2017-08-14,899.7559374399206
2017-08-15,874.579864819497
2017-08-16,882.2812302714035
2017-08-17,861.7166474578889
2017-08-18,864.0899809737986
2017-08-21,854.161413586951
2017-08-22,853.5751186078593
2017-08-23,868.9886778007333
2017-08-24,863.1271684805166
2017-08-25,868.6259305415855
2017-08-28,856.6064442489887
2017-08-29,840.8675289109955
2017-08-30,843.9156264663159
2017-08-31,841.0573488895343
2017-09-01,840.8575253331337
2017-09-04,840.8575253331335
2017-09-05,856.6798474863416
2017-09-06,854.5588252121698
2017-09-07,853.0728514616791
2017-09-08,857.3772683115733
2017-09-11,848.4661769656467
2017-09-12,853.8964969722939
2017-09-13,877.2343168905627
2017-09-14,888.4324314863958
2017-09-15,883.9829466186776
2017-09-18,890.016699733331
2017-09-19,900.5750583535946
2017-09-20,907.2528911972635
2017-09-21,892.5505289005733
2017-09-22,893.7752222469967
2017-09-25,894.6036712710536
2017-09-26,896.1764932210839
2017-09-27,889.3019390448821
2017-09-28,891.6283647453378
2017-09-29,888.3396366247318
2017-10-02,878.8357038804089
2017-10-03,866.3679604048529
2017-10-04,857.6110338624909
2017-10-05,859.9401451283572
2017-10-06,878.4738006487013
2017-10-09,877.3876998503208
2017-10-10,868.7385970912127
2017-10-11,872.8356554283371
2017-10-12,868.1493189275853
2017-10-13,867.6007803778755
2017-10-16,886.7431952748695
2017-10-17,883.9427598583216
2017-10-18,882.2806649098577
2017-10-19,891.3074248917094
2017-10-20,902.5498820334399
2017-10-23,891.1429224613287
2017-10-24,892.1401284515215
2017-10-25,898.5104692163605
2017-10-26,895.538885749428
2017-10-27,885.3913857608616
2017-10-30,870.9046004192174
2017-10-31,854.7198354476897
2017-11-01,876.6161748568575
2017-11-02,881.9296472320141
2017-11-03,895.9387936229595
2017-11-06,898.8915189786533
2017-11-07,896.9880187553487
2017-11-08,898.1496166256679
2017-11-09,904.1183187731432
2017-11-10,898.1070995166659
2017-11-13,895.4857802142792
2017-11-14,885.7120886276911
2017-11-15,875.0362680801646
2017-11-16,877.9574812773575
2017-11-17,877.1472759952185
2017-11-20,867.9287622587973
2017-11-21,873.1845002905098
2017-11-22,869.6661537994054
2017-11-23,861.7567986766375
2017-11-24,863.4349344132715
2017-11-27,855.9447349662615
2017-11-28,848.6500262957593
2017-11-29,847.3418582004508
2017-11-30,862.1444852117893
2017-12-01,862.1444852117893
2017-12-04,862.3613864030453
2017-12-05,854.2476311045428
2017-12-06,853.5053655498726
2017-12-07,825.7663596502465
2017-12-08,831.3192965525606
2017-12-11,805.9355545030708
2017-12-12,797.853398629452
2017-12-13,802.3437604546907
2017-12-14,787.0928807779128
2017-12-15,798.4909632660851
2017-12-18,791.5038183603059
2017-12-19,777.1142365243395
2017-12-20,786.736722020629
2017-12-21,796.477264414057
