Date,NIHONKABU
1994-05-31,1000.0
1994-06-30,1049.1353679656406
1994-07-29,1011.0030006645758
1994-08-31,1017.5108873876422
1994-09-30,994.1749555314757
1994-10-31,1020.9600864023349
1994-11-30,969.1373035580616
1994-12-30,979.9842916766778
1995-01-31,922.4066031721316
1995-02-28,877.5195109028696
1995-03-31,961.6516473069136
1995-04-28,1008.0055834873511
1995-05-31,944.9527548665635
1995-06-30,899.3396264651724
1995-07-31,970.3949030171601
1995-08-31,930.9950704964331
1995-09-29,940.9237956824811
1995-10-31,887.8213653893272
1995-11-30,939.9316234453507
1995-12-29,987.6380767819348
1996-01-31,974.2591007831024
1996-02-29,956.608070887184
1996-03-29,993.3109861369928
1996-04-30,1049.3175571611434
1996-05-31,994.872913875539
1996-06-28,999.7748340382047
1996-07-31,954.5683431405115
1996-08-30,911.528899183054
1996-09-30,945.0253099287479
1996-10-31,881.186427278061
1996-11-29,897.5743371639181
1996-12-31,835.2294331300328
1997-01-01,835.2294331300328
1997-01-02,837.9366463840521
1997-01-03,834.2950112168924
1997-01-06,843.4285241258893
1997-01-07,828.6927066091826
1997-01-08,814.5568906807807
1997-01-09,787.8587635256382
1997-01-10,757.8883230175111
1997-01-13,780.7220161220631
1997-01-14,780.6029622734378
1997-01-15,778.8036469550972
1997-01-16,786.8612397839922
1997-01-17,778.0268929920222
1997-01-20,755.4554561738316
1997-01-21,750.1022074545969
1997-01-22,759.2925640496702
1997-01-23,748.7734928170736
1997-01-24,744.8328912327563
1997-01-27,726.3877071104434
1997-01-28,727.173885418679
1997-01-29,735.5292832882233
1997-01-30,725.4593864026962
1997-01-31,743.9597747320165
1997-02-03,738.1610229423497
1997-02-04,740.4641107988859
1997-02-05,723.4374609873605
1997-02-06,719.2619969890693
1997-02-07,709.4476099670944
1997-02-10,729.3782266827254
1997-02-11,727.9558591325195
1997-02-12,733.1302011677939
1997-02-13,736.7357105853636
1997-02-14,744.2256441444331
1997-02-17,743.8531716584265
1997-02-18,738.268966511874
1997-02-19,737.8148236251519
1997-02-20,759.7294723614266
1997-02-21,768.293055940762
1997-02-24,771.3856775213181
1997-02-25,772.9386246318822
1997-02-26,767.7510427323225
1997-02-27,774.1544056334058
1997-02-28,761.0518770932637
1997-03-03,753.5288454971417
1997-03-04,752.3290377088737
1997-03-05,745.2899337554865
1997-03-06,733.2324811020823
1997-03-07,736.6197984247882
1997-03-10,737.4165377336083
1997-03-11,741.6206730920044
1997-03-12,735.6281916594285
1997-03-13,724.8276756642476
1997-03-14,725.3530520584485
1997-03-17,724.6609008082895
1997-03-18,740.668830732068
1997-03-19,745.004916743645
1997-03-20,740.8405179057228
1997-03-21,753.1948917910482
1997-03-24,740.0008492935716
1997-03-25,744.2093183975801
1997-03-26,749.2677923831001
1997-03-27,745.9255848336915
1997-03-28,741.6539585829614
1997-03-31,738.6603434974635
1997-04-01,738.4088682700371
1997-04-02,748.852859108361
1997-04-03,750.6293304287054
1997-04-04,736.391510852945
1997-04-07,721.499603617652
1997-04-08,726.9357203343
1997-04-09,713.3707686300806
1997-04-10,704.4711293951974
1997-04-11,712.3593820057158
1997-04-14,705.7702113850819
1997-04-15,714.3128109085304
1997-04-16,724.4338596596938
1997-04-17,727.7954361288421
1997-04-18,737.8943991337543
1997-04-21,750.5251177482479
1997-04-22,747.1059322596003
1997-04-23,755.9292351873321
1997-04-24,756.2634086707326
1997-04-25,753.22109428104
1997-04-28,750.2540903011711
1997-04-29,749.1886827333892
1997-04-30,765.057567000156
1997-05-01,773.7152812796857
1997-05-02,779.8545082497039
1997-05-05,779.7314591379136
1997-05-06,811.7184676466716
1997-05-07,810.6404371293478
1997-05-08,813.7715788591574
1997-05-09,817.6273331111196
1997-05-12,846.2630724812959
1997-05-13,846.2326457397102
1997-05-14,851.6313228143872
1997-05-15,858.882804872144
1997-05-16,871.206559041942
1997-05-19,872.3899171411962
1997-05-20,886.5083890916717
1997-05-21,865.0604506769502
1997-05-22,850.6577670826293
1997-05-23,864.3759067943716
1997-05-26,862.3912604482563
1997-05-27,853.615226043348
1997-05-28,873.376533157596
1997-05-29,869.1669750215933
1997-05-30,849.1159688786352
1997-06-02,863.6510166842689
1997-06-03,869.485364709777
1997-06-04,873.1866780202511
1997-06-05,876.1631384294456
1997-06-06,874.3927070149805
1997-06-09,890.2202560419491
1997-06-10,895.5111667343442
1997-06-11,903.40609606704
1997-06-12,893.2360400761994
1997-06-13,890.4775623464593
1997-06-16,908.8725618731562
1997-06-17,904.4614027392823
1997-06-18,902.5687572823774
1997-06-19,896.7075753276594
1997-06-20,890.6353351149252
1997-06-23,885.8083456333035
1997-06-24,892.2535675055398
1997-06-25,915.2235234964093
1997-06-26,918.7952710976699
1997-06-27,904.6862346040975
1997-06-30,912.2213742351292
1997-07-01,893.7025990606119
1997-07-02,897.1414651727466
1997-07-03,900.8936340334631
1997-07-04,892.9360778056305
1997-07-07,890.3017645437103
1997-07-08,892.8283943410441
1997-07-09,889.4790047953604
1997-07-10,889.7996434326226
1997-07-11,888.710412293166
1997-07-14,900.8550890109511
1997-07-15,887.5440845444742
1997-07-16,897.972880212377
1997-07-17,903.189567429146
1997-07-18,896.0598118014518
1997-07-21,893.5458318391289
1997-07-22,891.8700062878879
1997-07-23,889.6988529814569
1997-07-24,895.9346138952752
1997-07-25,893.5378820615157
1997-07-28,893.0349396820576
1997-07-29,889.7576139521677
1997-07-30,879.2639825770862
1997-07-31,884.0258686458959
1997-08-01,869.3174943000328
1997-08-04,858.2113370508961
1997-08-05,844.6331569653596
1997-08-06,860.4219337957462
1997-08-07,857.4120536720632
1997-08-08,883.1719097882741
1997-08-11,857.0525608004316
1997-08-12,865.4288006446897
1997-08-13,870.7615838535561
1997-08-14,863.5307443492915
1997-08-15,873.4420177930285
1997-08-18,861.5469905399675
1997-08-19,851.5222869357137
1997-08-20,857.5632165584757
1997-08-21,859.6180631813207
1997-08-22,840.731153432584
1997-08-25,830.983765963144
1997-08-26,839.0596926765091
1997-08-27,823.1874521279212
1997-08-28,824.0390107650301
1997-08-29,807.0027566281254
1997-09-01,785.1239927193338
1997-09-02,787.6400563149583
1997-09-03,812.2471015785143
1997-09-04,811.8234709979637
1997-09-05,808.8238863367908
1997-09-08,805.8392183921125
1997-09-09,821.0812468904503
1997-09-10,819.2827869235682
1997-09-11,800.148152509325
1997-09-12,782.7598363046251
1997-09-15,786.2742018137043
1997-09-16,781.4920537992043
1997-09-17,775.5324869243915
1997-09-18,772.0449060599316
1997-09-19,778.1602245068409
1997-09-22,783.7254056732047
1997-09-23,787.821419110262
1997-09-24,812.6573610382418
1997-09-25,806.2681455565319
1997-09-26,792.3202942908756
1997-09-29,791.85869571326
1997-09-30,796.5059439119262
1997-10-01,796.3282088227992
1997-10-02,783.8690208462443
1997-10-03,783.0400296940655
1997-10-06,792.9219599515062
1997-10-07,781.1834512941095
1997-10-08,787.5878108688386
1997-10-09,778.279359663431
1997-10-10,785.2815398403429
1997-10-13,767.406958331563
1997-10-14,761.5231185485061
1997-10-15,770.4290800740769
1997-10-16,791.8071817267445
1997-10-17,786.6031599252806
1997-10-20,769.4509924042683
1997-10-21,773.1143173815487
1997-10-22,783.1368125635466
1997-10-23,756.2769501663641
1997-10-24,754.507488246013
1997-10-27,739.5640422837664
1997-10-28,722.3576581812259
1997-10-29,740.4540554773013
1997-10-30,722.9955138264163
1997-10-31,721.8922168580413
1997-11-03,718.78447654207
1997-11-04,718.2563025381072
1997-11-05,709.9970635811808
1997-11-06,708.8818069481188
1997-11-07,680.8487381612149
1997-11-10,666.3997368757604
1997-11-11,670.7695266011494
1997-11-12,651.1162051878333
1997-11-13,650.4786622872807
1997-11-14,632.4248889815954
1997-11-17,684.0460406634811
1997-11-18,699.5671711729955
1997-11-19,660.2317900900208
1997-11-20,672.4538104132395
1997-11-21,697.9283572402953
1997-11-24,692.8337886603769
1997-11-25,654.1878413071548
1997-11-26,656.2557585557765
1997-11-27,675.7890988603533
1997-11-28,677.1935440556753
1997-12-01,680.6102361847226
1997-12-02,681.496539945649
1997-12-03,673.0161517823796
1997-12-04,658.2630618380828
1997-12-05,659.3983602846139
1997-12-08,648.3546639330755
1997-12-09,667.7470321205127
1997-12-10,668.161441377343
1997-12-11,648.7225908307356
1997-12-12,639.577147381904
1997-12-15,639.9287002845284
1997-12-16,640.1725432954496
1997-12-17,674.3222418968944
1997-12-18,661.2841267599148
1997-12-19,634.7449739192059
1997-12-22,609.3365071309034
1997-12-23,611.3998291498167
1997-12-24,615.4774324150136
1997-12-25,615.5874861007029
1997-12-26,617.7779753506345
1997-12-29,623.2353604358382
1997-12-30,639.5694174646546
1997-12-31,638.1675541000907
1998-01-01,638.1675541000907
1998-01-02,627.0752784573157
1998-01-05,614.190011052585
