Date,MSCI Greece Rebased Index
2000-03-31,129184.85702605915
2000-04-03,129501.88453915624
2000-04-04,129634.8639141948
2000-04-05,130884.15827523186
2000-04-06,129900.7034507019
2000-04-07,132765.90552424308
2000-04-10,133210.32556156823
2000-04-11,132999.37316032455
2000-04-12,131052.56935991612
2000-04-13,126732.53253386683
2000-04-14,120274.3142971905
2000-04-17,108992.17865452294
2000-04-18,105055.84179345692
2000-04-19,112393.92272968769
2000-04-20,113849.6706270472
2000-04-21,116122.52545845433
2000-04-24,115293.65870735348
2000-04-25,110096.22269321985
2000-04-26,107374.16227120432
2000-04-27,108480.29327801049
2000-04-28,108380.38727087431
2000-05-01,108093.44978566402
2000-05-02,111570.96285719192
2000-05-03,110299.99161468321
2000-05-04,109452.03314246169
2000-05-05,111046.75640210242
2000-05-08,112842.78351058468
2000-05-09,113362.27336426466
2000-05-10,115982.05585662274
2000-05-11,115070.94534201373
2000-05-12,116053.45240291147
2000-05-15,119520.46282433231
2000-05-16,119410.27223148479
2000-05-17,117536.28130786917
2000-05-18,118620.23655183995
2000-05-19,120119.48303551284
2000-05-22,119035.30935763566
2000-05-23,119342.79738462309
2000-05-24,116416.99612041166
2000-05-25,115979.76664657473
2000-05-26,119241.56426423101
2000-05-29,119842.88741005055
2000-05-30,119803.94140380163
2000-05-31,120010.73471423275
2000-06-01,118246.89570929648
2000-06-02,120055.28352236291
2000-06-05,119083.67859093955
2000-06-06,120468.57418332301
2000-06-07,117114.99166945017
2000-06-08,117549.74254885272
2000-06-09,118976.5538836988
2000-06-12,117584.79747837177
2000-06-13,116739.72506508784
2000-06-14,118224.73150728829
2000-06-15,118304.7862552162
2000-06-16,118640.28263835634
2000-06-19,118545.54094728958
2000-06-20,116576.11953630034
2000-06-21,114671.83773131228
2000-06-22,112080.69587237455
2000-06-23,110099.02674313454
2000-06-26,107827.10576695569
2000-06-27,111546.75438419402
2000-06-28,110036.50153386507
2000-06-29,111263.49784972328
2000-06-30,111233.17030279143
2000-07-03,109838.2946572718
2000-07-04,108403.63242395442
2000-07-05,110285.79421309225
2000-07-06,108622.14873889541
2000-07-07,106271.91899473094
2000-07-10,106740.52924351789
2000-07-11,107739.45931358119
2000-07-12,105888.0366249483
2000-07-13,105190.0768238324
2000-07-14,107384.4751816561
2000-07-17,108905.9055635148
2000-07-18,109232.06964944759
2000-07-19,106930.26339782958
2000-07-20,107529.90804646502
2000-07-21,108218.71073393695
2000-07-24,108200.87285146271
2000-07-25,107952.84882917085
2000-07-26,107155.88998008429
2000-07-27,107433.87810618484
2000-07-28,106744.75314307108
2000-07-31,106519.45236834892
2000-08-01,106691.63865077241
2000-08-02,105008.26030564062
2000-08-03,101915.8533325348
2000-08-04,100985.34496406505
2000-08-07,97665.17756836482
2000-08-08,97764.02527259053
2000-08-09,96670.08334040192
2000-08-10,97141.26074390157
2000-08-11,98178.51500735029
2000-08-14,99687.3309386958
2000-08-15,100720.36727160608
2000-08-16,99532.44129183269
2000-08-17,99100.75491529967
2000-08-18,98777.35033266393
2000-08-21,97885.37836868754
2000-08-22,97059.02882715389
2000-08-23,96407.6024147408
2000-08-24,95017.76163341144
2000-08-25,93810.19531358103
2000-08-28,91499.02332009599
2000-08-29,90156.67646848677
2000-08-30,86865.5618413686
2000-08-31,89537.42893115093
2000-09-01,92225.25668959542
2000-09-04,93680.42465911168
2000-09-05,96964.07826256107
2000-09-06,98222.93176968851
2000-09-07,99809.32663856677
2000-09-08,106562.10532687303
2000-09-11,102369.53134845759
2000-09-12,97579.39452108156
2000-09-13,97005.56525124075
2000-09-14,102290.10584969673
2000-09-15,101560.48694659786
2000-09-18,98898.49103179642
2000-09-19,99156.59618805088
2000-09-20,96813.5733179628
2000-09-21,95532.47023242296
2000-09-22,99882.92041587293
2000-09-25,100576.74569900952
2000-09-26,101209.19779267891
2000-09-27,101282.64156744191
2000-09-28,101151.29835935973
2000-09-29,102171.92342523648
2000-10-02,101946.59185945007
2000-10-03,98870.86365559958
2000-10-04,96648.68703976086
2000-10-05,95273.91008855663
2000-10-06,96553.58475313109
2000-10-09,94883.46179991265
2000-10-10,94076.74038477415
2000-10-11,94064.2310811989
2000-10-12,91283.17218823356
2000-10-13,88604.9814933414
2000-10-16,89682.54980754816
2000-10-17,88417.84374165592
2000-10-18,86096.56037100575
2000-10-19,87409.19012841872
2000-10-20,88894.774823393
2000-10-23,87141.5881406309
2000-10-24,87961.42441862143
2000-10-25,86926.71955637133
2000-10-26,87756.13304001577
2000-10-27,89035.56028165233
2000-10-30,88931.88306394643
2000-10-31,90117.92471155834
2000-11-01,93194.0087508044
2000-11-02,91866.9058524345
2000-11-03,91640.4389160733
2000-11-06,89712.06660460152
2000-11-07,88102.59464094155
2000-11-08,86474.44265696821
2000-11-09,87255.18650224699
2000-11-10,87199.44001091433
2000-11-13,85815.46032765703
2000-11-14,84815.77298257741
2000-11-15,83259.95471687184
2000-11-16,82471.22730486735
2000-11-17,80845.76970021523
2000-11-20,78922.48919208358
2000-11-21,80234.99953855749
2000-11-22,77731.40570376764
2000-11-23,76222.7713796144
2000-11-24,77380.15148463262
2000-11-27,78009.52972756539
2000-11-28,76132.39010707231
2000-11-29,76907.99550653172
2000-11-30,78236.8773427191
2000-12-01,81970.04533652794
2000-12-04,86576.35604104743
2000-12-05,85897.76216585396
2000-12-06,90503.28168971224
2000-12-07,91060.79354794939
2000-12-08,91013.9303216793
2000-12-11,88861.99135909195
2000-12-12,87176.0197288069
2000-12-13,84444.36478659838
2000-12-14,87825.92710914659
2000-12-15,88552.56240416945
2000-12-18,87051.80748100847
2000-12-19,85055.56845455141
2000-12-20,86256.1897707117
2000-12-21,85422.3711279696
2000-12-22,86209.09248286067
2000-12-25,86209.09248286067
2000-12-26,86707.19363859939
2000-12-27,86940.59333449132
2000-12-28,86142.58285070624
2000-12-29,87394.09492121144
2001-01-01,87394.1003950441
2001-01-02,88194.64282823085
2001-01-03,87473.87816211382
2001-01-04,86069.4896048131
2001-01-05,84202.51841018729
2001-01-08,82395.58274831116
2001-01-09,80432.42570788175
2001-01-10,80527.82707909904
2001-01-11,86863.2836266876
2001-01-12,86757.51464186715
2001-01-15,82582.06287253958
2001-01-16,81671.14797515352
2001-01-17,82639.94543031149
2001-01-18,83110.6080068802
2001-01-19,81344.11862771572
2001-01-22,79550.74891486893
2001-01-23,79226.00483449083
2001-01-24,76883.29275664764
2001-01-25,77423.7688900327
2001-01-26,77723.49226347731
2001-01-29,76782.59175406808
2001-01-30,79805.99359607413
2001-01-31,83740.61505026263
2001-02-01,84341.21739029663
2001-02-02,81413.52042689014
2001-02-05,80295.72335278822
2001-02-06,81006.73096398645
2001-02-07,80608.96322899213
2001-02-08,80054.95053054274
2001-02-09,80846.20107476057
2001-02-12,81911.2908349848
2001-02-13,81248.24225924938
2001-02-14,81625.98364527043
2001-02-15,80107.44401870246
2001-02-16,81780.04311930678
2001-02-19,82675.10130603271
2001-02-20,82275.01759046115
2001-02-21,80486.10268416758
2001-02-22,79673.0930160808
2001-02-23,79390.95043159909
2001-02-26,79508.94865144131
2001-02-27,80220.8330836072
2001-02-28,79499.09937217289
2001-03-01,79883.92091465455
2001-03-02,81701.10295515029
2001-03-05,81499.53447523636
2001-03-06,81875.20889536667
2001-03-07,81331.59270069558
2001-03-08,84212.55160448168
2001-03-09,84044.11114796803
2001-03-12,83732.1260959566
2001-03-13,82109.62518765722
2001-03-14,77799.33476410052
2001-03-15,78985.2647825515
2001-03-16,77986.71202402528
2001-03-19,76932.40616293308
2001-03-20,78171.31668283051
2001-03-21,76779.31841776069
2001-03-22,74756.70749268598
2001-03-23,76035.5629651867
2001-03-26,77071.46116391176
2001-03-27,76730.12478009793
2001-03-28,75826.2193402785
2001-03-29,74267.31200651235
2001-03-30,75208.49412765243
2001-04-02,74752.27080691641
2001-04-03,73600.55460867027
2001-04-04,75040.63913966125
2001-04-05,76375.41883583715
2001-04-06,76798.28450148374
2001-04-09,76099.06465031656
2001-04-10,76082.25212888983
2001-04-11,75912.06648328117
2001-04-12,78857.60026508555
2001-04-13,78857.60026508554
2001-04-16,78050.0038216074
2001-04-17,78668.31813376404
2001-04-18,80882.89158341514
2001-04-19,81947.17984144036
2001-04-20,82804.26114808417
2001-04-23,82218.14969734343
2001-04-24,81048.9261185008
2001-04-25,81338.47107234638
2001-04-26,82167.97449736307
2001-04-27,81812.87977983651
2001-04-30,81952.3586899586
2001-05-01,82386.82497594676
2001-05-02,81762.9602696593
2001-05-03,80761.73256435568
2001-05-04,80321.71365948787
2001-05-07,78928.39929695538
2001-05-08,78370.14935201993
2001-05-09,77213.84737616549
2001-05-10,76739.11798161309
2001-05-11,76291.9110475599
2001-05-14,74444.23088017275
2001-05-15,73952.449948017
2001-05-16,74960.13519556096
2001-05-17,75527.81151012513
2001-05-18,77775.50015112954
2001-05-21,77984.43100686616
2001-05-22,76502.19559991198
2001-05-23,76369.12308141666
2001-05-24,76574.73536744327
2001-05-25,77530.44137316274
2001-05-28,77219.94667572313
2001-05-29,74731.51283556134
2001-05-30,74337.37721355703
2001-05-31,72748.78122031293
2001-06-01,70583.10694177849
2001-06-04,70679.00223740497
2001-06-05,68243.83872217427
2001-06-06,67957.32294781663
2001-06-07,70378.14216893249
2001-06-08,69737.35002398046
2001-06-11,67190.89940885134
2001-06-12,68303.94770751375
2001-06-13,68407.24656687179
2001-06-14,68163.8787316739
2001-06-15,68358.16128832105
2001-06-18,67787.58533936643
2001-06-19,67127.05861211407
2001-06-20,65910.74988390102
2001-06-21,65816.51838826943
2001-06-22,65450.13333451203
2001-06-25,63928.79884438302
2001-06-26,62602.78426419904
2001-06-27,63898.51702003324
2001-06-28,63050.66816258048
2001-06-29,64048.72127260968
2001-07-02,63917.82403695034
2001-07-03,62710.556044533296
2001-07-04,61611.98803535928
2001-07-05,60976.34492975598
2001-07-06,61470.41512338562
2001-07-09,59216.47723320064
2001-07-10,58509.81137599427
2001-07-11,56782.85767535966
2001-07-12,57850.82716879987
2001-07-13,55677.75688384695
2001-07-16,53381.071011390566
2001-07-17,53930.83687226218
2001-07-18,57830.54274836283
2001-07-19,61274.97010664513
2001-07-20,59256.43487475512
2001-07-23,61162.333208316406
2001-07-24,62238.30687135425
2001-07-25,62682.36203293231
2001-07-26,63425.104222224276
2001-07-27,64442.50673604772
2001-07-30,63160.87743891468
2001-07-31,64284.822209096026
2001-08-01,64835.29407162535
2001-08-02,66234.08278710066
2001-08-03,67013.57413745257
2001-08-06,66349.300629743
2001-08-07,63162.09801811311
2001-08-08,62221.12276512827
2001-08-09,63076.94436909884
2001-08-10,63114.61003408813
2001-08-13,63164.45087405109
2001-08-14,64705.325138996326
2001-08-15,65693.13765783323
2001-08-16,66388.9640698935
2001-08-17,66232.64738718171
2001-08-20,65897.57498507586
2001-08-21,65809.89766725322
2001-08-22,66362.92123332812
2001-08-23,65919.51565036447
2001-08-24,67166.33261817203
2001-08-27,68106.50917978954
2001-08-28,68703.19964751805
2001-08-29,68054.51994921069
2001-08-30,67925.92566033115
2001-08-31,67997.10644429694
2001-09-03,67172.03620532347
2001-09-04,65548.58570924426
2001-09-05,64582.27085543124
2001-09-06,64493.80881219563
2001-09-07,64886.28516598606
2001-09-10,61964.55303419395
2001-09-11,62860.45369392714
2001-09-12,57862.48955619464
2001-09-13,58361.69568497808
2001-09-14,56225.644032777156
2001-09-17,55098.70228920179
2001-09-18,55251.16075861381
2001-09-19,56661.24977556031
2001-09-20,53490.06039797118
2001-09-21,52252.17902116396
2001-09-24,53085.27576754322
2001-09-25,54001.55959850874
2001-09-26,53654.57051116536
2001-09-27,53977.78951697706
2001-09-28,54749.41277275925
2001-10-01,54400.9910986802
2001-10-02,54924.573781528146
2001-10-03,54978.85422324482
2001-10-04,55854.158994644444
2001-10-05,55817.27839965553
2001-10-08,54958.138574936595
2001-10-09,54974.408582342665
2001-10-10,54787.18815076499
2001-10-11,54898.276795308506
2001-10-12,55049.90959236084
2001-10-15,55294.61952463944
2001-10-16,56411.241052029094
2001-10-17,57637.37852298229
2001-10-18,57275.57834947855
2001-10-19,56881.38973288445
2001-10-22,57352.814425261706
2001-10-23,57551.89659297997
2001-10-24,57414.60301948295
2001-10-25,57168.00459246593
2001-10-26,57076.7752100661
2001-10-29,58465.711988305506
2001-10-30,58548.97236663391
2001-10-31,60306.62979129925
2001-11-01,63110.78190736901
2001-11-02,62078.788548232194
2001-11-05,62838.41650363504
2001-11-06,62691.23540027236
2001-11-07,63777.378633766166
2001-11-08,63332.13078380812
2001-11-09,63835.50147546698
2001-11-12,62549.59308269067
2001-11-13,62154.62330036426
2001-11-14,63467.979141543045
2001-11-15,63888.482861687706
2001-11-16,65629.0049509743
2001-11-19,65777.85988751278
2001-11-20,65254.99406641318
2001-11-21,64236.0835221589
2001-11-22,63762.656946683404
2001-11-23,62025.824752105684
2001-11-26,62404.43678099899
2001-11-27,62982.31732379038
2001-11-28,63413.02085507629
2001-11-29,63277.95925360404
2001-11-30,63893.03158109784
2001-12-03,63490.129196372356
2001-12-04,63496.05998392494
2001-12-05,63751.37666090019
2001-12-06,64477.560403476324
2001-12-07,63971.571155595935
2001-12-10,62615.88069192438
2001-12-11,62338.916659262184
2001-12-12,61746.165050520154
2001-12-13,60969.73910916734
2001-12-14,61506.29934326504
2001-12-17,61616.358245463816
2001-12-18,61947.0302609408
2001-12-19,62552.44514629368
2001-12-20,61734.909183896685
2001-12-21,60610.93348179825
2001-12-24,60439.4451052938
2001-12-25,60439.4451052938
2001-12-26,60491.06745335092
2001-12-27,60967.98349578559
2001-12-28,60926.20551477452
2001-12-31,61520.40529638833
2002-01-01,61520.405296388344
2002-01-02,62804.27419841351
2002-01-03,62735.579883456696
2002-01-04,62649.01549038512
2002-01-07,62254.94471623462
2002-01-08,61340.33983451801
2002-01-09,60581.87134122154
2002-01-10,60852.50417883453
2002-01-11,60288.7170800223
2002-01-14,59121.56209265666
2002-01-15,58879.34666499382
2002-01-16,58004.66749562675
2002-01-17,59426.57485388448
2002-01-18,59540.88300888111
2002-01-21,59138.38526584782
2002-01-22,59509.340293278445
2002-01-23,60759.40510553279
2002-01-24,60963.674904049876
2002-01-25,59921.42448927248
2002-01-28,59881.801910970586
2002-01-29,59859.47948648454
2002-01-30,59124.0969853608
2002-01-31,59184.98391776031
2002-02-01,59135.64473212534
2002-02-04,59318.70860044799
2002-02-05,58749.60931051283
2002-02-06,58543.68704371717
2002-02-07,58335.51785707983
2002-02-08,58089.42661629682
2002-02-11,58116.33190467184
2002-02-12,57829.446612467225
2002-02-13,57449.63887619295
2002-02-14,57369.539657152985
2002-02-15,57400.102505465664
2002-02-18,56445.20741469953
2002-02-19,55803.65557311447
2002-02-20,55580.67496093556
2002-02-21,55218.377506405974
2002-02-22,54714.36578003098
2002-02-25,54541.65521736551
2002-02-26,55457.83353862339
2002-02-27,54518.46545513755
2002-02-28,53185.204513838704
2002-03-01,53995.21296696906
2002-03-04,55560.73338236945
2002-03-05,55515.3660958402
2002-03-06,55810.32870923822
2002-03-07,56389.74818723903
2002-03-08,56356.31173196322
2002-03-11,56009.141980124776
2002-03-12,54836.53086853297
2002-03-13,54820.36137127632
2002-03-14,55442.54773957792
2002-03-15,55453.651501869026
2002-03-18,55306.17673128181
2002-03-19,54687.68441244892
2002-03-20,54406.18622941871
2002-03-21,53930.602491791054
2002-03-22,53418.93639258094
2002-03-25,53273.115820080726
2002-03-26,52822.73783336076
2002-03-27,52314.56846606069
2002-03-28,52089.55223850661
2002-03-29,52089.55223850661
2002-04-01,52516.46684018625
2002-04-02,50855.24074987198
2002-04-03,50624.041716941734
2002-04-04,50672.08808813942
2002-04-05,50945.04295988521
2002-04-08,49673.844907940795
2002-04-09,50511.86716581464
2002-04-10,50084.477950815184
2002-04-11,50306.30420920168
2002-04-12,50095.098211458084
2002-04-15,49212.83701808536
2002-04-16,49422.44982797145
2002-04-17,50529.8172371383
2002-04-18,50743.44357913366
2002-04-19,51161.47303198979
2002-04-22,50666.763169440004
2002-04-23,50570.82235303611
2002-04-24,51333.080697877376
2002-04-25,51791.0941549247
2002-04-26,52183.71501272277
2002-04-29,52525.67329857949
2002-04-30,52297.6502598337
2002-05-01,52593.64184381456
2002-05-02,52314.86932151924
2002-05-03,52923.05380087925
2002-05-06,53099.86978739769
2002-05-07,52899.86481904077
2002-05-08,54222.02101923796
2002-05-09,54776.10788931
2002-05-10,55533.52082339791
2002-05-13,55708.93954471431
2002-05-14,56156.4752374133
2002-05-15,56058.527582735216
2002-05-16,56320.32374943183
2002-05-17,58081.12738239429
2002-05-20,58413.44913801932
2002-05-21,58364.01576670448
2002-05-22,57985.7996887934
2002-05-23,57151.68274468921
2002-05-24,56941.49552674685
2002-05-27,56228.87231074686
2002-05-28,56867.44850037389
2002-05-29,57006.06477445181
2002-05-30,56415.71956396258
2002-05-31,56976.44340087377
2002-06-03,56515.372194232674
2002-06-04,56370.91843197467
2002-06-05,57047.213244132654
2002-06-06,58241.686828080194
2002-06-07,57693.60244380625
2002-06-10,57935.65053045676
2002-06-11,57809.96165016173
2002-06-12,57730.012198856
2002-06-13,57207.10060331134
2002-06-14,55992.49361657053
2002-06-17,55510.51417868916
2002-06-18,55645.84360271419
2002-06-19,55342.53013961283
2002-06-20,55260.09158316498
2002-06-21,55743.21488651584
2002-06-24,56240.79376146385
2002-06-25,56908.469281050995
2002-06-26,57244.06209848589
2002-06-27,57713.60283261097
2002-06-28,58225.61269157937
2002-07-01,57663.55808179695
2002-07-02,56426.80465920132
2002-07-03,55874.85159269528
2002-07-04,56449.90170857979
2002-07-05,56242.46486108783
2002-07-08,57133.48568672455
2002-07-09,56993.75485700129
2002-07-10,55852.33362272423
2002-07-11,55239.13666188377
2002-07-12,54915.31858220282
2002-07-15,55764.27386866047
2002-07-16,55264.27463373444
2002-07-17,55344.420212428035
2002-07-18,55878.95221829157
2002-07-19,55475.30788994077
2002-07-22,54292.47936347911
2002-07-23,53598.20501250486
2002-07-24,52102.80770491556
2002-07-25,53676.24508088658
2002-07-26,52739.24783747512
