Date,WORLD ex USA SMALL CAP QUALITY
1998-11-30,1000.0
1998-12-01,989.1872545405889
1998-12-02,994.9929798973177
1998-12-03,990.6819616386956
1998-12-04,987.1453580878828
1998-12-07,987.3444940934196
1998-12-08,986.2155094194667
1998-12-09,987.7311215977469
1998-12-10,988.9681527019285
1998-12-11,987.3254948586163
1998-12-14,982.1179844251645
1998-12-15,978.3647697814972
1998-12-16,977.9660909105515
1998-12-17,980.0955993576267
1998-12-18,985.0605398634328
1998-12-21,985.3689815520302
1998-12-22,985.5764392025162
1998-12-23,994.2081454505683
1998-12-24,993.4574529829815
1998-12-25,993.5287257622505
1998-12-28,996.4328673263021
1998-12-29,1002.2739887002725
1998-12-30,1003.3982219793271
1998-12-31,1005.8774729318858
1999-01-01,1005.8773714997752
1999-01-04,1023.6359519815054
1999-01-05,1019.4461488520894
1999-01-06,1025.827446310506
1999-01-07,1023.5833589584634
1999-01-08,1019.5670476177359
1999-01-11,1019.3045522394923
1999-01-12,1017.147234646452
1999-01-13,1003.3596654619528
1999-01-14,1004.2760783058898
1999-01-15,997.7830954516245
1999-01-18,1006.0074951454103
1999-01-19,1007.6749891964738
1999-01-20,1001.3716749743531
1999-01-21,997.3130061228586
1999-01-22,988.2994390474955
1999-01-25,985.8126576053937
1999-01-26,989.1288756237839
1999-01-27,989.9165948687346
1999-01-28,987.3506116141878
1999-01-29,989.9950435745064
1999-02-01,995.5030785626557
1999-02-02,1005.6967611915645
1999-02-03,1003.9158530797339
1999-02-04,1007.6270347242166
1999-02-05,1008.7970149838144
1999-02-08,1006.0908599926497
1999-02-09,1006.0353526075747
1999-02-10,994.6183065192691
1999-02-11,996.2188381393795
1999-02-12,997.5992914834058
1999-02-15,993.7631044105832
1999-02-16,990.0843383147976
1999-02-17,988.1538053927371
1999-02-18,985.735904165275
1999-02-19,982.8861416201804
1999-02-22,978.3909441252456
1999-02-23,977.6716478737873
1999-02-24,979.4131222486089
1999-02-25,981.6157151354824
1999-02-26,976.5247350090644
1999-03-01,975.0325401618941
1999-03-02,977.4208044988328
1999-03-03,977.9487508702144
1999-03-04,974.6222921145591
1999-03-05,986.1131635627619
1999-03-08,989.1222131489703
1999-03-09,989.1126994201366
1999-03-10,993.8776997943745
1999-03-11,996.6770314184172
1999-03-12,1008.6575791125849
1999-03-15,1005.467672096798
1999-03-16,1005.371315392573
1999-03-17,1008.9696734443261
1999-03-18,1007.5356470776206
1999-03-19,1009.4800075577277
1999-03-22,1007.7790390154343
1999-03-23,1004.3107880087531
1999-03-24,1001.3149609834461
1999-03-25,1000.1643997301784
1999-03-26,991.7679676269253
1999-03-29,994.1236503027081
1999-03-30,992.9093952685267
1999-03-31,998.5132571829665
1999-04-01,999.5062210755135
1999-04-02,996.6978793315609
1999-04-05,992.8382174103131
1999-04-06,993.5179233108189
1999-04-07,998.1501654314011
1999-04-08,1006.9960871168771
1999-04-09,1007.3873955055
1999-04-12,1013.2945958745686
1999-04-13,1017.0493789076401
1999-04-14,1022.4031330893432
1999-04-15,1024.655834527963
1999-04-16,1034.3108133609558
1999-04-19,1042.050159265524
1999-04-20,1032.910605986789
1999-04-21,1030.8978777653392
1999-04-22,1039.8201711440533
1999-04-23,1046.7053007235268
1999-04-26,1048.0992530836998
1999-04-27,1059.3267929246863
1999-04-28,1058.9618006353958
1999-04-29,1060.8217066210477
1999-04-30,1070.2608435523332
1999-05-03,1071.5581231518058
1999-05-04,1080.808645474921
1999-05-05,1083.268316468364
1999-05-06,1095.9542759440683
1999-05-07,1093.2584610718336
1999-05-10,1091.2190733925459
1999-05-11,1088.8443958981743
1999-05-12,1082.996261716325
1999-05-13,1083.9726111626198
1999-05-14,1085.0375536775864
1999-05-17,1071.800228041457
1999-05-18,1072.3793122575846
1999-05-19,1069.1886542125565
1999-05-20,1071.7966757091283
1999-05-21,1065.2801689527655
1999-05-24,1064.5347581430442
1999-05-25,1058.804011067583
1999-05-26,1052.6771768909175
1999-05-27,1049.2042867337918
1999-05-28,1046.5967165032705
1999-05-31,1045.597392582227
1999-06-01,1049.7305780668248
1999-06-02,1046.203436516054
1999-06-03,1046.4988543172901
1999-06-04,1046.9937880046375
1999-06-07,1053.1222583659953
1999-06-08,1060.918015427417
1999-06-09,1064.641950643367
1999-06-10,1065.5048779008475
1999-06-11,1070.681519762894
1999-06-14,1066.3457147064792
1999-06-15,1063.5794037270641
1999-06-16,1058.1066430488975
1999-06-17,1061.0119141844468
1999-06-18,1068.4555407767461
1999-06-21,1069.740405202435
1999-06-22,1067.9469170858295
1999-06-23,1064.3295634497324
1999-06-24,1062.6427292829985
1999-06-25,1065.9417961956551
1999-06-28,1061.176911167204
1999-06-29,1058.591490561145
1999-06-30,1056.4687286637882
1999-07-01,1058.9914436808178
1999-07-02,1062.2214174380233
1999-07-05,1071.4115365972518
1999-07-06,1074.5750023616583
1999-07-07,1069.9990353626158
1999-07-08,1072.132965539496
1999-07-09,1074.4091142312875
1999-07-12,1075.1674655743636
1999-07-13,1072.3351796627542
1999-07-14,1077.699561414943
1999-07-15,1085.029158757917
1999-07-16,1080.9815477944344
1999-07-19,1079.359256536481
1999-07-20,1090.0708145366775
1999-07-21,1085.0627289387517
1999-07-22,1085.103639892605
1999-07-23,1077.83720405668
1999-07-26,1082.8950676795084
1999-07-27,1078.6386005391869
1999-07-28,1083.597517950543
1999-07-29,1089.317426052702
1999-07-30,1091.3697512569
1999-08-02,1080.7587799722382
1999-08-03,1087.0652938415237
1999-08-04,1096.3481624740248
1999-08-05,1094.7667955836425
1999-08-06,1092.9712776921767
1999-08-09,1087.153768687541
1999-08-10,1082.967318677627
1999-08-11,1081.856050000972
1999-08-12,1091.9096236010455
1999-08-13,1093.7340309546503
1999-08-16,1099.4133133939752
1999-08-17,1096.352110222439
1999-08-18,1105.100287140017
1999-08-19,1108.5508270852622
1999-08-20,1117.1225714934353
1999-08-23,1112.2543956723139
1999-08-24,1104.090111216934
1999-08-25,1099.9510215583557
1999-08-26,1097.4486888956283
1999-08-27,1099.9970078725537
1999-08-30,1101.4750570555016
1999-08-31,1109.0494404629428
1999-09-01,1117.6099662544193
1999-09-02,1121.3841990618441
1999-09-03,1115.130355543144
1999-09-06,1118.4747585668902
1999-09-07,1123.0602921470506
1999-09-08,1123.4101835735164
1999-09-09,1123.5265897552918
1999-09-10,1116.6417732692041
1999-09-13,1105.6336685839217
1999-09-14,1099.522227340789
1999-09-15,1089.156108834936
1999-09-16,1083.3339090560657
1999-09-17,1086.6970508500738
1999-09-20,1087.2696758961401
1999-09-21,1085.305126363048
1999-09-22,1083.9037117626897
1999-09-23,1081.7784107140558
1999-09-24,1075.5187078274203
1999-09-27,1078.6967416022997
1999-09-28,1083.6183123347473
1999-09-29,1086.6640755749409
1999-09-30,1088.6622266209426
1999-10-01,1091.3754478808294
1999-10-04,1092.2050198077447
1999-10-05,1091.614738289035
1999-10-06,1090.9949982632722
1999-10-07,1094.9964882126576
1999-10-08,1087.5779378914142
1999-10-11,1094.1709300707703
1999-10-12,1096.1237700404645
1999-10-13,1095.6092031183175
1999-10-14,1094.954980335496
1999-10-15,1090.0912687653706
1999-10-18,1070.1590404492879
1999-10-19,1072.7659012096399
1999-10-20,1073.4198269637734
1999-10-21,1074.484995611065
1999-10-22,1067.7493143877416
1999-10-25,1066.0648656369935
1999-10-26,1054.8156444787583
1999-10-27,1047.3008501507982
1999-10-28,1050.7980805873426
1999-10-29,1057.8703415396408
1999-11-01,1059.9088374337107
1999-11-02,1063.876055655883
1999-11-03,1067.9474425124833
1999-11-04,1065.0197615495674
1999-11-05,1058.1465846664494
1999-11-08,1055.5716743983955
1999-11-09,1061.2771915987144
1999-11-10,1065.7184483955234
1999-11-11,1066.2307921439576
1999-11-12,1062.5077994156654
1999-11-15,1069.584603711034
1999-11-16,1067.715253083784
1999-11-17,1090.8139546916977
1999-11-18,1083.0938249367384
1999-11-19,1081.9741041423297
1999-11-22,1083.3670440848384
1999-11-23,1083.361262356692
1999-11-24,1079.3703042909437
1999-11-25,1087.303904806743
1999-11-26,1085.405433396696
1999-11-29,1083.248222185651
1999-11-30,1083.9972521964362
1999-12-01,1083.461688462305
1999-12-02,1086.0806467891418
1999-12-03,1092.9153616581464
1999-12-06,1107.75839967333
1999-12-07,1105.6797222547375
1999-12-08,1110.0834888209315
1999-12-09,1111.834397096937
1999-12-10,1109.0424141803226
1999-12-13,1107.7878060238304
1999-12-14,1103.5792822692151
1999-12-15,1095.319995232588
1999-12-16,1111.5595112020894
1999-12-17,1111.8178602601192
1999-12-20,1111.3419037575766
1999-12-21,1111.7227496606802
1999-12-22,1120.633168971696
1999-12-23,1133.1739198527935
1999-12-24,1137.5334492301083
1999-12-27,1137.6706563980736
1999-12-28,1135.6037198159045
1999-12-29,1142.321219403099
1999-12-30,1148.2537016343053
1999-12-31,1148.9269937656052
2000-01-03,1162.9683707341103
2000-01-04,1163.7242821932864
2000-01-05,1150.9667995900634
2000-01-06,1155.6387280709787
2000-01-07,1167.671929390084
2000-01-10,1184.9601398565926
2000-01-11,1190.907261346974
2000-01-12,1186.9695394816188
2000-01-13,1191.065456581629
2000-01-14,1181.6124758971084
2000-01-17,1183.540363027165
2000-01-18,1181.8772640138884
2000-01-19,1176.5920737175238
2000-01-20,1179.9396710555643
2000-01-21,1171.7550892986394
2000-01-24,1166.8031444556873
2000-01-25,1155.0406054721477
2000-01-26,1161.4572336629215
2000-01-27,1155.4353934534226
2000-01-28,1146.9376613732904
2000-01-31,1131.21230011395
2000-02-01,1131.7663781948836
2000-02-02,1134.5740346680436
2000-02-03,1149.439727653835
2000-02-04,1146.0751291448112
2000-02-07,1150.1397011419717
2000-02-08,1158.1043945665733
2000-02-09,1165.191253255382
2000-02-10,1157.7823852567753
2000-02-11,1160.0517559388811
2000-02-14,1142.4559448612538
