Date,MSCI World Small Cap Quality Index
1998-11-30,1000.0
1998-12-01,995.0043712260588
1998-12-02,997.4858321909788
1998-12-03,992.8489801253914
1998-12-04,995.3325317552393
1998-12-07,996.6642319001899
1998-12-08,995.2618637701211
1998-12-09,992.5835899334853
1998-12-10,985.0857859632623
1998-12-11,982.1967162183722
1998-12-14,972.7995081653384
1998-12-15,971.1920682695883
1998-12-16,973.5791782187022
1998-12-17,980.7399604468613
1998-12-18,989.288708058615
1998-12-21,991.4947464034345
1998-12-22,987.9860458831218
1998-12-23,998.8863185425704
1998-12-24,1000.6356629233569
1998-12-25,1000.6356629233571
1998-12-28,1002.5980467181395
1998-12-29,1011.307173372099
1998-12-30,1011.761352999347
1998-12-31,1022.3760532680072
1999-01-01,1022.375988318108
1999-01-04,1032.7034419911377
1999-01-05,1029.2817613015425
1999-01-06,1037.5432207742026
1999-01-07,1036.6386176628064
1999-01-08,1033.7410958518337
1999-01-11,1032.6551094059976
1999-01-12,1028.0763008066897
1999-01-13,1020.4994076170592
1999-01-14,1015.3801865248946
1999-01-15,1016.0240479242849
1999-01-18,1020.6934316574587
1999-01-19,1025.4897652972618
1999-01-20,1023.8734158459915
1999-01-21,1015.19048609922
1999-01-22,1009.3081444270624
1999-01-25,1008.6473531375262
1999-01-26,1013.2585457794684
1999-01-27,1009.2643823385931
1999-01-28,1009.1616072103903
1999-01-29,1015.2810881478518
1999-02-01,1016.7681233114309
1999-02-02,1018.5724230745317
1999-02-03,1019.6912668907318
1999-02-04,1016.638741132657
1999-02-05,1014.4601207774709
1999-02-08,1013.388034793778
1999-02-09,1006.4084545708669
1999-02-10,993.8348416142052
1999-02-11,1000.3681055584407
1999-02-12,995.6454942479992
1999-02-15,992.9830167624486
1999-02-16,988.9807164548082
1999-02-17,983.5525185256419
1999-02-18,980.6251937429148
1999-02-19,978.6052868209562
1999-02-22,981.0801601080797
1999-02-23,982.0963685281782
1999-02-24,981.1683499349452
1999-02-25,979.4866257580486
1999-02-26,972.261580600722
1999-03-01,973.4323814758409
1999-03-02,974.1403091276104
1999-03-03,973.1980354629134
1999-03-04,973.6702802854817
1999-03-05,981.3051959376944
1999-03-08,985.1311503725219
1999-03-09,984.1890639294844
1999-03-10,989.0872334371298
1999-03-11,989.7417945169865
1999-03-12,996.5078164913142
1999-03-15,995.91670004368
