Date,FM EMEA SMALL CAP
2010-11-30,1000.0
2010-12-01,992.8565909032117
2010-12-02,985.7086840900868
2010-12-03,973.4746110314744
2010-12-06,985.5524234331367
2010-12-07,984.6412037076932
2010-12-08,995.5213863418323
2010-12-09,993.0375518337067
2010-12-10,989.7437007686806
2010-12-13,973.3836055614707
2010-12-14,972.3526718527687
2010-12-15,974.7906753648757
2010-12-16,982.637954024535
2010-12-17,984.4841892868626
2010-12-20,982.6088401972582
2010-12-21,984.2638773138732
2010-12-22,991.6535648878437
2010-12-23,995.947386526933
2010-12-24,991.5518270020982
2010-12-27,992.1576095919056
2010-12-28,993.9059807290233
2010-12-29,998.2105346169521
2010-12-30,990.8160225062809
2010-12-31,985.0348251842784
2011-01-03,999.0217823619574
2011-01-04,1010.2778936285611
2011-01-05,1032.6412047605813
2011-01-06,1048.0372908359393
2011-01-07,1048.598652229764
2011-01-10,1050.6661506115322
2011-01-11,1052.666707937104
2011-01-12,1043.8803617412723
2011-01-13,1025.4505608432185
2011-01-14,1026.5697088434983
2011-01-17,1026.614788461052
2011-01-18,1020.3578131060277
2011-01-19,1015.232014838041
2011-01-20,1015.6449783533558
2011-01-21,1006.3991915333619
2011-01-24,1006.8022264970919
2011-01-25,1010.2320035789713
2011-01-26,1009.0731890816644
2011-01-27,1000.3490218550634
2011-01-28,1005.5584276581077
2011-01-31,980.3818296205493
2011-02-01,971.1857497273835
2011-02-02,978.7802474102031
2011-02-03,984.3770080980946
2011-02-04,990.0147577920714
2011-02-07,991.4427081412567
2011-02-08,984.0312347463347
2011-02-09,982.8332976514927
2011-02-10,985.9414000510043
2011-02-11,988.7105680644033
2011-02-14,988.462380054881
2011-02-15,980.9318689457424
2011-02-16,966.3467643604595
2011-02-17,960.6694499507022
2011-02-18,955.8345856353669
2011-02-21,939.5046971439895
2011-02-22,929.1800692853477
2011-02-23,929.9081610524272
2011-02-24,922.9463502050947
2011-02-25,922.7431305841328
2011-02-28,900.195222020951
2011-03-01,890.3327963668045
2011-03-02,864.6121197518967
2011-03-03,858.4072806022829
2011-03-04,853.7465793539387
2011-03-07,856.4853979536776
2011-03-08,867.2063613567502
2011-03-09,875.6555069191712
2011-03-10,889.3429627837587
2011-03-11,887.2898671648497
2011-03-14,884.0332906058019
2011-03-15,864.5684466371774
2011-03-16,861.5291301700817
2011-03-17,855.088752980508
2011-03-18,848.9166578493456
2011-03-21,855.261461778274
2011-03-22,861.7432382981085
2011-03-23,864.5062954684671
2011-03-24,862.9566125537386
2011-03-25,868.0351367123565
2011-03-28,869.3712390833929
2011-03-29,870.5019060357716
2011-03-30,866.0949356954243
2011-03-31,862.9371523705955
2011-04-01,867.4039974184968
2011-04-04,862.5859093957428
2011-04-05,865.8212417385176
2011-04-06,862.4387263602407
2011-04-07,869.2708330807669
2011-04-08,862.201347424243
2011-04-11,862.3746818353002
2011-04-12,860.2634741050908
2011-04-13,861.0508964294781
2011-04-14,865.3579273484697
