Date,FM CENTRAL & EAST EUROPE + CIS SMALL CAP
2011-12-28,705.982449144839
2011-12-29,704.8266478644571
2011-12-30,706.3053892150766
2012-01-02,708.1543372454382
2012-01-03,713.3672378867714
2012-01-04,711.3683973623744
2012-01-05,712.3234062324971
2012-01-06,715.0488875131412
2012-01-09,712.746591301485
2012-01-10,714.5576519822672
2012-01-11,714.3062198135361
2012-01-12,709.6315724490568
2012-01-13,708.7513911322532
2012-01-16,702.3652937305026
2012-01-17,707.8186458787187
2012-01-18,707.1400678668514
2012-01-19,710.8357882415017
2012-01-20,713.98510802467
2012-01-23,718.3040463373262
2012-01-24,717.7687197676368
2012-01-25,720.9955582575366
2012-01-26,723.5219498685611
2012-01-27,729.594872750873
2012-01-30,733.2070939175486
2012-01-31,740.7906136939827
2012-02-01,742.881269175082
2012-02-02,740.7309263756177
2012-02-03,750.859021515028
2012-02-06,750.7698991369368
2012-02-07,752.5548690238459
2012-02-08,760.4743292352061
2012-02-09,751.0551650547036
2012-02-10,747.0806321566953
2012-02-13,753.8774785666384
2012-02-14,751.8585602997596
2012-02-15,753.6556828481142
2012-02-16,752.1073478565467
2012-02-17,758.2390010772898
2012-02-20,765.5317283155837
2012-02-21,762.7260144913895
2012-02-22,761.1291770468054
2012-02-23,756.1701045214479
2012-02-24,763.5490877676267
2012-02-27,757.9873559373236
2012-02-28,755.653372712046
2012-02-29,759.0228211269025
2012-03-01,763.6550877421988
2012-03-02,767.1257496241061
2012-03-05,763.5019726455014
2012-03-06,758.2731330802994
2012-03-07,756.2815208107719
2012-03-08,761.9130257759512
2012-03-09,766.9181981587831
2012-03-12,765.772714517745
2012-03-13,769.1897344056766
2012-03-14,770.8985903815416
2012-03-15,773.7202689979933
2012-03-16,774.6983408135342
2012-03-19,774.1489901835993
2012-03-20,775.2724740313448
2012-03-21,779.255425881408
2012-03-22,772.674749232573
2012-03-23,774.0658391457829
2012-03-26,777.9952532675637
2012-03-27,781.7226586899718
2012-03-28,783.5190978208967
2012-03-29,782.1883146670211
2012-03-30,787.4763827603888
2012-04-02,785.8234615483042
2012-04-03,785.3253656320219
2012-04-04,786.5764297183538
2012-04-05,787.9988528929255
2012-04-06,788.9036135865165
2012-04-09,788.1591479949868
2012-04-10,788.7254158788273
2012-04-11,791.3287258116478
2012-04-12,798.0646703966836
2012-04-13,805.4542899056241
2012-04-16,799.9167717929352
2012-04-17,801.9891208815023
2012-04-18,803.1815520193561
2012-04-19,805.5525838901181
2012-04-20,806.0715974743845
2012-04-23,795.3075381784015
2012-04-24,792.1461148156307
2012-04-25,794.7796695225426
2012-04-26,790.0399637063529
2012-04-27,792.9702555390553
2012-04-30,793.295937063664
2012-05-01,793.3132006948172
2012-05-02,794.9233236387188
2012-05-03,795.8161576222682
2012-05-04,802.2987970816445
2012-05-07,793.5834260513473
2012-05-08,795.553125421704
2012-05-09,789.1544053704898
2012-05-10,786.9860733583001
2012-05-11,786.8943607846768
2012-05-14,772.4256442103161
2012-05-15,764.4359920523606
2012-05-16,757.1691706156286
2012-05-17,750.7071704604066
2012-05-18,747.0045508944373
2012-05-21,751.8728452191312
2012-05-22,752.777361938096
2012-05-23,737.6925974830938
2012-05-24,732.2908546099522
2012-05-25,735.8404402506405
2012-05-28,734.6537941800426
2012-05-29,731.4420539244961
2012-05-30,724.2074416009139
2012-05-31,714.6898552182411
2012-06-01,707.4362232690276
2012-06-04,702.1906322295919
2012-06-05,700.3703106611547
2012-06-06,701.5237336929279
2012-06-07,705.5132644450566
2012-06-08,701.8700059331644
2012-06-11,712.8204611644902
2012-06-12,708.3435530725643
2012-06-13,700.28523658454
2012-06-14,703.8511575184837
2012-06-15,708.53677302047
2012-06-18,712.1440798530582
2012-06-19,707.5329008273703
2012-06-20,712.3408363320108
2012-06-21,713.0486738656912
2012-06-22,710.2968249449349
2012-06-25,708.0949477319131
2012-06-26,710.335234194055
2012-06-27,707.5614669435719
2012-06-28,708.8171870556343
2012-06-29,718.6440756255636
2012-07-02,725.8071493432863
2012-07-03,732.4747920056843
2012-07-04,730.3702739806449
2012-07-05,732.4410610908241
2012-07-06,736.6295055095934
2012-07-09,731.4647210876856
2012-07-10,732.9452300304729
2012-07-11,735.5559552794274
2012-07-12,735.3803335826015
2012-07-13,740.6751393987774
2012-07-16,739.9229510086565
2012-07-17,743.5118527234808
2012-07-18,742.2866169787884
2012-07-19,741.4228341748612
2012-07-20,744.3918060146394
2012-07-23,737.0004590808987
2012-07-24,736.2664379370367
2012-07-25,730.0457206364806
2012-07-26,732.0516953361758
2012-07-27,737.3162779375799
2012-07-30,738.8568426346598
2012-07-31,739.3339522516554
2012-08-01,739.1029579254754
2012-08-02,742.8621808769092
2012-08-03,743.1742829021085
2012-08-06,741.8161293932575
2012-08-07,741.5352496788274
2012-08-08,739.8202062222651
2012-08-09,738.912716928788
2012-08-10,738.5259227122083
2012-08-13,742.8082551704154
2012-08-14,741.9960882870232
2012-08-15,741.6272979007837
2012-08-16,743.9051796950553
2012-08-17,743.2149798319435
2012-08-20,743.001596764583
2012-08-21,743.858757319601
2012-08-22,740.6163219271955
2012-08-23,739.3247183874519
2012-08-24,740.7127241909661
2012-08-27,736.0370340643303
2012-08-28,730.6550894869928
2012-08-29,730.1048100265828
2012-08-30,726.4518971315366
2012-08-31,729.5664557982954
2012-09-03,726.7408634947869
2012-09-04,724.2696617897516
2012-09-05,726.0811223614613
2012-09-06,729.9972918126348
2012-09-07,736.8487570181413
2012-09-10,740.7463979900281
2012-09-11,742.5358222583715
2012-09-12,748.0693767447926
2012-09-13,747.345464693227
2012-09-14,757.956816495297
2012-09-17,761.0806337158959
2012-09-18,760.5981892017702
2012-09-19,766.1611512050514
2012-09-20,767.3002168165988
2012-09-21,770.2688454321923
2012-09-24,769.8571962133351
2012-09-25,767.4064954935276
2012-09-26,764.3875705749648
2012-09-27,772.5899015204487
2012-09-28,784.8669047913108
2012-10-01,784.784189941192
2012-10-02,791.1923786877272
2012-10-03,791.5949753111651
2012-10-04,792.9767377406387
2012-10-05,792.4544462833085
2012-10-08,788.61433618173
2012-10-09,785.3656557791805
2012-10-10,783.418417363207
2012-10-11,782.3231431681002
2012-10-12,775.0902721193365
2012-10-15,773.5605647135465
2012-10-16,781.192853363699
2012-10-17,787.6749364204084
2012-10-18,787.2925625594045
2012-10-19,790.1713411779996
2012-10-22,796.6068632165834
2012-10-23,795.2486805139796
2012-10-24,793.4807058390326
2012-10-25,787.4518432345643
2012-10-26,791.4514142165333
2012-10-29,792.7963937844585
2012-10-30,795.7748573339586
2012-10-31,797.717427031688
2012-11-01,797.0280414024345
2012-11-02,791.9373913238131
2012-11-05,792.7730155762141
2012-11-06,796.6383505211433
2012-11-07,805.3121614788805
2012-11-08,797.0177751433151
2012-11-09,792.3140256880711
2012-11-12,796.1535292544976
2012-11-13,792.9708228561212
2012-11-14,791.5148265469211
2012-11-15,789.8282916709926
2012-11-16,787.7297137899701
2012-11-19,790.6993904197599
2012-11-20,789.5758619017702
2012-11-21,794.5719283622398
2012-11-22,792.5476043606898
2012-11-23,791.1733542013426
2012-11-26,785.8927625984703
2012-11-27,786.165298261056
2012-11-28,784.5162052510685
2012-11-29,788.4841974885929
2012-11-30,790.5836515948802
2012-12-03,787.0134828595386
2012-12-04,788.4065759574706
2012-12-05,781.9921694957346
2012-12-06,783.6495630742229
2012-12-07,788.8063252901445
2012-12-10,787.4536342157339
2012-12-11,795.2936610025419
2012-12-12,801.3687475099783
2012-12-13,802.1003217278841
2012-12-14,800.59050157551
2012-12-17,796.4183410418201
2012-12-18,800.5338539095602
2012-12-19,807.6915500950774
2012-12-20,812.1498979509106
2012-12-21,815.5117705395573
2012-12-24,813.3005953177864
2012-12-25,814.6506384906512
2012-12-26,813.730804384391
2012-12-27,819.6850494804171
2012-12-28,826.2211618166525
2012-12-31,829.4248744252423
2013-01-01,829.4248744252423
2013-01-02,837.1773997891362
2013-01-03,846.7432739448283
2013-01-04,855.1037253034547
2013-01-07,866.9765082184614
2013-01-08,868.5926839169582
2013-01-09,852.8449776338442
2013-01-10,865.1184891416909
2013-01-11,854.3829755723519
2013-01-14,847.82691626637
2013-01-15,836.8393565353715
2013-01-16,834.5757963042952
2013-01-17,838.0080868820224
2013-01-18,848.8181747577415
2013-01-21,840.3718306228685
2013-01-22,839.3616566083803
2013-01-23,842.0958976062117
2013-01-24,839.3122101702975
2013-01-25,841.8583409571493
2013-01-28,847.1932881063619
2013-01-29,851.117840502179
2013-01-30,849.1206962609501
2013-01-31,848.1711575346338
2013-02-01,857.10850859455
2013-02-04,864.1748484098425
2013-02-05,866.7134704877411
2013-02-06,869.5007489166802
2013-02-07,871.2538703203464
2013-02-08,870.9971390534773
2013-02-11,881.8389328874334
2013-02-12,877.2766555407669
2013-02-13,876.2889659111255
2013-02-14,863.6814071318817
2013-02-15,865.3294568285106
2013-02-18,860.0241059627866
2013-02-19,860.9384292180122
2013-02-20,868.4669319367746
2013-02-21,859.4015466152681
2013-02-22,846.1141343555811
2013-02-25,843.5626314146738
2013-02-26,842.9699564261937
2013-02-27,844.5752125165561
2013-02-28,860.2480489319365
2013-03-01,866.8642118438449
2013-03-04,866.2488328856689
2013-03-05,868.6813414179016
2013-03-06,874.1122504718697
2013-03-07,875.2197033445359
2013-03-08,877.1093698799
2013-03-11,876.099739499911
2013-03-12,878.0837243471358
2013-03-13,881.0141718165172
2013-03-14,883.694150471934
2013-03-15,885.3205719376164
2013-03-18,878.4501072456959
2013-03-19,876.4370304508117
2013-03-20,876.3063366306499
2013-03-21,877.2719554702328
2013-03-22,878.5272814824775
2013-03-25,882.0337368333591
2013-03-26,888.5233837785138
2013-03-27,886.4974430274846
2013-03-28,888.623367773956
2013-03-29,888.196285645941
2013-04-01,883.2251522362099
2013-04-02,881.7166278114894
2013-04-03,880.162106869669
2013-04-04,880.5660823610755
2013-04-05,869.5021365626862
2013-04-08,866.9628165674037
2013-04-09,865.7876905710932
2013-04-10,867.8529443158428
2013-04-11,882.2882119788115
2013-04-12,878.380952847677
2013-04-15,876.7363856371095
2013-04-16,873.9431504693964
2013-04-17,865.0645738780787
2013-04-18,867.7775646587996
2013-04-19,868.5489534378421
2013-04-22,869.5638123964252
2013-04-23,874.3387628265644
2013-04-24,875.6644541754537
2013-04-25,885.6407734154702
2013-04-26,885.1037246233768
2013-04-29,889.8907158169538
2013-04-30,886.2984496362794
2013-05-01,886.3352087112596
2013-05-02,886.2904485615364
2013-05-03,895.3674758030425
2013-05-06,897.282054977738
2013-05-07,898.1035428937757
2013-05-08,883.750032548475
2013-05-09,877.8695643522477
2013-05-10,873.6706291069911
2013-05-13,875.2776223844287
2013-05-14,870.4200609927847
2013-05-15,878.6396744456907
2013-05-16,874.8652822478423
2013-05-17,868.3552112415869
2013-05-20,868.5670652130357
2013-05-21,866.1652713452355
2013-05-22,866.4737089106303
2013-05-23,854.1622811771746
2013-05-24,859.2136361337746
2013-05-27,866.6928725518919
2013-05-28,865.7631183094395
2013-05-29,858.1767548039983
2013-05-30,859.6491895180105
2013-05-31,861.6704642886468
2013-06-03,856.9063521694022
2013-06-04,859.2109442705319
2013-06-05,857.904325099066
2013-06-06,852.2185211180148
2013-06-07,856.2032636807094
2013-06-10,854.7104523255061
2013-06-11,849.6023194422413
2013-06-12,848.1628231829015
2013-06-13,848.8244558390334
2013-06-14,854.312122387661
2013-06-17,853.0647676478998
2013-06-18,848.9790302974646
2013-06-19,849.1505010362013
2013-06-20,843.774330379675
2013-06-21,842.4856149825732
2013-06-24,842.5539652575079
2013-06-25,842.294360193513
2013-06-26,846.7306777595439
2013-06-27,850.1924034331626
2013-06-28,858.3430527390984
2013-07-01,859.1601992178855
2013-07-02,858.6651703482574
2013-07-03,860.5666580274604
2013-07-04,856.4478396005665
2013-07-05,859.1099878212788
2013-07-08,860.2849822247335
2013-07-09,861.5847522598498
2013-07-10,861.7983044845408
2013-07-11,865.6919544418942
2013-07-12,870.425057820907
2013-07-15,869.4390147395402
2013-07-16,872.5560099018468
2013-07-17,871.9075412158328
2013-07-18,881.8672749312004
2013-07-19,889.3604760097294
2013-07-22,886.8020782294046
2013-07-23,889.8297974618515
2013-07-24,897.1218403391653
2013-07-25,897.1782282406921
2013-07-26,899.7486368348546
2013-07-29,892.9737763527792
2013-07-30,896.7501229200184
2013-07-31,894.1660954098327
2013-08-01,901.2323229058868
2013-08-02,897.8566539476876
2013-08-05,896.8220991399011
2013-08-06,895.9422997649399
2013-08-07,893.7057096447095
2013-08-08,894.1737547458138
2013-08-09,895.9804980973729
2013-08-12,892.5487217198939
2013-08-13,895.7812680190301
2013-08-14,896.0379246619821
2013-08-15,895.3804966843682
2013-08-16,896.9079778342947
2013-08-19,899.3079268621265
2013-08-20,901.3849732512318
2013-08-21,872.9041268313962
2013-08-22,875.7116153068497
2013-08-23,880.6503639776324
2013-08-26,880.1215450053207
2013-08-27,874.1697942739929
2013-08-28,869.2619473956734
2013-08-29,867.5319432974046
2013-08-30,864.3024904196722
2013-09-02,860.7722732261313
2013-09-03,860.0666951392768
2013-09-04,858.9882418537834
2013-09-05,860.7401797327277
2013-09-06,853.1222537885036
2013-09-09,848.9544007962451
2013-09-10,853.9272491498814
2013-09-11,853.6483551390271
2013-09-12,854.5185270267865
2013-09-13,856.9071858858056
2013-09-16,853.0527565393116
2013-09-17,849.0771399956117
2013-09-18,847.2087014850122
2013-09-19,852.9797803421861
2013-09-20,857.621026180587
2013-09-23,854.5688471840792
2013-09-24,855.6400063445939
2013-09-25,857.5969442696044
2013-09-26,858.9595751093243
2013-09-27,857.0089161348509
2013-09-30,854.4212792971879
2013-10-01,853.0760664769412
2013-10-02,853.2209811551149
2013-10-03,856.4779168151931
2013-10-04,860.1352551529981
2013-10-07,855.0715763705792
2013-10-08,856.6689680954875
2013-10-09,854.9311636746027
2013-10-10,853.9595107531511
2013-10-11,855.8442580856033
2013-10-14,849.6531585841442
2013-10-15,850.158515130263
2013-10-16,851.646878810651
2013-10-17,850.3891498755197
2013-10-18,848.9801429475255
2013-10-21,846.4192499960836
2013-10-22,848.5662339832217
2013-10-23,848.2473268166486
2013-10-24,850.1138100639686
2013-10-25,848.7472971850494
2013-10-28,853.6392301478307
2013-10-29,855.4092432574682
2013-10-30,856.8145077021102
2013-10-31,858.724986027137
2013-11-01,859.1289913206288
2013-11-04,858.8146639904643
2013-11-05,859.9420212799431
2013-11-06,862.6179715544241
2013-11-07,862.723166927696
2013-11-08,862.0747281295988
2013-11-11,861.8106497029736
2013-11-12,863.146346671104
2013-11-13,861.584119183808
2013-11-14,860.7273159329636
2013-11-15,859.4183426972312
2013-11-18,859.2132901161806
2013-11-19,858.0036233114778
2013-11-20,860.5164425581386
2013-11-21,860.3679362587153
2013-11-22,863.5536132643747
2013-11-25,867.7797638428059
2013-11-26,865.3099358695761
2013-11-27,866.9353472365826
2013-11-28,867.5787686773887
2013-11-29,867.5402031092161
2013-12-02,865.8105952143263
2013-12-03,864.208855348867
2013-12-04,860.8062948626374
2013-12-05,855.8066563618405
2013-12-06,853.1040113526188
2013-12-09,850.1182059663026
2013-12-10,850.5356843122755
2013-12-11,848.9999234861463
2013-12-12,850.8157649051961
2013-12-13,853.497924071071
2013-12-16,853.5093022607925
2013-12-17,854.8837360895567
2013-12-18,850.1862796089588
2013-12-19,846.8471679594264
2013-12-20,846.4014533769329
2013-12-23,845.5772886475366
2013-12-24,846.3313006545227
2013-12-25,846.2816308870619
2013-12-26,846.2879597935186
2013-12-27,852.9681242666087
2013-12-30,857.4253910594916
2013-12-31,860.3897109702341
2014-01-01,860.3897109702341
2014-01-02,864.6819258548238
2014-01-03,870.2815787159636
2014-01-06,872.2995665403736
2014-01-07,878.4664044721034
2014-01-08,878.252473361657
2014-01-09,883.8173058865431
2014-01-10,889.8594086563676
2014-01-13,894.1157048883255
2014-01-14,897.299706636213
2014-01-15,903.5879028043561
2014-01-16,906.0457892874846
2014-01-17,912.1070206520727
2014-01-20,915.3231878929861
2014-01-21,919.9833626829907
2014-01-22,920.590252597112
2014-01-23,919.2839897159706
2014-01-24,910.103305741728
2014-01-27,904.2099157044352
2014-01-28,912.539274977922
2014-01-29,912.9889313051635
2014-01-30,913.0694807926592
2014-01-31,916.564578657445
2014-02-03,910.5452317010381
2014-02-04,903.9789881920525
2014-02-05,903.4264210789404
2014-02-06,904.4192014285492
2014-02-07,907.7989210312695
2014-02-10,906.9851594034895
2014-02-11,914.8413321117114
2014-02-12,915.5229816480404
2014-02-13,915.4233527435701
2014-02-14,915.7572532223255
2014-02-17,917.5374318597412
2014-02-18,918.3641768615871
2014-02-19,917.2318812159405
2014-02-20,918.989698185878
2014-02-21,917.6928558026241
2014-02-24,924.054177216612
2014-02-25,922.6379423314988
2014-02-26,923.4818511439242
2014-02-27,924.949083116274
2014-02-28,931.7586492926191
2014-03-03,915.1806154114797
2014-03-04,918.356048613772
2014-03-05,923.7430500784682
2014-03-06,926.9933187119933
2014-03-07,931.8438859688956
2014-03-10,927.7051520636842
2014-03-11,924.8116437634119
2014-03-12,924.3822640063192
2014-03-13,918.7966087412766
2014-03-14,912.294136263325
2014-03-17,913.3355385099372
2014-03-18,913.1054913768861
2014-03-19,916.3565302335232
2014-03-20,917.4918909838811
2014-03-21,920.9702071784708
2014-03-24,918.8126885917073
2014-03-25,920.6231820428264
2014-03-26,925.9931229455215
2014-03-27,925.2656405623084
2014-03-28,927.1766375400941
2014-03-31,929.9224473524934
2014-04-01,933.9625343611206
2014-04-02,938.5536878158288
2014-04-03,941.9977327377675
2014-04-04,949.1222009983612
2014-04-07,951.4832650628531
2014-04-08,953.3626179930342
2014-04-09,952.6186515911621
2014-04-10,962.2227384777823
2014-04-11,963.086763453802
2014-04-14,965.4035815300641
2014-04-15,966.8676425595119
2014-04-16,962.57141248207
2014-04-17,959.8410323148264
2014-04-18,959.5831501587477
2014-04-21,959.6884455793963
2014-04-22,961.5743996695747
2014-04-23,963.0036893304836
2014-04-24,964.6260691673218
2014-04-25,964.2827354283883
2014-04-28,948.6745120898433
2014-04-29,953.0830640852387
2014-04-30,959.8978961001635
2014-05-01,960.1398891707206
2014-05-02,958.8296214479001
2014-05-05,950.5418022467524
2014-05-06,941.6406906547838
2014-05-07,945.2261007974324
2014-05-08,947.1485250333253
2014-05-09,951.6460081274341
2014-05-12,954.9074666233698
2014-05-13,957.0643020253103
2014-05-14,955.823828348381
2014-05-15,962.4615567670899
2014-05-16,961.6800332261523
2014-05-19,955.7406351490788
2014-05-20,955.5023048725839
2014-05-21,957.2344125837458
2014-05-22,962.5905604531711
2014-05-23,969.5198153057052
2014-05-26,971.5878785249541
2014-05-27,972.712083969084
2014-05-28,982.8377169088353
2014-05-29,995.3435138804653
2014-05-30,1007.9273449889247
2014-06-02,1010.0965588728906
2014-06-03,1013.4774282590962
2014-06-04,1009.8505263832614
2014-06-05,1014.014117534927
2014-06-06,1018.7424186900406
2014-06-09,1020.3744375666045
2014-06-10,1032.1954801266847
2014-06-11,1035.9448294703686
2014-06-12,1034.5120033506687
2014-06-13,1036.6828269285936
