Date,FM GCC COUNTRIES SMALL CAP
2014-06-02,1009.7388543258182
2014-06-03,1007.65724698722
2014-06-04,1008.9713641977778
2014-06-05,1004.7770697479808
2014-06-06,1003.118745881522
2014-06-09,999.9663334149803
2014-06-10,1004.3015659423943
2014-06-11,1007.5473561079385
2014-06-12,1006.3783519610262
2014-06-13,1007.7595663996284
2014-06-16,990.1258870264647
2014-06-17,988.2215542379827
2014-06-18,978.6091511262622
2014-06-19,971.9433613064333
2014-06-20,975.2547466764869
2014-06-23,973.3694579239207
2014-06-24,969.9216488422318
2014-06-25,971.1348257822668
2014-06-26,975.6142590452466
2014-06-27,972.3843460079935
2014-06-30,967.3274352265869
2014-07-01,960.4482884725843
2014-07-02,968.8788779165188
2014-07-03,972.2591631787999
2014-07-04,973.7616609657417
2014-07-07,971.1156123771498
2014-07-08,973.7004833004838
2014-07-09,975.4132027809308
2014-07-10,986.7380104188053
2014-07-11,986.777519391856
2014-07-14,995.29084427904
2014-07-15,992.5081989021087
2014-07-16,998.9125188074407
2014-07-17,997.1881805633
2014-07-18,997.8155982719336
2014-07-21,995.201521988524
2014-07-22,1003.0050536287417
2014-07-23,1006.1110688019638
2014-07-24,1006.4452268783343
2014-07-25,1008.7120066730606
2014-07-28,1008.1926991128798
2014-07-29,1009.6891661883221
2014-07-30,1011.4957115002036
2014-07-31,1011.8129568244163
2014-08-01,1008.3357962433234
2014-08-04,1019.478065955358
2014-08-05,1019.7238159249641
2014-08-06,1025.867227549448
2014-08-07,1024.8340006704755
2014-08-08,1020.4584687055391
2014-08-11,1021.5351220007628
2014-08-12,1024.6284818808927
2014-08-13,1023.5905893399397
2014-08-14,1021.5875662209701
2014-08-15,1021.3967294193894
2014-08-18,1024.8966086797564
2014-08-19,1031.8253372008533
2014-08-20,1035.0881777333043
2014-08-21,1040.7178420107823
2014-08-22,1044.6946921028393
2014-08-25,1045.6180820081822
2014-08-26,1045.3632156029453
2014-08-27,1044.1991442535332
2014-08-28,1055.4303235654286
2014-08-29,1055.710767395711
2014-09-01,1055.5927592833912
2014-09-02,1059.744007924655
2014-09-03,1060.943813937902
2014-09-04,1076.8419300832163
2014-09-05,1077.5067242677796
2014-09-08,1077.6480891265087
2014-09-09,1079.3658520240833
2014-09-10,1083.5372528022176
2014-09-11,1082.1419539415729
2014-09-12,1082.1652370976865
2014-09-15,1081.1510522961166
2014-09-16,1082.855161090229
2014-09-17,1080.859752218492
2014-09-18,1079.5120752039634
2014-09-19,1085.452911709036
2014-09-22,1092.495851724719
2014-09-23,1086.0750669226472
2014-09-24,1091.4472201658775
2014-09-25,1094.6661301454678
2014-09-26,1098.5310233185517
2014-09-29,1101.9129206363964
2014-09-30,1114.9368173159703
2014-10-01,1112.650293171457
2014-10-02,1108.6040427291257
2014-10-03,1118.8551873884824
2014-10-06,1114.5470065151742
2014-10-07,1110.5230579437525
2014-10-08,1106.0283447179202
2014-10-09,1103.9133622100255
2014-10-10,1110.4347875729657
2014-10-13,1081.2501247718108
2014-10-14,1087.453604042874
2014-10-15,1072.4386329559693
2014-10-16,1045.9556262108867
2014-10-17,1047.2408714988135
2014-10-20,1044.647986186894
2014-10-21,1047.9811236115756
2014-10-22,1055.3956231465163
2014-10-23,1059.903822346456
2014-10-24,1058.2305321821173
2014-10-27,1044.0998288555377
2014-10-28,1043.1644344903298
2014-10-29,1047.768804606988
2014-10-30,1062.159963468531
2014-10-31,1067.9880927314612
2014-11-03,1064.5603809464667
2014-11-04,1053.4990342999383
2014-11-05,1046.776405645121
2014-11-06,1040.9242553758988
2014-11-07,1041.954500013818
2014-11-10,1045.5518071076135
2014-11-11,1052.4301081591573
2014-11-12,1047.898956316035
2014-11-13,1050.4502118552148
2014-11-14,1049.8133483729123
2014-11-17,1040.4010519559279
2014-11-18,1036.8450182615732
2014-11-19,1031.4504659061797
2014-11-20,1033.8430954277965
2014-11-21,1043.9313969994735
2014-11-24,1050.5442459538206
2014-11-25,1039.9039006440275
2014-11-26,1039.2930930440293
2014-11-27,1037.020455192799
2014-11-28,1037.588315120584
2014-12-01,1007.6997893221499
2014-12-02,1016.8515922857696
2014-12-03,1026.7967364508575
2014-12-04,1019.6769218375543
2014-12-05,1029.757222874077
2014-12-08,1010.1694844154682
2014-12-09,978.9617575144401
2014-12-10,983.936990461376
2014-12-11,961.5299329449854
2014-12-12,956.2816439716318
2014-12-15,918.0783528130154
2014-12-16,885.5573563551729
2014-12-17,892.9027051975598
2014-12-18,925.9517376481242
2014-12-19,926.9880929864794
2014-12-22,983.6673938022459
2014-12-23,992.918197450848
2014-12-24,1009.8245571319657
2014-12-25,1009.0976416661476
2014-12-26,1010.3000945070065
2014-12-29,1013.1177036926538
2014-12-30,1000.4863055308433
2014-12-31,1009.8548996996636
2015-01-01,1010.4483307120881
2015-01-02,1015.103813459448
2015-01-05,1013.6363615415067
2015-01-06,1002.5586357859536
2015-01-07,1016.1725982251733
2015-01-08,1024.5627630540137
2015-01-09,1021.6717101019375
2015-01-12,1045.141725567823
2015-01-13,1045.734378520273
2015-01-14,1049.8078772392491
2015-01-15,1065.3103479000147
2015-01-16,1074.040393169405
2015-01-19,1064.881468803926
2015-01-20,1070.5682502011803
2015-01-21,1069.674464273031
2015-01-22,1084.3077099079187
2015-01-23,1099.0087705986343
2015-01-26,1101.5239405883974
2015-01-27,1079.4656126865154
2015-01-28,1085.2385458756974
2015-01-29,1082.0033249684989
2015-01-30,1086.5432966938058
2015-02-02,1088.0246950271992
2015-02-03,1086.9171559287406
2015-02-04,1095.1206142421404
2015-02-05,1093.0240753607295
2015-02-06,1100.104829167494
2015-02-09,1104.9011486313047
2015-02-10,1105.1584835981046
2015-02-11,1107.566516479529
2015-02-12,1102.3168831812638
2015-02-13,1099.7156880655407
2015-02-16,1103.8546533129752
2015-02-17,1101.5011887937806
2015-02-18,1106.3079626463007
2015-02-19,1101.8604716860764
2015-02-20,1103.9927609394604
2015-02-23,1103.2553332329048
2015-02-24,1103.9400211281277
