Date,FM LATIN AMERICA & CARIBBEAN SMALL CAP
2010-11-30,1000.0
2010-12-01,1006.5827068047081
2010-12-02,997.3916137280054
2010-12-03,982.5510852972093
2010-12-06,989.6503894170701
2010-12-07,980.6815699347811
2010-12-08,976.7128278791107
2010-12-09,985.794787584589
2010-12-10,992.9830070336203
2010-12-13,981.6671804287903
2010-12-14,974.2041740201297
2010-12-15,971.9570343615267
2010-12-16,994.4528261769699
2010-12-17,1000.4494615961501
2010-12-20,969.8924892197952
2010-12-21,996.4369901393146
2010-12-22,1002.3843884852636
2010-12-23,1003.0201081261932
2010-12-24,999.0827983530694
2010-12-27,970.9411234568375
2010-12-28,953.8640731828929
2010-12-29,963.5468281526773
2010-12-30,966.0176127853001
2010-12-31,979.102445454211
2011-01-03,969.5566016318505
2011-01-04,939.0186931510679
2011-01-05,975.0697927662081
2011-01-06,993.8161210937683
2011-01-07,1003.3053756325761
2011-01-10,1000.0993583980364
2011-01-11,1010.4171680761759
2011-01-12,1025.3130498669268
2011-01-13,1003.2638645851322
2011-01-14,999.0879512990275
2011-01-17,1004.6518065365447
2011-01-18,1009.5635865562436
2011-01-19,985.7294753142467
2011-01-20,999.0440351998267
2011-01-21,978.0517068636098
2011-01-24,974.6732436905278
2011-01-25,979.9735683536952
2011-01-26,982.2191056779541
2011-01-27,977.3393436907627
2011-01-28,925.9731729822901
2011-01-31,941.8363859182017
2011-02-01,963.8482896716877
2011-02-02,968.2793687484417
2011-02-03,983.5104393928019
2011-02-04,961.0013309096879
2011-02-07,958.6575237074981
2011-02-08,962.50759399875
2011-02-09,946.1584916498306
2011-02-10,945.2363250373396
2011-02-11,949.7648627672702
2011-02-14,955.0671760517686
2011-02-15,928.9166158667114
2011-02-16,921.8595226996905
2011-02-17,939.4969045694021
2011-02-18,917.9184345676287
2011-02-21,915.7025378345832
2011-02-22,884.7112588408302
2011-02-23,874.2226379187053
2011-02-24,860.654172073774
2011-02-25,875.144713077812
2011-02-28,888.928389606834
2011-03-01,876.106611772055
2011-03-02,878.9844902992994
2011-03-03,877.256251831638
2011-03-04,870.5609812412182
2011-03-07,868.5668565935088
2011-03-08,899.0932509107932
2011-03-09,892.099913979872
2011-03-10,882.0998571129379
2011-03-11,874.9323411201659
2011-03-14,850.3009487305759
2011-03-15,851.2319557397627
2011-03-16,859.6783384576053
2011-03-17,860.0856386912535
2011-03-18,858.953680241094
2011-03-21,873.0418348336386
2011-03-22,873.3680964888007
2011-03-23,869.8220070459023
2011-03-24,864.6393603696895
2011-03-25,897.4801098542854
2011-03-28,911.8964593857978
2011-03-29,920.8437322044146
2011-03-30,910.6067867359507
2011-03-31,899.477180354529
2011-04-01,909.8164608623833
2011-04-04,905.6461592011599
2011-04-05,906.9666376098618
2011-04-06,890.1883923938332
2011-04-07,887.7860448910673
2011-04-08,876.9447646320025
2011-04-11,867.5876346644785
2011-04-12,854.8267751266613
2011-04-13,830.5286038449726
2011-04-14,824.2481935631139
2011-04-15,826.620665475506
2011-04-18,842.9872825717374
2011-04-19,842.0168750359344
2011-04-20,848.5675830306081
2011-04-21,854.7533645948904
2011-04-22,854.7533645948904
2011-04-25,851.0105841662744
2011-04-26,840.4200270597571
2011-04-27,834.6852426679349
2011-04-28,827.3476704259034
2011-04-29,827.5733969566991
2011-05-02,823.0683490219221
2011-05-03,811.6135261480788
2011-05-04,779.0233891293911
2011-05-05,793.4176621877269
2011-05-06,814.2855799729562
2011-05-09,831.4733745072313
2011-05-10,839.5241390935391
2011-05-11,844.0342011299153
2011-05-12,846.0353876402793
2011-05-13,843.4837415131813
2011-05-16,839.6654784449214
2011-05-17,844.2230422025842
2011-05-18,843.0175393761053
2011-05-19,849.1438750776636
2011-05-20,848.1076238109432
2011-05-23,833.3685764612678
2011-05-24,812.5517639392465
2011-05-25,839.5475313345905
2011-05-26,861.2991333911547
2011-05-27,864.4631354903267
2011-05-30,863.8270776841778
2011-05-31,856.0161181345595
2011-06-01,810.5470436659463
2011-06-02,808.2679903471937
2011-06-03,818.1935780610197
2011-06-06,800.6948146547359
2011-06-07,785.3121604188161
2011-06-08,741.0916594118031
2011-06-09,729.6719579567831
2011-06-10,720.9853414856956
2011-06-13,729.4532765994785
2011-06-14,745.2593502356789
2011-06-15,762.4132574109801
2011-06-16,768.4513551553864
2011-06-17,771.884958671168
2011-06-20,763.758304777555
2011-06-21,780.6337596721631
2011-06-22,786.1291821051537
2011-06-23,805.9798712663162
2011-06-24,811.0153617910341
2011-06-27,817.7321695813945
2011-06-28,807.6911361123281
2011-06-29,807.3092793672547
2011-06-30,789.9280341727728
2011-07-01,802.0004962201133
2011-07-04,800.3701892577031
2011-07-05,798.6381632424567
2011-07-06,801.543128895594
2011-07-07,787.3683651682549
2011-07-08,816.0836542621889
2011-07-11,800.4926683329784
2011-07-12,814.3650073351007
2011-07-13,827.6492727081136
2011-07-14,814.0506231560914
2011-07-15,817.3930112136287
2011-07-18,799.4721634526247
2011-07-19,795.1459653385643
2011-07-20,792.3261243842385
2011-07-21,769.4913344676357
2011-07-22,765.8230378760552
2011-07-25,760.4854783889739
2011-07-26,758.5051570247524
2011-07-27,756.0392994661023
2011-07-28,762.9197384745968
2011-07-29,745.462121142438
2011-08-01,749.3675577906297
2011-08-02,750.9515884442809
2011-08-03,754.9583594117096
2011-08-04,756.7047420490119
2011-08-05,742.8336432396098
2011-08-08,681.9337765884262
2011-08-09,679.8794170495516
2011-08-10,681.2277800527737
2011-08-11,697.3616343394839
2011-08-12,714.8689204239328
2011-08-15,695.6757433162608
2011-08-16,684.7223370468008
2011-08-17,700.1699202758607
2011-08-18,672.8812344878723
2011-08-19,666.1646770810265
2011-08-22,669.3496501952102
2011-08-23,676.7484665759004
2011-08-24,669.7851822960407
2011-08-25,664.3376117517194
2011-08-26,663.0083920285704
2011-08-29,707.8884571740081
2011-08-30,699.18572388224
2011-08-31,692.0931767548634
2011-09-01,692.8233373211315
2011-09-02,695.3676438581126
2011-09-05,700.1226734522388
2011-09-06,697.9838090779156
2011-09-07,720.9964336496973
2011-09-08,719.1188623153869
2011-09-09,708.6913826584612
2011-09-12,710.4276564063099
2011-09-13,680.0592797320315
2011-09-14,691.2150833999304
2011-09-15,693.0245277612601
2011-09-16,705.5013082786726
2011-09-19,672.9454817388171
2011-09-20,650.1334599006744
2011-09-21,640.7812346383708
2011-09-22,611.7318038937938
2011-09-23,594.1824137882772
2011-09-26,612.4836237951491
2011-09-27,602.0359327009234
2011-09-28,582.8006743510526
2011-09-29,583.3558975832303
2011-09-30,568.7172693444008
2011-10-03,545.6236735962967
2011-10-04,546.5215425398151
2011-10-05,545.7579353925298
2011-10-06,552.9795520300144
2011-10-07,548.8296195057135
2011-10-10,571.1997352699289
2011-10-11,584.8821123921053
2011-10-12,593.4766123939879
2011-10-13,597.9100028346769
2011-10-14,577.2986775148922
2011-10-17,571.2875747224477
2011-10-18,576.1735440126719
2011-10-19,561.5394138725114
2011-10-20,561.6841433904742
2011-10-21,564.2774298032119
2011-10-24,576.5086548360689
2011-10-25,592.3745947090923
2011-10-26,598.5694454230088
2011-10-27,604.3673683585782
2011-10-28,612.8886492857932
2011-10-31,587.0091299532158
2011-11-01,569.8069746890659
2011-11-02,575.3768835863405
2011-11-03,590.63387556977
2011-11-04,576.108145348402
2011-11-07,575.4176113244305
2011-11-08,573.0837671704384
2011-11-09,585.5419946929818
2011-11-10,581.3250294248783
2011-11-11,575.5744720829292
2011-11-14,617.6429194068365
2011-11-15,636.7474155424156
2011-11-16,630.1632601050674
2011-11-17,601.6860848365969
2011-11-18,619.5380259331613
2011-11-21,602.7162689404379
2011-11-22,603.6547744009242
2011-11-23,588.4488038971177
2011-11-24,589.7297207905698
2011-11-25,583.3759450681383
2011-11-28,588.4488038971178
2011-11-29,579.9455748576247
2011-11-30,591.7090830125104
2011-12-01,591.335695692124
2011-12-02,603.3188737756792
2011-12-05,620.4570268517116
2011-12-06,614.6814196712277
2011-12-07,614.8741521842719
2011-12-08,612.5162957969726
2011-12-09,612.2545852249027
2011-12-12,621.6229444345898
2011-12-13,628.5803418929557
2011-12-14,633.5037242639155
2011-12-15,632.9087081633476
2011-12-16,647.7132175162819
2011-12-19,639.6996881962244
2011-12-20,636.0391031002306
2011-12-21,634.9233292290602
2011-12-22,636.8441745478813
2011-12-23,640.3355121059584
2011-12-26,640.3355121059584
2011-12-27,640.1207365138799
2011-12-28,635.4019182291053
2011-12-29,631.3691532501683
2011-12-30,635.3622567318301
2012-01-02,635.3622567318301
2012-01-03,644.0868724517461
2012-01-04,648.4668792130094
2012-01-05,648.1203422642493
2012-01-06,646.4519060785535
2012-01-09,644.1222165214497
2012-01-10,651.7147081654756
2012-01-11,656.985925307124
2012-01-12,651.8788264342588
2012-01-13,664.8836495522368
2012-01-16,664.5688496392507
2012-01-17,663.4776123839939
2012-01-18,690.4374341517498
2012-01-19,682.4356464233648
2012-01-20,719.1235576840558
2012-01-23,713.2060707013046
2012-01-24,718.533477589543
2012-01-25,714.455821643197
2012-01-26,716.0494042689079
2012-01-27,718.515444175052
2012-01-30,706.2491384488053
2012-01-31,700.3256556665273
2012-02-01,711.6302780788373
2012-02-02,722.9305814266139
2012-02-03,736.1704181899559
2012-02-06,738.6472111552685
2012-02-07,723.4838258808645
2012-02-08,726.1069281074917
2012-02-09,715.213486025329
2012-02-10,701.6839639963036
2012-02-13,721.0443777869889
2012-02-14,706.9892165888948
2012-02-15,701.6388332697593
2012-02-16,732.3575540893175
2012-02-17,733.3272678734497
2012-02-20,727.5787161391587
2012-02-21,738.634312369546
2012-02-22,737.2107721527027
2012-02-23,725.554170609028
2012-02-24,713.7590748121465
2012-02-27,703.3267646111249
2012-02-28,693.2021905196049
2012-02-29,690.7398520001859
2012-03-01,693.614491499915
2012-03-02,693.1563948929884
2012-03-05,684.6016994858836
2012-03-06,663.6547112499159
2012-03-07,669.4728684556583
2012-03-08,662.3265404236304
2012-03-09,673.9395536670996
2012-03-12,662.4173033027602
2012-03-13,686.6321446856283
2012-03-14,674.3297075520087
2012-03-15,658.7372448860652
2012-03-16,644.3642359188242
2012-03-19,711.4531046644022
2012-03-20,714.2533348494503
2012-03-21,713.7089167168789
2012-03-22,709.6237681005694
2012-03-23,691.4901376564774
2012-03-26,700.9910405817064
2012-03-27,719.1392300190963
2012-03-28,696.974918284052
2012-03-29,683.9433749987268
2012-03-30,669.9260628902687
2012-04-02,664.198825190973
2012-04-03,662.306662708234
2012-04-04,661.3453602833425
2012-04-05,665.767585158684
2012-04-06,665.767585158684
2012-04-09,653.7510083814609
2012-04-10,639.2889660850227
2012-04-11,619.8005204251479
2012-04-12,621.1076345615259
2012-04-13,610.5071251876883
