Date,TAIWAN QUALITY
1998-11-30,1000.0
1998-12-01,990.2265871584117
1998-12-02,997.180712156977
1998-12-03,996.9750152828732
1998-12-04,1007.2402958225264
1998-12-07,1016.0443262757937
1998-12-08,1004.1630235819503
1998-12-09,994.5184635480722
1998-12-10,978.4472244622186
1998-12-11,962.9798955527921
1998-12-14,952.8720921619995
1998-12-15,953.7885548324551
1998-12-16,926.5289679944515
1998-12-17,910.6528873372511
1998-12-18,911.727470496148
1998-12-21,910.4692572594726
1998-12-22,944.1626832514058
1998-12-23,927.9697324522577
1998-12-24,929.0542271452432
1998-12-25,929.0542271452432
1998-12-28,898.9447108309262
1998-12-29,898.4487727291071
1998-12-30,899.8651310237041
1998-12-31,896.8593830555635
1999-01-01,896.8593830555635
1999-01-04,898.7423693185884
1999-01-05,862.0342498766435
1999-01-06,876.6758321189196
1999-01-07,911.7577957851787
1999-01-08,920.7402195740835
1999-01-11,926.3077575912206
1999-01-12,916.7791672351327
1999-01-13,916.1251741915974
1999-01-14,904.6572529272586
1999-01-15,945.4375742694338
1999-01-18,926.7495157158788
1999-01-19,921.8049542995308
1999-01-20,919.798127404302
1999-01-21,925.098827434871
1999-01-22,907.4000908510077
1999-01-25,880.0232745085962
1999-01-26,898.1799061333027
1999-01-27,899.3132641980143
1999-01-28,889.3717159278892
1999-01-29,881.554545823821
1999-02-01,861.1620687748934
1999-02-02,846.0903205389968
1999-02-03,853.5678766325084
1999-02-04,825.5986316035212
1999-02-05,825.5557547382198
1999-02-08,862.7539405684942
1999-02-09,848.1738497712964
1999-02-10,853.4545353851274
1999-02-11,853.1903897536246
1999-02-12,853.4545353851273
1999-02-15,853.4545353851273
1999-02-16,853.4545353851273
1999-02-17,852.1354402763404
1999-02-18,852.1354402763404
1999-02-19,848.8554732236985
1999-02-22,909.4299405814978
1999-02-23,887.8495671151032
1999-02-24,902.8258652879713
1999-02-25,904.230656090545
1999-02-26,912.9311219499843
1999-03-01,911.1333162821303
1999-03-02,897.6388188164912
1999-03-03,915.718307853195
1999-03-04,904.8969942851785
1999-03-05,905.2372739153466
1999-03-08,922.2944647111466
1999-03-09,925.2600287867573
1999-03-10,931.0266215121532
1999-03-11,922.5144030244911
1999-03-12,930.7065709329581
1999-03-15,963.3875783997256
1999-03-16,979.2846657645784
1999-03-17,996.8901484400224
1999-03-18,1020.8619507987287
1999-03-19,1029.8852856115711
1999-03-22,1040.2583684658039
1999-03-23,1016.5346912909566
1999-03-24,1006.898626280511
1999-03-25,1014.0482060584633
1999-03-26,1028.0102417374922
1999-03-29,1005.0344291713036
1999-03-30,1006.1379897623556
1999-03-31,1001.0066011894148
1999-04-01,1026.6879527983774
1999-04-02,1056.0994562702017
1999-04-05,1039.988528065541
1999-04-06,1042.5309537171904
1999-04-07,1040.3687801234046
1999-04-08,1073.9248746420676
1999-04-09,1084.462006268406
1999-04-12,1096.7116163323485
1999-04-13,1104.1802635106706
1999-04-14,1108.7898132162873
1999-04-15,1113.7290411115337
1999-04-16,1114.1598175403713
1999-04-19,1140.0309560868448
1999-04-20,1141.5927756549659
1999-04-21,1123.2370631888314
1999-04-22,1131.2695113760356
1999-04-23,1143.4138382576407
1999-04-26,1148.582832131193
1999-04-27,1133.8818673860517
1999-04-28,1122.2702528977568
1999-04-29,1073.5910470134763
1999-04-30,1079.577139942561
1999-05-03,1073.7084422371506
1999-05-04,1107.7010490480247
1999-05-05,1098.8460537566173
1999-05-06,1092.3034711447833
1999-05-07,1068.2763455514091
1999-05-10,1076.031800767931
1999-05-11,1077.768150424642
1999-05-12,1080.0698062164267
1999-05-13,1077.1117566180046
1999-05-14,1110.5898042160488
1999-05-17,1106.307197817957
1999-05-18,1097.6246000477315
1999-05-19,1096.0315742492019
1999-05-20,1100.3697714118543
1999-05-21,1109.236703978702
1999-05-24,1108.0647475541691
1999-05-25,1095.7157239199687
1999-05-26,1104.8217783418572
1999-05-27,1110.5391913771502
1999-05-28,1094.106126005237
1999-05-31,1079.516498317348
1999-06-01,1080.243753240289
1999-06-02,1092.376537944862
1999-06-03,1101.1700418502373
1999-06-04,1107.7321232878467
1999-06-07,1149.2528078089094
1999-06-08,1175.7939353336265
1999-06-09,1201.0878091025502
1999-06-10,1202.8382082217217
1999-06-11,1200.5088821258291
1999-06-14,1203.1855345994213
1999-06-15,1210.243540014291
1999-06-16,1226.9984042250412
1999-06-17,1281.8193298490542
1999-06-18,1282.017477836355
1999-06-21,1295.3172680429118
1999-06-22,1324.67674251096
1999-06-23,1300.7126803003919
1999-06-24,1328.1733255450997
1999-06-25,1281.388476022948
1999-06-28,1294.1118818300429
1999-06-29,1346.9113572652873
1999-06-30,1336.6385665044945
1999-07-01,1336.2248745928557
1999-07-02,1357.854199434789
1999-07-05,1346.3058455305556
1999-07-06,1332.0162649933013
1999-07-07,1325.6299324567233
1999-07-08,1350.6254905801247
1999-07-09,1337.6999304779652
1999-07-12,1334.7520862463075
1999-07-13,1291.0073399429355
1999-07-14,1230.132619478195
1999-07-15,1236.869184811304
1999-07-16,1160.1520564841253
1999-07-19,1199.6262366185736
1999-07-20,1267.0450993250183
1999-07-21,1268.8326413818518
1999-07-22,1246.5883532368246
1999-07-23,1249.5882171020853
1999-07-26,1224.0353904450592
1999-07-27,1182.0803144663762
1999-07-28,1198.5167031000829
1999-07-29,1184.5732012587937
1999-07-30,1200.3535422327877
1999-08-02,1161.970693697069
1999-08-03,1165.0741724046345
1999-08-04,1152.7777226958287
1999-08-05,1135.4015065002918
1999-08-06,1117.5560277263855
1999-08-09,1149.002990630676
1999-08-10,1191.6565529132852
1999-08-11,1185.9120260275506
1999-08-12,1195.6297792441926
1999-08-13,1257.1892297004667
1999-08-16,1330.8340936981012
1999-08-17,1341.1041249705681
1999-08-18,1310.3729853829782
1999-08-19,1311.728839915804
1999-08-20,1334.3976212367336
1999-08-23,1311.4446001491897
1999-08-24,1298.15640011764
1999-08-25,1322.9886731991348
1999-08-26,1312.0833402319122
1999-08-27,1300.0353291783997
1999-08-30,1288.876496579384
1999-08-31,1314.5424999972663
1999-09-01,1340.2846267940483
1999-09-02,1329.3177821114632
1999-09-03,1305.927561047748
1999-09-06,1330.5053444387063
1999-09-07,1296.8935512841952
1999-09-08,1300.5211404660236
1999-09-09,1307.2517766997316
1999-09-10,1319.4127716305077
1999-09-13,1317.4251707076683
1999-09-14,1302.3501165616572
1999-09-15,1283.9104394818667
1999-09-16,1286.575005220763
1999-09-17,1280.7143597491672
1999-09-20,1296.0462265574024
1999-09-21,1292.0925050120973
1999-09-22,1292.0518706166945
1999-09-23,1292.072187494918
1999-09-24,1292.072187494918
1999-09-27,1258.021463608632
1999-09-28,1225.5760134825034
1999-09-29,1237.0868905641994
1999-09-30,1243.096033508062
1999-10-01,1255.3918878727798
1999-10-04,1239.7129808395428
1999-10-05,1226.9768514362274
1999-10-06,1226.3416078214636
1999-10-07,1244.8468311233635
1999-10-08,1237.0679193860174
1999-10-11,1247.9903259718058
1999-10-12,1282.4925982876582
1999-10-13,1277.3192399455154
1999-10-14,1283.8342781932404
1999-10-15,1273.793223909029
1999-10-18,1254.592371229724
1999-10-19,1249.721111895919
1999-10-20,1250.1829106198381
1999-10-21,1247.7176097701104
1999-10-22,1236.3903778258943
1999-10-25,1251.219732514279
1999-10-26,1256.6310935897238
1999-10-27,1259.1270396434766
1999-10-28,1262.0209769346616
1999-10-29,1281.3323180675636
1999-11-01,1297.8164427147
1999-11-02,1286.3060154141724
1999-11-03,1267.7898379502205
1999-11-04,1257.2814497256284
1999-11-05,1263.0223301586834
1999-11-08,1252.908858083199
1999-11-09,1247.5094519877566
1999-11-10,1251.547208234531
1999-11-11,1274.6002338996789
1999-11-12,1274.780911509184
1999-11-15,1281.5979287526695
1999-11-16,1288.6268310863832
1999-11-17,1286.216191499585
1999-11-18,1290.7510478566192
1999-11-19,1307.1982264059093
1999-11-22,1345.9015453673576
1999-11-23,1347.172553958827
1999-11-24,1325.9095513275097
1999-11-25,1314.6534607955737
1999-11-26,1262.2878144266701
