Date,KOREA QUALITY
1998-11-30,1000.0
1998-12-01,991.7433866803648
1998-12-02,994.8880016512504
1998-12-03,1009.8856464084769
1998-12-04,1057.256324461829
1998-12-07,1134.7564931644129
1998-12-08,1114.7020334767933
1998-12-09,1144.68705506035
1998-12-10,1234.8148330822312
1998-12-11,1180.1502906075798
1998-12-14,1166.3725353503219
1998-12-15,1179.8125145604638
1998-12-16,1158.338893766647
1998-12-17,1149.433683171363
1998-12-18,1147.8672922256442
1998-12-21,1228.3546127024742
1998-12-22,1216.9290636184085
1998-12-23,1251.5417025684926
1998-12-24,1264.0816119902286
1998-12-25,1264.0816119902286
1998-12-28,1286.3176898921172
1998-12-29,1286.051811907435
1998-12-30,1295.6931832586777
1998-12-31,1293.5381842012828
1999-01-01,1293.5381842012828
1999-01-04,1363.6063630420188
1999-01-05,1415.293224603409
1999-01-06,1440.6694590553118
1999-01-07,1495.2053034238174
1999-01-08,1413.2959283438977
1999-01-11,1417.6655812853442
1999-01-12,1388.9852714872738
1999-01-13,1389.2006944404347
1999-01-14,1316.9499771931778
1999-01-15,1334.1014261891921
1999-01-18,1356.8705854072364
1999-01-19,1359.892633143064
1999-01-20,1392.795059270135
1999-01-21,1335.0337351656317
1999-01-22,1246.7225453525375
1999-01-25,1221.1634547981414
1999-01-26,1220.517976406754
1999-01-27,1285.5114912098832
1999-01-28,1297.6297737751127
1999-01-29,1282.7251935125264
1999-02-01,1294.8464060509477
1999-02-02,1263.8810658847626
1999-02-03,1232.6754199401773
1999-02-04,1227.2624962503817
1999-02-05,1229.278222441244
1999-02-08,1228.9333704395606
1999-02-09,1191.025733208896
1999-02-10,1192.6845801401728
1999-02-11,1186.7061700997149
1999-02-12,1242.6241657513895
1999-02-15,1242.6241657513895
1999-02-16,1243.2058196162095
1999-02-17,1243.2058196162095
1999-02-18,1197.0114089792335
1999-02-19,1139.9184639671587
1999-02-22,1117.2516111332736
1999-02-23,1112.4898957744144
1999-02-24,1116.3719195162766
1999-02-25,1119.7437037166678
1999-02-26,1158.1456713318873
1999-03-01,1162.4210245074357
1999-03-02,1189.1558342346605
1999-03-03,1183.1757098457624
1999-03-04,1164.5536632997287
1999-03-05,1172.4689929297979
1999-03-08,1228.1030075579497
1999-03-09,1235.2541566106183
1999-03-10,1218.823388203113
1999-03-11,1234.7194866183077
1999-03-12,1253.332125630622
1999-03-15,1264.13186327616
1999-03-16,1279.4980949158416
1999-03-17,1271.162443465461
1999-03-18,1249.4488208786063
1999-03-19,1293.1934548017912
1999-03-22,1309.6180982875162
1999-03-23,1320.589959563981
1999-03-24,1311.0000217857112
1999-03-25,1313.864527185541
1999-03-26,1322.2170352826163
1999-03-29,1318.6178523683864
1999-03-30,1370.858809542164
1999-03-31,1350.7585999148228
1999-04-01,1394.395166932216
1999-04-02,1412.730468523619
1999-04-05,1410.8875262083825
1999-04-06,1445.772027521557
1999-04-07,1474.9165991147784
1999-04-08,1480.5116172213243
1999-04-09,1477.1551996159562
1999-04-12,1463.3680603835307
1999-04-13,1464.7527248247761
1999-04-14,1479.0811445089744
1999-04-15,1545.5667239226802
1999-04-16,1601.5241672879883
1999-04-19,1740.3594869783599
1999-04-20,1775.5641960365003
1999-04-21,1699.5759079247591
1999-04-22,1688.630937161253
1999-04-23,1714.9554597816557
1999-04-26,1777.2759527189835
1999-04-27,1830.945519052252
1999-04-28,1830.6975976196825
1999-04-29,1733.7538334197345
1999-04-30,1696.736307949586
1999-05-03,1716.0522338159858
1999-05-04,1763.4579165350433
1999-05-05,1761.6179145353196
1999-05-06,1902.60885741678
1999-05-07,1875.3101112196473
1999-05-10,1905.3493557209517
1999-05-11,1835.180693181134
1999-05-12,1806.2963797491698
