Date,CHINA ALL SHARES QUALITY
2009-11-30,1000.0
2009-12-01,1022.8360465406549
2009-12-02,1034.1276950175086
2009-12-03,1040.3814018965106
2009-12-04,1036.0737636829376
2009-12-07,1033.3487301136317
2009-12-08,1028.4871956652053
2009-12-09,1015.1117919052457
2009-12-10,1012.3112990810146
2009-12-11,1019.0486274011778
2009-12-14,1030.9796332988717
2009-12-15,1030.830879247704
2009-12-16,1019.6370842768059
2009-12-17,999.3143810684338
2009-12-18,975.6550879897916
2009-12-21,974.3816475186516
2009-12-22,970.7763548237749
2009-12-23,981.1028048765028
2009-12-24,1005.8621488680681
2009-12-25,1004.0000832051062
2009-12-28,1012.5480700716408
2009-12-29,1015.0533431108254
2009-12-30,1016.2982488456881
2009-12-31,1028.585389377121
2010-01-01,1028.585389377121
2010-01-04,1032.6707354130415
2010-01-05,1059.6028430928093
2010-01-06,1059.1911797157165
2010-01-07,1043.8311160994078
2010-01-08,1038.7729473104355
2010-01-11,1042.3508175247282
2010-01-12,1050.0266288222547
2010-01-13,1025.8479109888551
2010-01-14,1033.3359815584029
2010-01-15,1033.1479395375045
2010-01-18,1026.2351293470629
2010-01-19,1030.4465126143903
2010-01-20,1009.2019607174473
2010-01-21,990.5515203974962
2010-01-22,977.7544815139034
2010-01-25,972.2828577866535
2010-01-26,943.7295364360815
2010-01-27,936.491215700104
2010-01-28,948.0990442107814
2010-01-29,936.9287454748866
2010-02-01,929.4827953455975
2010-02-02,936.7339333663606
2010-02-03,965.9910421651236
2010-02-04,951.6881226311109
2010-02-05,918.4629669266022
2010-02-08,915.6177104572753
2010-02-09,922.6652476375474
2010-02-10,934.3060311018244
2010-02-11,945.9384289457738
2010-02-12,953.3403569135106
2010-02-15,953.2545447660416
2010-02-16,953.3481592225138
2010-02-17,963.6021608663716
2010-02-18,961.0076699145901
2010-02-19,945.3567799931495
2010-02-22,956.1982413938241
2010-02-23,960.8144919409752
2010-02-24,963.4596265422839
2010-02-25,961.462329570161
2010-02-26,967.2581791508698
2010-03-01,978.1512368164681
2010-03-02,975.0165561294406
2010-03-03,980.3410443339106
2010-03-04,965.4861810310178
2010-03-05,975.2071333412563
2010-03-08,994.2631710800072
2010-03-09,995.3269694235222
2010-03-10,994.1469471583182
2010-03-11,993.9960189587032
2010-03-12,986.9607369005998
2010-03-15,974.4074230390227
2010-03-16,971.6904714071513
2010-03-17,990.0138864479075
2010-03-18,985.3364629075429
2010-03-19,990.4733117687093
2010-03-22,981.1322672197149
2010-03-23,975.7326592530887
2010-03-24,974.7930285097231
2010-03-25,968.0532598829199
2010-03-26,979.9332004889264
2010-03-29,995.2387007813364
2010-03-30,995.1034320717972
2010-03-31,985.6443500729913
2010-04-01,1001.9097108296132
2010-04-02,1003.589106712744
2010-04-05,1003.6856427896045
2010-04-06,1004.1646773928392
2010-04-07,1023.8208567850996
2010-04-08,1013.600947315982
2010-04-09,1024.9070560893117
2010-04-12,1017.3136143378642
2010-04-13,1015.1578051801006
2010-04-14,1017.4350768764618
2010-04-15,1022.4064629633733
2010-04-16,1013.2367895681509
2010-04-19,984.1133930199976
2010-04-20,992.9694968042928
2010-04-21,1004.7206232524672
2010-04-22,1000.8160720857511
2010-04-23,997.6952389264237
2010-04-26,1008.4570183259543
2010-04-27,993.0058668654519
2010-04-28,985.4583058476755
2010-04-29,980.3443251189747
2010-04-30,993.1787374295455
2010-05-03,987.05603234178
2010-05-04,984.5515571558509
2010-05-05,964.6929785734515
2010-05-06,931.9887608127478
2010-05-07,919.5370752515121
2010-05-10,938.7511311324731
2010-05-11,932.8633167602736
2010-05-12,931.0697502308245
2010-05-13,949.2772743483413
2010-05-14,939.5381000258262
2010-05-17,904.8813787670496
2010-05-18,911.7081049702072
2010-05-19,891.6520616731108
2010-05-20,876.227166987907
2010-05-21,881.5352118972472
2010-05-24,896.9090882527641
2010-05-25,860.6087410782584
2010-05-26,879.1843372854989
2010-05-27,895.7425629751665
2010-05-28,909.9541343158852
2010-05-31,911.8054669444444
2010-06-01,895.5179103013975
2010-06-02,895.1880170007811
2010-06-03,904.9267096902785
2010-06-04,907.4516307458607
2010-06-07,892.143286594134
2010-06-08,898.098824630803
2010-06-09,905.0118099211467
2010-06-10,903.7512989012605
2010-06-11,914.347985871601
2010-06-14,922.5223035507461
2010-06-15,925.0455133796006
2010-06-16,925.0810939472915
2010-06-17,928.9365824781088
2010-06-18,924.8834246609723
2010-06-21,950.3912277439639
2010-06-22,945.078475969985
2010-06-23,946.0096438148205
2010-06-24,940.4408169821628
2010-06-25,934.348814781895
2010-06-28,929.0559750403071
2010-06-29,902.6347104339513
2010-06-30,903.7977648902859
2010-07-01,899.0425937970659
2010-07-02,883.0175474404579
2010-07-05,878.4974502755757
2010-07-06,893.0326061738112
2010-07-07,894.9684706340432
2010-07-08,902.756333967462
2010-07-09,916.5372966217323
2010-07-12,921.4048960614034
2010-07-13,916.3423972031874
2010-07-14,916.8257391491933
2010-07-15,903.5725353812896
2010-07-16,903.067714355412
2010-07-19,910.3779464412792
2010-07-20,925.8277841494696
2010-07-21,935.056269748698
2010-07-22,935.4567251407899
2010-07-23,943.8292953694887
2010-07-26,942.8310181445966
2010-07-27,948.8135538746961
2010-07-28,957.1783836435667
2010-07-29,955.5708695428059
2010-07-30,953.3633200905725
2010-08-02,975.5118081658109
2010-08-03,974.3090669138772
2010-08-04,977.0132581380824
2010-08-05,978.5141204368438
2010-08-06,980.3487618340542
2010-08-09,990.6335954369426
2010-08-10,974.1784853938022
2010-08-11,969.3855885316997
2010-08-12,960.1563230736116
2010-08-13,967.377720869656
2010-08-16,978.7158990977214
2010-08-17,983.3648466535167
2010-08-18,982.5194827667129
2010-08-19,983.673895570686
2010-08-20,974.6011662113582
2010-08-23,967.7885588663512
2010-08-24,964.830492693646
2010-08-25,955.5354379225332
2010-08-26,958.2283274635341
2010-08-27,957.7393577417218
2010-08-30,974.6778937769176
2010-08-31,971.2696527160376
2010-09-01,974.3687524955337
2010-09-02,987.9952582698983
2010-09-03,996.724813548532
2010-09-06,1012.3593272794786
2010-09-07,1011.8627970449712
2010-09-08,1009.7553234346111
2010-09-09,1008.5382778610405
2010-09-10,1015.5082664067322
2010-09-13,1031.3694412703003
2010-09-14,1031.1330099007328
2010-09-15,1025.9633424899553
2010-09-16,1015.6764734196413
2010-09-17,1028.2047152524024
2010-09-20,1031.7100752236981
2010-09-21,1040.7180022229747
2010-09-22,1042.5801433220242
2010-09-23,1042.4900654184082
2010-09-24,1044.2744998174096
2010-09-27,1063.9341295289503
2010-09-28,1062.2969571591043
2010-09-29,1071.7081676431667
2010-09-30,1084.3772508244722
2010-10-01,1084.826389668725
2010-10-04,1098.3701466975735
2010-10-05,1092.544985326192
2010-10-06,1097.7017540007812
2010-10-07,1096.0298333637074
2010-10-08,1118.2831873383932
2010-10-11,1131.314537470823
2010-10-12,1132.1979484607807
2010-10-13,1136.9351450097517
2010-10-14,1148.1005280158238
2010-10-15,1146.7196801444748
2010-10-18,1131.148934979496
2010-10-19,1146.7432697574352
2010-10-20,1142.9681995425021
2010-10-21,1151.5958857474186
2010-10-22,1152.2510263641796
2010-10-25,1172.0478284516587
2010-10-26,1171.3988857268107
2010-10-27,1144.0664549516546
2010-10-28,1134.877850265646
2010-10-29,1139.7675546965545
2010-11-01,1167.6742646751663
2010-11-02,1165.0758881536785
2010-11-03,1169.3413194989603
2010-11-04,1177.10320115956
2010-11-05,1194.008915274269
2010-11-08,1196.590235861429
2010-11-09,1196.0045214026616
2010-11-10,1188.4835991738153
2010-11-11,1193.613933392338
2010-11-12,1151.0308458244933
2010-11-15,1143.3056736078038
2010-11-16,1113.330612151113
2010-11-17,1075.8043592000283
2010-11-18,1102.3608684241176
2010-11-19,1117.4987550629592
2010-11-22,1121.82690887029
2010-11-23,1103.1245274838727
2010-11-24,1112.8883841410732
2010-11-25,1121.0299729174008
2010-11-26,1116.5519148095289
2010-11-29,1121.0057760703617
2010-11-30,1107.092527608386
2010-12-01,1111.2891877513641
2010-12-02,1118.9042729592443
2010-12-03,1110.5143846509325
2010-12-06,1107.4900444131918
2010-12-07,1120.0922952654269
2010-12-08,1107.8431535928744
2010-12-09,1099.47291056915
2010-12-10,1098.6813008630431
2010-12-13,1112.6677830188087
2010-12-14,1119.1073681494634
2010-12-15,1109.2715517380136
2010-12-16,1098.233290911613
2010-12-17,1098.7844736519721
2010-12-20,1084.3083167695472
2010-12-21,1091.2075242817534
2010-12-22,1091.8923736156344
2010-12-23,1085.9884802067845
2010-12-24,1074.1719363003267
2010-12-27,1066.1440635071963
2010-12-28,1054.0491054032666
2010-12-29,1063.979840713559
2010-12-30,1067.409849368161
2010-12-31,1082.7508064821106
2011-01-03,1087.7161311720863
2011-01-04,1098.0091019853603
2011-01-05,1096.636233128331
2011-01-06,1094.6751554721354
2011-01-07,1085.5418699559066
2011-01-10,1073.0094299817151
2011-01-11,1073.292727761538
2011-01-12,1076.536732779012
2011-01-13,1085.3386547045634
2011-01-14,1081.8895215347154
2011-01-17,1058.7525991749208
2011-01-18,1058.9582565636908
2011-01-19,1072.0118344475902
2011-01-20,1045.600501854756
2011-01-21,1036.6275961468207
2011-01-24,1025.326878980086
2011-01-25,1028.5526895289045
2011-01-26,1038.2299845698956
2011-01-27,1049.108742317338
2011-01-28,1047.2595453817635
2011-01-31,1049.205902419896
2011-02-01,1045.0951060913228
2011-02-02,1054.641122451993
2011-02-03,1054.7360433723718
2011-02-04,1054.6493753320067
2011-02-07,1045.8072923843222
2011-02-08,1036.8720502230915
2011-02-09,1019.1510159814441
2011-02-10,1020.5150478844505
2011-02-11,1030.0754772895302
2011-02-14,1058.6860893525554
2011-02-15,1054.3302934000562
2011-02-16,1057.2700049243028
2011-02-17,1060.6759524680003
2011-02-18,1063.881792082394
2011-02-21,1067.9677295085958
2011-02-22,1045.2834685668624
2011-02-23,1043.281659476051
2011-02-24,1032.1242036613323
2011-02-25,1040.5608126006055
2011-02-28,1055.4456757060066
2011-03-01,1066.9888265223815
2011-03-02,1069.2037806882845
2011-03-03,1069.356955382848
2011-03-04,1084.1101126664669
2011-03-07,1090.7803042658572
2011-03-08,1088.9693490127313
2011-03-09,1093.5225862760112
2011-03-10,1085.8528204526067
2011-03-11,1073.2703102551545
2011-03-14,1083.9159331276837
2011-03-15,1055.9047543701595
2011-03-16,1061.9746457660747
2011-03-17,1034.7867455955666
2011-03-18,1040.2593041279747
2011-03-21,1050.7488556466565
2011-03-22,1057.8355840299348
2011-03-23,1059.5906306228853
2011-03-24,1063.8149147826116
2011-03-25,1070.9243134920923
2011-03-28,1061.2909885666188
2011-03-29,1055.0734879647716
2011-03-30,1064.0995918885014
2011-03-31,1063.697333113384
2011-04-01,1069.2883171370102
2011-04-04,1077.875198414906
2011-04-05,1077.9770729876154
2011-04-06,1083.2580434538647
2011-04-07,1091.7660712470552
2011-04-08,1107.1682441919488
2011-04-11,1108.0119744959432
2011-04-12,1094.41508399543
2011-04-13,1102.7587398072828
2011-04-14,1100.4621861406893
2011-04-15,1100.6978082493576
2011-04-18,1098.4843695757227
2011-04-19,1088.1197288596459
2011-04-20,1101.2147319012454
2011-04-21,1109.5252998841652
2011-04-22,1111.566936756767
2011-04-25,1106.1439155647893
2011-04-26,1100.0299321380835
2011-04-27,1091.9667469929543
2011-04-28,1082.3626626041562
2011-04-29,1086.733060135663
2011-05-02,1086.895242684367
2011-05-03,1086.6242192005348
2011-05-04,1068.5641229814964
2011-05-05,1065.322645212228
2011-05-06,1068.8898700996472
2011-05-09,1075.663972730297
2011-05-10,1078.0586497015267
2011-05-11,1081.0790220968995
2011-05-12,1071.8285405794272
2011-05-13,1080.482963597487
2011-05-16,1077.0649261688375
2011-05-17,1079.9944944892352
2011-05-18,1090.8502915767547
2011-05-19,1093.8208514897012
2011-05-20,1094.7736183720813
2011-05-23,1065.730406945823
2011-05-24,1068.0129309980096
2011-05-25,1065.0605179681836
2011-05-26,1064.0572356876833
2011-05-27,1063.4539356315422
2011-05-30,1065.795978415901
2011-05-31,1084.0129023126192
2011-06-01,1091.6356972507745
2011-06-02,1079.7789240200277
2011-06-03,1077.9616300679495
2011-06-06,1077.8506415509084
2011-06-07,1071.0671663631524
2011-06-08,1069.8178251468519
2011-06-09,1055.6482134112625
2011-06-10,1052.053319756116
2011-06-13,1044.8929426032385
2011-06-14,1052.4195035547373
2011-06-15,1053.0814286625778
2011-06-16,1041.4569353518486
2011-06-17,1029.577796804444
2011-06-20,1028.246730844
2011-06-21,1043.104579046661
2011-06-22,1053.916752625238
2011-06-23,1057.7572802889624
2011-06-24,1075.0381239773187
2011-06-27,1068.5672630950774
2011-06-28,1072.4516144543275
2011-06-29,1072.0509075899342
2011-06-30,1085.7155952364703
2011-07-01,1088.7153648733015
2011-07-04,1112.4142748888435
2011-07-05,1112.4407589086734
2011-07-06,1112.6232111458185
2011-07-07,1112.8180440396534
2011-07-08,1112.1136988198434
2011-07-11,1103.6981366199243
2011-07-12,1074.7397783512997
2011-07-13,1092.387175495784
2011-07-14,1094.501048034372
2011-07-15,1096.4813879985047
2011-07-18,1091.7317928772165
2011-07-19,1083.6724314389592
2011-07-20,1086.635618288737
2011-07-21,1085.948630557213
2011-07-22,1101.1514109992236
2011-07-25,1086.3983130962731
2011-07-26,1094.2935170560654
2011-07-27,1104.6992275915695
2011-07-28,1105.9167544715383
2011-07-29,1093.7187893488313
2011-08-01,1099.1563434331026
2011-08-02,1087.1678781522658
2011-08-03,1080.700128711531
2011-08-04,1079.7724456370795
2011-08-05,1046.4609291491347
2011-08-08,1025.9830728657098
2011-08-09,1004.4833980252558
2011-08-10,1029.1912272524328
2011-08-11,1040.8309805849003
2011-08-12,1047.4615621375276
2011-08-15,1063.0260441393607
2011-08-16,1058.7652373210813
2011-08-17,1055.6071934668896
2011-08-18,1036.199304396765
2011-08-19,1015.7119237742588
2011-08-22,996.2450806000849
2011-08-23,1002.3066761196712
2011-08-24,993.534551137789
2011-08-25,1011.0299766992073
2011-08-26,1009.7376195927529
2011-08-29,1020.3726686850767
2011-08-30,1028.3333719683517
2011-08-31,1039.759366645898
2011-09-01,1047.2347239231356
2011-09-02,1033.4095707103347
2011-09-05,1010.9531060623675
2011-09-06,1001.2640415349479
2011-09-07,1023.261360498707
2011-09-08,1013.7475303260081
2011-09-09,1009.5237450364243
2011-09-12,985.3795696134382
2011-09-13,977.1072026422082
2011-09-14,973.9509384535164
2011-09-15,977.1961267808961
2011-09-16,989.9915124016161
2011-09-19,970.816276612741
2011-09-20,969.3691685526062
2011-09-21,978.541334193035
2011-09-22,936.1332267720534
2011-09-23,922.1311574341906
2011-09-26,890.4100412022315
2011-09-27,916.2273019188223
2011-09-28,924.7275967375228
2011-09-29,921.2956244410888
2011-09-30,913.8009469356183
2011-10-03,885.5294112809023
2011-10-04,860.526263002283
2011-10-05,860.6909309293695
2011-10-06,896.4779326689996
2011-10-07,918.8308374832498
2011-10-10,916.3450134587114
2011-10-11,924.7306405577297
2011-10-12,942.1024716953708
2011-10-13,956.6075442017827
2011-10-14,940.4334473969654
2011-10-17,960.544073540233
2011-10-18,922.5927299620115
2011-10-19,926.3646557582479
2011-10-20,901.6361028121207
2011-10-21,901.862764632202
2011-10-24,935.5632725571943
2011-10-25,949.920623382118
2011-10-26,965.8552970461373
2011-10-27,989.3271179203449
2011-10-28,997.3056954585685
2011-10-31,986.4224776713245
2011-11-01,976.9503886747909
2011-11-02,989.6046680343242
2011-11-03,981.9032510750238
2011-11-04,997.85712573284
2011-11-07,996.3055336906832
2011-11-08,987.9411617183233
2011-11-09,998.3464016637039
2011-11-10,969.4182882007536
2011-11-11,970.8778055764362
2011-11-14,994.1704360295037
2011-11-15,990.9792057815669
2011-11-16,971.5116849550295
2011-11-17,967.7135299054205
2011-11-18,945.7106792038561
2011-11-21,937.6544541318427
2011-11-22,943.337541693334
2011-11-23,934.3598201522356
2011-11-24,931.7876526493269
2011-11-25,927.2627833120805
2011-11-28,942.2030653194672
2011-11-29,959.1840037352067
2011-11-30,939.1460917452296
2011-12-01,979.7518853233497
2011-12-02,969.2150932804144
2011-12-05,962.1986848435585
2011-12-06,954.2196547404078
2011-12-07,961.0189366174797
2011-12-08,954.9100318484535
2011-12-09,935.4800594990937
2011-12-12,929.0845091828149
2011-12-13,916.4050985165214
2011-12-14,908.630374851508
2011-12-15,889.8821550673294
2011-12-16,910.5464309023397
2011-12-19,900.9322822757802
2011-12-20,896.7043977957618
2011-12-21,906.3943153873245
2011-12-22,908.5755779326382
2011-12-23,923.3445360585577
2011-12-26,916.991340283328
2011-12-27,909.9726580425975
2011-12-28,903.775845166176
2011-12-29,904.3043846114086
2011-12-30,910.1487390910092
2012-01-02,910.1487390910092
2012-01-03,923.6040775057352
2012-01-04,903.8277447021688
2012-01-05,898.9727926193523
2012-01-06,890.8687653499437
2012-01-09,910.3747314512939
2012-01-10,933.5820511216184
2012-01-11,938.7451683227903
2012-01-12,933.7225288498017
2012-01-13,923.9456789619699
2012-01-16,902.6476603916616
2012-01-17,940.5017628302637
2012-01-18,934.9588877776007
2012-01-19,947.9483291637785
2012-01-20,953.6593552206102
2012-01-23,953.7471005961482
2012-01-24,953.7750247960275
2012-01-25,953.6035302027101
2012-01-26,959.0277755371742
2012-01-27,959.0249645958811
2012-01-30,941.6219524775402
2012-01-31,953.8257997477021
2012-02-01,950.0991490266948
2012-02-02,969.4669608576405
2012-02-03,970.5691848691937
2012-02-06,970.1711907969733
2012-02-07,966.9966504053577
2012-02-08,990.9068736814374
2012-02-09,993.7091733272632
2012-02-10,983.6803727043807
2012-02-13,984.2591038560694
2012-02-14,979.8881566504527
2012-02-15,994.076790353388
2012-02-16,989.6040860086663
2012-02-17,993.1036573149461
2012-02-20,989.6977249625747
2012-02-21,989.8637871330185
2012-02-22,1002.6415205976152
2012-02-23,1000.0974434347555
2012-02-24,1007.1593087255281
2012-02-27,1006.6026786558701
2012-02-28,1017.2161967220283
2012-02-29,1021.6501787715077
2012-03-01,1007.5180242061822
2012-03-02,1019.4393428977551
2012-03-05,1009.4183501388297
2012-03-06,990.6569650277762
2012-03-07,986.5749027341266
2012-03-08,1004.3218830113399
2012-03-09,1021.5309619339865
2012-03-12,1021.133780912786
2012-03-13,1029.4365663478256
2012-03-14,1021.2352013648465
2012-03-15,1020.3976227461422
2012-03-16,1027.4704717015318
2012-03-19,1015.5807561355733
2012-03-20,1001.2093799872632
2012-03-21,1003.257497626929
2012-03-22,1008.6750062529034
2012-03-23,998.5405540034103
2012-03-26,996.0326992250382
2012-03-27,999.1608590829967
2012-03-28,985.8263659149393
2012-03-29,974.9616872254784
2012-03-30,979.1086460884608
2012-04-02,977.9998212852727
2012-04-03,988.3286204275378
2012-04-04,988.2656757478237
2012-04-05,994.9262150595588
2012-04-06,997.3686201253606
2012-04-09,995.6660578434601
2012-04-10,990.3853544748291
2012-04-11,985.0935281205406
2012-04-12,996.6328630608352
2012-04-13,1007.9364228837964
2012-04-16,1007.6549010924762
2012-04-17,998.8531413568096
2012-04-18,1014.4982621328372
2012-04-19,1015.5558127492834
2012-04-20,1019.1334199911382
2012-04-23,1010.9721856808716
2012-04-24,1008.2193142584898
2012-04-25,1009.3133289421969
2012-04-26,1017.5122918653628
2012-04-27,1019.2453696923714
2012-04-30,1027.6837869072167
2012-05-01,1027.666716103307
2012-05-02,1036.940009376544
2012-05-03,1035.885115470019
2012-05-04,1034.732823149959
2012-05-07,1020.6011856761768
2012-05-08,1017.4834647317928
2012-05-09,1001.4975686895706
2012-05-10,997.226684046174
2012-05-11,985.2747912469599
2012-05-14,973.8469472026077
2012-05-15,979.0798574478474
2012-05-16,949.9015371727281
2012-05-17,962.3149299460744
2012-05-18,951.2714483638266
2012-05-21,954.4364309524897
2012-05-22,966.868308464822
2012-05-23,957.27001538545
2012-05-24,947.1654722452895
2012-05-25,942.5993739737505
2012-05-28,954.2421808842215
2012-05-29,966.4596374577909
2012-05-30,957.4853886299201
2012-05-31,954.6124032901748
2012-06-01,954.1345189125658
2012-06-04,933.2544180237708
2012-06-05,934.5687795132528
2012-06-06,943.7550008662228
2012-06-07,943.2822138475032
2012-06-08,941.6563505045533
2012-06-11,954.6940857794589
2012-06-12,950.750983966451
2012-06-13,961.9139496079302
2012-06-14,953.8379637802448
2012-06-15,967.0471439254544
2012-06-18,980.7212358930542
2012-06-19,977.8675268228686
2012-06-20,977.5696141876548
2012-06-21,956.4514859151282
2012-06-22,945.5971103993401
2012-06-25,931.8962681696295
2012-06-26,931.9059992111928
2012-06-27,938.1790717845172
2012-06-28,930.3067041604054
2012-06-29,947.3659399149802
2012-07-02,950.7281957923793
2012-07-03,961.6811576138151
2012-07-04,964.0481233656425
2012-07-05,959.3579189953758
2012-07-06,976.9794539045511
2012-07-09,956.4777648204905
2012-07-10,950.2535913807551
2012-07-11,958.5562599032288
2012-07-12,949.524375407173
2012-07-13,955.7793594857878
2012-07-16,950.763668434049
2012-07-17,951.6120159220783
2012-07-18,938.3503226719192
2012-07-19,948.1015835260031
2012-07-20,941.8946987922671
2012-07-23,921.642110350937
2012-07-24,921.6452015615246
2012-07-25,914.3178366205831
2012-07-26,915.093555568559
2012-07-27,926.8304759454245
2012-07-30,935.1072431247743
2012-07-31,940.6901709476563
2012-08-01,945.4741241894861
2012-08-02,937.2301681415116
2012-08-03,940.2252611597187
2012-08-06,959.4953329564548
2012-08-07,965.9389328887174
2012-08-08,960.3713466593945
2012-08-09,973.0027789322216
2012-08-10,963.3733045957491
2012-08-13,951.3814244984636
2012-08-14,955.2531041234561
2012-08-15,943.9539328027655
2012-08-16,941.265273763134
2012-08-17,940.9163651293953
2012-08-20,946.1846933893735
2012-08-21,953.1043168552427
2012-08-22,941.6080511055136
2012-08-23,949.731166262765
2012-08-24,939.3579366388102
2012-08-27,929.5213548167387
2012-08-28,930.5202225141816
2012-08-29,920.6579438812245
2012-08-30,908.733430892396
2012-08-31,907.7512976927658
2012-09-03,919.6397436369725
2012-09-04,913.6063629016779
2012-09-05,902.5572670683971
2012-09-06,911.4508139970789
2012-09-07,947.0100089030838
2012-09-10,954.1751907645025
2012-09-11,951.6663330537443
2012-09-12,957.8357179241946
2012-09-13,947.2117817795353
2012-09-14,967.8719029869912
2012-09-17,958.7835426420163
2012-09-18,946.8286624157724
2012-09-19,952.057144168893
2012-09-20,936.531774056707
2012-09-21,946.44263432117
2012-09-24,951.0862128863503
2012-09-25,954.1074096578426
2012-09-26,941.2082093339268
2012-09-27,957.6608470664053
