Date,SOUTH AFRICA QUALITY
1998-11-30,1000.0
1998-12-01,974.9328099409793
1998-12-02,976.743385096637
1998-12-03,946.8883684853988
1998-12-04,889.8210546778714
1998-12-07,883.2909343106735
1998-12-08,857.2430031486988
1998-12-09,870.6373058855123
1998-12-10,888.4271144371198
1998-12-11,884.1817174641366
1998-12-14,867.6491843371158
1998-12-15,868.3436767216995
1998-12-16,872.2872399383433
1998-12-17,876.4759457588679
1998-12-18,857.1813915048928
1998-12-21,870.0677237381082
1998-12-22,866.7942036015579
1998-12-23,871.419580944012
1998-12-24,882.8596580362974
1998-12-25,882.8596580362974
1998-12-28,915.6746666311857
1998-12-29,924.0457382019592
1998-12-30,933.5973884299789
1998-12-31,928.3706957112641
1999-01-01,928.3706957112641
1999-01-04,926.9838084929426
1999-01-05,952.5224995641324
1999-01-06,1027.5564082496255
1999-01-07,998.3693362863215
1999-01-08,1034.8975707425298
1999-01-11,1014.0413297022947
1999-01-12,1010.4335880409817
1999-01-13,948.0680927321162
1999-01-14,933.859444633237
1999-01-15,943.1355650086815
1999-01-18,987.8494160051604
1999-01-19,981.7718314397448
1999-01-20,993.0408825069993
1999-01-21,974.4277074633568
1999-01-22,960.7116326216957
1999-01-25,959.0433605280779
1999-01-26,961.4169770543477
1999-01-27,988.5109853123332
1999-01-28,996.4306741305352
1999-01-29,993.473406781725
1999-02-01,999.8502293305742
1999-02-02,1005.0758161661079
1999-02-03,1003.6878975114197
1999-02-04,1008.0551124127413
1999-02-05,1029.9584570998222
1999-02-08,1052.0454152654224
1999-02-09,1017.4048414715473
1999-02-10,999.3531459028352
1999-02-11,1016.7227763480242
1999-02-12,1023.0251029574853
1999-02-15,1013.1811705732327
1999-02-16,1013.4110975000897
1999-02-17,1007.333783895697
1999-02-18,1012.4906630113458
1999-02-19,994.0452572562443
1999-02-22,1013.9373022093654
1999-02-23,1033.8910942662526
1999-02-24,1041.4033616703955
1999-02-25,1044.795375117766
1999-02-26,1037.429992498834
1999-03-01,1038.4656531756402
1999-03-02,1029.7979837162168
1999-03-03,1053.2015749850273
1999-03-04,1070.1025264192378
1999-03-05,1099.7036039375575
1999-03-08,1117.6619684820607
1999-03-09,1123.4813055697903
