Date,INDIA QUALITY
1998-11-30,1000.0
1998-12-01,996.1907950501605
1998-12-02,997.3233421873671
1998-12-03,996.9060624638165
1998-12-04,1008.1026153729355
1998-12-07,1031.3328997931817
1998-12-08,1040.3318168974965
1998-12-09,1037.1771400045113
1998-12-10,1043.355862996956
1998-12-11,1050.3308444141956
1998-12-14,1045.4142864656387
1998-12-15,1025.960946829653
1998-12-16,1025.4077413690036
1998-12-17,1008.1437659046153
1998-12-18,1013.7676639964018
1998-12-21,1048.6561294618884
1998-12-22,1053.5451077449616
1998-12-23,1051.4218106083438
1998-12-24,1045.9811478395652
1998-12-25,1045.9811478395652
1998-12-28,1073.5436177784236
1998-12-29,1067.6165698196012
1998-12-30,1080.692703932579
1998-12-31,1076.0897495799693
1999-01-01,1076.0897495799693
1999-01-04,1098.3160599484636
1999-01-05,1120.4594012264038
1999-01-06,1138.260362323838
1999-01-07,1158.4621572908688
1999-01-08,1188.8584091142793
1999-01-11,1199.6697181696502
1999-01-12,1195.3305835310157
1999-01-13,1207.0773542960605
1999-01-14,1206.3784785147775
1999-01-15,1170.2128310499916
1999-01-18,1191.0912631868075
1999-01-19,1185.1982184300077
1999-01-20,1185.1982184300077
1999-01-21,1241.434480490472
1999-01-22,1240.9934648671713
1999-01-25,1258.8846657635468
1999-01-26,1258.8846657635468
1999-01-27,1279.4253616275207
1999-01-28,1248.279343739075
1999-01-29,1243.784849254861
1999-02-01,1227.3235919399783
1999-02-02,1218.692083939812
1999-02-03,1241.272880794947
1999-02-04,1223.7528851776433
1999-02-05,1219.652375247163
1999-02-08,1221.6256494166864
1999-02-09,1235.308042786372
1999-02-10,1244.834487632923
1999-02-11,1264.9230235673224
1999-02-12,1271.8897142523952
1999-02-15,1255.8994290890103
1999-02-16,1268.3381238497957
1999-02-17,1265.966210704565
1999-02-18,1272.325909083057
1999-02-19,1264.9586539985962
1999-02-22,1256.5486685511867
1999-02-23,1238.995170700781
1999-02-24,1236.4843052042972
1999-02-25,1249.7095081031528
1999-02-26,1233.122717314436
1999-03-01,1313.2910490208467
1999-03-02,1313.291049020847
1999-03-03,1399.3263120521347
1999-03-04,1364.8895205635326
1999-03-05,1373.6575276514927
1999-03-08,1411.7739011549388
1999-03-09,1429.5838939829375
1999-03-10,1430.732709841944
1999-03-11,1404.5484003004187
1999-03-12,1425.9388216409359
1999-03-15,1448.5742328319868
1999-03-16,1437.341603462972
1999-03-17,1406.1496674179448
1999-03-18,1406.1496674179448
1999-03-19,1385.3249687198543
1999-03-22,1406.6290464752788
1999-03-23,1424.0045824292472
1999-03-24,1396.6399626015113
1999-03-25,1396.6399626015113
1999-03-26,1390.42690134274
1999-03-29,1390.42690134274
1999-03-30,1417.7191387638545
1999-03-31,1438.4377578043807
1999-04-01,1421.674173497337
1999-04-02,1421.674173497337
1999-04-05,1364.6230734838798
1999-04-06,1355.7713672734308
1999-04-07,1359.8446556907309
1999-04-08,1354.0405161163735
1999-04-09,1316.0740420407153
1999-04-12,1324.319897249145
1999-04-13,1316.8669648090051
1999-04-14,1316.8669648090051
1999-04-15,1269.1236441832457
1999-04-16,1349.762933967921
1999-04-19,1288.473459978046
1999-04-20,1298.0988661909196
1999-04-21,1307.3010593293873
1999-04-22,1297.167857792571
1999-04-23,1293.369879923641
1999-04-26,1235.842278894657
1999-04-27,1236.4195729639762
1999-04-28,1244.2579599056091
1999-04-29,1276.4276968430524
1999-04-30,1277.0990297831872
1999-05-03,1292.3945262303
1999-05-04,1332.0634381915904
1999-05-05,1357.4406438644253
1999-05-06,1384.6167607864807
1999-05-07,1410.4853301217074
1999-05-10,1442.4063897407152
1999-05-11,1455.2123530723022
1999-05-12,1428.2863551642015
1999-05-13,1459.1370082050664
1999-05-14,1475.9785969015936
1999-05-17,1464.9044529505659
1999-05-18,1481.1698062406765
1999-05-19,1482.7804214315477
1999-05-20,1472.1804578282395
1999-05-21,1455.3577634508067
1999-05-24,1468.3058923736717
1999-05-25,1482.4135707083228
1999-05-26,1456.9346756953464
1999-05-27,1424.2167828021206
1999-05-28,1401.15597550412
1999-05-31,1456.9168277251113
1999-06-01,1428.8085029824283
1999-06-02,1436.4832452249943
1999-06-03,1449.7197992383037
1999-06-04,1451.9145915373476
1999-06-07,1443.6230089763887
1999-06-08,1447.2896061892031
1999-06-09,1443.8632475660722
1999-06-10,1450.9720741663994
1999-06-11,1427.2548985547844
1999-06-14,1412.6770735356165
1999-06-15,1390.645823872915
1999-06-16,1407.3214687265593
1999-06-17,1434.743105507226
1999-06-18,1427.063714019878
1999-06-21,1461.3868039976712
1999-06-22,1475.812430553183
1999-06-23,1469.6964702277312
1999-06-24,1449.577541715594
1999-06-25,1458.0361740415808
1999-06-28,1480.7870946135843
1999-06-29,1478.6961355714143
1999-06-30,1473.0764992941174
1999-07-01,1464.8457659481396
1999-07-02,1466.2817052780063
1999-07-05,1505.2880884056751
1999-07-06,1526.130416079008
1999-07-07,1521.5711476062356
1999-07-08,1514.9548206562563
1999-07-09,1547.4023806541136
1999-07-12,1625.4723284874974
