Date,CHINA A ONSHORE QUALITY
2008-05-30,1000.0
2008-06-02,1004.1299547703964
2008-06-03,1001.4146815621535
2008-06-04,978.2855605282095
2008-06-05,967.7772351990267
2008-06-06,964.8808821214359
2008-06-09,964.8808821214359
2008-06-10,894.8843543153025
2008-06-11,884.6275255922733
2008-06-12,866.704499612356
2008-06-13,841.1287050757571
2008-06-16,832.3806735874913
2008-06-17,807.3933344511562
2008-06-18,851.8254470943562
2008-06-19,799.010499002136
2008-06-20,819.4085527561501
2008-06-23,798.3460411770822
2008-06-24,815.0114873160876
2008-06-25,850.0326971773682
2008-06-26,855.5509851797574
2008-06-27,813.1771712551667
2008-06-30,810.3739940565639
2008-07-01,791.0738412069112
2008-07-02,793.3472245742871
2008-07-03,812.5086017056188
2008-07-04,800.647623118036
2008-07-07,836.233977220903
2008-07-08,844.7093186626838
2008-07-09,871.1532207845277
2008-07-10,863.9636139744412
2008-07-11,861.008629865102
2008-07-14,861.4258860546623
2008-07-15,833.3528160384947
2008-07-16,815.687207187465
2008-07-17,809.7784755957902
2008-07-18,836.8446155335748
2008-07-21,858.7907722112169
2008-07-22,857.5249199597747
2008-07-23,846.8822184766468
2008-07-24,867.5454585076201
2008-07-25,857.9062185271453
2008-07-28,860.9354801226054
2008-07-29,847.9025783922444
2008-07-30,841.4427462678485
2008-07-31,822.5194701016194
2008-08-01,822.6840728223008
2008-08-04,804.3210448866955
2008-08-05,783.7128243013921
2008-08-06,785.9300937880514
2008-08-07,782.2120295988066
2008-08-08,753.1580407671469
2008-08-11,715.346486516977
2008-08-12,717.281801025601
2008-08-13,722.2142381837749
2008-08-14,723.864269622619
2008-08-15,723.4342506650945
2008-08-18,683.408637729226
2008-08-19,688.9558162710241
2008-08-20,738.4671371161459
2008-08-21,711.0963607701767
2008-08-22,700.0018354668471
2008-08-25,695.6879194848825
2008-08-26,674.6631951075127
2008-08-27,666.9522404562384
2008-08-28,669.9693446551673
2008-08-29,683.6721031332671
2008-09-01,663.5531296723392
2008-09-02,652.0445732706556
2008-09-03,636.9534023930835
2008-09-04,636.7367668897261
2008-09-05,620.0714665738725
2008-09-08,604.3579332306324
2008-09-09,606.5425591895653
2008-09-10,606.93283282277
2008-09-11,588.1618888111076
2008-09-12,593.6868277678486
2008-09-15,593.6868277678486
2008-09-16,582.7455411030264
2008-09-17,571.969564717059
2008-09-18,555.2917863080238
2008-09-19,607.26995567034
2008-09-22,640.9186762412085
2008-09-23,617.0224998492881
2008-09-24,622.9543086867598
2008-09-25,646.6694238759202
2008-09-26,646.7495329772302
2008-09-29,646.7495329772302
2008-09-30,646.7495329772302
2008-10-01,646.7495329772302
2008-10-02,646.7495329772302
2008-10-03,646.7495329772302
2008-10-06,616.4750906768934
2008-10-07,607.2849342629593
2008-10-08,586.7280005291349
2008-10-09,578.2227466471478
2008-10-10,550.2313732988407
2008-10-13,562.0515038835815
2008-10-14,547.2523087554526
2008-10-15,535.2828201888005
2008-10-16,509.39351010419455
2008-10-17,512.045278368911
2008-10-20,525.7046742762543
2008-10-21,523.2111724764846
2008-10-22,512.948118061412
2008-10-23,513.9157877377382
2008-10-24,502.6623724860967
2008-10-27,468.4774339142006
2008-10-28,480.26281915993366
2008-10-29,469.07320296564455
2008-10-30,481.8991287703585
2008-10-31,471.0494329136877
2008-11-03,469.006956099749
2008-11-04,464.5797479873525
2008-11-05,481.52261615122984
2008-11-06,467.35101428175625
2008-11-07,469.9187171078111
2008-11-10,501.9554041536724
2008-11-11,497.3026603583573
2008-11-12,498.9360152752687
2008-11-13,519.3362394878519
2008-11-14,544.1105973056505
2008-11-17,557.7268446615302
2008-11-18,517.8573732058869
2008-11-19,549.6697192276081
2008-11-20,543.0196645988342
2008-11-21,538.8229206783847
2008-11-24,520.6860502970561
2008-11-25,520.0858234611611
2008-11-26,522.088574795131
2008-11-27,530.7241049585612
2008-11-28,521.8515365960677
2008-12-01,526.4129915157937
2008-12-02,528.1715972257122
2008-12-03,552.3716930144782
2008-12-04,560.8858370387314
2008-12-05,568.4187842137122
2008-12-08,590.32039686341
2008-12-09,580.1389915209976
2008-12-10,590.4195811161411
2008-12-11,577.7939732865158
2008-12-12,554.2445541907776
2008-12-15,559.6331428038732
2008-12-16,565.6107134968058
2008-12-17,571.0729688810719
2008-12-18,582.6443706155852
2008-12-19,586.0241673131908
2008-12-22,577.2690783287547
2008-12-23,548.748923938638
2008-12-24,541.9617278576475
2008-12-25,537.4335751583075
2008-12-26,532.7171863955549
2008-12-29,529.2515784473834
2008-12-30,524.7644551486691
2008-12-31,521.5457154282794
2009-01-01,521.5457154282794
2009-01-02,521.5457154282794
2009-01-05,535.9615518499846
2009-01-06,550.6444469103192
2009-01-07,547.8478740895916
2009-01-08,535.5585698722314
2009-01-09,544.0676160054606
2009-01-12,543.1211493872436
2009-01-13,530.9777110315993
2009-01-14,551.0935612092214
2009-01-15,549.3538035786579
2009-01-16,559.2882100744391
2009-01-19,562.7795750982513
2009-01-20,565.3368830899885
2009-01-21,561.3918044877523
2009-01-22,568.9467443769762
2009-01-23,567.1363248185639
2009-01-26,567.1363248185639
2009-01-27,567.1363248185639
2009-01-28,567.1363248185639
2009-01-29,567.1363248185639
2009-01-30,567.1363248185639
2009-02-02,574.6840338192552
2009-02-03,592.5197547438715
2009-02-04,604.7642174233538
2009-02-05,600.7532167522446
2009-02-06,624.2669837396495
2009-02-09,646.3952597096401
2009-02-10,656.965002822799
2009-02-11,658.834013054247
2009-02-12,655.332859393441
2009-02-13,679.0501554570409
2009-02-16,692.8726452237876
2009-02-17,671.3255544349339
2009-02-18,641.1094637194564
2009-02-19,650.5060058414603
2009-02-20,664.4426851146368
2009-02-23,679.6239169168439
2009-02-24,652.7994306735125
2009-02-25,646.1584597258883
2009-02-26,610.8078800120368
2009-02-27,595.0928987242316
2009-03-02,599.9640883996675
2009-03-03,593.6311429934581
2009-03-04,634.0243366579189
2009-03-05,636.5265682420393
2009-03-06,628.0888008042526
2009-03-09,604.4520243987512
2009-03-10,617.7186351509613
2009-03-11,613.1684942898329
2009-03-12,610.9171529812995
2009-03-13,608.4321798579122
2009-03-16,615.3466407163143
2009-03-17,635.8508015038434
2009-03-18,642.2804993774996
2009-03-19,659.5847524856996
2009-03-20,662.40774753191
2009-03-23,680.3998173719617
2009-03-24,684.1773878093287
2009-03-25,666.898198187393
2009-03-26,685.1969501095482
2009-03-27,691.2486115371728
2009-03-30,685.7823686617215
2009-03-31,692.5139393906438
2009-04-01,704.7170996146178
2009-04-02,713.6856603188712
2009-04-03,707.7132376453351
2009-04-06,707.7132376453351
2009-04-07,710.1767307245593
2009-04-08,688.0274572086298
2009-04-09,698.1092400680582
2009-04-10,722.5937632415614
2009-04-13,745.6616091797118
2009-04-14,750.7529913546125
2009-04-15,755.8218251680541
2009-04-16,755.3709842395127
2009-04-17,743.1305930271227
2009-04-20,760.1181965895181
2009-04-21,752.2975885958447
2009-04-22,724.1771962882981
2009-04-23,731.3983028151682
2009-04-24,726.7146500007773
2009-04-27,713.7672321106674
2009-04-28,713.0072853125515
2009-04-29,730.0546872248946
2009-04-30,736.860447675088
2009-05-01,736.860447675088
2009-05-04,763.8127367555711
2009-05-05,763.7181212178947
2009-05-06,770.7168268487978
2009-05-07,766.7958420258909
2009-05-08,764.6286067415979
2009-05-11,747.7041522638219
2009-05-12,760.3909549958138
2009-05-13,769.3410140742234
2009-05-14,765.7283380589763
2009-05-15,768.1194275211845
2009-05-18,775.8116472931629
2009-05-19,782.5992067041159
2009-05-20,776.6678791453419
2009-05-21,761.2731941992316
2009-05-22,757.3479853352912
2009-05-25,759.4639991780765
2009-05-26,750.6209532422222
2009-05-27,761.0850552966905
2009-05-28,761.0850552966905
2009-05-29,761.0850552966905
2009-06-01,784.8071729486182
2009-06-02,787.1324459340942
2009-06-03,795.2442670625918
2009-06-04,791.9304516086926
2009-06-05,798.5941121048689
2009-06-08,795.4993545234752
2009-06-09,802.808209848424
2009-06-10,813.9521103217098
2009-06-11,807.3861556379342
2009-06-12,790.2038591762449
2009-06-15,803.0854649014245
2009-06-16,804.195108576912
2009-06-17,815.2625790954924
2009-06-18,828.9167740788839
2009-06-19,831.9560394242976
2009-06-22,829.9397429144869
2009-06-23,827.4162678477779
2009-06-24,843.2590891838819
2009-06-25,842.6374127032934
2009-06-26,846.3499556300656
2009-06-29,862.5301143670886
2009-06-30,860.2956461326585
2009-07-01,869.1358136919974
2009-07-02,882.22815744537
2009-07-03,890.2633665483131
2009-07-06,898.6348245070699
2009-07-07,893.7334286607697
2009-07-08,896.3667503122161
2009-07-09,909.32887046457
2009-07-10,914.1128973173662
2009-07-13,912.3292233246276
2009-07-14,929.7025061092447
2009-07-15,941.2117728667025
2009-07-16,935.3315817165958
2009-07-17,939.944070140978
2009-07-20,966.1428961690199
2009-07-21,950.4972298199522
2009-07-22,968.81423831995
2009-07-23,974.284691263649
2009-07-24,980.1852146494167
2009-07-27,998.6854512728247
2009-07-28,997.379531808299
2009-07-29,942.7659166632569
2009-07-30,954.1981172105847
2009-07-31,982.246626040517
2009-08-03,1002.1115695031893
2009-08-04,1018.0781273114513
2009-08-05,1019.3664577050583
2009-08-06,998.339184272657
2009-08-07,965.8854417346009
2009-08-10,965.380026758042
2009-08-11,972.7247955463376
2009-08-12,928.3821655137143
2009-08-13,935.184228820071
2009-08-14,907.6999244549551
2009-08-17,853.7520352846691
2009-08-18,868.7331860713374
2009-08-19,834.9476853217271
2009-08-20,870.7958990493169
2009-08-21,889.3714894604674
2009-08-24,904.2370884643736
2009-08-25,884.2799405691625
2009-08-26,902.3255832161151
2009-08-27,898.6183940350013
2009-08-28,872.2742205065675
2009-08-31,815.7561944902216
2009-09-01,816.1771741322693
2009-09-02,826.2399990998696
2009-09-03,867.4412786490225
2009-09-04,874.4966660755822
2009-09-07,887.1862249672834
2009-09-08,909.5414387745168
2009-09-09,914.3010856980931
2009-09-10,906.2752560822181
2009-09-11,921.797953827067
2009-09-14,936.4638652085649
2009-09-15,937.8393902756728
2009-09-16,931.2102698688234
2009-09-17,948.1659880196426
2009-09-18,918.4621786021992
2009-09-21,930.9569937391337
2009-09-22,920.894070514206
2009-09-23,900.0459722775837
2009-09-24,893.1993543999679
2009-09-25,889.2204165124424
2009-09-28,868.6360918777658
2009-09-29,864.2853534886734
2009-09-30,872.6890600895189
2009-10-01,872.6890600895189
2009-10-02,872.6890600895189
2009-10-05,872.6890600895189
2009-10-06,872.6890600895189
2009-10-07,872.6890600895189
2009-10-08,872.6890600895189
2009-10-09,918.1427215974496
2009-10-12,915.1491204154415
2009-10-13,923.3968020643306
2009-10-14,927.3253032911226
2009-10-15,925.2353946935489
2009-10-16,928.5777482208501
2009-10-19,948.1757765246896
2009-10-20,962.4377584298901
2009-10-21,953.2662589526848
2009-10-22,948.1644225872756
2009-10-23,966.231978978864
2009-10-26,967.3716211197102
2009-10-27,945.0640771270453
2009-10-28,951.9142836042555
2009-10-29,933.9739420346649
2009-10-30,945.299513759077
2009-11-02,972.8065620846908
2009-11-03,982.2397252063214
2009-11-04,988.1943265431873
2009-11-05,991.4233013949583
2009-11-06,995.0432511416238
2009-11-09,998.7338171420816
2009-11-10,1002.4722975178286
2009-11-11,1004.7624704903953
2009-11-12,1009.7861003149179
2009-11-13,1014.4924842212783
2009-11-16,1044.8581223335566
2009-11-17,1044.8462224094096
2009-11-18,1046.440834917275
2009-11-19,1050.3876920351886
2009-11-20,1045.1151324491575
2009-11-23,1060.4362082420816
2009-11-24,1022.8270135875615
2009-11-25,1050.9173183283015
2009-11-26,1011.8938374637655
2009-11-27,991.8264756175694
2009-11-30,1035.4791259713998
2009-12-01,1054.4900378754041
2009-12-02,1062.2081912534868
2009-12-03,1061.8671232391
2009-12-04,1057.4945042323045
2009-12-07,1063.5389967486121
2009-12-08,1052.2930410226336
2009-12-09,1037.4003034263449
2009-12-10,1044.673810309461
2009-12-11,1045.0996394160807
2009-12-14,1049.5479853258585
2009-12-15,1049.6236347839467
2009-12-16,1043.1176534976323
2009-12-17,1014.3002353952614
2009-12-18,988.8445643699076
2009-12-21,995.1346364330501
2009-12-22,972.0899235238703
2009-12-23,986.1002462333381
2009-12-24,1023.6251174287556
2009-12-25,1022.8670717026308
2009-12-28,1035.7462786194994
2009-12-29,1039.6968253806986
2009-12-30,1043.978688071994
2009-12-31,1047.1823580458356
2010-01-01,1047.1823580458356
2010-01-04,1039.6584879524676
2010-01-05,1047.2941890806317
2010-01-06,1043.448363254447
2010-01-07,1024.3129561233197
2010-01-08,1023.2672668613288
2010-01-11,1019.3275026024959
2010-01-12,1039.8311427074073
2010-01-13,1017.7751433118359
2010-01-14,1041.2806357101724
2010-01-15,1044.1246271822815
2010-01-18,1053.429617616408
2010-01-19,1049.4427763160847
2010-01-20,1018.6679235565949
2010-01-21,1015.1565175022074
2010-01-22,989.9165181967285
2010-01-25,983.998456266272
2010-01-26,958.1814236035503
2010-01-27,948.6110801787898
2010-01-28,959.009142923483
2010-01-29,960.5212953612313
2010-02-01,945.9407278395519
2010-02-02,941.9020357487632
2010-02-03,962.8701376322662
2010-02-04,957.187091707882
2010-02-05,939.1083698522727
2010-02-08,942.7672007073207
2010-02-09,946.4279069827717
2010-02-10,959.770458536597
2010-02-11,961.519802807364
2010-02-12,971.2232750173367
2010-02-15,971.2232750173367
2010-02-16,971.2232750173367
2010-02-17,971.2232750173367
2010-02-18,971.2232750173367
2010-02-19,971.2232750173367
2010-02-22,964.802642091095
2010-02-23,957.6794705792165
2010-02-24,973.4856299122297
2010-02-25,985.9209291004353
2010-02-26,981.7772173675654
2010-03-01,991.2317195101498
2010-03-02,982.0300805793521
2010-03-03,989.0201147775168
2010-03-04,966.3718669670027
2010-03-05,967.7551372485722
2010-03-08,973.5303578775527
2010-03-09,976.4179216233063
2010-03-10,968.2411635662229
2010-03-11,962.7657540910607
2010-03-12,952.034538954044
2010-03-15,935.0072192636859
2010-03-16,936.0980003920894
2010-03-17,956.5151260592792
2010-03-18,954.7205007445316
2010-03-19,960.8550855095176
2010-03-22,962.2310289345664
2010-03-23,959.139256630593
2010-03-24,961.899804102086
2010-03-25,949.4025435453532
2010-03-26,959.3226784620367
2010-03-29,978.8934338995292
2010-03-30,980.58209668308
2010-03-31,975.4892062248233
2010-04-01,989.5021399740901
2010-04-02,995.8929882743768
2010-04-05,995.8929882743768
2010-04-06,995.479131715835
2010-04-07,995.1856157097337
2010-04-08,985.0003790730763
2010-04-09,995.1667517616538
2010-04-12,992.3653152651212
2010-04-13,1001.4729219585978
2010-04-14,1009.5190211018213
2010-04-15,1005.9177209022049
2010-04-16,999.119074940468
2010-04-19,957.9286499830879
2010-04-20,963.8026641061572
2010-04-21,986.2715418025073
2010-04-22,985.3728450207333
2010-04-23,981.49016830283
2010-04-26,975.8472442636962
2010-04-27,955.8848686716042
2010-04-28,954.050845956072
2010-04-29,934.3060524723398
2010-04-30,931.4058043871313
2010-05-03,931.4058043871313
2010-05-04,928.0369479653114
2010-05-05,935.9281797433257
2010-05-06,899.1594791402933
2010-05-07,877.6658472893216
2010-05-10,878.5718439381235
2010-05-11,865.8612727963518
2010-05-12,862.1845156939321
2010-05-13,887.1642972241494
2010-05-14,889.0360119937446
2010-05-17,846.1399954397859
2010-05-18,856.1423765945553
2010-05-19,860.2967796059193
2010-05-20,853.6042461309021
2010-05-21,868.3265092660943
2010-05-24,900.0480604240319
2010-05-25,882.9491707728172
2010-05-26,880.4849056159803
2010-05-27,895.3057216996804
2010-05-28,898.668354512368
2010-05-31,882.5102349371741
2010-06-01,871.9993505779239
2010-06-02,876.8191307046451
2010-06-03,873.6285692588384
2010-06-04,879.8993177933451
2010-06-07,877.1515787034447
2010-06-08,882.3150499235088
2010-06-09,901.4460523280983
2010-06-10,898.6680937779132
2010-06-11,895.8193317551555
2010-06-14,895.8193317551555
2010-06-15,895.8193317551555
2010-06-16,895.8193317551555
2010-06-17,879.8850717656029
2010-06-18,855.1885721883456
2010-06-21,877.1223075227838
2010-06-22,875.8724581124166
2010-06-23,870.871517260623
2010-06-24,870.6753868813902
2010-06-25,858.9065414108535
2010-06-28,846.2978392861667
2010-06-29,809.2511483740401
2010-06-30,807.5823469206472
2010-07-01,790.32112125243
2010-07-02,782.9882215012931
2010-07-05,775.7633083183739
2010-07-06,795.3537132015707
2010-07-07,806.120252357229
2010-07-08,803.4835808304847
2010-07-09,829.7323281574123
2010-07-12,835.1533627980001
2010-07-13,823.9398069702028
2010-07-14,824.9081854967325
2010-07-15,813.5445785884509
2010-07-16,817.8533977832533
2010-07-19,837.3502925238824
2010-07-20,861.9636510264372
2010-07-21,863.9983536896659
2010-07-22,872.7286497811011
2010-07-23,878.110227193328
2010-07-26,889.6640469702705
2010-07-27,889.7935056268578
2010-07-28,909.2485890507216
2010-07-29,909.1261891340079
2010-07-30,903.8886723607178
2010-08-02,924.1624523461379
2010-08-03,909.4119114174248
2010-08-04,916.3522953244343
2010-08-05,918.2920356658037
2010-08-06,933.1382702325159
2010-08-09,945.0625642720347
2010-08-10,915.1940567402448
2010-08-11,919.5071901001077
2010-08-12,910.0244417362765
2010-08-13,924.2179600750127
2010-08-16,947.8071317073711
2010-08-17,958.9291940507052
2010-08-18,958.9485017389042
2010-08-19,962.6128158932099
2010-08-20,937.8853893081445
2010-08-23,937.1943872805199
2010-08-24,943.3227940893096
2010-08-25,927.1526710522194
2010-08-26,930.7774990228052
2010-08-27,937.6119828964992
2010-08-30,964.7933139340395
2010-08-31,967.1982072536007
2010-09-01,958.4998509689557
2010-09-02,972.0803395497677
2010-09-03,978.9572052627423
2010-09-06,990.1197553508283
2010-09-07,989.0808809902381
2010-09-08,1001.0191318891644
2010-09-09,987.7859844226883
2010-09-10,1006.4990834754493
2010-09-13,1021.1790525694826
2010-09-14,1021.6967345627646
2010-09-15,1003.6005519432499
2010-09-16,986.100936765914
2010-09-17,993.3691864678029
2010-09-20,988.8185249036783
2010-09-21,993.7404705244479
2010-09-22,993.7404705244479
2010-09-23,993.7404705244479
2010-09-24,993.7404705244479
2010-09-27,1021.4435210849797
2010-09-28,1021.1507350944969
2010-09-29,1013.2576577114546
2010-09-30,1032.4099181315025
2010-10-01,1032.4099181315025
2010-10-04,1032.4099181315025
2010-10-05,1032.4099181315025
2010-10-06,1032.4099181315025
2010-10-07,1032.4099181315025
2010-10-08,1077.439137694402
2010-10-11,1083.7282793457064
2010-10-12,1093.3868023759107
2010-10-13,1094.696257398858
2010-10-14,1089.5146577847154
2010-10-15,1102.8662266255399
2010-10-18,1089.4352374532843
2010-10-19,1122.5052084409679
2010-10-20,1147.0956620122006
2010-10-21,1146.7226213455285
2010-10-22,1160.0636729720247
2010-10-25,1198.283712957424
2010-10-26,1194.9283916778245
2010-10-27,1166.3912838776616
2010-10-28,1157.332003243479
2010-10-29,1163.330395743976
2010-11-01,1199.5087008160936
2010-11-02,1191.574862093483
2010-11-03,1169.0038530404588
2010-11-04,1195.1693567980358
2010-11-05,1210.1826781276654
2010-11-08,1218.5480604302234
2010-11-09,1232.2093468682062
2010-11-10,1241.0427973192632
2010-11-11,1243.8988411535365
2010-11-12,1175.214566146022
2010-11-15,1192.2738999035332
2010-11-16,1141.4819303093318
2010-11-17,1096.9657423194064
2010-11-18,1119.9765542733728
2010-11-19,1143.45106269461
2010-11-22,1148.060738379387
2010-11-23,1135.388584702366
2010-11-24,1168.9500730440047
2010-11-25,1178.2228165259014
2010-11-26,1178.2732397553625
2010-11-29,1187.0810249642889
2010-11-30,1161.2826534996757
2010-12-01,1156.545187643044
2010-12-02,1157.025357472402
2010-12-03,1148.8082737786358
2010-12-06,1140.802836577284
2010-12-07,1167.890622563721
2010-12-08,1160.6490791717215
2010-12-09,1137.4634398374844
2010-12-10,1146.0116664788543
2010-12-13,1179.3297878004018
2010-12-14,1186.7086873671021
2010-12-15,1183.957199237121
2010-12-16,1183.1900076064321
2010-12-17,1181.931522665557
2010-12-20,1162.2117494042418
2010-12-21,1173.3258735021136
2010-12-22,1164.787692633467
2010-12-23,1152.2147801016702
2010-12-24,1139.2048253737191
2010-12-27,1117.2805846331285
2010-12-28,1102.582444932844
2010-12-29,1117.603304524653
2010-12-30,1127.8478833519252
2010-12-31,1157.2175108664976
2011-01-03,1157.2175108664976
2011-01-04,1165.1025487322981
2011-01-05,1158.9067319082833
2011-01-06,1146.4473573628939
2011-01-07,1137.0399736036084
2011-01-10,1108.3904117420734
2011-01-11,1105.8058780360516
2011-01-12,1106.9306533553042
2011-01-13,1115.3041522340436
2011-01-14,1103.2838994230758
2011-01-17,1058.508926173348
2011-01-18,1068.4465955298347
2011-01-19,1093.1996516236825
2011-01-20,1055.5686278673816
2011-01-21,1055.0235595400866
2011-01-24,1030.1093365349934
2011-01-25,1025.4719844431445
2011-01-26,1038.7223285690588
2011-01-27,1064.950427475997
2011-01-28,1078.5744602772502
2011-01-31,1090.4925829993106
2011-02-01,1091.0000196858489
2011-02-02,1091.0000196858489
2011-02-03,1091.0000196858489
2011-02-04,1091.0000196858489
