Date,BRAZIL QUALITY
1998-11-30,1000.0
1998-12-01,983.1045844753144
1998-12-02,969.3830003035423
1998-12-03,914.2705032945024
1998-12-04,898.0023221381216
1998-12-07,901.2677558394863
1998-12-08,879.8614883006732
1998-12-09,871.439927154085
1998-12-10,876.2866395024279
1998-12-11,837.1253334682881
1998-12-14,790.901760350601
1998-12-15,810.9212791346113
1998-12-16,781.1261217053928
1998-12-17,792.2945426535863
1998-12-18,808.6493681872911
1998-12-21,855.6232494143192
1998-12-22,858.8881743061157
1998-12-23,872.1130275028644
1998-12-24,872.1130275028644
1998-12-25,872.1130275028644
1998-12-28,856.3766831061647
1998-12-29,852.8836979362926
1998-12-30,862.0179654751669
1998-12-31,861.803932460772
1999-01-01,861.803932460772
1999-01-04,857.9637776679565
1999-01-05,860.7810389343113
1999-01-06,875.9417999171285
1999-01-07,843.7813627019797
1999-01-08,839.8208347660934
1999-01-11,808.4905706959461
1999-01-12,774.9847367828329
1999-01-13,693.1215858751945
1999-01-14,677.9113187325906
1999-01-15,772.2396642705771
1999-01-18,700.725049067636
1999-01-19,739.254960609455
1999-01-20,771.1790688992779
1999-01-21,705.420860002014
1999-01-22,686.9022747089268
1999-01-25,656.2027317051759
1999-01-26,685.9936578303816
1999-01-27,677.8992747859293
1999-01-28,682.6640015976564
1999-01-29,663.8406834623894
1999-02-01,749.4714031344379
1999-02-02,798.5372521559957
1999-02-03,776.7398562484523
1999-02-04,768.7018420387326
1999-02-05,745.2346125214038
1999-02-08,733.208401292812
1999-02-09,731.956027406231
1999-02-10,749.484343635184
1999-02-11,744.4346803676149
1999-02-12,753.3654510443389
1999-02-15,753.3654510443389
1999-02-16,753.3654510443389
1999-02-17,733.9570031702827
1999-02-18,721.3376203067731
1999-02-19,723.4262189801166
1999-02-22,703.0259551986745
1999-02-23,684.5623118571551
1999-02-24,678.1615258842659
1999-02-25,669.4817568041785
1999-02-26,686.7659332108055
1999-03-01,659.8984253178139
1999-03-02,657.5114635551631
1999-03-03,671.5128606138778
1999-03-04,707.9486493868214
1999-03-05,740.0863999283177
1999-03-08,741.2647209609677
1999-03-09,762.2583682170941
1999-03-10,773.3604008533656
1999-03-11,742.7637177621393
1999-03-12,734.8696505167596
1999-03-15,785.0115086026631
1999-03-16,796.8547373352832
1999-03-17,792.2286006185427
1999-03-18,826.5680895311011
1999-03-19,821.6757341893425
1999-03-22,804.4884062862383
1999-03-23,790.8537041988442
1999-03-24,788.5304526043187
1999-03-25,835.2878292521027
1999-03-26,843.7871379532647
1999-03-29,850.590722686072
1999-03-30,880.1342714835928
1999-03-31,896.9038321169571
1999-04-01,896.9038321169571
1999-04-02,896.9038321169571
1999-04-05,910.7995769547247
1999-04-06,932.8575893890256
1999-04-07,946.8413987757044
1999-04-08,936.3574713001668
1999-04-09,931.1196459623511
1999-04-12,936.6167350471316
1999-04-13,941.9037175567395
1999-04-14,950.2536671252765
1999-04-15,978.9683286870313
1999-04-16,1001.263966575179
1999-04-19,969.7668338642748
1999-04-20,938.3092999744767
1999-04-21,938.3092999744767
