Date,MEXICO QUALITY
1998-11-30,1000.0
1998-12-01,997.3311851635452
1998-12-02,1011.8745434919637
1998-12-03,982.3025865427581
1998-12-04,997.4578316867871
1998-12-07,1003.1788218192067
1998-12-08,1003.2163470081547
1998-12-09,1001.5476573183442
1998-12-10,1006.2938631912119
1998-12-11,1018.9154246456576
1998-12-14,1013.1654016467713
1998-12-15,1004.0420485851106
1998-12-16,1015.082714680541
1998-12-17,1022.5524160818301
1998-12-18,1040.9404422677153
1998-12-21,1057.927990006429
1998-12-22,1057.4403021561277
1998-12-23,1057.0671535341173
1998-12-24,1069.877888104811
1998-12-25,1069.877888104811
1998-12-28,1062.5151950260818
1998-12-29,1049.2116931936896
1998-12-30,1054.9189763792667
1998-12-31,1059.5857960608212
1999-01-01,1059.5857960608212
1999-01-04,1039.355735928321
1999-01-05,1019.4302091601566
1999-01-06,1005.2818414567607
1999-01-07,993.8956421810308
1999-01-08,981.2340033961941
1999-01-11,956.6655243418742
1999-01-12,909.853389813766
1999-01-13,839.7174470978704
1999-01-14,852.70824525281
1999-01-15,948.6760412264962
1999-01-18,957.2088989155332
1999-01-19,945.0357339919224
1999-01-20,996.0214945012555
1999-01-21,982.5938078897892
1999-01-22,976.0606439221027
1999-01-25,979.5463417494847
1999-01-26,996.1315266325481
1999-01-27,1006.8362160573888
1999-01-28,1045.8222226725622
1999-01-29,1045.127789310069
1999-02-01,1072.8538071429687
1999-02-02,1071.71568093071
1999-02-03,1071.1206669299506
1999-02-04,1066.4243916044047
1999-02-05,1068.27812161216
1999-02-08,1066.750286773169
1999-02-09,1048.7483171578838
1999-02-10,1058.1194238496835
1999-02-11,1101.4636911015473
1999-02-12,1106.241989556302
1999-02-15,1104.530213772707
1999-02-16,1119.6204698557167
1999-02-17,1099.4699503820918
1999-02-18,1102.9419428248584
1999-02-19,1127.6523717971988
1999-02-22,1137.321210787812
1999-02-23,1132.4674383890851
1999-02-24,1135.2439293007494
1999-02-25,1144.2451833579191
1999-02-26,1145.275737569071
1999-03-01,1134.5172258635691
1999-03-02,1126.123087678191
1999-03-03,1113.0025063785642
1999-03-04,1141.1597539918837
1999-03-05,1165.9278605655077
1999-03-08,1210.2255338111106
1999-03-09,1238.362071345845
1999-03-10,1277.8011603229538
1999-03-11,1273.8558155009177
1999-03-12,1274.0444577373364
1999-03-15,1298.3657869705364
1999-03-16,1330.1324283381653
1999-03-17,1318.1267374393497
1999-03-18,1324.0391333270727
1999-03-19,1299.8254471689952
1999-03-22,1284.8867714742819
1999-03-23,1266.8570163750198
1999-03-24,1313.8420767396956
1999-03-25,1322.477697688156
1999-03-26,1302.8395210364486
1999-03-29,1331.243342028749
1999-03-30,1342.8781697688096
1999-03-31,1359.0342485254716
1999-04-01,1357.4652543258726
1999-04-02,1360.7500203279235
1999-04-05,1410.158195643018
1999-04-06,1412.4298004871168
1999-04-07,1410.9626656949613
1999-04-08,1415.7490866162316
1999-04-09,1418.1893167652768
1999-04-12,1442.7343403147056
1999-04-13,1434.308893283265
1999-04-14,1424.1809791323442
1999-04-15,1478.6887119419491
1999-04-16,1483.3952042671185
1999-04-19,1485.1100348338314
1999-04-20,1460.4728236078067
1999-04-21,1451.2982407462343
1999-04-22,1497.7881686659484
1999-04-23,1498.384445300383
1999-04-26,1478.7162664327477
1999-04-27,1476.6331970568854
1999-04-28,1495.9398635405998
1999-04-29,1506.9684806405796
1999-04-30,1487.9827937643065
1999-05-03,1524.3988327024922
1999-05-04,1520.2605832810066
1999-05-05,1520.2605832810066
1999-05-06,1564.7633595840346
1999-05-07,1609.753871353201
1999-05-10,1645.1719290623791
1999-05-11,1625.7062547506926
1999-05-12,1591.8092943747724
1999-05-13,1630.787510009688
1999-05-14,1589.4966165187298
1999-05-17,1576.5028029047041
1999-05-18,1584.4932540263962
1999-05-19,1547.0349124792028
1999-05-20,1557.5506995082262
1999-05-21,1508.5975663071492
1999-05-24,1471.162058389394
1999-05-25,1425.9071379038885
1999-05-26,1490.7879025433201
1999-05-27,1421.8765758859058
1999-05-28,1426.6663567031148
1999-05-31,1438.980867833892
1999-06-01,1429.0126513695952
1999-06-02,1423.6299698941023
1999-06-03,1412.0148463048765
1999-06-04,1431.8235422319308
1999-06-07,1452.0114822387684
1999-06-08,1441.4417774248159
1999-06-09,1428.066823462137
1999-06-10,1420.0957861895902
1999-06-11,1381.123465881947
1999-06-14,1353.3378711013902
1999-06-15,1397.034022186784
1999-06-16,1499.6294835462716
1999-06-17,1520.6206501498223
1999-06-18,1537.167085991851
1999-06-21,1567.0667273710317
1999-06-22,1552.6877545030638
1999-06-23,1511.5549765239775
1999-06-24,1481.3534465922555
1999-06-25,1462.766529547732
1999-06-28,1494.1067877457945
1999-06-29,1514.8412101793506
1999-06-30,1574.9960773349526
1999-07-01,1574.563751544741
1999-07-02,1590.468967942667
1999-07-05,1606.112598731039
1999-07-06,1596.5065180030429
1999-07-07,1599.426831132973
1999-07-08,1577.6020211293194
1999-07-09,1572.9332734454938
1999-07-12,1530.2031025157714
1999-07-13,1555.6791433983406
1999-07-14,1566.7084785505829
1999-07-15,1577.2095524782028
1999-07-16,1591.3272046681352
1999-07-19,1614.14512578351
1999-07-20,1576.1680772970426
1999-07-21,1591.0427494666205
1999-07-22,1558.6825936244798
1999-07-23,1507.388164309792
1999-07-26,1465.9916637816425
1999-07-27,1461.7249123510398
1999-07-28,1488.7536455313045
1999-07-29,1428.4365939965082
1999-07-30,1435.4464841406066
1999-08-02,1393.676132251163
1999-08-03,1408.0604457174431
1999-08-04,1394.7394182376404
1999-08-05,1396.4435789672839
1999-08-06,1352.1553124859545
1999-08-09,1374.6429271616696
1999-08-10,1371.007955267081
1999-08-11,1403.4533684800872
1999-08-12,1421.0294252784845
1999-08-13,1458.8725116433202
1999-08-16,1455.2548343158478
1999-08-17,1453.4383818121696
1999-08-18,1418.1863157021942
1999-08-19,1408.3978260870258
1999-08-20,1388.344618686585
1999-08-23,1417.5125268710856
1999-08-24,1421.498637139246
1999-08-25,1452.4952052297876
1999-08-26,1443.919955961353
1999-08-27,1415.1898030162622
1999-08-30,1399.9970074724397
1999-08-31,1381.6121693519647
1999-09-01,1375.7298397325844
1999-09-02,1368.6611156785495
1999-09-03,1367.123242700837
1999-09-06,1369.9812345884072
1999-09-07,1329.6609717255883
1999-09-08,1312.2653418238094
1999-09-09,1308.2512863130837
1999-09-10,1354.5631156466443
1999-09-13,1362.0035476584867
1999-09-14,1360.319814320454
1999-09-15,1355.042082728818
1999-09-16,1348.5413477903535
1999-09-17,1345.3335936180938
1999-09-20,1364.8494990536556
1999-09-21,1339.2930514888114
1999-09-22,1355.114988940074
1999-09-23,1345.0065992244288
1999-09-24,1350.2397040423614
1999-09-27,1376.2362446559905
1999-09-28,1379.6959304629604
1999-09-29,1374.9722389190558
1999-09-30,1366.515817658163
1999-10-01,1343.8044267551404
1999-10-04,1348.118055835433
1999-10-05,1339.7599028174795
1999-10-06,1365.4697610925648
1999-10-07,1376.3639880271833
1999-10-08,1415.2538471689231
1999-10-11,1432.295163559684
1999-10-12,1390.1978427113406
1999-10-13,1345.9414238161617
1999-10-14,1323.6147841363384
1999-10-15,1259.3049849351478
1999-10-18,1274.7308241597398
1999-10-19,1313.3903131424295
1999-10-20,1327.0703273861093
1999-10-21,1324.8662600039318
1999-10-22,1343.9629537479495
1999-10-25,1337.548288947955
1999-10-26,1338.4806298618446
1999-10-27,1336.6466434459264
1999-10-28,1380.0056932854716
1999-10-29,1420.17993542481
1999-11-01,1429.833171903124
1999-11-02,1433.4112956845404
1999-11-03,1529.1354149685862
1999-11-04,1537.6242153099245
1999-11-05,1562.5993150973238
1999-11-08,1585.4454105131915
1999-11-09,1561.6120723116123
1999-11-10,1592.10820978875
1999-11-11,1619.46858911413
1999-11-12,1618.2683824829048
1999-11-15,1634.1945672545316
1999-11-16,1631.0539006722288
1999-11-17,1631.0852190515766
1999-11-18,1652.184430596758
1999-11-19,1675.2747101270277
1999-11-22,1613.3948691001729
1999-11-23,1624.0494450781912
1999-11-24,1645.8465512983623
1999-11-25,1674.4531457119676
1999-11-26,1668.8786944658743
1999-11-29,1656.0074064763623
1999-11-30,1618.1101643791108
1999-12-01,1620.8044865088661
1999-12-02,1651.8364261323773
1999-12-03,1696.024215548377
1999-12-06,1675.1269425310204
1999-12-07,1672.7642846389988
1999-12-08,1743.0812830073708
1999-12-09,1752.9977445399147
1999-12-10,1769.013070586478
1999-12-13,1737.0609336648124
1999-12-14,1721.2017556663147
1999-12-15,1748.967418797761
1999-12-16,1768.6281821922134
1999-12-17,1799.2790898882138
1999-12-20,1810.65658328448
1999-12-21,1819.7630581351639
1999-12-22,1780.9146006513465
1999-12-23,1790.9344865480152
1999-12-24,1787.3084730541343
1999-12-27,1783.0101706403884
1999-12-28,1805.046251393307
1999-12-29,1828.5358234100852
1999-12-30,1838.9354650863693
1999-12-31,1838.9354650863693
2000-01-03,1841.0800837279103
2000-01-04,1699.7210904854755
2000-01-05,1721.3062355006073
2000-01-06,1698.1699147340407
2000-01-07,1794.6344297597418
2000-01-10,1880.1003624126067
2000-01-11,1818.3493508758393
2000-01-12,1811.7672760791288
2000-01-13,1844.3673960713081
2000-01-14,1880.399712854792
2000-01-17,1899.8963235950937
2000-01-18,1864.120638048241
2000-01-19,1825.5571232910538
2000-01-20,1783.7204837076993
2000-01-21,1744.8486863407227
2000-01-24,1718.217406639344
2000-01-25,1726.4519100044074
2000-01-26,1738.225313714183
2000-01-27,1721.0246427230795
2000-01-28,1656.562897312584
2000-01-31,1632.1795116336475
2000-02-01,1664.1144078523976
2000-02-02,1688.9635255959693
2000-02-03,1778.9689416708063
2000-02-04,1846.725267052214
2000-02-07,1946.80561877878
2000-02-08,1947.527153786107
2000-02-09,1922.380025610286
2000-02-10,1980.8642012956811
2000-02-11,1945.6526426154012
2000-02-14,1927.2147858679232
2000-02-15,1943.0656520628918
2000-02-16,1934.0778743106848
2000-02-17,1921.5652758360388
2000-02-18,1856.565872905394
2000-02-21,1843.5581433665884
2000-02-22,1816.8847033279928
2000-02-23,1889.9649471915402
2000-02-24,1876.4600207916214
2000-02-25,1844.5696344360854
2000-02-28,1849.8947543302122
2000-02-29,1864.0004403126386
2000-03-01,1922.3788280755725
2000-03-02,2010.8093705912902
2000-03-03,2058.7184571075018
2000-03-06,2028.998819972311
2000-03-07,2042.4589008863954
2000-03-08,2100.434186108715
2000-03-09,2117.6950553563984
2000-03-10,2078.814273958404
2000-03-13,2033.0026972253295
2000-03-14,1988.209034715924
2000-03-15,2013.4067391615636
2000-03-16,2010.1797270745667
2000-03-17,2010.1922962955646
2000-03-20,2025.1406439330588
2000-03-21,2032.1178726804596
2000-03-22,1984.5412425100217
2000-03-23,2026.0057485315588
2000-03-24,2059.054383897281
2000-03-27,2083.2657395810857
2000-03-28,2027.2756599229047
2000-03-29,2000.113052596833
2000-03-30,1925.9575308114265
2000-03-31,1902.699204312893
2000-04-03,1873.9123111296767
2000-04-04,1812.4511097861318
2000-04-05,1831.9575911713173
2000-04-06,1890.5842889677156
2000-04-07,1938.39893607687
2000-04-10,1895.7104727381745
2000-04-11,1846.0142689612278
2000-04-12,1795.3394703137003
2000-04-13,1750.0714653331945
2000-04-14,1636.8444856936228
2000-04-17,1608.8814349668307
2000-04-18,1699.3710597256663
2000-04-19,1643.7517331533168
2000-04-20,1648.6521855093956
2000-04-21,1648.6521855093956
2000-04-24,1637.0752632248127
2000-04-25,1724.2733870564216
2000-04-26,1728.277640390177
2000-04-27,1754.4478192759623
2000-04-28,1710.8736629226075
2000-05-01,1724.3682397563052
2000-05-02,1714.9099876915404
2000-05-03,1664.1632194852295
2000-05-04,1653.1001775293073
2000-05-05,1644.7150133613472
2000-05-08,1598.2729316310053
2000-05-09,1581.8666733952084
2000-05-10,1541.3134372352774
2000-05-11,1547.4825478700625
2000-05-12,1601.858957078363
2000-05-15,1622.17684470433
2000-05-16,1635.9134085895694
