Date,CHINA A INTERNATIONAL QUALITY
2008-11-25,1000.0
2008-11-26,1008.1602554997017
2008-11-27,1024.3352631545808
2008-11-28,1007.64632034241
2008-12-01,1009.8735099335703
2008-12-02,1007.6799220762233
2008-12-03,1053.8183228493938
2008-12-04,1073.0551403726888
2008-12-05,1084.053630562793
2008-12-08,1125.8930583874342
2008-12-09,1108.3193646908085
2008-12-10,1126.3646234442542
2008-12-11,1105.4152111094354
2008-12-12,1060.3486793276757
2008-12-15,1068.6031731831722
2008-12-16,1077.3840809468124
2008-12-17,1086.720708510284
2008-12-18,1109.43517199841
2008-12-19,1111.7204257327073
2008-12-22,1090.5680990821552
2008-12-23,1037.2809887797553
2008-12-24,1022.0733117196122
2008-12-25,1013.6297266325314
2008-12-26,1007.8268475168967
2008-12-29,1000.436575952181
2008-12-30,988.4479460830888
2008-12-31,982.2209025262293
2009-01-01,982.2209025262293
2009-01-02,982.2209025262293
2009-01-05,1011.7134989872064
2009-01-06,1039.5242965968255
2009-01-07,1033.003682844973
2009-01-08,1007.3849517084445
2009-01-09,1019.9460582923658
2009-01-12,1016.4481532858401
2009-01-13,992.6952114586039
2009-01-14,1030.2759195002566
2009-01-15,1022.0273790817475
2009-01-16,1041.299125768306
2009-01-19,1054.300482261253
2009-01-20,1055.3020681498022
2009-01-21,1042.9215047895618
2009-01-22,1056.3450082059337
2009-01-23,1049.9425861273487
2009-01-26,1049.9425861273487
2009-01-27,1049.9425861273487
2009-01-28,1049.9425861273487
2009-01-29,1049.9425861273487
2009-01-30,1049.9425861273487
2009-02-02,1063.0986304625396
2009-02-03,1093.1840020546226
2009-02-04,1118.0683619989936
2009-02-05,1114.1203680852154
2009-02-06,1157.3890796656633
2009-02-09,1197.6253257406108
2009-02-10,1219.1219999308094
2009-02-11,1220.5451637204408
2009-02-12,1208.6850675199616
2009-02-13,1249.8278653043244
2009-02-16,1279.9716811879912
2009-02-17,1241.4402558679453
2009-02-18,1176.1936382121576
2009-02-19,1193.6664186923658
2009-02-20,1216.0067291422142
2009-02-23,1239.1897528953568
2009-02-24,1185.024468839403
2009-02-25,1173.6972889923964
2009-02-26,1117.5032597908444
2009-02-27,1093.7251157141325
2009-03-02,1100.9463978799881
2009-03-03,1086.3238875068218
2009-03-04,1156.3607087365676
2009-03-05,1160.4862399064145
2009-03-06,1145.152863233633
2009-03-09,1104.7251815391344
2009-03-10,1131.5800977350473
2009-03-11,1122.097757228388
2009-03-12,1119.2309256327153
2009-03-13,1116.1503492294314
2009-03-16,1128.450950016416
2009-03-17,1166.3813305757176
2009-03-18,1174.7138770273732
2009-03-19,1203.7957324961217
2009-03-20,1208.318989935263
2009-03-23,1239.1994271384071
2009-03-24,1247.2067655309363
2009-03-25,1214.3351668175642
2009-03-26,1249.758329896578
2009-03-27,1261.3343985538222
2009-03-30,1249.3617699931156
2009-03-31,1259.3834944804823
2009-04-01,1283.0246871109712
2009-04-02,1300.0450636053372
2009-04-03,1289.457767048462
2009-04-06,1289.457767048462
2009-04-07,1296.096823954196
2009-04-08,1251.0089896124703
2009-04-09,1272.1688684415178
2009-04-10,1312.0754237659596
2009-04-13,1359.7126431003
2009-04-14,1365.5859291562572
2009-04-15,1370.0637250044858
2009-04-16,1369.8747515621242
2009-04-17,1346.6579979065646
2009-04-20,1382.1514791559803
2009-04-21,1370.432075031734
2009-04-22,1322.2967626958496
2009-04-23,1329.7372229496762
2009-04-24,1325.3204957828566
2009-04-27,1298.1311558687412
2009-04-28,1292.9980096245808
2009-04-29,1327.0080039525121
2009-04-30,1337.0314572124084
2009-05-01,1337.0314572124084
2009-05-04,1387.8862109088818
2009-05-05,1388.484545738813
2009-05-06,1403.168261072228
2009-05-07,1399.255630666358
2009-05-08,1401.3298574175649
2009-05-11,1368.237840864682
2009-05-12,1394.5948665846483
2009-05-13,1409.3256995216877
2009-05-14,1397.1617674408235
2009-05-15,1397.540359726346
2009-05-18,1406.9012051936284
2009-05-19,1418.7941116586321
2009-05-20,1403.086741747462
2009-05-21,1372.6374885981702
2009-05-22,1367.886348149712
2009-05-25,1368.5873842805254
2009-05-26,1354.045108299584
2009-05-27,1374.270659678222
2009-05-28,1374.270659678222
2009-05-29,1374.270659678222
2009-06-01,1427.8201487674264
2009-06-02,1435.1030559183082
2009-06-03,1455.081698531963
2009-06-04,1446.5085136522202
2009-06-05,1455.362379902197
2009-06-08,1449.5133496874473
2009-06-09,1463.9253184272695
2009-06-10,1484.4391654848869
2009-06-11,1466.3200406078277
2009-06-12,1432.0993664405667
2009-06-15,1449.7555062443416
2009-06-16,1452.8586384454197
2009-06-17,1473.8551768404882
2009-06-18,1501.3767021260044
2009-06-19,1507.7579756459247
2009-06-22,1504.3352141104722
2009-06-23,1499.076030033663
2009-06-24,1531.6679497295231
2009-06-25,1530.4723264424765
2009-06-26,1537.9884425603207
2009-06-29,1572.4860196762033
2009-06-30,1569.81190435444
2009-07-01,1588.7409023783057
2009-07-02,1613.3284095356323
2009-07-03,1630.9868934414812
2009-07-06,1651.5350889583688
2009-07-07,1634.1003049752082
2009-07-08,1641.7724855794077
2009-07-09,1662.5023349617702
2009-07-10,1668.5534691027676
2009-07-13,1654.4367824920096
2009-07-14,1694.1712129068742
2009-07-15,1721.6228497235957
2009-07-16,1711.6799311371644
2009-07-17,1730.1525708076763
2009-07-20,1782.291909226408
2009-07-21,1751.610421136168
2009-07-22,1791.4981677755943
2009-07-23,1800.717964880477
2009-07-24,1814.2447939211484
2009-07-27,1856.6943473175604
2009-07-28,1859.4947637762875
2009-07-29,1752.2817281901885
2009-07-30,1776.4124313519048
2009-07-31,1829.2086416778081
2009-08-03,1866.8068580152035
2009-08-04,1895.4781367492935
2009-08-05,1890.5533680127737
2009-08-06,1842.815875436852
2009-08-07,1777.1099118356533
2009-08-10,1777.3693785434764
2009-08-11,1786.7474967221508
2009-08-12,1696.85280749685
2009-08-13,1710.8806551548864
2009-08-14,1658.7637202594613
2009-08-17,1552.6453297911496
2009-08-18,1581.3230977395951
2009-08-19,1506.1469000859247
2009-08-20,1575.4044208180926
2009-08-21,1610.1892670554857
2009-08-24,1632.1057993292839
2009-08-25,1585.330382899606
2009-08-26,1617.0966251661155
2009-08-27,1605.9824005660278
2009-08-28,1556.4698729388742
2009-08-31,1447.9185108245633
2009-09-01,1448.075815341746
2009-09-02,1462.2440764578841
2009-09-03,1544.015055653869
2009-09-04,1554.4139972713338
2009-09-07,1572.121585176874
2009-09-08,1615.5600845120816
2009-09-09,1628.436972522236
2009-09-10,1616.9036385208517
2009-09-11,1640.749529960333
2009-09-14,1663.2370581412165
2009-09-15,1668.0247597321393
2009-09-16,1660.011996905893
2009-09-17,1689.1079612667615
2009-09-18,1632.1666998185938
2009-09-21,1642.8591404147871
2009-09-22,1615.9640209784948
2009-09-23,1581.0575519930212
2009-09-24,1572.0291299175258
2009-09-25,1565.7823397594407
2009-09-28,1521.8792009080976
2009-09-29,1517.826782821984
2009-09-30,1531.07911873067
2009-10-01,1531.07911873067
2009-10-02,1531.07911873067
2009-10-05,1531.07911873067
2009-10-06,1531.07911873067
2009-10-07,1531.07911873067
2009-10-08,1531.07911873067
2009-10-09,1618.3419757341258
2009-10-12,1611.0148455212864
2009-10-13,1630.5568330575322
2009-10-14,1642.7446549183587
2009-10-15,1639.9943547494654
2009-10-16,1649.8616406961507
2009-10-19,1688.2933117112752
2009-10-20,1714.635138278873
2009-10-21,1699.470493442444
2009-10-22,1688.6968516262336
2009-10-23,1722.0176776221301
2009-10-26,1719.6737093406864
2009-10-27,1671.9010360090706
2009-10-28,1678.3661766376715
2009-10-29,1639.0139700763364
2009-10-30,1654.5431823087795
2009-11-02,1699.3748994424795
2009-11-03,1716.775217542339
2009-11-04,1728.7864455509164
2009-11-05,1735.7251715088569
2009-11-06,1749.249906575531
2009-11-09,1756.3285792831389
2009-11-10,1760.1003822367832
2009-11-11,1763.2330823548407
2009-11-12,1770.166899467236
2009-11-13,1771.3507402967268
2009-11-16,1832.7258837738113
2009-11-17,1831.5677659516805
2009-11-18,1834.8056716022984
2009-11-19,1840.500002552747
2009-11-20,1829.9750501091366
2009-11-23,1853.485525042126
2009-11-24,1801.2895525086305
2009-11-25,1855.1257063675032
2009-11-26,1791.2256345877297
2009-11-27,1740.0398925647914
2009-11-30,1811.311724174206
2009-12-01,1837.2778872262645
2009-12-02,1857.25223615123
2009-12-03,1854.4456991967731
2009-12-04,1868.4852194752027
2009-12-07,1872.9016088232866
2009-12-08,1851.2853614317796
2009-12-09,1825.5824980418283
2009-12-10,1832.9504389184651
2009-12-11,1831.875253059298
2009-12-14,1855.9870604423006
2009-12-15,1845.5297994237085
2009-12-16,1828.8139577869965
2009-12-17,1786.3274301414972
2009-12-18,1745.4804387760162
2009-12-21,1751.571149282614
2009-12-22,1707.9623754812128
2009-12-23,1725.439787363186
2009-12-24,1784.593543129013
2009-12-25,1775.747593933974
2009-12-28,1800.46189794206
2009-12-29,1808.2520865619792
2009-12-30,1828.058775816485
2009-12-31,1834.0407262350236
2010-01-01,1834.0407262350236
2010-01-04,1814.182645117693
2010-01-05,1827.7957578580845
2010-01-06,1817.0656276521481
2010-01-07,1783.161174771943
2010-01-08,1779.4151066951479
2010-01-11,1772.6165062620887
2010-01-12,1805.236747465598
2010-01-13,1750.000844696457
2010-01-14,1775.8265804178259
2010-01-15,1779.3062614143323
2010-01-18,1792.673290701787
2010-01-19,1791.2811089263228
2010-01-20,1738.0274780978853
2010-01-21,1733.9625953660752
2010-01-22,1703.6966008703555
