Date,NETHERLANDS SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.58996974209353
2001-01-03,98.90867760489839
2001-01-04,98.69429583293976
2001-01-05,98.1783637122784
2001-01-08,96.85162660034915
2001-01-09,95.94469671870164
2001-01-10,96.04207742389634
2001-01-11,98.41641439379049
2001-01-12,97.76506679764205
2001-01-15,97.67464173995546
2001-01-16,97.70968879394671
2001-01-17,97.64663093982597
2001-01-18,99.47933733598107
2001-01-19,99.57226240508206
2001-01-22,99.72413413356732
2001-01-23,100.70234534564241
2001-01-24,99.60913577811655
2001-01-25,100.19455633842176
2001-01-26,99.58221338256378
2001-01-29,99.48013790352634
2001-01-30,100.96770686983251
2001-01-31,103.35248562424412
2001-02-01,103.78357473030601
2001-02-02,101.8117151388697
2001-02-05,102.36144541730202
2001-02-06,101.21881933537998
2001-02-07,101.56020395162518
2001-02-08,100.74270508756955
2001-02-09,101.24387877636462
2001-02-12,102.83975597274441
2001-02-13,102.61266257040424
2001-02-14,102.56375120783004
2001-02-15,101.42842820078134
2001-02-16,103.00916053850204
2001-02-19,103.31120530858338
2001-02-20,101.74401381649844
2001-02-21,100.99214350017493
2001-02-22,100.35864614003374
2001-02-23,99.46051265649756
2001-02-26,100.36588307413447
2001-02-27,101.52223839708866
2001-02-28,101.67869916175204
2001-03-01,102.56346503572233
2001-03-02,103.09522549165654
2001-03-05,104.60414421513731
2001-03-06,103.99262464236632
2001-03-07,101.65780848959972
2001-03-08,101.98917099163054
2001-03-09,101.72426222694824
2001-03-12,99.6687651237452
2001-03-13,97.17125568493502
2001-03-14,95.3344211109281
2001-03-15,93.97895329575397
2001-03-16,92.62111440380212
2001-03-19,92.60697837018286
2001-03-20,93.470137077128
2001-03-21,91.69312315679295
2001-03-22,86.80980426058419
2001-03-23,88.91291091435389
2001-03-26,91.4089147172165
2001-03-27,91.70476507840253
2001-03-28,91.02114670112562
2001-03-29,89.45266943252277
2001-03-30,90.14423525085341
2001-04-02,89.5316264354379
2001-04-03,88.9012612124594
2001-04-04,89.95991766873529
2001-04-05,91.79863671614767
2001-04-06,91.24503721053095
2001-04-09,91.04107446148457
2001-04-10,89.66144129350307
2001-04-11,92.07632737377708
2001-04-12,94.44284831451374
2001-04-13,94.44284831451374
2001-04-16,93.47564023115397
2001-04-17,93.14750020653052
2001-04-18,93.8195941041019
2001-04-19,94.63396415851642
2001-04-20,95.67081907815628
2001-04-23,95.51584505192486
2001-04-24,96.37596375794993
2001-04-25,97.11884014246714
2001-04-26,97.69804435094443
2001-04-27,96.50145775944819
2001-04-30,95.85274480604875
2001-05-01,97.05464942883413
2001-05-02,97.67443476230976
2001-05-03,98.18054109449308
2001-05-04,98.42005901828905
2001-05-07,99.0470406714463
