Date,ITALY SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.83931876159262
2001-01-03,98.02514211172279
2001-01-04,98.49625807786305
2001-01-05,98.89848722136479
2001-01-08,97.34215588953481
2001-01-09,96.26496571403214
2001-01-10,96.04158087290006
2001-01-11,97.14860510592538
2001-01-12,97.9364592320692
2001-01-15,97.35972892935601
2001-01-16,97.2997547097805
2001-01-17,97.88971263174705
2001-01-18,99.44283302895956
2001-01-19,99.00506997667337
2001-01-22,99.1084356402289
2001-01-23,99.56034011682426
2001-01-24,98.481318160414
2001-01-25,98.01735520669105
2001-01-26,98.07687646245144
2001-01-29,97.6913051539329
2001-01-30,98.26832690770739
2001-01-31,98.88057367979964
2001-02-01,100.2155312662163
2001-02-02,99.81004626851194
2001-02-05,100.179386785974
2001-02-06,99.21621550536125
2001-02-07,98.92865087853272
2001-02-08,97.76933448037377
2001-02-09,96.98963274536656
2001-02-12,97.61376658701194
2001-02-13,96.92630798396519
2001-02-14,95.63167176954019
2001-02-15,94.40208964686917
2001-02-16,95.24464744405806
2001-02-19,95.55483018293137
2001-02-20,94.35413040994816
2001-02-21,94.28518966965102
2001-02-22,93.91424533922336
2001-02-23,92.95747400027415
2001-02-26,93.47937384270038
2001-02-27,94.59685901248515
2001-02-28,94.63262624037998
2001-03-01,94.44262933133997
2001-03-02,94.62598877191974
2001-03-05,94.40434192397112
2001-03-06,95.06648848937103
2001-03-07,94.54715032736895
2001-03-08,95.79154591328803
2001-03-09,95.45829099286156
2001-03-12,93.22979405344253
2001-03-13,91.78919423076782
2001-03-14,89.8333841950018
2001-03-15,89.89549092451026
2001-03-16,88.58658783328771
2001-03-19,88.55861629607794
2001-03-20,89.45030190829388
2001-03-21,87.85234130092593
2001-03-22,83.63222715339253
2001-03-23,85.0814627130833
2001-03-26,86.37927528469234
2001-03-27,87.33242735745985
2001-03-28,87.14857166954256
2001-03-29,86.85752428085122
2001-03-30,87.98123602052762
2001-04-02,88.06722923744698
2001-04-03,87.0924894799777
2001-04-04,88.21810141923152
2001-04-05,88.33962376828791
2001-04-06,89.44699193474356
2001-04-09,89.72696664446201
2001-04-10,88.3665269218518
2001-04-11,87.88975924042525
2001-04-12,88.8286010705134
2001-04-13,88.8286010705134
2001-04-16,87.91888961514911
2001-04-17,88.14347252659955
2001-04-18,87.97194253408414
2001-04-19,89.57374772395633
2001-04-20,91.36559130998565
2001-04-23,89.58562811185351
2001-04-24,89.71412357434986
2001-04-25,90.59397805521918
2001-04-26,91.10198430037262
2001-04-27,90.25127320297143
2001-04-30,90.07456279876764
2001-05-01,90.55208853917054
2001-05-02,91.33057013422184
2001-05-03,92.12002021989458
2001-05-04,91.82618977836808
2001-05-07,92.18072810672699
