Date,SINGAPORE SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.4500310906943
2001-01-03,97.12651068331034
2001-01-04,99.54233550746464
2001-01-05,102.25202445115967
2001-01-08,101.81338387398642
2001-01-09,100.97093637235709
2001-01-10,99.88712290073113
2001-01-11,98.54615473629788
2001-01-12,99.28140364584542
2001-01-15,98.1278122974826
2001-01-16,97.52087567841527
2001-01-17,97.13721984791404
2001-01-18,96.37541500088635
2001-01-19,97.00189592098378
2001-01-22,96.7995373930914
2001-01-23,96.76143475807945
2001-01-24,96.76143475807945
2001-01-25,96.85039034048172
2001-01-26,96.08567541724676
2001-01-29,96.97531314400592
2001-01-30,98.00229512652521
2001-01-31,99.50640945564726
2001-02-01,99.85660340811262
2001-02-02,102.11670304508175
2001-02-05,101.80103415896514
2001-02-06,102.00263075674118
2001-02-07,101.63642036992789
2001-02-08,102.4733634204309
2001-02-09,102.10142279341183
2001-02-12,103.6143996839821
2001-02-13,104.41224695101748
2001-02-14,103.23324435824412
2001-02-15,103.12146618834926
2001-02-16,102.81442068195479
2001-02-19,102.15064701762957
2001-02-20,103.79209519288533
2001-02-21,103.16876949282803
2001-02-22,102.9520844121252
2001-02-23,102.84334855262492
2001-02-26,102.56055321593864
2001-02-27,101.40029389822901
2001-02-28,102.10985835061162
2001-03-01,100.70005864945617
2001-03-02,100.79255111728247
2001-03-05,100.03640262911354
2001-03-06,100.12190382794184
2001-03-07,100.11052652385366
2001-03-08,100.23461201031934
2001-03-09,100.4043720476423
2001-03-12,98.65991089246141
2001-03-13,96.40553506634387
2001-03-14,95.70787204512342
2001-03-15,96.06170420528763
2001-03-16,94.9687253974179
2001-03-19,93.98552293870031
2001-03-20,93.54520135885403
2001-03-21,92.69080216803857
2001-03-22,91.05443143407388
2001-03-23,92.25169681604869
2001-03-26,91.42715889112239
2001-03-27,90.16722164027962
2001-03-28,88.11104403862008
2001-03-29,85.6467394762801
2001-03-30,87.29658956499799
2001-04-02,85.31932670227275
2001-04-03,84.86633982341448
2001-04-04,84.73273863993579
2001-04-05,87.24644172620674
2001-04-06,87.41613867448731
2001-04-09,85.82640791200151
2001-04-10,88.20985053055071
2001-04-11,88.93239423569521
2001-04-12,89.2597035599153
2001-04-13,89.2597035599153
2001-04-16,88.1048198520518
2001-04-17,87.38182062344374
2001-04-18,89.09914677963188
2001-04-19,89.15801261713143
2001-04-20,88.82375699272991
2001-04-23,89.31785138169941
2001-04-24,89.88089821930956
2001-04-25,89.1722667251682
2001-04-26,90.13320711754321
2001-04-27,90.5892954190154
2001-04-30,92.69387303258385
2001-05-01,93.07711671932275
2001-05-02,92.84492644790377
2001-05-03,92.38089623611488
2001-05-04,92.37297309110494
2001-05-07,92.24646943033925
